OBJNR,STAT,INACT
OK00000019690006,I0002,
OK00000019690007,I0002,
OK00000019690008,I0002,
OK00000019690009,I0002,
OK00000019690010,I0002,
OK00000019700001,I0002,
OK00000019700002,I0002,
OK00000019700003,I0002,
OK00000019700004,I0002,
OK00000019700005,I0002,
OK00000019700006,I0002,
OK00000019700007,I0002,
OK00000019700008,I0002,
OK00000019700009,I0002,
OK00000019700010,I0002,
OK00000019710001,I0002,
OK00000019710002,I0002,
OK00000019710003,I0002,
OK00000019710004,I0002,
OK00000019710005,I0002,
OK00000019710006,I0002,
OK00000019710007,I0002,
OK00000019720001,I0002,
OK00000019720002,I0002,
OK00000019720003,I0002,
OK00000019720004,I0002,
OK00000019720005,I0002,
OK00000019720006,I0002,
OK00000019720007,I0002,
OK00000019730001,I0002,
OK00000019730002,I0002,
OK00000019730003,I0002,
OK00000019730004,I0002,
OK00000019730005,I0002,
OK00000019730006,I0002,
OK00000019730007,I0002,
OK00000019830001,I0002,
OK00000019830002,I0002,
OK00000019830003,I0002,
OK00000019830004,I0002,
OK00000019830005,I0002,
OK00000019830006,I0002,
OK00000019830007,I0002,
OK00000019830008,I0002,
OK00000019830009,I0002,
OK00000019840001,I0002,
OK00000019840002,I0002,
OK00000019840003,I0002,
OK00000019840004,I0002,
OK00000019840005,I0002,
OK00000019840006,I0002,
OK00000019840007,I0002,
OK00000019840008,I0002,
OK00000019840009,I0002,
OK00000019850001,I0002,
OK00000019850002,I0002,
OK00000019850003,I0002,
OK00000019850004,I0002,
OK00000019850005,I0002,
OK00000019850006,I0002,
OK00000019850007,I0002,
OK00000019850008,I0002,
OK00000019850009,I0002,
OK00000019860001,I0002,
OK00000019860002,I0002,
OK00000019860003,I0002,
OK00000019860004,I0002,
OK00000019860005,I0002,
OK00000019860006,I0002,
OK00000019860007,I0002,
OK00000019860008,I0002,
OK00000019860009,I0002,
OK00000019860010,I0002,
OK00000019870001,I0002,
OK00000019870002,I0002,
OK00000019870003,I0002,
OK00000019870004,I0002,
OK00000019870005,I0002,
OK00000019870006,I0002,
OK00000019870007,I0002,
OK00000019870008,I0002,
OK00000019870009,I0002,
OK00000019870010,I0002,
OK00000019880001,I0002,
OK00000019880002,I0002,
OK00000019880003,I0002,
OK00000019880004,I0002,
OK00000019880005,I0002,
OK00000019880006,I0002,
OK00000019880007,I0002,
OK00000019880008,I0002,
OK00000019880009,I0002,
OK00000019880010,I0002,
OK00000019890001,I0002,
OK00000019890002,I0002,
OK00000019890003,I0002,
OK00000019890004,I0002,
OK00000020740001,I0002,
OK00000020740002,I0002,
OK00000020740003,I0002,
OK00000020740004,I0002,
OK00000020740005,I0002,
OK00000020740006,I0002,
OK00000020740007,I0002,
OK00000020740008,I0002,
OK00000020740009,I0002,
OK00000020750001,I0002,
OK00000020750002,I0002,
OK00000020750003,I0002,
OK00000020750004,I0002,
OK00000020750005,I0002,
OK00000020750006,I0002,
OK00000020750007,I0002,
OK00000020750008,I0002,
OK00000020750009,I0002,
OK00000020760001,I0002,
OK00000020760002,I0002,
OK00000020760003,I0002,
OK00000020760004,I0002,
OK00000020760005,I0002,
OK00000020760006,I0002,
OK00000020760007,I0002,
OK00000020760008,I0002,
OK00000020760009,I0002,
OK00000020770001,I0002,
OK00000020770002,I0002,
OK00000020770003,I0002,
OK00000020770004,I0002,
OK00000020770005,I0002,
OK00000020770006,I0002,
OK00000020770007,I0002,
OK00000020770008,I0002,
OK00000020770009,I0002,
OK00000020770010,I0002,
OK00000020780001,I0002,
OK00000020780002,I0002,
OK00000020780003,I0002,
OK00000020780004,I0002,
OK00000020780005,I0002,
OK00000020780006,I0002,
OK00000020780007,I0002,
OK00000020780008,I0002,
OK00000020780009,I0002,
OK00000020780010,I0002,
OK00000020790001,I0002,
OK00000020790002,I0002,
OK00000020790003,I0002,
OK00000020790004,I0002,
OK00000020790005,I0002,
OK00000020790006,I0002,
OK00000020790007,I0002,
OK00000020790008,I0002,
OK00000020790009,I0002,
OK00000020790010,I0002,
OK00000020800001,I0002,
OK00000020800002,I0002,
OK00000020800003,I0002,
OK00000020800004,I0002,
OK00000020800005,I0002,
OK00000020800006,I0002,
OK00000020800007,I0002,
OK00000020810001,I0002,
OK00000020810002,I0002,
OK00000020810003,I0002,
OK00000020810004,I0002,
OK00000020810005,I0002,
OK00000020810006,I0002,
OK00000020810007,I0002,
OK00000020820001,I0002,
OK00000020820002,I0002,
OK00000020820003,I0002,
OK00000020820004,I0002,
OK00000020820005,I0002,
OK00000020820006,I0002,
OK00000020820007,I0002,
OK00000020830001,I0002,
OK00000020830002,I0002,
OK00000020830003,I0002,
OK00000020830004,I0002,
OK00000020830005,I0002,
OK00000020830006,I0002,
OK00000020830007,I0002,
OK00000020830008,I0002,
OK00000020830009,I0002,
OK00000020840001,I0002,
OK00000020840002,I0002,
OK00000020840003,I0002,
OK00000020840004,I0002,
OK00000020840005,I0002,
OK00000020840006,I0002,
OK00000020840007,I0002,
OK00000020840008,I0002,
OK00000020840009,I0002,
OK00000020850001,I0002,
OK00000020850002,I0002,
OK00000020850003,I0002,
OK00000020850004,I0002,
OK00000020850005,I0002,
OK00000020850006,I0002,
OK00000020850007,I0002,
OK00000020850008,I0002,
OK00000020850009,I0002,
OK00000020860001,I0002,
OK00000020860002,I0002,
OK00000020860003,I0002,
OK00000020860004,I0002,
OK00000020860005,I0002,
OK00000020860006,I0002,
OK00000020860007,I0002,
OK00000020860008,I0002,
OK00000020860009,I0002,
OK00000020860010,I0002,
OK00000020870001,I0002,
OK00000020870002,I0002,
OK00000020870003,I0002,
OK00000020870004,I0002,
OK00000020870005,I0002,
OK00000020870006,I0002,
OK00000020870007,I0002,
OK00000020870008,I0002,
OK00000020870009,I0002,
OK00000020870010,I0002,
OK00000020880001,I0002,
OK00000020880002,I0002,
OK00000020880003,I0002,
OK00000020880004,I0002,
OK00000020880005,I0002,
OK00000020880006,I0002,
OK00000020880007,I0002,
OK00000020880008,I0002,
OK00000020880009,I0002,
OK00000020880010,I0002,
OK00000020890001,I0002,
OK00000020890002,I0002,
OK00000020890003,I0002,
OK00000020890004,I0002,
OK00000020890005,I0002,
OK00000020890006,I0002,
OK00000020890007,I0002,
OK00000020900001,I0002,
OK00000020900002,I0002,
OK00000020900003,I0002,
OK00000020900004,I0002,
OK00000020900005,I0002,
OK00000020900006,I0002,
OK00000020900007,I0002,
OK00000020910001,I0002,
OK00000020910002,I0002,
OK00000020910003,I0002,
OK00000020910004,I0002,
OK00000020910005,I0002,
OK00000020910006,I0002,
OK00000020910007,I0002,
OK00000020960001,I0002,
OK00000020960002,I0002,
OK00000020960003,I0002,
OK00000020960004,I0002,
OK00000020960005,I0002,
OK00000020960006,I0002,
OK00000020960007,I0002,
OK00000020970001,I0002,
OK00000020970002,I0002,
OK00000020970003,I0002,
OK00000020970004,I0002,
OK00000021560005,I0002,
OK00000021560006,I0002,
OK00000021560007,I0002,
OK00000021570001,I0002,
OK00000021570002,I0002,
OK00000021570003,I0002,
OK00000021570004,I0002,
OK00000021570005,I0002,
OK00000021570006,I0002,
OK00000021570007,I0002,
OK00000021580001,I0002,
OK00000021580002,I0002,
OK00000021580003,I0002,
OK00000021580004,I0002,
OK00000021580005,I0002,
OK00000021580006,I0002,
OK00000021580007,I0002,
OK00000021590001,I0002,
OK00000021590002,I0002,
OK00000021590003,I0002,
OK00000021590004,I0002,
OK00000021590005,I0002,
OK00000021590006,I0002,
OK00000021590007,I0002,
OK00000021600001,I0002,
OK00000021600002,I0002,
OK00000021600003,I0002,
OK00000021600004,I0002,
OK00000021600005,I0002,
OK00000021600006,I0002,
OK00000021600007,I0002,
OK00000021610001,I0002,
OK00000021610002,I0002,
OK00000021610003,I0002,
OK00000021610004,I0002,
OK00000021610005,I0002,
OK00000021610006,I0002,
OK00000021610007,I0002,
OK00000021620001,I0002,
OK00000021620002,I0002,
OK00000021620003,I0002,
OK00000021620004,I0002,
OK00000021620005,I0002,
OK00000021620006,I0002,
OK00000021620007,I0002,
OK00000021650004,I0002,
OK00000021650005,I0002,
OK00000021650006,I0002,
OK00000021650007,I0002,
OK00000021660001,I0002,
OK00000021660002,I0002,
OK00000021660003,I0002,
OK00000021660004,I0002,
OK00000021660005,I0002,
OK00000021660006,I0002,
OK00000021660007,I0002,
OK00000021670001,I0002,
OK00000021670002,I0002,
OK00000021670003,I0002,
OK00000021670004,I0002,
OK00000021670005,I0002,
OK00000021670006,I0002,
OK00000021670007,I0002,
OK00000021680001,I0002,
OK00000021680002,I0002,
OK00000021680003,I0002,
OK00000080930005,I0002,
OK00000080930004,I0002,
OK00000080930003,I0002,
OK00000080940013,I0002,
OK00000080940012,I0002,
OK00000080940011,I0002,
OK00000080940010,I0002,
OK00000080940009,I0002,
OK00000080940008,I0002,
OK00000080940001,I0002,
OK00000080940007,I0002,
OK00000080940006,I0002,
OK00000080940002,I0002,
OK00000080940005,I0002,
OK00000080940004,I0002,
OK00000080940003,I0002,
OK00000081210005,I0002,
OK00000081210006,I0002,
OK00000081210004,I0002,
OK00000081210007,I0002,
OK00000081210008,I0002,
OK00000081210003,I0002,
OK00000081210001,I0002,
OK00000081210002,I0002,
OK00000081220005,I0002,
OK00000081220006,I0002,
OK00000081220004,I0002,
OK00000081220007,I0002,
OK00000081220008,I0002,
OK00000081220003,I0002,
OK00000081220001,I0002,
OK00000081220002,I0002,
OK00000083730005,I0002,
OK00000083730004,I0002,
OK00000083730003,I0002,
OK00000083730002,I0002,
OK00000083730001,I0002,
OK00000083690005,I0002,
OK00000083690004,I0002,
OK00000083690003,I0002,
OK00000083690002,I0002,
OK00000083690001,I0002,
OK00000083680001,I0002,
OK00000083680002,I0002,
OK00000083680003,I0002,
OK00000083680004,I0002,
OK00000083680005,I0002,
OK00000083830001,I0002,
OK00000083830002,I0002,
OK00000083830003,I0002,
OK00000081230005,I0002,
OK00000081230006,I0002,
OK00000081230004,I0002,
OK00000081230007,I0002,
OK00000081230008,I0002,
OK00000081230003,I0002,
OK00000081230001,I0002,
OK00000081230002,I0002,
OK00000081240001,I0002,
OK00000081240002,I0002,
OK00000081240003,I0002,
OK00000081240004,I0002,
OK00000081240005,I0002,
OK00000081240006,I0002,
OK00000081240007,I0002,
OK00000081240008,I0002,
OK00000083720001,I0002,
OK00000083720002,I0002,
OK00000083720003,I0002,
OK00000083720004,I0002,
OK00000083720005,I0002,
OK00000081270001,I0002,
OK00000081270002,I0002,
OK00000081270003,I0002,
OK00000081270004,I0002,
OK00000081270005,I0002,
OK00000081270006,I0002,
OK00000081270007,I0002,
OK00000081270008,I0002,
OK00000084830003,I0002,
OK00000084830004,I0002,
OK00000084830005,I0002,
OK00000084830006,I0002,
OK00000084830007,I0002,
OK00000084840001,I0002,
OK00000084840002,I0002,
OK00000084840003,I0002,
OK00000084840004,I0002,
OK00000084840005,I0002,
OK00000084840006,I0002,
OK00000084840007,I0002,
OK00000084850001,I0002,
OK00000084850002,I0002,
OK00000084850003,I0002,
OK00000084850004,I0002,
OK00000084850005,I0002,
OK00000084850006,I0002,
OK00000084850007,I0002,
OK00000084860001,I0002,
OK00000084860002,I0002,
OK00000084860005,I0002,
OK00000084860006,I0002,
OK00000084860007,I0002,
OK00000085010001,I0002,
OK00000085010002,I0002,
OK00000085010003,I0002,
OK00000085010004,I0002,
OK00000085010005,I0002,
OK00000085010006,I0002,
OK00000085010007,I0002,
OK00000085020001,I0002,
OK00000085020002,I0002,
OK00000085020003,I0002,
OK00000085020004,I0002,
OK00000085020005,I0002,
OK00000085020006,I0002,
OK00000085020007,I0002,
OK00000085030001,I0002,
OK00000085030002,I0002,
OK00000080960001,I0002,
OK00000080960002,I0002,
OK00000080960003,I0002,
OK00000080960004,I0002,
OK00000080960005,I0002,
OK00000019890005,I0002,
OK00000019890006,I0002,
OK00000019890007,I0002,
OK00000019900001,I0002,
OK00000019900002,I0002,
OK00000019900003,I0002,
OK00000019900004,I0002,
OK00000019900005,I0002,
OK00000019900006,I0002,
OK00000019900007,I0002,
OK00000019910001,I0002,
OK00000019910002,I0002,
OK00000019910003,I0002,
OK00000019910004,I0002,
OK00000019910005,I0002,
OK00000019910006,I0002,
OK00000019910007,I0002,
OK00000019920001,I0002,
OK00000019920002,I0002,
OK00000019920003,I0002,
OK00000019920004,I0002,
OK00000019920005,I0002,
OK00000019920006,I0002,
OK00000019920007,I0002,
OK00000019920008,I0002,
OK00000019920009,I0002,
OK00000019930001,I0002,
OK00000019930002,I0002,
OK00000019930003,I0002,
OK00000019930004,I0002,
OK00000019930005,I0002,
OK00000019930006,I0002,
OK00000019930007,I0002,
OK00000019930008,I0002,
OK00000019930009,I0002,
OK00000019940001,I0002,
OK00000019940002,I0002,
OK00000019940003,I0002,
OK00000019940004,I0002,
OK00000019940005,I0002,
OK00000019940006,I0002,
OK00000019940007,I0002,
OK00000019940008,I0002,
OK00000019940009,I0002,
OK00000019950001,I0002,
OK00000019950002,I0002,
OK00000019950003,I0002,
OK00000019950004,I0002,
OK00000019950005,I0002,
OK00000019950006,I0002,
OK00000019950007,I0002,
OK00000019950008,I0002,
OK00000019950009,I0002,
OK00000019950010,I0002,
OK00000019960001,I0002,
OK00000019960002,I0002,
OK00000019960003,I0002,
OK00000019960004,I0002,
OK00000019960005,I0002,
OK00000019960006,I0002,
OK00000019960007,I0002,
OK00000019960008,I0002,
OK00000019960009,I0002,
OK00000019960010,I0002,
OK00000019970001,I0002,
OK00000019970002,I0002,
OK00000019970003,I0002,
OK00000019970004,I0002,
OK00000019970005,I0002,
OK00000019970006,I0002,
OK00000019970007,I0002,
OK00000019970008,I0002,
OK00000019970009,I0002,
OK00000019970010,I0002,
OK00000019980001,I0002,
OK00000019980002,I0002,
OK00000019980003,I0002,
OK00000019980004,I0002,
OK00000019980005,I0002,
OK00000019980006,I0002,
OK00000019980007,I0002,
OK00000019990001,I0002,
OK00000019990002,I0002,
OK00000019990003,I0002,
OK00000019990004,I0002,
OK00000019990005,I0002,
OK00000019990006,I0002,
OK00000019990007,I0002,
OK00000020000001,I0002,
OK00000020000002,I0002,
OK00000020000003,I0002,
OK00000020000004,I0002,
OK00000020000005,I0002,
OK00000020000006,I0002,
OK00000020000007,I0002,
OK00000020200001,I0002,
OK00000020200002,I0002,
OK00000020200003,I0002,
OK00000020200004,I0002,
OK00000020200005,I0002,
OK00000020200006,I0002,
OK00000020200007,I0002,
OK00000020200008,I0002,
OK00000020200009,I0002,
OK00000020210001,I0002,
OK00000020210002,I0002,
OK00000020210003,I0002,
OK00000020210004,I0002,
OK00000020210005,I0002,
OK00000020210006,I0002,
OK00000020210007,I0002,
OK00000020210008,I0002,
OK00000020210009,I0002,
OK00000020220001,I0002,
OK00000020220002,I0002,
OK00000020220003,I0002,
OK00000020220004,I0002,
OK00000020220005,I0002,
OK00000020220006,I0002,
OK00000020220007,I0002,
OK00000020220008,I0002,
OK00000020220009,I0002,
OK00000020230001,I0002,
OK00000020230002,I0002,
OK00000020230003,I0002,
OK00000020230004,I0002,
OK00000020230005,I0002,
OK00000020230006,I0002,
OK00000020230007,I0002,
OK00000020230008,I0002,
OK00000020230009,I0002,
OK00000020230010,I0002,
OK00000020240001,I0002,
OK00000020240002,I0002,
OK00000020240003,I0002,
OK00000020240004,I0002,
OK00000020240005,I0002,
OK00000020240006,I0002,
OK00000020240007,I0002,
OK00000020240008,I0002,
OK00000020240009,I0002,
OK00000020240010,I0002,
OK00000020250001,I0002,
OK00000020250002,I0002,
OK00000020250003,I0002,
OK00000020250004,I0002,
OK00000020250005,I0002,
OK00000020250006,I0002,
OK00000020250007,I0002,
OK00000020250008,I0002,
OK00000020250009,I0002,
OK00000020250010,I0002,
OK00000020260001,I0002,
OK00000020260002,I0002,
OK00000020260003,I0002,
OK00000020260004,I0002,
OK00000020260005,I0002,
OK00000020260006,I0002,
OK00000020260007,I0002,
OK00000020270001,I0002,
OK00000020270002,I0002,
OK00000020270003,I0002,
OK00000020270004,I0002,
OK00000020270005,I0002,
OK00000020270006,I0002,
OK00000020270007,I0002,
OK00000020280001,I0002,
OK00000020280002,I0002,
OK00000020280003,I0002,
OK00000020280004,I0002,
OK00000020280005,I0002,
OK00000020280006,I0002,
OK00000020280007,I0002,
OK00000020560001,I0002,
OK00000020560002,I0002,
OK00000020560003,I0002,
OK00000020560004,I0002,
OK00000020560005,I0002,
OK00000020560006,I0002,
OK00000020560007,I0002,
OK00000020560008,I0002,
OK00000020560009,I0002,
OK00000020570001,I0002,
OK00000020570002,I0002,
OK00000020570003,I0002,
OK00000020570004,I0002,
OK00000020570005,I0002,
OK00000020570006,I0002,
OK00000020570007,I0002,
OK00000020570008,I0002,
OK00000020570009,I0002,
OK00000020580001,I0002,
OK00000020580002,I0002,
OK00000020580003,I0002,
OK00000020580004,I0002,
OK00000020580005,I0002,
OK00000020580006,I0002,
OK00000020580007,I0002,
OK00000020580008,I0002,
OK00000020580009,I0002,
OK00000020590001,I0002,
OK00000020590002,I0002,
OK00000020590003,I0002,
OK00000020590004,I0002,
OK00000020590005,I0002,
OK00000020590006,I0002,
OK00000020590007,I0002,
OK00000020590008,I0002,
OK00000020590009,I0002,
OK00000020590010,I0002,
OK00000020600001,I0002,
OK00000020600002,I0002,
OK00000020600003,I0002,
OK00000020600004,I0002,
OK00000020600005,I0002,
OK00000020600006,I0002,
OK00000020600007,I0002,
OK00000020600008,I0002,
OK00000020600009,I0002,
OK00000020600010,I0002,
OK00000020610001,I0002,
OK00000020610002,I0002,
OK00000020610003,I0002,
OK00000020610004,I0002,
OK00000020610005,I0002,
OK00000020610006,I0002,
OK00000020610007,I0002,
OK00000020610008,I0002,
OK00000020610009,I0002,
OK00000020610010,I0002,
OK00000020620001,I0002,
OK00000020620002,I0002,
OK00000020620003,I0002,
OK00000020620004,I0002,
OK00000020620005,I0002,
OK00000020620006,I0002,
OK00000020620007,I0002,
OK00000020630001,I0002,
OK00000020630002,I0002,
OK00000020630003,I0002,
OK00000020630004,I0002,
OK00000020630005,I0002,
OK00000020630006,I0002,
OK00000020630007,I0002,
OK00000020640001,I0002,
OK00000020640002,I0002,
OK00000020640003,I0002,
OK00000020640004,I0002,
OK00000020640005,I0002,
OK00000020640006,I0002,
OK00000020640007,I0002,
OK00000020650001,I0002,
OK00000020650002,I0002,
OK00000020650003,I0002,
OK00000020650004,I0002,
OK00000020650005,I0002,
OK00000020650006,I0002,
OK00000020650007,I0002,
OK00000020650008,I0002,
OK00000020650009,I0002,
OK00000020660001,I0002,
OK00000020660002,I0002,
OK00000020660003,I0002,
OK00000020660004,I0002,
OK00000020660005,I0002,
OK00000020660006,I0002,
OK00000020660007,I0002,
OK00000020660008,I0002,
OK00000020660009,I0002,
OK00000020670001,I0002,
OK00000020670002,I0002,
OK00000020670003,I0002,
OK00000020670004,I0002,
OK00000020670005,I0002,
OK00000020670006,I0002,
OK00000020670007,I0002,
OK00000020670008,I0002,
OK00000020670009,I0002,
OK00000020680001,I0002,
OK00000020680002,I0002,
OK00000020680003,I0002,
OK00000020680004,I0002,
OK00000020680005,I0002,
OK00000020680006,I0002,
OK00000020680007,I0002,
OK00000020680008,I0002,
OK00000020680009,I0002,
OK00000020680010,I0002,
OK00000020690001,I0002,
OK00000020690002,I0002,
OK00000020690003,I0002,
OK00000020690004,I0002,
OK00000020690005,I0002,
OK00000020690006,I0002,
OK00000020690007,I0002,
OK00000020690008,I0002,
OK00000020690009,I0002,
OK00000020690010,I0002,
OK00000020700001,I0002,
OK00000020700002,I0002,
OK00000020700003,I0002,
OK00000020700004,I0002,
OK00000020700005,I0002,
OK00000020700006,I0002,
OK00000020700007,I0002,
OK00000020700008,I0002,
OK00000020700009,I0002,
OK00000020700010,I0002,
OK00000020710001,I0002,
OK00000020710002,I0002,
OK00000020710003,I0002,
OK00000020710004,I0002,
OK00000020710005,I0002,
OK00000020710006,I0002,
OK00000020710007,I0002,
OK00000020720001,I0002,
OK00000020720002,I0002,
OK00000020720003,I0002,
OK00000020720004,I0002,
OK00000020720005,I0002,
OK00000020720006,I0002,
OK00000020720007,I0002,
OK00000020730001,I0002,
OK00000020730002,I0002,
OK00000020730003,I0002,
OK00000020730004,I0002,
OK00000020730005,I0002,
OK00000020730006,I0002,
OK00000020730007,I0002,
OK00000020970005,I0002,
OK00000020970006,I0002,
OK00000020970007,I0002,
OK00000020980001,I0002,
OK00000020980002,I0002,
OK00000020980003,I0002,
OK00000020980004,I0002,
OK00000020980005,I0002,
OK00000020980006,I0002,
OK00000020980007,I0002,
OK00000021360001,I0002,
OK00000021360002,I0002,
OK00000021360003,I0002,
OK00000021360004,I0002,
OK00000021360005,I0002,
OK00000021360006,I0002,
OK00000021360007,I0002,
OK00000021370001,I0002,
OK00000021370002,I0002,
OK00000021370003,I0002,
OK00000021370004,I0002,
OK00000021370005,I0002,
OK00000021370006,I0002,
OK00000021370007,I0002,
OK00000021380001,I0002,
OK00000021380002,I0002,
OK00000021380003,I0002,
OK00000021380004,I0002,
OK00000021380005,I0002,
OK00000021380006,I0002,
OK00000021380007,I0002,
OK00000021390001,I0002,
OK00000021390002,I0002,
OK00000021390003,I0002,
OK00000021390004,I0002,
OK00000021390005,I0002,
OK00000021390006,I0002,
OK00000021390007,I0002,
OK00000021400001,I0002,
OK00000021400002,I0002,
OK00000021400003,I0002,
OK00000021400004,I0002,
OK00000021400005,I0002,
OK00000021400006,I0002,
OK00000021400007,I0002,
OK00000021410001,I0002,
OK00000021410002,I0002,
OK00000021410003,I0002,
OK00000021410004,I0002,
OK00000021410005,I0002,
OK00000021410006,I0002,
OK00000021410007,I0002,
OK00000021420001,I0002,
OK00000021420002,I0002,
OK00000021420003,I0002,
OK00000021420004,I0002,
OK00000021420005,I0002,
OK00000021420006,I0002,
OK00000021420007,I0002,
OK00000021430001,I0002,
OK00000021430002,I0002,
OK00000021430003,I0002,
OK00000021430004,I0002,
OK00000021430005,I0002,
OK00000021430006,I0002,
OK00000021430007,I0002,
OK00000021440001,I0002,
OK00000021440002,I0002,
OK00000021440003,I0002,
OK00000021440004,I0002,
OK00000021440005,I0002,
OK00000021440006,I0002,
OK00000021440007,I0002,
OK00000021450001,I0002,
OK00000021450002,I0002,
OK00000021450003,I0002,
OK00000021450004,I0002,
OK00000021450005,I0002,
OK00000021450006,I0002,
OK00000021450007,I0002,
OK00000021560001,I0002,
OK00000021560002,I0002,
OK00000021560003,I0002,
OK00000021560004,I0002,
OK00000021630001,I0002,
OK00000021630002,I0002,
OK00000021630003,I0002,
OK00000021630004,I0002,
OK00000021630005,I0002,
OK00000021630006,I0002,
OK00000021630007,I0002,
OK00000021640001,I0002,
OK00000021640002,I0002,
OK00000021640003,I0002,
OK00000021640004,I0002,
OK00000021640005,I0002,
OK00000021640006,I0002,
OK00000021640007,I0002,
OK00000021650001,I0002,
OK00000021650002,I0002,
OK00000021650003,I0002,
VB0000005480000020,I0002,
VB0020001983000010,I0002,
VB0020001984000010,I0002,
OK00000153110001,I0002,
OK00000153110002,I0002,
OR000001002021,I0002,
OV000000228200000001,I0002,
OV000000228200000002,I0002,
OK00000153610001,I0002,
OK00000153610002,I0002,
OR000001002023,I0002,
OV000000228400000001,I0002,
OV000000228400000002,I0002,
OK00000153830001,I0002,
OK00000153830002,I0002,
OK00000153830003,I0002,
OK00000153830004,I0002,
OK00000153830005,I0002,
OR000001002024,I0002,
OV000000228500000003,I0002,
OV000000228500000002,I0002,
OV000000228500000001,I0002,
VB0020001985000010,I0002,
VB0020001986000010,I0002,
IS17101200000000046,I0002,
OK00000153910001,I0002,
OK00000153910002,I0002,
OK00000153910003,I0002,
OK00000153910004,I0002,
OK00000153910005,I0002,
OK00000153910006,I0002,
OK00000153910007,I0002,
OK00000153910008,I0002,
OK00000153910009,I0002,
OK00000153910010,I0002,
OK00000153910011,I0002,
OK00000153910012,I0002,
OK00000153910013,I0002,
OR000001002025,I0002,
OV000000228600000001,I0002,
OV000000228600000002,I0002,
OV000000228600000003,I0002,
OV000000228600000004,I0002,
OV000000230100000001,I0002,
OV000000230100000002,I0002,
OV000000230100000003,I0002,
OV000000230100000004,I0002,
OV000000230100000005,I0002,
OR000001002040,I0002,
OP0000010020400002,I0002,
OV000000230100000006,I0002,
OP0000010020400001,I0002,
OK00000154420005,I0002,
OK00000154420004,I0002,
OK00000154420003,I0002,
OK00000154420002,I0002,
OK00000154420001,I0002,
OV000000230200000004,I0002,
OV000000230200000003,I0002,
OV000000230200000002,I0002,
OV000000230200000001,I0002,
OR000001002041,I0002,
OK00000154560013,I0002,
OK00000154560012,I0002,
OK00000154560011,I0002,
OK00000154560010,I0002,
OK00000154560009,I0002,
OK00000154560008,I0002,
OK00000154560007,I0002,
OK00000154560006,I0002,
OK00000154560005,I0002,
OK00000154560004,I0002,
OK00000154560003,I0002,
OK00000154560002,I0002,
OK00000154560001,I0002,
IS17101100000000018,I0002,
OK00000154570001,I0002,
OR000006000120,I0002,
OV000000230300000001,I0002,
OK00000154580001,I0002,
OK00000154580002,I0002,
OK00000154580003,I0002,
OK00000154580004,I0002,
OK00000154580005,I0002,
OK00000154580006,I0002,
OK00000154580007,I0002,
OR000001002042,I0002,
OV000000230400000001,I0002,
OV000000230400000002,I0002,
OK00000154590001,I0002,
OK00000154590002,I0002,
OK00000154590003,I0002,
OK00000154590004,I0002,
OK00000154590005,I0002,
OK00000154590006,I0002,
OK00000154590007,I0002,
OR000001002043,I0002,
OV000000230500000001,I0002,
OV000000230500000002,I0002,
OK00000154600001,I0002,
OR000006000121,I0002,
OV000000230600000001,I0002,
OK00000154610001,I0002,
OK00000154610002,I0002,
OR000001002044,I0002,
OV000000230700000001,I0002,
OV000000230700000002,I0002,
OK00000154760001,I0002,
OK00000154760002,I0002,
OR000001002045,I0002,
OV000000230800000001,I0002,
OV000000230800000002,I0002,
OK00000154770001,I0002,
OK00000154770002,I0002,
OR000001002046,I0002,
OV000000230900000001,I0002,
OV000000230900000002,I0002,
OK00000154780001,I0002,
OK00000154780002,I0002,
OR000001002047,I0002,
OV000000231000000001,I0002,
OV000000231000000002,I0002,
OK00000154790001,I0002,
OR000004000700,I0002,
OV100000118100000001,I0002,
OK00000154800005,I0002,
OK00000154800006,I0002,
OK00000154800007,I0002,
OK00000154800008,I0002,
QL140000000800,I0002,
OV100000118300000001,I0002,
OR000004000702,I0002,
SV4000000150000010,I0002,
SV4000000151000010,I0002,
OK00000155270001,I0002,
OK00000155270002,I0002,
OR000001002060,I0002,
OV000000232100000001,I0002,
OV000000232100000002,I0002,
VB0020001987000010,I0002,
SV4000000152000010,I0002,
SV4000000153000010,I0002,
VB0020001988000010,I0002,
VB0000005531000010,I0002,
SV0000000401000010,I0002,
OK00000155320001,I0002,
OK00000155340001,I0002,
OK00000155340002,I0002,
OK00000155340003,I0002,
OK00000155340004,I0002,
OR000004000722,I0002,
OV100000120300000001,I0002,
SV4000000110000010,I0002,
OK00000155390001,I0002,
OK00000155390002,I0002,
OK00000155390003,I0002,
OK00000155390004,I0002,
OK00000155390005,I0002,
SC0030000140000030,I0002,
SC0030000111000100,I0002,
SC0030000130000100,I0002,
SC0030000112000100,I0002,
SC0030000112000200,I0002,
SC0030000170000030,I0002,
SC0030000150000100,I0002,
SV0000000411000010,I0002,
SV8000000450000010,I0002,
SV8000000450000020,I0002,
OR000000600440,I0002,
OK00000155390006,I0002,
OR000004000760,I0002,
OV100000124100000001,I0002,
OK00000157490001,I0002,
OK00000157500001,I0002,
OR000001002082,I0002,
OV000000234300000001,I0002,
OV000000234400000003,I0002,
OK00000157510001,I0002,
OV000000234400000002,I0002,
OV000000234400000001,I0002,
OK00000157510002,I0002,
OR000001002083,I0002,
OV000000234500000003,I0002,
OV000000234500000002,I0002,
OV000000234500000001,I0002,
OV000000234500000004,I0002,
OR000001002084,I0002,
