VBELN,VKORG,VTWEG,SPART,AUART,KUNNR,BSTNK,ERDAT
0000001364,1710,10,00,TA,USCU_S01,4500101614,20190701
0000001365,1710,10,00,TA,USCU_L02,4500101583,20190701
0000001366,1710,10,00,TA,USCU_S15,4500101728,20190701
0000001367,1710,10,00,TA,USCU_L10,4500100972,20190701
0000001368,1710,10,00,TA,USCU_L04,4500100912,20190701
0000001369,1710,10,00,TA,USCU_L01,4500100855,20190701
0000001370,1710,10,00,TA,USCU_S14,4500101003,20190701
0000001371,1710,10,00,TA,USCU_S13,4500100943,20190701
0000001372,1710,10,00,TA,USCU_S02,4500100886,20190701
0020000469,1710,10,00,AG,USCU_S14,4500106185,20190929
0000001478,1710,10,00,TA,USCU_L09,4500105475,20190929
0020000470,1710,10,00,AG,USCU_L02,4500106038,20190929
0000001479,1710,10,00,TA,USCU_L01,4500105355,20190929
0020000471,1710,10,00,AG,USCU_L07,4500105941,20190929
0000001480,1710,10,00,TA,USCU_S14,4500105504,20190929
0020000472,1710,10,00,AG,USCU_S13,4500105970,20190929
0000001485,1710,10,00,TA,USCU_S04,4500105564,20190929
0020000482,1710,10,00,AG,USCU_S04,4500105564,20190929
0000001481,1710,10,00,TA,USCU_L07,4500105415,20190929
0020000474,1710,10,00,AG,USCU_L03,4500105886,20190929
0000001482,1710,10,00,TA,USCU_S01,4500105385,20190929
0020000475,1710,10,00,AG,USCU_L09,4500105475,20190929
0000001483,1710,10,00,TA,USCU_S11,4500105445,20190929
0020000476,1710,10,00,AG,USCU_L01,4500105355,20190929
0000001484,1710,10,00,TA,USCU_S10,4500105623,20190929
0020000477,1710,10,00,AG,USCU_S14,4500105504,20190929
0000001486,1710,10,00,TA,USCU_L07,4500105594,20190929
0020000478,1710,10,00,AG,USCU_L07,4500105415,20190929
0000001487,1710,10,00,TA,USCU_S15,4500105681,20190929
0020000479,1710,10,00,AG,USCU_S01,4500105385,20190929
0000001488,1710,10,00,TA,USCU_L02,4500105534,20190929
0020000480,1710,10,00,AG,USCU_S11,4500105445,20190929
0000001489,1710,10,00,TA,USCU_L09,4500105653,20190929
0020000481,1710,10,00,AG,USCU_S10,4500105623,20190929
0000001503,1710,10,00,TA,USCU_S04,4500106412,20190929
0020000500,1710,10,00,AG,USCU_S04,4500106412,20190929
0000001490,1710,10,00,TA,USCU_S09,4500105798,20190929
0020000483,1710,10,00,AG,USCU_L07,4500105594,20190929
0000001491,1710,10,00,TA,USCU_S01,4500105739,20190929
0020000484,1710,10,00,AG,USCU_S15,4500105681,20190929
0000001492,1710,10,00,TA,USCU_L08,4500105769,20190929
0020000485,1710,10,00,AG,USCU_L02,4500105534,20190929
0000001493,1710,10,00,TA,USCU_L02,4500105711,20190929
0020000486,1710,10,00,AG,USCU_L09,4500105653,20190929
0000001494,1710,10,00,TA,USCU_S17,4500105857,20190929
0020000487,1710,10,00,AG,USCU_S09,4500105798,20190929
0000001495,1710,10,00,TA,USCU_L09,4500105828,20190929
0020000488,1710,10,00,AG,USCU_S01,4500105739,20190929
0000001497,1710,10,00,TA,USCU_S02,4500106589,20190929
0020000489,1710,10,00,AG,USCU_L08,4500105769,20190929
0000001498,1710,10,00,TA,USCU_L04,4500106618,20190929
0020000490,1710,10,00,AG,USCU_L02,4500105711,20190929
0000001499,1710,10,00,TA,USCU_S16,4500106705,20190929
0020000491,1710,10,00,AG,USCU_S17,4500105857,20190929
0020000492,1710,10,00,AG,USCU_L09,4500105828,20190929
0000001500,1710,10,00,TA,USCU_L03,4500106559,20190929
0000001513,1710,10,00,TA,USCU_S04,4500106244,20190929
0020000510,1710,10,00,AG,USCU_S04,4500106244,20190929
0000001501,1710,10,00,TA,USCU_L10,4500106675,20190929
0020000494,1710,10,00,AG,USCU_S02,4500106589,20190929
0000001502,1710,10,00,TA,USCU_S13,4500106471,20190929
0020000495,1710,10,00,AG,USCU_L04,4500106618,20190929
0000001504,1710,10,00,TA,USCU_L07,4500106442,20190929
0020000496,1710,10,00,AG,USCU_S16,4500106705,20190929
0000001505,1710,10,00,TA,USCU_S17,4500106529,20190929
0020000497,1710,10,00,AG,USCU_L03,4500106559,20190929
0000001506,1710,10,00,TA,USCU_L02,4500106382,20190929
0020000498,1710,10,00,AG,USCU_L10,4500106675,20190929
0000001507,1710,10,00,TA,USCU_L10,4500106499,20190929
0020000499,1710,10,00,AG,USCU_S13,4500106471,20190929
0000001521,1710,10,00,TA,USCU_S04,4500105916,20190929
0020000518,1710,10,00,AG,USCU_S04,4500105916,20190929
0000001508,1710,10,00,TA,USCU_L09,4500106332,20190929
0020000501,1710,10,00,AG,USCU_L07,4500106442,20190929
0000001509,1710,10,00,TA,USCU_L03,4500106215,20190929
0020000502,1710,10,00,AG,USCU_S17,4500106529,20190929
0000001510,1710,10,00,TA,USCU_L06,4500106274,20190929
0020000503,1710,10,00,AG,USCU_L02,4500106382,20190929
0000001511,1710,10,00,TA,USCU_S16,4500106353,20190929
0020000504,1710,10,00,AG,USCU_L10,4500106499,20190929
0000001512,1710,10,00,TA,USCU_S11,4500106303,20190929
0020000505,1710,10,00,AG,USCU_L09,4500106332,20190929
0000001514,1710,10,00,TA,USCU_L06,4500106098,20190929
0020000506,1710,10,00,AG,USCU_L03,4500106215,20190929
0000001515,1710,10,00,TA,USCU_S13,4500106127,20190929
0020000507,1710,10,00,AG,USCU_L06,4500106274,20190929
0000001516,1710,10,00,TA,USCU_S02,4500106068,20190929
0020000508,1710,10,00,AG,USCU_S16,4500106353,20190929
0000001517,1710,10,00,TA,USCU_S14,4500106185,20190929
0020000509,1710,10,00,AG,USCU_S11,4500106303,20190929
0000001530,1710,10,00,TA,USCU_S04,4500105564,20190929
0020000527,1710,10,00,AG,USCU_S04,4500105564,20190929
0000001518,1710,10,00,TA,USCU_L02,4500106038,20190929
0020000511,1710,10,00,AG,USCU_L06,4500106098,20190929
0000001519,1710,10,00,TA,USCU_L07,4500105941,20190929
0020000512,1710,10,00,AG,USCU_S13,4500106127,20190929
0000001520,1710,10,00,TA,USCU_S13,4500105970,20190929
0020000513,1710,10,00,AG,USCU_S02,4500106068,20190929
0000001522,1710,10,00,TA,USCU_L03,4500105886,20190929
0020000514,1710,10,00,AG,USCU_S14,4500106185,20190929
0000001523,1710,10,00,TA,USCU_L09,4500105475,20190929
0020000515,1710,10,00,AG,USCU_L02,4500106038,20190929
0000001524,1710,10,00,TA,USCU_L01,4500105355,20190929
0020000516,1710,10,00,AG,USCU_L07,4500105941,20190929
0000001525,1710,10,00,TA,USCU_S14,4500105504,20190929
0020000517,1710,10,00,AG,USCU_S13,4500105970,20190929
0000001589,1710,10,00,TA,USCU_S04,4500104876,20190929
0020000586,1710,10,00,AG,USCU_S04,4500104876,20190929
0000001526,1710,10,00,TA,USCU_L07,4500105415,20190929
0020000519,1710,10,00,AG,USCU_L03,4500105886,20190929
0000001527,1710,10,00,TA,USCU_S01,4500105385,20190929
0020000520,1710,10,00,AG,USCU_L09,4500105475,20190929
0000001528,1710,10,00,TA,USCU_S11,4500105445,20190929
0020000521,1710,10,00,AG,USCU_L01,4500105355,20190929
0000001529,1710,10,00,TA,USCU_S10,4500105623,20190929
0020000522,1710,10,00,AG,USCU_S14,4500105504,20190929
0000001531,1710,10,00,TA,USCU_L07,4500105594,20190929
0020000523,1710,10,00,AG,USCU_L07,4500105415,20190929
0000001532,1710,10,00,TA,USCU_S15,4500105681,20190929
0020000524,1710,10,00,AG,USCU_S01,4500105385,20190929
0000001533,1710,10,00,TA,USCU_L02,4500105534,20190929
0020000525,1710,10,00,AG,USCU_S11,4500105445,20190929
0000001534,1710,10,00,TA,USCU_L09,4500105653,20190929
0020000526,1710,10,00,AG,USCU_S10,4500105623,20190929
0000001595,1710,10,00,TA,USCU_S04,4500105384,20190929
0020000592,1710,10,00,AG,USCU_S04,4500105384,20190929
0000001535,1710,10,00,TA,USCU_S09,4500105798,20190929
0020000528,1710,10,00,AG,USCU_L07,4500105594,20190929
0000001536,1710,10,00,TA,USCU_S01,4500105739,20190929
0020000529,1710,10,00,AG,USCU_S15,4500105681,20190929
0000001537,1710,10,00,TA,USCU_L08,4500105769,20190929
0020000530,1710,10,00,AG,USCU_L02,4500105534,20190929
0000001538,1710,10,00,TA,USCU_L02,4500105711,20190929
0020000531,1710,10,00,AG,USCU_L09,4500105653,20190929
0000001539,1710,10,00,TA,USCU_S17,4500105857,20190929
0020000532,1710,10,00,AG,USCU_S09,4500105798,20190929
0000001540,1710,10,00,TA,USCU_L09,4500105828,20190929
0020000533,1710,10,00,AG,USCU_S01,4500105739,20190929
0000001542,1710,10,00,TA,USCU_S14,4500106880,20190929
0020000534,1710,10,00,AG,USCU_L08,4500105769,20190929
0000001543,1710,10,00,TA,USCU_S05,4500106764,20190929
0020000535,1710,10,00,AG,USCU_L02,4500105711,20190929
0000001544,1710,10,00,TA,USCU_L04,4500106792,20190929
0020000536,1710,10,00,AG,USCU_S17,4500105857,20190929
0020000537,1710,10,00,AG,USCU_L09,4500105828,20190929
0000001546,1710,10,00,TA,USCU_L10,4500106850,20190929
0000001649,1710,10,00,TA,USCU_S04,4500105045,20190929
0020000538,1710,10,00,AG,USCU_S13,4500106820,20190929
0000001547,1710,10,00,TA,USCU_S13,4500106646,20190929
0020000539,1710,10,00,AG,USCU_S14,4500106880,20190929
0000001548,1710,10,00,TA,USCU_S03,4500106588,20190929
0020000540,1710,10,00,AG,USCU_S05,4500106764,20190929
0000001549,1710,10,00,TA,USCU_L05,4500106617,20190929
0020000541,1710,10,00,AG,USCU_L04,4500106792,20190929
0000001452,1710,10,00,TA,USCU_S02,4500106589,20190929
0020000646,1710,10,00,AG,USCU_S04,4500105045,20190929
0000001550,1710,10,00,TA,USCU_S15,4500106704,20190929
0020000543,1710,10,00,AG,USCU_L10,4500106850,20190929
0000001552,1710,10,00,TA,USCU_L10,4500106674,20190929
0020000544,1710,10,00,AG,USCU_S13,4500106646,20190929
0000001553,1710,10,00,TA,USCU_S10,4500106470,20190929
0020000545,1710,10,00,AG,USCU_S03,4500106588,20190929
0000001554,1710,10,00,TA,USCU_S01,4500106411,20190929
0020000546,1710,10,00,AG,USCU_L05,4500106617,20190929
0000001555,1710,10,00,TA,USCU_L04,4500106441,20190929
0020000547,1710,10,00,AG,USCU_S15,4500106704,20190929
0000001453,1710,10,00,TA,USCU_L04,4500106618,20190929
0000001454,1710,10,00,TA,USCU_S16,4500106705,20190929
0000001556,1710,10,00,TA,USCU_S16,4500106528,20190929
0020000549,1710,10,00,AG,USCU_L10,4500106674,20190929
0000001557,1710,10,00,TA,USCU_L03,4500106381,20190929
0020000550,1710,10,00,AG,USCU_S10,4500106470,20190929
0000001558,1710,10,00,TA,USCU_L09,4500106498,20190929
0020000551,1710,10,00,AG,USCU_S01,4500106411,20190929
0000001559,1710,10,00,TA,USCU_S15,4500106352,20190929
0020000552,1710,10,00,AG,USCU_L04,4500106441,20190929
0000001560,1710,10,00,TA,USCU_L06,4500106273,20190929
0020000553,1710,10,00,AG,USCU_S16,4500106528,20190929
0000001562,1710,10,00,TA,USCU_L10,4500106331,20190929
0020000554,1710,10,00,AG,USCU_L03,4500106381,20190929
0000001563,1710,10,00,TA,USCU_S13,4500106302,20190929
0020000555,1710,10,00,AG,USCU_L09,4500106498,20190929
0000001564,1710,10,00,TA,USCU_S02,4500106243,20190929
0020000556,1710,10,00,AG,USCU_S15,4500106352,20190929
0000001565,1710,10,00,TA,USCU_L06,4500106097,20190929
0020000557,1710,10,00,AG,USCU_L06,4500106273,20190929
0000001455,1710,10,00,TA,USCU_L03,4500106559,20190929
0000001456,1710,10,00,TA,USCU_L10,4500106675,20190929
0000001566,1710,10,00,TA,USCU_S17,4500106184,20190929
0020000559,1710,10,00,AG,USCU_L10,4500106331,20190929
0000001568,1710,10,00,TA,USCU_L10,4500106155,20190929
0020000560,1710,10,00,AG,USCU_S13,4500106302,20190929
0000001569,1710,10,00,TA,USCU_S01,4500106067,20190929
0020000561,1710,10,00,AG,USCU_S02,4500106243,20190929
0000001570,1710,10,00,TA,USCU_S08,4500106126,20190929
0020000562,1710,10,00,AG,USCU_L06,4500106097,20190929
0000001571,1710,10,00,TA,USCU_S08,4500105969,20190929
0020000563,1710,10,00,AG,USCU_S17,4500106184,20190929
0000001457,1710,10,00,TA,USCU_S13,4500106471,20190929
0000001459,1710,10,00,TA,USCU_L07,4500106442,20190929
0000001572,1710,10,00,TA,USCU_S01,4500105915,20190929
0020000565,1710,10,00,AG,USCU_L10,4500106155,20190929
0000001573,1710,10,00,TA,USCU_S15,4500106009,20190929
0020000566,1710,10,00,AG,USCU_S01,4500106067,20190929
0000001575,1710,10,00,TA,USCU_S09,4500105275,20190929
0020000567,1710,10,00,AG,USCU_S08,4500106126,20190929
0000001576,1710,10,00,TA,USCU_S03,4500105217,20190929
0020000568,1710,10,00,AG,USCU_S08,4500105969,20190929
0000001577,1710,10,00,TA,USCU_L08,4500105246,20190929
0020000569,1710,10,00,AG,USCU_S01,4500105915,20190929
0000001578,1710,10,00,TA,USCU_S14,4500105324,20190929
0020000570,1710,10,00,AG,USCU_S15,4500106009,20190929
0000001460,1710,10,00,TA,USCU_S17,4500106529,20190929
0000001461,1710,10,00,TA,USCU_L02,4500106382,20190929
0000001580,1710,10,00,TA,USCU_L09,4500105301,20190929
0020000572,1710,10,00,AG,USCU_S09,4500105275,20190929
0000001581,1710,10,00,TA,USCU_S11,4500105104,20190929
0020000573,1710,10,00,AG,USCU_S03,4500105217,20190929
0000001582,1710,10,00,TA,USCU_S02,4500105046,20190929
0020000574,1710,10,00,AG,USCU_L08,4500105246,20190929
0000001583,1710,10,00,TA,USCU_L06,4500105074,20190929
0020000575,1710,10,00,AG,USCU_S14,4500105324,20190929
0000001462,1710,10,00,TA,USCU_L10,4500106499,20190929
0000001463,1710,10,00,TA,USCU_L09,4500106332,20190929
0000001584,1710,10,00,TA,USCU_L03,4500105016,20190929
0020000577,1710,10,00,AG,USCU_L09,4500105301,20190929
0000001585,1710,10,00,TA,USCU_L09,4500105133,20190929
0020000578,1710,10,00,AG,USCU_S11,4500105104,20190929
0000001586,1710,10,00,TA,USCU_L05,4500104904,20190929
0020000579,1710,10,00,AG,USCU_S02,4500105046,20190929
0000001587,1710,10,00,TA,USCU_S12,4500104933,20190929
0020000580,1710,10,00,AG,USCU_L06,4500105074,20190929
0000001590,1710,10,00,TA,USCU_S17,4500104986,20190929
0020000581,1710,10,00,AG,USCU_L03,4500105016,20190929
0000001591,1710,10,00,TA,USCU_L10,4500105474,20190929
0020000582,1710,10,00,AG,USCU_L09,4500105133,20190929
0000001592,1710,10,00,TA,USCU_L03,4500105354,20190929
0020000583,1710,10,00,AG,USCU_L05,4500104904,20190929
0000001593,1710,10,00,TA,USCU_S17,4500105503,20190929
0020000584,1710,10,00,AG,USCU_S12,4500104933,20190929
0000001464,1710,10,00,TA,USCU_L03,4500106215,20190929
0000001465,1710,10,00,TA,USCU_L06,4500106274,20190929
0000001676,1710,10,00,TA,USCU_S04,4500108849,20191002
0020000673,1710,10,00,AG,USCU_S04,4500108849,20191002
0000001594,1710,10,00,TA,USCU_L08,4500105414,20190929
0020000587,1710,10,00,AG,USCU_S17,4500104986,20190929
0000001596,1710,10,00,TA,USCU_S13,4500105444,20190929
0020000588,1710,10,00,AG,USCU_L10,4500105474,20190929
0000001597,1710,10,00,TA,USCU_S01,4500105563,20190929
0020000589,1710,10,00,AG,USCU_L03,4500105354,20190929
0000001598,1710,10,00,TA,USCU_S11,4500105622,20190929
0020000590,1710,10,00,AG,USCU_S17,4500105503,20190929
0000001599,1710,10,00,TA,USCU_L05,4500105593,20190929
0020000591,1710,10,00,AG,USCU_L08,4500105414,20190929
0000001715,1710,10,00,TA,USCU_S04,4500107075,20191002
0020000712,1710,10,00,AG,USCU_S04,4500107075,20191002
0000001600,1710,10,00,TA,USCU_S15,4500105680,20190929
0020000593,1710,10,00,AG,USCU_S13,4500105444,20190929
0000001602,1710,10,00,TA,USCU_L09,4500105652,20190929
0020000594,1710,10,00,AG,USCU_S01,4500105563,20190929
0000001604,1710,10,00,TA,USCU_L09,4500105827,20190929
0020000595,1710,10,00,AG,USCU_S11,4500105622,20190929
0000001605,1710,10,00,TA,USCU_L07,4500105768,20190929
0020000596,1710,10,00,AG,USCU_L05,4500105593,20190929
0000001606,1710,10,00,TA,USCU_S17,4500105856,20190929
0020000597,1710,10,00,AG,USCU_S15,4500105680,20190929
0000001466,1710,10,00,TA,USCU_S16,4500106353,20190929
0020000598,1710,10,00,AG,USCU_L02,4500105533,20190929
0000001607,1710,10,00,TA,USCU_S13,4500105797,20190929
0020000599,1710,10,00,AG,USCU_L09,4500105652,20190929
0000001467,1710,10,00,TA,USCU_S11,4500106303,20190929
0000001469,1710,10,00,TA,USCU_L06,4500106098,20190929
0000001608,1710,10,00,TA,USCU_S03,4500105738,20190929
0020000601,1710,10,00,AG,USCU_L09,4500105827,20190929
0000000956,1710,10,00,TA,USCU_L09,4500091891,20190213
0020000602,1710,10,00,AG,USCU_L07,4500105768,20190929
0020000672,1710,10,00,AG,USCU_S07,4500108911,20191002
0020000603,1710,10,00,AG,USCU_S17,4500105856,20190929
0040000006,1710,10,00,VC01,0017100003,,20191009
0020000604,1710,10,00,AG,USCU_S13,4500105797,20190929
0020000605,1710,10,00,AG,USCU_S03,4500105738,20190929
0040000008,1710,10,00,VC01,0017100003,,20191010
0000001541,1710,10,00,TA,USCU_S13,4500106820,20190929
0020000651,1710,10,00,AG,USCU_L09,4500104958,20190929
0020000606,1710,10,00,AG,USCU_S02,4500106763,20190929
0020000652,1710,10,00,AG,USCU_L08,4500104903,20190929
0020000607,1710,10,00,AG,USCU_S08,4500106819,20190929
0020000653,1710,10,00,AG,USCU_S08,4500104932,20190929
0020000608,1710,10,00,AG,USCU_S14,4500106879,20190929
0020000654,1710,10,00,AG,USCU_L03,4500104846,20190929
0020000609,1710,10,00,AG,USCU_L04,4500106791,20190929
0020000655,1710,10,00,AG,USCU_S01,4500104875,20190929
0020000610,1710,10,00,AG,USCU_L09,4500106849,20190929
0020000656,1710,10,00,AG,USCU_S06,4500105383,20190929
0020000611,1710,10,00,AG,USCU_L01,4500106733,20190929
0020000657,1710,10,00,AG,USCU_S09,4500105443,20190929
0020000612,1710,10,00,AG,USCU_S12,4500106645,20190929
0020000658,1710,10,00,AG,USCU_L06,4500105413,20190929
0020000613,1710,10,00,AG,USCU_S01,4500106587,20190929
0020000659,1710,10,00,AG,USCU_S14,4500105502,20190929
0020000614,1710,10,00,AG,USCU_L04,4500106616,20190929
0020000660,1710,10,00,AG,USCU_L01,4500105353,20190929
0020000615,1710,10,00,AG,USCU_S16,4500106703,20190929
0020000661,1710,10,00,AG,USCU_L10,4500105473,20190929
0020000616,1710,10,00,AG,USCU_L01,4500106557,20190929
0020000662,1710,10,00,AG,USCU_L09,4500105651,20190929
0020000617,1710,10,00,AG,USCU_L09,4500106673,20190929
0020000663,1710,10,00,AG,USCU_L02,4500105532,20190929
0020000618,1710,10,00,AG,USCU_S13,4500106469,20190929
0020000664,1710,10,00,AG,USCU_L06,4500105592,20190929
0020000619,1710,10,00,AG,USCU_S01,4500106410,20190929
0020000665,1710,10,00,AG,USCU_S01,4500105562,20190929
0020000620,1710,10,00,AG,USCU_L05,4500106440,20190929
0020000666,1710,10,00,AG,USCU_S12,4500105621,20190929
0020000621,1710,10,00,AG,USCU_S14,4500106527,20190929
0020000667,1710,10,00,AG,USCU_L01,4500105709,20190929
0020000622,1710,10,00,AG,USCU_L03,4500106380,20190929
0020000668,1710,10,00,AG,USCU_L09,4500105826,20190929
0020000623,1710,10,00,AG,USCU_L09,4500106497,20190929
0020000669,1710,10,00,AG,USCU_S17,4500105855,20190929
0020000624,1710,10,00,AG,USCU_S09,4500106301,20190929
0020000670,1710,10,00,AG,USCU_S11,4500105796,20190929
0020000625,1710,10,00,AG,USCU_L05,4500106272,20190929
0020000671,1710,10,00,AG,USCU_L07,4500105767,20190929
0020000626,1710,10,00,AG,USCU_L02,4500106213,20190929
0000001609,1710,10,00,TA,USCU_S02,4500106763,20190929
0020000627,1710,10,00,AG,USCU_L09,4500106330,20190929
0000001610,1710,10,00,TA,USCU_S08,4500106819,20190929
0020000628,1710,10,00,AG,USCU_S16,4500106351,20190929
0000001611,1710,10,00,TA,USCU_S14,4500106879,20190929
0020000629,1710,10,00,AG,USCU_S17,4500106183,20190929
0000001612,1710,10,00,TA,USCU_L04,4500106791,20190929
0020000630,1710,10,00,AG,USCU_S02,4500106066,20190929
0000001613,1710,10,00,TA,USCU_L09,4500106849,20190929
0020000631,1710,10,00,AG,USCU_L01,4500106036,20190929
0000001614,1710,10,00,TA,USCU_L01,4500106733,20190929
0020000632,1710,10,00,AG,USCU_L10,4500106154,20190929
0000001615,1710,10,00,TA,USCU_S12,4500106645,20190929
0020000633,1710,10,00,AG,USCU_L08,4500106096,20190929
0000001616,1710,10,00,TA,USCU_S01,4500106587,20190929
0020000634,1710,10,00,AG,USCU_S08,4500106125,20190929
0000001617,1710,10,00,TA,USCU_L04,4500106616,20190929
0020000635,1710,10,00,AG,USCU_L07,4500105940,20190929
0000001618,1710,10,00,TA,USCU_S16,4500106703,20190929
0020000636,1710,10,00,AG,USCU_S12,4500105968,20190929
0000001619,1710,10,00,TA,USCU_L01,4500106557,20190929
0020000637,1710,10,00,AG,USCU_S01,4500105914,20190929
0000001620,1710,10,00,TA,USCU_L09,4500106673,20190929
0020000638,1710,10,00,AG,USCU_S14,4500106008,20190929
0000001621,1710,10,00,TA,USCU_S13,4500106469,20190929
0020000639,1710,10,00,AG,USCU_L01,4500105884,20190929
0000001622,1710,10,00,TA,USCU_S01,4500106410,20190929
0020000640,1710,10,00,AG,USCU_S13,4500105274,20190929
0000001623,1710,10,00,TA,USCU_L05,4500106440,20190929
0020000641,1710,10,00,AG,USCU_L04,4500105245,20190929
0000001624,1710,10,00,TA,USCU_S14,4500106527,20190929
0020000642,1710,10,00,AG,USCU_L03,4500105190,20190929
0000001625,1710,10,00,TA,USCU_L03,4500106380,20190929
0020000643,1710,10,00,AG,USCU_L09,4500105300,20190929
0000001626,1710,10,00,TA,USCU_L09,4500106497,20190929
0020000644,1710,10,00,AG,USCU_S05,4500105216,20190929
0000001627,1710,10,00,TA,USCU_S09,4500106301,20190929
0020000645,1710,10,00,AG,USCU_S08,4500105103,20190929
0000001796,1710,10,00,TA,USCU_S04,4500108688,20191021
0020000758,1710,10,00,AG,USCU_S04,4500108688,20191021
0000001628,1710,10,00,TA,USCU_L05,4500106272,20190929
0020000647,1710,10,00,AG,USCU_L06,4500105073,20190929
0000001629,1710,10,00,TA,USCU_L02,4500106213,20190929
0020000648,1710,10,00,AG,USCU_S16,4500105161,20190929
0000001630,1710,10,00,TA,USCU_L09,4500106330,20190929
0020000649,1710,10,00,AG,USCU_L02,4500105015,20190929
0000001631,1710,10,00,TA,USCU_S16,4500106351,20190929
0020000650,1710,10,00,AG,USCU_L10,4500105132,20190929
0000001632,1710,10,00,TA,USCU_S17,4500106183,20190929
0000001633,1710,10,00,TA,USCU_S02,4500106066,20190929
0000001634,1710,10,00,TA,USCU_L01,4500106036,20190929
0000001635,1710,10,00,TA,USCU_L10,4500106154,20190929
0000001636,1710,10,00,TA,USCU_L08,4500106096,20190929
0000001637,1710,10,00,TA,USCU_S08,4500106125,20190929
0000001638,1710,10,00,TA,USCU_L07,4500105940,20190929
0000001639,1710,10,00,TA,USCU_S12,4500105968,20190929
0000001640,1710,10,00,TA,USCU_S01,4500105914,20190929
0000001641,1710,10,00,TA,USCU_S14,4500106008,20190929
0000001642,1710,10,00,TA,USCU_L01,4500105884,20190929
0000001643,1710,10,00,TA,USCU_S13,4500105274,20190929
0000001644,1710,10,00,TA,USCU_L04,4500105245,20190929
0000001645,1710,10,00,TA,USCU_L03,4500105190,20190929
0000001646,1710,10,00,TA,USCU_L09,4500105300,20190929
0000001647,1710,10,00,TA,USCU_S05,4500105216,20190929
0000001648,1710,10,00,TA,USCU_S08,4500105103,20190929
0000001650,1710,10,00,TA,USCU_L06,4500105073,20190929
0000001651,1710,10,00,TA,USCU_S16,4500105161,20190929
0000001652,1710,10,00,TA,USCU_L02,4500105015,20190929
0000001653,1710,10,00,TA,USCU_L10,4500105132,20190929
0000001654,1710,10,00,TA,USCU_L09,4500104958,20190929
0000001655,1710,10,00,TA,USCU_L08,4500104903,20190929
0000001656,1710,10,00,TA,USCU_S08,4500104932,20190929
0000001657,1710,10,00,TA,USCU_L03,4500104846,20190929
0000001658,1710,10,00,TA,USCU_S01,4500104875,20190929
0000001659,1710,10,00,TA,USCU_S06,4500105383,20190929
0000001660,1710,10,00,TA,USCU_S09,4500105443,20190929
0000001661,1710,10,00,TA,USCU_L06,4500105413,20190929
0000001662,1710,10,00,TA,USCU_S14,4500105502,20190929
0000001663,1710,10,00,TA,USCU_L01,4500105353,20190929
0000001664,1710,10,00,TA,USCU_L10,4500105473,20190929
0000001665,1710,10,00,TA,USCU_L09,4500105651,20190929
0000001666,1710,10,00,TA,USCU_L02,4500105532,20190929
0000001667,1710,10,00,TA,USCU_L06,4500105592,20190929
0000001668,1710,10,00,TA,USCU_S01,4500105562,20190929
0000001669,1710,10,00,TA,USCU_S12,4500105621,20190929
0000001670,1710,10,00,TA,USCU_L01,4500105709,20190929
0000001671,1710,10,00,TA,USCU_L09,4500105826,20190929
0000001672,1710,10,00,TA,USCU_S17,4500105855,20190929
0000001673,1710,10,00,TA,USCU_S11,4500105796,20190929
0000001674,1710,10,00,TA,USCU_L07,4500105767,20190929
0000001470,1710,10,00,TA,USCU_S13,4500106127,20190929
0000001471,1710,10,00,TA,USCU_S02,4500106068,20190929
0000001472,1710,10,00,TA,USCU_S14,4500106185,20190929
0020000674,1710,10,00,AG,USCU_S14,4500108973,20191002
0020000675,1710,10,00,AG,USCU_L08,4500108880,20191002
0020000676,1710,10,00,AG,USCU_L10,4500108942,20191002
0020000677,1710,10,00,AG,USCU_S12,4500108729,20191002
0020000678,1710,10,00,AG,USCU_S01,4500108669,20191002
0020000679,1710,10,00,AG,USCU_L04,4500108700,20191002
0020000680,1710,10,00,AG,USCU_S15,4500108789,20191002
0020000681,1710,10,00,AG,USCU_L02,4500108639,20191002
0020000682,1710,10,00,AG,USCU_L09,4500108760,20191002
0020000683,1710,10,00,AG,USCU_S10,4500108549,20191002
0020000684,1710,10,00,AG,USCU_S02,4500108489,20191002
0020000685,1710,10,00,AG,USCU_L04,4500108519,20191002
0020000686,1710,10,00,AG,USCU_S16,4500108609,20191002
0020000687,1710,10,00,AG,USCU_L03,4500108460,20191002
0020000688,1710,10,00,AG,USCU_L09,4500108580,20191002
0020000689,1710,10,00,AG,USCU_S17,4500108435,20191002
0020000690,1710,10,00,AG,USCU_L09,4500108405,20191002
0020000691,1710,10,00,AG,USCU_L02,4500108285,20191002
0020000692,1710,10,00,AG,USCU_L04,4500108343,20191002
0020000693,1710,10,00,AG,USCU_S13,4500108374,20191002
0020000694,1710,10,00,AG,USCU_S05,4500108314,20191002
0020000695,1710,10,00,AG,USCU_L04,4500108163,20191002
0020000696,1710,10,00,AG,USCU_S07,4500108194,20191002
0020000697,1710,10,00,AG,USCU_S05,4500108132,20191002
0020000698,1710,10,00,AG,USCU_S16,4500108254,20191002
0020000699,1710,10,00,AG,USCU_L03,4500108101,20191002
0020000700,1710,10,00,AG,USCU_L09,4500108225,20191002
0020000701,1710,10,00,AG,USCU_S10,4500108025,20191002
0020000702,1710,10,00,AG,USCU_S02,4500107969,20191002
0020000703,1710,10,00,AG,USCU_L02,4500107943,20191002
0020000704,1710,10,00,AG,USCU_S15,4500108071,20191002
0020000705,1710,10,00,AG,USCU_L09,4500107343,20191002
