VBELN,POSNR,MATNR,WERKS,LGORT,LFIMG,VRKME,PSTYV,VGBEL
0080001986,000010,MZ-FG-R300,1710,171A,10,ST,TAN,0000002307
0080001987,000010,MZ-FG-R300,1710,171A,12,ST,TAN,0000002308
0080001988,000010,MZ-FG-R300,1710,171A,26,ST,TAN,0000002309
0080001738,000010,TG11,1710,171A,150,ST,TAN,0000001970
0080001652,000010,TG11,1710,171A,10,ST,TAN,0000001877
0080001542,000010,RM13,1710,171C,485,ST,LBN,4500000239
0080002039,000010,MZ-FG-M525,1710,171A,21,ST,TAN,0000002354
0080001543,000010,RM13,1710,171C,1000,ST,LBN,4500000240
0080002040,000010,MZ-FG-M525,1710,171A,12,ST,TAN,0000002355
0080002041,000010,MZ-FG-M525,1710,171A,38,ST,TAN,0000002356
0080002042,000010,MZ-FG-M525,1710,171A,7,ST,TAN,0000002357
0080002043,000010,MZ-FG-M525,1710,171A,56,ST,TAN,0000002358
0080002044,000010,MZ-FG-M525,1710,171A,18,ST,TAN,0000002359
0080002045,000010,MZ-FG-M550,1710,171A,3,ST,TAN,0000002360
0080002046,000010,MZ-FG-M550,1710,171A,1,ST,TAN,0000002361
0080002047,000010,MZ-FG-M550,1710,171A,3,ST,TAN,0000002362
0080002048,000010,MZ-FG-M550,1710,171A,24,ST,TAN,0000002363
0080002049,000010,MZ-FG-M550,1710,171A,2,ST,TAN,0000002364
0080002050,000010,MZ-FG-R100,1710,171A,1,ST,TAN,0000002365
0080002051,000010,MZ-FG-R100,1710,171A,8,ST,TAN,0000002366
0080002052,000010,MZ-FG-R100,1710,171A,6,ST,TAN,0000002367
0080002053,000010,MZ-FG-R100,1710,171A,27,ST,TAN,0000002368
0080002054,000010,MZ-FG-R100,1710,171A,7,ST,TAN,0000002369
0080002055,000010,MZ-FG-R100,1710,171A,18,ST,TAN,0000002370
0080002056,000010,MZ-FG-R200,1710,171A,16,ST,TAN,0000002371
0080002057,000010,MZ-FG-R200,1710,171A,8,ST,TAN,0000002372
0080002058,000010,MZ-FG-R200,1710,171A,6,ST,TAN,0000002373
0080002059,000010,MZ-FG-R200,1710,171A,2,ST,TAN,0000002374
0080002060,000010,MZ-FG-R200,1710,171A,22,ST,TAN,0000002375
0080002061,000010,MZ-FG-R200,1710,171A,26,ST,TAN,0000002376
0080002062,000010,MZ-FG-R300,1710,171A,1,ST,TAN,0000002377
0080002063,000010,MZ-FG-R300,1710,171A,1,ST,TAN,0000002378
0080002064,000010,MZ-FG-R300,1710,171A,38,ST,TAN,0000002379
0080002065,000010,MZ-FG-R300,1710,171A,16,ST,TAN,0000002380
0080002066,000010,MZ-FG-R300,1710,171A,21,ST,TAN,0000002381
0080002067,000010,MZ-FG-R300,1710,171A,1,ST,TAN,0000002382
0080002086,000010,MZ-FG-C900,1710,171A,9,ST,TAN,0000002401
0080002087,000010,MZ-FG-C900,1710,171A,268,ST,TAN,0000002402
0080002088,000010,MZ-FG-C900,1710,171A,7,ST,TAN,0000002403
0080002089,000010,MZ-FG-C900,1710,171A,29,ST,TAN,0000002404
0080002090,000010,MZ-FG-C900,1710,171A,5,ST,TAN,0000002405
0080002091,000010,MZ-FG-C900,1710,171A,58,ST,TAN,0000002406
0080002092,000010,MZ-FG-C950,1710,171A,81,ST,TAN,0000002407
0080002093,000010,MZ-FG-C950,1710,171A,48,ST,TAN,0000002408
0080002094,000010,MZ-FG-C950,1710,171A,14,ST,TAN,0000002409
0080002095,000010,MZ-FG-C950,1710,171A,35,ST,TAN,0000002410
0080002096,000010,MZ-FG-C950,1710,171A,36,ST,TAN,0000002411
0080002097,000010,MZ-FG-C950,1710,171A,21,ST,TAN,0000002412
0080002098,000010,MZ-FG-C990,1710,171A,61,ST,TAN,0000002413
0080002099,000010,MZ-FG-C990,1710,171A,58,ST,TAN,0000002414
0080002100,000010,MZ-FG-C990,1710,171A,30,ST,TAN,0000002415
0080002101,000010,MZ-FG-C990,1710,171A,14,ST,TAN,0000002416
0080002102,000010,MZ-FG-C990,1710,171A,78,ST,TAN,0000002417
0080002103,000010,MZ-FG-C990,1710,171A,12,ST,TAN,0000002418
0080002104,000010,MZ-FG-M500,1710,171A,21,ST,TAN,0000002419
0080002105,000010,MZ-FG-M500,1710,171A,2,ST,TAN,0000002420
0080002106,000010,MZ-FG-M500,1710,171A,50,ST,TAN,0000002421
0080002107,000010,MZ-FG-M500,1710,171A,10,ST,TAN,0000002422
0080002108,000010,MZ-FG-M500,1710,171A,36,ST,TAN,0000002423
0080002109,000010,MZ-FG-M500,1710,171A,7,ST,TAN,0000002424
0080002110,000010,MZ-FG-M525,1710,171A,128,ST,TAN,0000002425
0080002111,000010,MZ-FG-M525,1710,171A,45,ST,TAN,0000002426
0080002112,000010,MZ-FG-M525,1710,171A,52,ST,TAN,0000002427
0080002113,000010,MZ-FG-M525,1710,171A,14,ST,TAN,0000002428
0080002114,000010,MZ-FG-M525,1710,171A,125,ST,TAN,0000002429
0080002115,000010,MZ-FG-M525,1710,171A,30,ST,TAN,0000002430
0080002116,000010,MZ-FG-M550,1710,171A,1,ST,TAN,0000002431
0080002117,000010,MZ-FG-M550,1710,171A,5,ST,TAN,0000002432
0080002118,000010,MZ-FG-M550,1710,171A,5,ST,TAN,0000002433
0080002119,000010,MZ-FG-M550,1710,171A,2,ST,TAN,0000002434
0080002120,000010,MZ-FG-M550,1710,171A,33,ST,TAN,0000002435
0080002121,000010,MZ-FG-M550,1710,171A,18,ST,TAN,0000002436
0080002122,000010,MZ-FG-R100,1710,171A,35,ST,TAN,0000002437
0080002123,000010,MZ-FG-R100,1710,171A,2,ST,TAN,0000002438
0080002124,000010,MZ-FG-R100,1710,171A,1,ST,TAN,0000002439
0080002125,000010,MZ-FG-R100,1710,171A,10,ST,TAN,0000002440
0080002126,000010,MZ-FG-R100,1710,171A,70,ST,TAN,0000002441
0080002127,000010,MZ-FG-R100,1710,171A,49,ST,TAN,0000002442
0080002128,000010,MZ-FG-R200,1710,171A,15,ST,TAN,0000002443
0080002129,000010,MZ-FG-R200,1710,171A,21,ST,TAN,0000002444
0080002130,000010,MZ-FG-R200,1710,171A,12,ST,TAN,0000002445
0080002131,000010,MZ-FG-R200,1710,171A,18,ST,TAN,0000002446
0080002132,000010,MZ-FG-R200,1710,171A,26,ST,TAN,0000002447
0080002133,000010,MZ-FG-R200,1710,171A,11,ST,TAN,0000002448
0080002134,000010,MZ-FG-R300,1710,171A,3,ST,TAN,0000002449
0080002135,000010,MZ-FG-R300,1710,171A,4,ST,TAN,0000002450
0080002136,000010,MZ-FG-R300,1710,171A,19,ST,TAN,0000002451
0080002137,000010,MZ-FG-R300,1710,171A,35,ST,TAN,0000002452
0080002138,000010,MZ-FG-R300,1710,171A,2,ST,TAN,0000002453
0080002158,000010,MZ-FG-C900,1710,171A,21,ST,TAN,0000002473
0080002159,000010,MZ-FG-C900,1710,171A,44,ST,TAN,0000002474
0080002160,000010,MZ-FG-C900,1710,171A,3,ST,TAN,0000002475
0080002161,000010,MZ-FG-C900,1710,171A,15,ST,TAN,0000002476
0080002162,000010,MZ-FG-C900,1710,171A,101,ST,TAN,0000002477
0080002163,000010,MZ-FG-C950,1710,171A,21,ST,TAN,0000002478
0080002164,000010,MZ-FG-C950,1710,171A,3,ST,TAN,0000002479
0080002165,000010,MZ-FG-C950,1710,171A,33,ST,TAN,0000002480
0080002166,000010,MZ-FG-C950,1710,171A,99,ST,TAN,0000002481
0080002167,000010,MZ-FG-C950,1710,171A,8,ST,TAN,0000002482
0080002168,000010,MZ-FG-C950,1710,171A,42,ST,TAN,0000002483
0080002169,000010,MZ-FG-C990,1710,171A,5,ST,TAN,0000002484
0080002170,000010,MZ-FG-C990,1710,171A,11,ST,TAN,0000002485
0080002171,000010,MZ-FG-C990,1710,171A,12,ST,TAN,0000002486
0080002172,000010,MZ-FG-C990,1710,171A,56,ST,TAN,0000002487
0080002173,000010,MZ-FG-C990,1710,171A,24,ST,TAN,0000002488
0080002174,000010,MZ-FG-C990,1710,171A,42,ST,TAN,0000002489
0080002175,000010,MZ-FG-M500,1710,171A,2,ST,TAN,0000002490
0080002176,000010,MZ-FG-M500,1710,171A,1,ST,TAN,0000002491
0080002177,000010,MZ-FG-M500,1710,171A,40,ST,TAN,0000002492
0080002178,000010,MZ-FG-M500,1710,171A,7,ST,TAN,0000002493
0080002179,000010,MZ-FG-M500,1710,171A,36,ST,TAN,0000002494
0080002180,000010,MZ-FG-M500,1710,171A,99,ST,TAN,0000002495
0080002181,000010,MZ-FG-M525,1710,171A,68,ST,TAN,0000002496
0080002182,000010,MZ-FG-M525,1710,171A,61,ST,TAN,0000002497
0080002183,000010,MZ-FG-M525,1710,171A,35,ST,TAN,0000002498
0080002184,000010,MZ-FG-M525,1710,171A,41,ST,TAN,0000002499
0080002185,000010,MZ-FG-M525,1710,171A,30,ST,TAN,0000002500
0080002186,000010,MZ-FG-M525,1710,171A,7,ST,TAN,0000002501
0080002187,000010,MZ-FG-M550,1710,171A,2,ST,TAN,0000002502
0080002188,000010,MZ-FG-M550,1710,171A,33,ST,TAN,0000002503
0080002189,000010,MZ-FG-M550,1710,171A,2,ST,TAN,0000002504
0080002190,000010,MZ-FG-M550,1710,171A,11,ST,TAN,0000002505
0080002191,000010,MZ-FG-R100,1710,171A,21,ST,TAN,0000002506
0080002192,000010,MZ-FG-R100,1710,171A,76,ST,TAN,0000002507
0080002193,000010,MZ-FG-R100,1710,171A,2,ST,TAN,0000002508
0080002194,000010,MZ-FG-R100,1710,171A,6,ST,TAN,0000002509
0080002195,000010,MZ-FG-R100,1710,171A,4,ST,TAN,0000002510
0080002196,000010,MZ-FG-R200,1710,171A,6,ST,TAN,0000002511
0080002197,000010,MZ-FG-R200,1710,171A,11,ST,TAN,0000002512
0080002198,000010,MZ-FG-R200,1710,171A,11,ST,TAN,0000002513
0080002199,000010,MZ-FG-R200,1710,171A,4,ST,TAN,0000002514
0080002200,000010,MZ-FG-R200,1710,171A,21,ST,TAN,0000002515
0080002201,000010,MZ-FG-R200,1710,171A,4,ST,TAN,0000002516
0080002202,000010,MZ-FG-R300,1710,171A,30,ST,TAN,0000002517
0080002203,000010,MZ-FG-R300,1710,171A,6,ST,TAN,0000002518
0080002204,000010,MZ-FG-R300,1710,171A,2,ST,TAN,0000002519
0080002205,000010,MZ-FG-R300,1710,171A,16,ST,TAN,0000002520
0080002206,000010,MZ-FG-R300,1710,171A,2,ST,TAN,0000002521
0080002311,000010,MZ-FG-C900,1710,171A,21,ST,TAN,0000002627
0080002312,000010,MZ-FG-C900,1710,171A,52,ST,TAN,0000002628
0080002313,000010,MZ-FG-C900,1710,171A,88,ST,TAN,0000002629
0080002225,000010,MZ-FG-C900,1710,171A,13,ST,TAN,0000002540
0080002226,000010,MZ-FG-C900,1710,171A,14,ST,TAN,0000002541
0080002227,000010,MZ-FG-C900,1710,171A,16,ST,TAN,0000002542
0080002228,000010,MZ-FG-C900,1710,171A,14,ST,TAN,0000002543
0080002229,000010,MZ-FG-C900,1710,171A,16,ST,TAN,0000002544
0080002230,000010,MZ-FG-C900,1710,171A,12,ST,TAN,0000002545
0080002231,000010,MZ-FG-C950,1710,171A,15,ST,TAN,0000002546
0080002232,000010,MZ-FG-C950,1710,171A,15,ST,TAN,0000002547
0080002233,000010,MZ-FG-C950,1710,171A,13,ST,TAN,0000002548
0080002234,000010,MZ-FG-C950,1710,171A,14,ST,TAN,0000002549
0080002235,000010,MZ-FG-C950,1710,171A,13,ST,TAN,0000002550
0080002236,000010,MZ-FG-C950,1710,171A,12,ST,TAN,0000002551
0080002237,000010,MZ-FG-C990,1710,171A,12,ST,TAN,0000002552
0080002238,000010,MZ-FG-C990,1710,171A,15,ST,TAN,0000002553
0080002239,000010,MZ-FG-C990,1710,171A,13,ST,TAN,0000002554
0080002240,000010,MZ-FG-C990,1710,171A,13,ST,TAN,0000002555
0080002241,000010,MZ-FG-C990,1710,171A,14,ST,TAN,0000002556
0080002242,000010,MZ-FG-C990,1710,171A,12,ST,TAN,0000002557
0080002243,000010,MZ-FG-M500,1710,171A,15,ST,TAN,0000002558
0080002244,000010,MZ-FG-M500,1710,171A,14,ST,TAN,0000002559
0080002245,000010,MZ-FG-M500,1710,171A,13,ST,TAN,0000002560
0080002246,000010,MZ-FG-M500,1710,171A,15,ST,TAN,0000002561
0080002247,000010,MZ-FG-M500,1710,171A,14,ST,TAN,0000002562
0080002248,000010,MZ-FG-M500,1710,171A,13,ST,TAN,0000002563
0080002249,000010,MZ-FG-M525,1710,171A,13,ST,TAN,0000002564
0080002250,000010,MZ-FG-M525,1710,171A,15,ST,TAN,0000002565
0080002251,000010,MZ-FG-M525,1710,171A,14,ST,TAN,0000002566
0080002252,000010,MZ-FG-M525,1710,171A,12,ST,TAN,0000002567
0080002253,000010,MZ-FG-M525,1710,171A,13,ST,TAN,0000002568
0080002254,000010,MZ-FG-M525,1710,171A,13,ST,TAN,0000002569
0080002255,000010,MZ-FG-M550,1710,171A,14,ST,TAN,0000002570
0080002256,000010,MZ-FG-M550,1710,171A,14,ST,TAN,0000002571
0080002257,000010,MZ-FG-M550,1710,171A,12,ST,TAN,0000002572
0080002258,000010,MZ-FG-M550,1710,171A,14,ST,TAN,0000002573
0080002259,000010,MZ-FG-M550,1710,171A,17,ST,TAN,0000002574
0080002260,000010,MZ-FG-M550,1710,171A,14,ST,TAN,0000002575
0080002261,000010,MZ-FG-R100,1710,171A,11,ST,TAN,0000002576
0080002262,000010,MZ-FG-R100,1710,171A,16,ST,TAN,0000002577
0080002263,000010,MZ-FG-R100,1710,171A,11,ST,TAN,0000002578
0080002264,000010,MZ-FG-R100,1710,171A,13,ST,TAN,0000002579
0080002265,000010,MZ-FG-R100,1710,171A,15,ST,TAN,0000002580
0080002266,000010,MZ-FG-R100,1710,171A,13,ST,TAN,0000002581
0080002267,000010,MZ-FG-R200,1710,171A,14,ST,TAN,0000002582
0080002268,000010,MZ-FG-R200,1710,171A,13,ST,TAN,0000002583
0080002269,000010,MZ-FG-R200,1710,171A,13,ST,TAN,0000002584
0080002270,000010,MZ-FG-R200,1710,171A,14,ST,TAN,0000002585
0080002271,000010,MZ-FG-R200,1710,171A,13,ST,TAN,0000002586
0080002272,000010,MZ-FG-R200,1710,171A,13,ST,TAN,0000002587
0080002273,000010,MZ-FG-R300,1710,171A,15,ST,TAN,0000002588
0080002274,000010,MZ-FG-R300,1710,171A,11,ST,TAN,0000002589
0080002275,000010,MZ-FG-R300,1710,171A,11,ST,TAN,0000002590
0080002276,000010,MZ-FG-R300,1710,171A,14,ST,TAN,0000002591
0080002277,000010,MZ-FG-R300,1710,171A,12,ST,TAN,0000002592
0080002278,000010,MZ-FG-R300,1710,171A,12,ST,TAN,0000002593
0080002314,000010,MZ-FG-C950,1710,171A,21,ST,TAN,0000002630
0080002315,000010,MZ-FG-C950,1710,171A,60,ST,TAN,0000002631
0080002316,000010,MZ-FG-C950,1710,171A,11,ST,TAN,0000002632
0080002317,000010,MZ-FG-C950,1710,171A,26,ST,TAN,0000002633
0080002318,000010,MZ-FG-C950,1710,171A,11,ST,TAN,0000002634
0080002319,000010,MZ-FG-C950,1710,171A,8,ST,TAN,0000002635
0080002320,000010,MZ-FG-C990,1710,171A,28,ST,TAN,0000002636
0080002321,000010,MZ-FG-C990,1710,171A,7,ST,TAN,0000002637
0080002322,000010,MZ-FG-C990,1710,171A,2,ST,TAN,0000002638
0080002323,000010,MZ-FG-C990,1710,171A,104,ST,TAN,0000002639
0080002324,000010,MZ-FG-C990,1710,171A,196,ST,TAN,0000002640
0080002325,000010,MZ-FG-C990,1710,171A,22,ST,TAN,0000002641
0080002326,000010,MZ-FG-M500,1710,171A,73,ST,TAN,0000002642
0080002327,000010,MZ-FG-M500,1710,171A,4,ST,TAN,0000002643
0080002328,000010,MZ-FG-M500,1710,171A,12,ST,TAN,0000002644
0080002329,000010,MZ-FG-M500,1710,171A,51,ST,TAN,0000002645
0080002330,000010,MZ-FG-M500,1710,171A,5,ST,TAN,0000002646
0080002331,000010,MZ-FG-M500,1710,171A,5,ST,TAN,0000002647
0080002332,000010,MZ-FG-M525,1710,171A,63,ST,TAN,0000002648
0080002333,000010,MZ-FG-M525,1710,171A,240,ST,TAN,0000002649
0080002334,000010,MZ-FG-M525,1710,171A,7,ST,TAN,0000002650
0080002335,000010,MZ-FG-M525,1710,171A,125,ST,TAN,0000002651
0080002336,000010,MZ-FG-M525,1710,171A,59,ST,TAN,0000002652
0080002337,000010,MZ-FG-M525,1710,171A,74,ST,TAN,0000002653
0080002338,000010,MZ-FG-M550,1710,171A,4,ST,TAN,0000002654
0080002339,000010,MZ-FG-M550,1710,171A,4,ST,TAN,0000002655
0080002340,000010,MZ-FG-M550,1710,171A,1,ST,TAN,0000002656
0080002341,000010,MZ-FG-M550,1710,171A,11,ST,TAN,0000002657
0080002342,000010,MZ-FG-R100,1710,171A,13,ST,TAN,0000002658
0080002343,000010,MZ-FG-R100,1710,171A,2,ST,TAN,0000002659
0080002344,000010,MZ-FG-R100,1710,171A,74,ST,TAN,0000002660
0080002345,000010,MZ-FG-R100,1710,171A,9,ST,TAN,0000002661
0080002346,000010,MZ-FG-R100,1710,171A,83,ST,TAN,0000002662
0080002347,000010,MZ-FG-R200,1710,171A,35,ST,TAN,0000002663
0080002348,000010,MZ-FG-R200,1710,171A,49,ST,TAN,0000002664
0080002349,000010,MZ-FG-R200,1710,171A,14,ST,TAN,0000002665
0080002350,000010,MZ-FG-R200,1710,171A,3,ST,TAN,0000002666
0080002351,000010,MZ-FG-R300,1710,171A,2,ST,TAN,0000002667
0080002352,000010,MZ-FG-R300,1710,171A,1,ST,TAN,0000002668
0080002353,000010,MZ-FG-R300,1710,171A,3,ST,TAN,0000002669
0080002354,000010,MZ-FG-R300,1710,171A,8,ST,TAN,0000002670
0080002355,000010,MZ-FG-R300,1710,171A,63,ST,TAN,0000002671
0080002356,000010,MZ-FG-R300,1710,171A,4,ST,TAN,0000002672
0080002303,000010,TG11,1710,171A,50,ST,TAN,0000002618
0080005138,000010,SDBOMLUMFHD,1710,,0,ST,TAP,0000004389
0080005138,000020,SDBOMLUMFIT01,1710,171A,0,ST,TAN,0000004389
0080002379,000010,TG11,1710,171A,980,ST,TAN,0000002696
0080002380,000010,TG11,1710,171A,20,ST,TANN,0000002696
0080002383,000010,TG11,1710,171A,10,ST,SRVS,8000000077
0080002384,000010,MZ-FG-C900,1710,171A,29,ST,TAN,0000002707
0080002385,000010,MZ-FG-C900,1710,171A,36,ST,TAN,0000002708
0080002386,000010,MZ-FG-C900,1710,171A,29,ST,TAN,0000002709
0080002387,000010,MZ-FG-C900,1710,171A,1,ST,TAN,0000002710
0080002388,000010,MZ-FG-C900,1710,171A,19,ST,TAN,0000002711
0080002389,000010,MZ-FG-C900,1710,171A,101,ST,TAN,0000002712
0080002390,000010,MZ-FG-C950,1710,171A,38,ST,TAN,0000002713
0080002391,000010,MZ-FG-C950,1710,171A,18,ST,TAN,0000002714
0080002392,000010,MZ-FG-C950,1710,171A,55,ST,TAN,0000002715
0080002393,000010,MZ-FG-C950,1710,171A,17,ST,TAN,0000002716
0080002394,000010,MZ-FG-C950,1710,171A,12,ST,TAN,0000002717
0080002395,000010,MZ-FG-C990,1710,171A,207,ST,TAN,0000002718
0080002396,000010,MZ-FG-C990,1710,171A,10,ST,TAN,0000002719
0080002397,000010,MZ-FG-C990,1710,171A,3,ST,TAN,0000002720
0080002398,000010,MZ-FG-C990,1710,171A,8,ST,TAN,0000002721
0080002399,000010,MZ-FG-C990,1710,171A,29,ST,TAN,0000002722
0080002400,000010,MZ-FG-C990,1710,171A,4,ST,TAN,0000002723
0080002401,000010,MZ-FG-M500,1710,171A,48,ST,TAN,0000002724
0080002402,000010,MZ-FG-M500,1710,171A,5,ST,TAN,0000002725
0080002403,000010,MZ-FG-M500,1710,171A,7,ST,TAN,0000002726
0080002404,000010,MZ-FG-M500,1710,171A,11,ST,TAN,0000002727
0080002405,000010,MZ-FG-M500,1710,171A,17,ST,TAN,0000002728
0080002406,000010,MZ-FG-M500,1710,171A,7,ST,TAN,0000002729
0080002407,000010,MZ-FG-M525,1710,171A,2,ST,TAN,0000002730
0080002408,000010,MZ-FG-M525,1710,171A,44,ST,TAN,0000002731
0080002409,000010,MZ-FG-M525,1710,171A,3,ST,TAN,0000002732
0080002410,000010,MZ-FG-M525,1710,171A,33,ST,TAN,0000002733
0080002411,000010,MZ-FG-M525,1710,171A,39,ST,TAN,0000002734
0080002412,000010,MZ-FG-M525,1710,171A,61,ST,TAN,0000002735
0080002413,000010,MZ-FG-M550,1710,171A,19,ST,TAN,0000002736
0080002414,000010,MZ-FG-M550,1710,171A,30,ST,TAN,0000002737
0080002415,000010,MZ-FG-M550,1710,171A,2,ST,TAN,0000002738
0080002416,000010,MZ-FG-R100,1710,171A,7,ST,TAN,0000002739
0080002417,000010,MZ-FG-R100,1710,171A,2,ST,TAN,0000002740
0080002418,000010,MZ-FG-R100,1710,171A,8,ST,TAN,0000002741
0080002419,000010,MZ-FG-R100,1710,171A,28,ST,TAN,0000002742
0080002420,000010,MZ-FG-R100,1710,171A,25,ST,TAN,0000002743
0080002421,000010,MZ-FG-R100,1710,171A,10,ST,TAN,0000002744
0080002422,000010,MZ-FG-R200,1710,171A,9,ST,TAN,0000002745
0080002423,000010,MZ-FG-R200,1710,171A,32,ST,TAN,0000002746
0080002424,000010,MZ-FG-R200,1710,171A,3,ST,TAN,0000002747
0080002425,000010,MZ-FG-R200,1710,171A,14,ST,TAN,0000002748
0080002426,000010,MZ-FG-R200,1710,171A,5,ST,TAN,0000002749
0080002427,000010,MZ-FG-R200,1710,171A,2,ST,TAN,0000002750
0080002428,000010,MZ-FG-R300,1710,171A,8,ST,TAN,0000002751
0080002429,000010,MZ-FG-R300,1710,171A,2,ST,TAN,0000002752
0080002430,000010,MZ-FG-R300,1710,171A,1,ST,TAN,0000002753
0080002431,000010,MZ-FG-R300,1710,171A,41,ST,TAN,0000002754
0080002432,000010,MZ-FG-R300,1710,171A,9,ST,TAN,0000002755
0080002451,000010,MZ-FG-C900,1710,171A,19,ST,TAN,0000002774
0080002452,000010,MZ-FG-C900,1710,171A,35,ST,TAN,0000002775
0080002453,000010,MZ-FG-C900,1710,171A,76,ST,TAN,0000002776
0080002454,000010,MZ-FG-C900,1710,171A,41,ST,TAN,0000002777
0080002455,000010,MZ-FG-C900,1710,171A,26,ST,TAN,0000002778
0080002456,000010,MZ-FG-C900,1710,171A,16,ST,TAN,0000002779
0080002457,000010,MZ-FG-C950,1710,171A,49,ST,TAN,0000002780
0080002458,000010,MZ-FG-C950,1710,171A,13,ST,TAN,0000002781
0080002459,000010,MZ-FG-C950,1710,171A,91,ST,TAN,0000002782
0080002460,000010,MZ-FG-C950,1710,171A,53,ST,TAN,0000002783
0080002461,000010,MZ-FG-C990,1710,171A,66,ST,TAN,0000002784
0080002462,000010,MZ-FG-C990,1710,171A,8,ST,TAN,0000002785
0080002463,000010,MZ-FG-C990,1710,171A,2,ST,TAN,0000002786
0080002464,000010,MZ-FG-C990,1710,171A,1,ST,TAN,0000002787
0080002465,000010,MZ-FG-C990,1710,171A,1,ST,TAN,0000002788
0080002466,000010,MZ-FG-C990,1710,171A,95,ST,TAN,0000002789
0080002467,000010,MZ-FG-M500,1710,171A,9,ST,TAN,0000002790
0080002468,000010,MZ-FG-M500,1710,171A,30,ST,TAN,0000002791
0080002469,000010,MZ-FG-M500,1710,171A,9,ST,TAN,0000002792
0080002470,000010,MZ-FG-M500,1710,171A,66,ST,TAN,0000002793
0080002471,000010,MZ-FG-M500,1710,171A,22,ST,TAN,0000002794
0080002472,000010,MZ-FG-M500,1710,171A,13,ST,TAN,0000002795
0080002473,000010,MZ-FG-M525,1710,171A,178,ST,TAN,0000002796
0080002474,000010,MZ-FG-M525,1710,171A,25,ST,TAN,0000002797
0080002475,000010,MZ-FG-M525,1710,171A,5,ST,TAN,0000002798
0080002476,000010,MZ-FG-M525,1710,171A,20,ST,TAN,0000002799
0080002477,000010,MZ-FG-M525,1710,171A,23,ST,TAN,0000002800
0080002478,000010,MZ-FG-M550,1710,171A,5,ST,TAN,0000002801
0080002479,000010,MZ-FG-M550,1710,171A,12,ST,TAN,0000002802
0080002480,000010,MZ-FG-M550,1710,171A,40,ST,TAN,0000002803
0080002481,000010,MZ-FG-M550,1710,171A,1,ST,TAN,0000002804
0080002482,000010,MZ-FG-R100,1710,171A,10,ST,TAN,0000002805
0080002483,000010,MZ-FG-R100,1710,171A,3,ST,TAN,0000002806
0080002484,000010,MZ-FG-R100,1710,171A,1,ST,TAN,0000002807
0080002485,000010,MZ-FG-R100,1710,171A,6,ST,TAN,0000002808
0080002486,000010,MZ-FG-R100,1710,171A,10,ST,TAN,0000002809
0080002487,000010,MZ-FG-R100,1710,171A,17,ST,TAN,0000002810
0080002488,000010,MZ-FG-R200,1710,171A,14,ST,TAN,0000002811
0080002489,000010,MZ-FG-R200,1710,171A,33,ST,TAN,0000002812
0080002490,000010,MZ-FG-R200,1710,171A,3,ST,TAN,0000002813
0080002491,000010,MZ-FG-R200,1710,171A,16,ST,TAN,0000002814
0080002492,000010,MZ-FG-R200,1710,171A,21,ST,TAN,0000002815
0080002493,000010,MZ-FG-R300,1710,171A,9,ST,TAN,0000002816
0080002494,000010,MZ-FG-R300,1710,171A,9,ST,TAN,0000002817
0080002495,000010,MZ-FG-R300,1710,171A,19,ST,TAN,0000002818
0080002513,000010,MZ-FG-C900,1710,171A,31,ST,TAN,0000002836
0080002514,000010,MZ-FG-C900,1710,171A,115,ST,TAN,0000002837
0080002515,000010,MZ-FG-C900,1710,171A,36,ST,TAN,0000002838
0080002516,000010,MZ-FG-C900,1710,171A,54,ST,TAN,0000002839
0080002517,000010,MZ-FG-C900,1710,171A,6,ST,TAN,0000002840
0080002518,000010,MZ-FG-C900,1710,171A,12,ST,TAN,0000002841
0080002519,000010,MZ-FG-C950,1710,171A,52,ST,TAN,0000002842
0080002520,000010,MZ-FG-C950,1710,171A,5,ST,TAN,0000002843
0080002521,000010,MZ-FG-C950,1710,171A,18,ST,TAN,0000002844
0080002522,000010,MZ-FG-C950,1710,171A,49,ST,TAN,0000002845
0080002523,000010,MZ-FG-C950,1710,171A,6,ST,TAN,0000002846
0080002524,000010,MZ-FG-C990,1710,171A,10,ST,TAN,0000002847
0080002525,000010,MZ-FG-C990,1710,171A,191,ST,TAN,0000002848
0080002526,000010,MZ-FG-C990,1710,171A,10,ST,TAN,0000002849
0080002527,000010,MZ-FG-C990,1710,171A,58,ST,TAN,0000002850
0080002528,000010,MZ-FG-C990,1710,171A,2,ST,TAN,0000002851
0080002529,000010,MZ-FG-C990,1710,171A,11,ST,TAN,0000002852
0080002530,000010,MZ-FG-M500,1710,171A,14,ST,TAN,0000002853
0080002531,000010,MZ-FG-M500,1710,171A,10,ST,TAN,0000002854
0080002532,000010,MZ-FG-M500,1710,171A,1,ST,TAN,0000002855
0080002533,000010,MZ-FG-M500,1710,171A,9,ST,TAN,0000002856
0080002534,000010,MZ-FG-M525,1710,171A,164,ST,TAN,0000002857
0080002535,000010,MZ-FG-M525,1710,171A,60,ST,TAN,0000002858
0080002536,000010,MZ-FG-M525,1710,171A,26,ST,TAN,0000002859
0080002537,000010,MZ-FG-M525,1710,171A,16,ST,TAN,0000002860
0080002538,000010,MZ-FG-M525,1710,171A,12,ST,TAN,0000002861
0080002539,000010,MZ-FG-M525,1710,171A,7,ST,TAN,0000002862
0080002540,000010,MZ-FG-M550,1710,171A,48,ST,TAN,0000002863
0080002541,000010,MZ-FG-M550,1710,171A,10,ST,TAN,0000002864
0080002542,000010,MZ-FG-M550,1710,171A,2,ST,TAN,0000002865
