MATNR,WERKS,LGORT,LABST
SGPI001-V00,5510,551B,0
RMPI001,5510,551B,0
RMPI002,5510,551B,0
RMPI003,5510,551B,0
RMPI004,5510,551B,0
RMPI005,5510,551B,0
QM006,5510,551B,0
SDBOMERLAHD,5510,551A,0
SDBOMERLAHD,5510,551R,0
SDBOMERLAIT01,5510,551A,0
SDBOMERLAIT01,5510,551R,0
SDBOMERLAIT02,5510,551A,0
SDBOMERLAIT02,5510,551R,0
SDBOMLUMFHD,5510,551A,0
SDBOMLUMFHD,5510,551R,0
SDBOMLUMFIT01,5510,551A,0
SDBOMLUMFIT01,5510,551R,0
SDBOMLUMFIT02,5510,551A,0
SDBOMLUMFIT02,5510,551R,0
CM-FL-V01,5510,551A,0
SF-FL-COMB,5510,551B,0
SF-FL-CWEIGHT,5510,551B,0
SF-FL-ELECTRIC,5510,551B,0
SF-FL-TIRE-CUSH,5510,551B,0
SF-FL-TIRE-PNEU,5510,551B,0
CM-MLFL-KM-VXX,5510,551A,0
SF-FL-FORKSEAT-VXX,5510,551B,0
CM-FL-V00,5510,551A,0
CM-FL-V00,5510,551R,0
FG-FL-MV-V00,5510,551A,0
FG-FL-MV-V01,5510,551A,0
FG-FL-MV-V02,5510,551A,0
F-10A,5510,551A,0
F-10A,5510,551R,0
F-10B,5510,551A,0
F-10B,5510,551R,0
R-302,5510,551B,0
R-302,5510,551C,0
R-401,5510,551B,0
R-401,5510,551C,0
S-201,5510,551B,0
S-202,5510,551B,0
S-301,5510,551B,0
S-203,5510,551B,0
F-20A,5510,551A,0
F-20A,5510,551R,0
R-311,5510,551B,0
R-311,5510,551C,0
R-410,5510,551B,0
R-410,5510,551C,0
R-411,5510,551B,0
R-411,5510,551C,0
R-412,5510,551B,0
R-412,5510,551C,0
S-208,5510,551B,0
S-210,5510,551B,0
S-310,5510,551B,0
S-315,5510,551B,0
SG26,5510,551B,0
SWN-CFG-SW-S1,5510,551B,0
FG1_CP,5510,551A,0
FG1_CP,5510,551B,0
FG1_CP,5510,551R,0
RM1_CP,5510,551B,0
RM1_CP,5510,551C,0
RM2_CP,5510,551B,0
RM2_CP,5510,551C,0
SG1_CP,5510,551B,0
RMJIT01,5510,551B,0
RMJIT01,5510,551C,0
RMJIT02,5510,551B,0
RMJIT02,5510,551C,0
SGJIT01,5510,551B,0
SGJIT02,5510,551B,0
FG111,5510,551A,0
FG111_A,5510,551A,0
FG111_B,5510,551A,0
FG111_C,5510,551A,0
RM27_1,5510,551B,0
RM27_1,5510,551C,0
AVC_RBT_BASE_FRAME,5510,551B,0
AVC_RBT_CNTRL_CAB,5510,551A,0
AVC_RBT_CNTRL_CAB,5510,551R,0
AVC_RBT_D_ARM_50,5510,551B,0
AVC_RBT_L_ARM_45,5510,551B,0
AVC_RBT_SEALING,5510,551A,0
AVC_RBT_SEALING,5510,551R,0
AVC_RBT_APPL_UNIT,5510,551A,0
AVC_RBT_BUNDLE,5510,551A,0
AVC_RBT_CNTRL_BRD,5510,551A,0
AVC_RBT_CNTRL_BRD,5510,551R,0
AVC_RBT_CNTRL_UNIT,5510,551A,0
AVC_RBT_ROBOT,5510,551A,0
TG11,7K10,7K1A,0
FG126,7K10,7K1A,0
FG126,7K10,7K1B,0
RM12,7K10,7K1B,0
RM120,7K10,7K1B,0
RM122,7K10,7K1B,0
RM124,7K10,7K1B,0
RM128,7K10,7K1B,0
RM13,7K10,7K1B,0
RM14,7K10,7K1B,0
RM16,7K10,7K1B,0
RM20,7K10,7K1B,0
RM27,7K10,7K1B,0
SG124,7K10,7K1B,0
SG21,7K10,7K1B,0
SG22,7K10,7K1B,0
SG224,7K10,7K1B,0
SG25,7K10,7K1B,0
SG23,7K10,7K1B,0
RM129,7K10,7K1B,0
FG130,7K10,7K1A,0
FG130,7K10,7K1B,0
SG30,7K10,7K1B,0
FG228,7K10,7K1A,0
FG228,7K10,7K1B,0
SP001,7K10,7K1B,0
SP002,7K10,7K1B,0
SP003,7K10,7K1B,0
SP004,7K10,7K1B,0
SP005,7K10,7K1B,0
SP006,7K10,7K1B,0
RM33,7K10,7K1B,0
RM34,7K10,7K1B,0
SG27,7K10,7K1B,0
RM233-1,7K10,7K1B,0
RM233-4,7K10,7K1B,0
SG233,7K10,7K1B,0
SG234,7K10,7K1B,0
FG129,7K10,7K1A,0
FG129,7K10,7K1B,0
SG29,7K10,7K1B,0
SGPI001,7K10,7K1B,0
SGPI001-V00,7K10,7K1B,0
RMPI001,7K10,7K1B,0
RMPI002,7K10,7K1B,0
RMPI003,7K10,7K1B,0
RMPI004,7K10,7K1B,0
RMPI005,7K10,7K1B,0
QM006,7K10,7K1B,0
SDBOMERLAHD,7K10,7K1A,0
SDBOMERLAIT01,7K10,7K1A,0
SDBOMERLAIT02,7K10,7K1A,0
SDBOMLUMFHD,7K10,7K1A,0
SF-FL-COMB,7K10,7K1B,0
SF-FL-CWEIGHT,7K10,7K1B,0
SF-FL-ELECTRIC,7K10,7K1B,0
SF-FL-TIRE-CUSH,7K10,7K1B,0
SF-FL-TIRE-PNEU,7K10,7K1B,0
SF-FL-FORKSEAT-VXX,7K10,7K1B,0
R-302,7K10,7K1B,0
R-401,7K10,7K1B,0
S-201,7K10,7K1B,0
S-202,7K10,7K1B,0
S-301,7K10,7K1B,0
S-203,7K10,7K1B,0
R-311,7K10,7K1B,0
R-410,7K10,7K1B,0
R-411,7K10,7K1B,0
R-412,7K10,7K1B,0
S-208,7K10,7K1B,0
S-210,7K10,7K1B,0
S-310,7K10,7K1B,0
S-315,7K10,7K1B,0
SG26,7K10,7K1B,0
SWN-CFG-SW-S1,7K10,7K1B,0
FG1_CP,7K10,7K1B,0
RM1_CP,7K10,7K1B,0
RM2_CP,7K10,7K1B,0
SG1_CP,7K10,7K1B,0
RMJIT01,7K10,7K1B,0
RMJIT02,7K10,7K1B,0
SGJIT01,7K10,7K1B,0
SGJIT02,7K10,7K1B,0
RM27_1,7K10,7K1B,0
AVC_RBT_BASE_FRAME,7K10,7K1B,0
AVC_RBT_D_ARM_50,7K10,7K1B,0
AVC_RBT_L_ARM_45,7K10,7K1B,0
TG11,2310,231A,0
TG11,2310,231R,0
FG126,2310,231A,0
FG126,2310,231B,0
FG126,2310,231R,0
RM12,2310,231B,0
RM12,2310,231C,0
RM120,2310,231B,0
RM120,2310,231C,0
RM122,2310,231B,0
RM122,2310,231C,0
RM124,2310,231B,0
RM124,2310,231C,0
RM128,2310,231B,0
RM128,2310,231C,0
RM13,2310,231B,0
RM13,2310,231C,0
RM14,2310,231B,0
RM14,2310,231C,0
RM16,2310,231B,0
RM16,2310,231C,0
RM20,2310,231B,0
RM20,2310,231C,0
RM27,2310,231B,0
RM27,2310,231C,0
SG124,2310,231B,0
SG21,2310,231B,0
SG22,2310,231B,0
SG224,2310,231B,0
SG25,2310,231B,0
SG23,2310,231B,0
RM129,2310,231B,0
RM129,2310,231C,0
FG130,2310,231A,0
FG130,2310,231B,0
SG30,2310,231B,0
FG228,2310,231A,0
FG228,2310,231B,0
FG228,2310,231R,0
SP001,2310,231B,0
SP002,2310,231B,0
SP003,2310,231B,0
SP004,2310,231B,0
SP005,2310,231B,0
SP006,2310,231B,0
RM33,2310,231B,0
RM33,2310,231C,0
RM34,2310,231B,0
RM34,2310,231C,0
SG27,2310,231B,0
RM233-1,2310,231B,0
RM233-2,2310,231E,0
RM233-4,2310,231B,0
SG233,2310,231B,0
SG234,2310,231B,0
FG129,2310,231A,0
FG129,2310,231B,0
SG29,2310,231B,0
RMPI001,2310,231C,0
RMPI002,2310,231C,0
RMPI003,2310,231C,0
RMPI004,2310,231C,0
RMPI005,2310,231C,0
SGPI001,2310,231B,0
SGPI001-V00,2310,231B,0
RMPI001,2310,231B,0
RMPI002,2310,231B,0
RMPI003,2310,231B,0
RMPI004,2310,231B,0
RMPI005,2310,231B,0
QM006,2310,231B,0
SDBOMERLAHD,2310,231A,0
SDBOMERLAHD,2310,231R,0
SDBOMERLAIT01,2310,231A,0
SDBOMERLAIT01,2310,231R,0
SDBOMERLAIT02,2310,231A,0
SDBOMERLAIT02,2310,231R,0
SDBOMLUMFHD,2310,231A,0
SDBOMLUMFHD,2310,231R,0
SDBOMLUMFIT01,2310,231A,0
SDBOMLUMFIT01,2310,231R,0
SDBOMLUMFIT02,2310,231A,0
SDBOMLUMFIT02,2310,231R,0
CM-FL-V01,2310,231A,0
SF-FL-COMB,2310,231B,0
SF-FL-CWEIGHT,2310,231B,0
SF-FL-ELECTRIC,2310,231B,0
SF-FL-TIRE-CUSH,2310,231B,0
SF-FL-TIRE-PNEU,2310,231B,0
CM-MLFL-KM-VXX,2310,231A,0
SF-FL-FORKSEAT-VXX,2310,231B,0
CM-FL-V00,2310,231A,0
CM-FL-V00,2310,231R,0
FG-FL-MV-V00,2310,231A,0
FG-FL-MV-V01,2310,231A,0
FG-FL-MV-V02,2310,231A,0
EWMS4-50,2310,231D,0
EWMS4-50,2310,231S,0
EWMS4-502,2310,231D,0
EWMS4-502,2310,231S,0
EWMS4-503,2310,231D,0
EWMS4-503,2310,231S,0
EWMS4-601,2310,231D,0
EWMS4-601,2310,231S,0
F-10A,2310,231A,0
F-10A,2310,231R,0
F-10B,2310,231A,0
F-10B,2310,231R,0
R-302,2310,231B,0
R-302,2310,231C,0
R-401,2310,231B,0
R-401,2310,231C,0
S-201,2310,231B,0
S-202,2310,231B,0
S-301,2310,231B,0
S-203,2310,231B,0
F-20A,2310,231A,0
F-20A,2310,231R,0
R-311,2310,231B,0
R-311,2310,231C,0
R-410,2310,231B,0
R-410,2310,231C,0
R-411,2310,231B,0
R-411,2310,231C,0
R-412,2310,231B,0
R-412,2310,231C,0
S-208,2310,231B,0
S-210,2310,231B,0
S-310,2310,231B,0
S-315,2310,231B,0
SG26,2310,231B,0
SWN-CFG-SW-S1,2310,231B,0
FG1_CP,2310,231A,0
FG1_CP,2310,231B,0
FG1_CP,2310,231R,0
RM1_CP,2310,231B,0
RM1_CP,2310,231C,0
RM2_CP,2310,231B,0
RM2_CP,2310,231C,0
SG1_CP,2310,231B,0
RMJIT01,2310,231B,0
RMJIT01,2310,231C,0
RMJIT02,2310,231B,0
RMJIT02,2310,231C,0
SGJIT01,2310,231B,0
SGJIT02,2310,231B,0
SGJIT02-SERIALIZED,2310,231B,0
FG111,2310,231A,0
FG111_A,2310,231A,0
FG111_B,2310,231A,0
FG111_C,2310,231A,0
RM27_1,2310,231B,0
RM27_1,2310,231C,0
FG111,2310,231B,0
FG111,2310,231R,0
FG111_A,2310,231B,0
FG111_A,2310,231R,0
FG111_B,2310,231B,0
FG111_B,2310,231R,0
FG111_C,2310,231B,0
FG111_C,2310,231R,0
AVC_RBT_BASE_FRAME,2310,231B,0
AVC_RBT_CNTRL_CAB,2310,231A,0
AVC_RBT_CNTRL_CAB,2310,231R,0
AVC_RBT_D_ARM_50,2310,231B,0
AVC_RBT_L_ARM_45,2310,231B,0
AVC_RBT_SEALING,2310,231A,0
AVC_RBT_SEALING,2310,231R,0
AVC_RBT_APPL_UNIT,2310,231A,0
AVC_RBT_BUNDLE,2310,231A,0
AVC_RBT_CNTRL_BRD,2310,231A,0
AVC_RBT_CNTRL_BRD,2310,231R,0
AVC_RBT_CNTRL_UNIT,2310,231A,0
AVC_RBT_ROBOT,2310,231A,0
FG202,2310,231A,0
RM203,2310,231A,0
RM204,2310,231A,0
TG11,6310,631A,0
TG11,6310,631R,0
FG126,6310,631A,0
FG126,6310,631B,0
FG126,6310,631R,0
RM12,6310,631B,0
RM12,6310,631C,0
RM120,6310,631B,0
RM120,6310,631C,0
RM122,6310,631B,0
RM122,6310,631C,0
RM124,6310,631B,0
RM124,6310,631C,0
RM128,6310,631B,0
RM128,6310,631C,0
RM13,6310,631B,0
RM13,6310,631C,0
RM14,6310,631B,0
RM14,6310,631C,0
RM16,6310,631B,0
RM16,6310,631C,0
RM20,6310,631B,0
RM20,6310,631C,0
RM27,6310,631B,0
RM27,6310,631C,0
SG124,6310,631B,0
SG21,6310,631B,0
SG22,6310,631B,0
SG224,6310,631B,0
SG25,6310,631B,0
SG23,6310,631B,0
RM129,6310,631B,0
RM129,6310,631C,0
FG130,6310,631A,0
FG130,6310,631B,0
SG30,6310,631B,0
FG228,6310,631A,0
FG228,6310,631B,0
FG228,6310,631R,0
SP001,6310,631B,0
SP002,6310,631B,0
SP003,6310,631B,0
SP004,6310,631B,0
SP005,6310,631B,0
SP006,6310,631B,0
RM33,6310,631B,0
RM33,6310,631C,0
RM34,6310,631B,0
RM34,6310,631C,0
SG27,6310,631B,0
RM233-1,6310,631B,0
RM233-2,6310,631E,0
RM233-4,6310,631B,0
SG233,6310,631B,0
SG234,6310,631B,0
FG129,6310,631A,0
FG129,6310,631B,0
SG29,6310,631B,0
RMPI001,6310,631C,0
RMPI002,6310,631C,0
RMPI003,6310,631C,0
RMPI004,6310,631C,0
RMPI005,6310,631C,0
SGPI001,6310,631B,0
SGPI001-V00,6310,631B,0
RMPI001,6310,631B,0
RMPI002,6310,631B,0
RMPI003,6310,631B,0
RMPI004,6310,631B,0
RMPI005,6310,631B,0
QM006,6310,631B,0
SDBOMERLAHD,6310,631A,0
SDBOMERLAHD,6310,631R,0
SDBOMERLAIT01,6310,631A,0
SDBOMERLAIT01,6310,631R,0
SDBOMERLAIT02,6310,631A,0
SDBOMERLAIT02,6310,631R,0
SDBOMLUMFHD,6310,631A,0
SDBOMLUMFHD,6310,631R,0
SDBOMLUMFIT01,6310,631A,0
SDBOMLUMFIT01,6310,631R,0
SDBOMLUMFIT02,6310,631A,0
SDBOMLUMFIT02,6310,631R,0
CM-FL-V01,6310,631A,0
SF-FL-COMB,6310,631B,0
SF-FL-CWEIGHT,6310,631B,0
SF-FL-ELECTRIC,6310,631B,0
SF-FL-TIRE-CUSH,6310,631B,0
SF-FL-TIRE-PNEU,6310,631B,0
CM-MLFL-KM-VXX,6310,631A,0
SF-FL-FORKSEAT-VXX,6310,631B,0
CM-FL-V00,6310,631A,0
CM-FL-V00,6310,631R,0
FG-FL-MV-V00,6310,631A,0
FG-FL-MV-V01,6310,631A,0
FG-FL-MV-V02,6310,631A,0
EWMS4-50,6310,631D,0
EWMS4-50,6310,631S,0
EWMS4-502,6310,631D,0
EWMS4-502,6310,631S,0
EWMS4-503,6310,631D,0
EWMS4-503,6310,631S,0
EWMS4-601,6310,631D,0
EWMS4-601,6310,631S,0
F-10A,6310,631A,0
F-10A,6310,631R,0
F-10B,6310,631A,0
F-10B,6310,631R,0
R-302,6310,631B,0
R-302,6310,631C,0
R-401,6310,631B,0
R-401,6310,631C,0
S-201,6310,631B,0
S-202,6310,631B,0
S-301,6310,631B,0
S-203,6310,631B,0
F-20A,6310,631A,0
F-20A,6310,631R,0
R-311,6310,631B,0
R-311,6310,631C,0
R-410,6310,631B,0
R-410,6310,631C,0
R-411,6310,631B,0
R-411,6310,631C,0
R-412,6310,631B,0
R-412,6310,631C,0
S-208,6310,631B,0
S-210,6310,631B,0
S-310,6310,631B,0
S-315,6310,631B,0
SG26,6310,631B,0
SWN-CFG-SW-S1,6310,631B,0
FG1_CP,6310,631A,0
FG1_CP,6310,631B,0
FG1_CP,6310,631R,0
RM1_CP,6310,631B,0
RM1_CP,6310,631C,0
RM2_CP,6310,631B,0
RM2_CP,6310,631C,0
SG1_CP,6310,631B,0
RMJIT01,6310,631B,0
RMJIT01,6310,631C,0
RMJIT02,6310,631B,0
RMJIT02,6310,631C,0
SGJIT01,6310,631B,0
SGJIT02,6310,631B,0
FG111,6310,631A,0
FG111_A,6310,631A,0
FG111_B,6310,631A,0
FG111_C,6310,631A,0
RM27_1,6310,631B,0
RM27_1,6310,631C,0
AVC_RBT_BASE_FRAME,6310,631B,0
AVC_RBT_CNTRL_CAB,6310,631A,0
AVC_RBT_CNTRL_CAB,6310,631R,0
AVC_RBT_D_ARM_50,6310,631B,0
AVC_RBT_L_ARM_45,6310,631B,0
AVC_RBT_SEALING,6310,631A,0
AVC_RBT_SEALING,6310,631R,0
AVC_RBT_APPL_UNIT,6310,631A,0
AVC_RBT_BUNDLE,6310,631A,0
AVC_RBT_CNTRL_BRD,6310,631A,0
AVC_RBT_CNTRL_BRD,6310,631R,0
AVC_RBT_CNTRL_UNIT,6310,631A,0
AVC_RBT_ROBOT,6310,631A,0
TG11,7K10,7K1R,0
FG126,7K10,7K1R,0
RM12,7K10,7K1C,0
RM120,7K10,7K1C,0
RM122,7K10,7K1C,0
RM124,7K10,7K1C,0
RM128,7K10,7K1C,0
RM13,7K10,7K1C,0
RM14,7K10,7K1C,0
RM16,7K10,7K1C,0
RM20,7K10,7K1C,0
RM27,7K10,7K1C,0
RM129,7K10,7K1C,0
FG228,7K10,7K1R,0
RM33,7K10,7K1C,0
RM34,7K10,7K1C,0
RM233-2,7K10,7K1E,0
RMPI001,7K10,7K1C,0
RMPI002,7K10,7K1C,0
RMPI003,7K10,7K1C,0
RMPI004,7K10,7K1C,0
RMPI005,7K10,7K1C,0
SDBOMERLAHD,7K10,7K1R,0
SDBOMERLAIT01,7K10,7K1R,0
SDBOMERLAIT02,7K10,7K1R,0
SDBOMLUMFHD,7K10,7K1R,0
SDBOMLUMFIT01,7K10,7K1A,0
SDBOMLUMFIT01,7K10,7K1R,0
SDBOMLUMFIT02,7K10,7K1A,0
SDBOMLUMFIT02,7K10,7K1R,0
CM-FL-V01,7K10,7K1A,0
CM-MLFL-KM-VXX,7K10,7K1A,0
CM-FL-V00,7K10,7K1A,0
CM-FL-V00,7K10,7K1R,0
FG-FL-MV-V00,7K10,7K1A,0
FG-FL-MV-V01,7K10,7K1A,0
FG-FL-MV-V02,7K10,7K1A,0
EWMS4-50,7K10,7K1D,0
EWMS4-50,7K10,7K1S,0
EWMS4-502,7K10,7K1D,0
EWMS4-502,7K10,7K1S,0
EWMS4-503,7K10,7K1D,0
EWMS4-503,7K10,7K1S,0
EWMS4-601,7K10,7K1D,0
EWMS4-601,7K10,7K1S,0
F-10A,7K10,7K1A,0
F-10A,7K10,7K1R,0
F-10B,7K10,7K1A,0
F-10B,7K10,7K1R,0
R-302,7K10,7K1C,0
R-401,7K10,7K1C,0
F-20A,7K10,7K1A,0
F-20A,7K10,7K1R,0
R-311,7K10,7K1C,0
R-410,7K10,7K1C,0
R-411,7K10,7K1C,0
R-412,7K10,7K1C,0
FG1_CP,7K10,7K1A,0
FG1_CP,7K10,7K1R,0
RM1_CP,7K10,7K1C,0
RM2_CP,7K10,7K1C,0
RMJIT01,7K10,7K1C,0
RMJIT02,7K10,7K1C,0
FG111,7K10,7K1A,0
FG111_A,7K10,7K1A,0
FG111_B,7K10,7K1A,0
FG111_C,7K10,7K1A,0
RM27_1,7K10,7K1C,0
AVC_RBT_CNTRL_CAB,7K10,7K1A,0
AVC_RBT_CNTRL_CAB,7K10,7K1R,0
AVC_RBT_SEALING,7K10,7K1A,0
AVC_RBT_SEALING,7K10,7K1R,0
AVC_RBT_APPL_UNIT,7K10,7K1A,0
AVC_RBT_BUNDLE,7K10,7K1A,0
AVC_RBT_CNTRL_BRD,7K10,7K1A,0
AVC_RBT_CNTRL_BRD,7K10,7K1R,0
AVC_RBT_CNTRL_UNIT,7K10,7K1A,0
AVC_RBT_ROBOT,7K10,7K1A,0
TG11,1110,111A,0
TG11,1110,111R,0
FG126,1110,111A,0
FG126,1110,111B,0
FG126,1110,111R,0
RM12,1110,111B,0
RM12,1110,111C,0
RM120,1110,111B,0
RM120,1110,111C,0
RM122,1110,111B,0
RM122,1110,111C,0
RM124,1110,111B,0
RM124,1110,111C,0
RM128,1110,111B,0
RM128,1110,111C,0
RM13,1110,111B,0
RM13,1110,111C,0
RM14,1110,111B,0
RM14,1110,111C,0
RM16,1110,111B,0
RM16,1110,111C,0
RM20,1110,111B,0
RM20,1110,111C,0
RM27,1110,111B,0
RM27,1110,111C,0
SG124,1110,111B,0
SG21,1110,111B,0
SG22,1110,111B,0
SG224,1110,111B,0
SG25,1110,111B,0
SG23,1110,111B,0
RM129,1110,111B,0
RM129,1110,111C,0
FG130,1110,111A,0
FG130,1110,111B,0
SG30,1110,111B,0
FG228,1110,111A,0
FG228,1110,111B,0
FG228,1110,111R,0
SP001,1110,111B,0
SP002,1110,111B,0
SP003,1110,111B,0
SP004,1110,111B,0
SP005,1110,111B,0
SP006,1110,111B,0
RM33,1110,111B,0
RM33,1110,111C,0
RM34,1110,111B,0
RM34,1110,111C,0
SG27,1110,111B,0
RM233-1,1110,111B,0
RM233-2,1110,111E,0
RM233-4,1110,111B,0
SG233,1110,111B,0
SG234,1110,111B,0
FG129,1110,111A,0
FG129,1110,111B,0
SG29,1110,111B,0
RMPI001,1110,111C,0
RMPI002,1110,111C,0
RMPI003,1110,111C,0
RMPI004,1110,111C,0
RMPI005,1110,111C,0
SGPI001,1110,111B,0
SGPI001-V00,1110,111B,0
RMPI001,1110,111B,0
RMPI002,1110,111B,0
RMPI003,1110,111B,0
RMPI004,1110,111B,0
RMPI005,1110,111B,0
QM006,1110,111B,0
SDBOMERLAHD,1110,111A,0
SDBOMERLAHD,1110,111R,0
SDBOMERLAIT01,1110,111A,0
SDBOMERLAIT01,1110,111R,0
SDBOMERLAIT02,1110,111A,0
SDBOMERLAIT02,1110,111R,0
SDBOMLUMFHD,1110,111A,0
SDBOMLUMFHD,1110,111R,0
SDBOMLUMFIT01,1110,111A,0
SDBOMLUMFIT01,1110,111R,0
SDBOMLUMFIT02,1110,111A,0
SDBOMLUMFIT02,1110,111R,0
CM-FL-V01,1110,111A,0
SF-FL-COMB,1110,111B,0
SF-FL-CWEIGHT,1110,111B,0
SF-FL-ELECTRIC,1110,111B,0
SF-FL-TIRE-CUSH,1110,111B,0
SF-FL-TIRE-PNEU,1110,111B,0
CM-MLFL-KM-VXX,1110,111A,0
SF-FL-FORKSEAT-VXX,1110,111B,0
CM-FL-V00,1110,111A,0
CM-FL-V00,1110,111R,0
FG-FL-MV-V00,1110,111A,0
FG-FL-MV-V01,1110,111A,0
FG-FL-MV-V02,1110,111A,0
EWMS4-50,1110,111D,0
EWMS4-50,1110,111S,0
EWMS4-502,1110,111D,0
EWMS4-502,1110,111S,0
EWMS4-503,1110,111D,0
EWMS4-503,1110,111S,0
EWMS4-601,1110,111D,0
EWMS4-601,1110,111S,0
F-10A,1110,111A,0
F-10A,1110,111R,0
F-10B,1110,111A,0
F-10B,1110,111R,0
R-302,1110,111B,0
R-302,1110,111C,0
R-401,1110,111B,0
R-401,1110,111C,0
S-201,1110,111B,0
S-202,1110,111B,0
S-301,1110,111B,0
S-203,1110,111B,0
F-20A,1110,111A,0
F-20A,1110,111R,0
R-311,1110,111B,0
R-311,1110,111C,0
R-410,1110,111B,0
R-410,1110,111C,0
R-411,1110,111B,0
R-411,1110,111C,0
R-412,1110,111B,0
R-412,1110,111C,0
S-208,1110,111B,0
S-210,1110,111B,0
S-310,1110,111B,0
S-315,1110,111B,0
SG26,1110,111B,0
SWN-CFG-SW-S1,1110,111B,0
FG1_CP,1110,111A,0
FG1_CP,1110,111B,0
FG1_CP,1110,111R,0
RM1_CP,1110,111B,0
RM1_CP,1110,111C,0
RM2_CP,1110,111B,0
RM2_CP,1110,111C,0
SG1_CP,1110,111B,0
RMJIT01,1110,111B,0
RMJIT01,1110,111C,0
RMJIT02,1110,111B,0
RMJIT02,1110,111C,0
SGJIT01,1110,111B,0
SGJIT02,1110,111B,0
FG111,1110,111A,0
FG111_A,1110,111A,0
FG111_B,1110,111A,0
FG111_C,1110,111A,0
RM27_1,1110,111B,0
RM27_1,1110,111C,0
AVC_RBT_BASE_FRAME,1110,111B,0
AVC_RBT_CNTRL_CAB,1110,111A,0
AVC_RBT_CNTRL_CAB,1110,111R,0
AVC_RBT_D_ARM_50,1110,111B,0
AVC_RBT_L_ARM_45,1110,111B,0
AVC_RBT_SEALING,1110,111A,0
AVC_RBT_SEALING,1110,111R,0
AVC_RBT_APPL_UNIT,1110,111A,0
AVC_RBT_BUNDLE,1110,111A,0
AVC_RBT_CNTRL_BRD,1110,111A,0
AVC_RBT_CNTRL_BRD,1110,111R,0
AVC_RBT_CNTRL_UNIT,1110,111A,0
AVC_RBT_ROBOT,1110,111A,0
FG126,1210,121B,0
RM12,1210,121B,0
RM120,1210,121B,0
RM122,1210,121B,0
RM124,1210,121B,0
RM128,1210,121B,0
RM13,1210,121B,0
RM14,1210,121B,0
RM16,1210,121B,0
RM20,1210,121B,0
RM27,1210,121B,0
SG124,1210,121B,0
SG21,1210,121B,0
SG22,1210,121B,0
SG224,1210,121B,0
SG25,1210,121B,0
SG23,1210,121B,0
RM129,1210,121B,0
FG130,1210,121B,0
SG30,1210,121B,0
FG228,1210,121B,0
SP001,1210,121B,0
SP002,1210,121B,0
SP003,1210,121B,0
SP004,1210,121B,0
SP005,1210,121B,0
SP006,1210,121B,0
RM33,1210,121B,0
RM34,1210,121B,0
SG27,1210,121B,0
RM233-1,1210,121B,0
RM233-4,1210,121B,0
SG233,1210,121B,0
SG234,1210,121B,0
FG129,1210,121B,0
SG29,1210,121B,0
SGPI001,1210,121B,0
SGPI001-V00,1210,121B,0
RMPI001,1210,121B,0
RMPI002,1210,121B,0
RMPI003,1210,121B,0
RMPI004,1210,121B,0
RMPI005,1210,121B,0
QM006,1210,121B,0
TG11,2410,241A,0
TG11,2410,241R,0
FG126,2410,241A,0
FG126,2410,241B,0
FG126,2410,241R,0
RM12,2410,241B,0
RM12,2410,241C,0
RM120,2410,241B,0
RM120,2410,241C,0
RM122,2410,241B,0
RM122,2410,241C,0
RM124,2410,241B,0
RM124,2410,241C,0
RM128,2410,241B,0
RM128,2410,241C,0
RM13,2410,241B,0
RM13,2410,241C,0
RM14,2410,241B,0
RM14,2410,241C,0
RM16,2410,241B,0
RM16,2410,241C,0
RM20,2410,241B,0
RM20,2410,241C,0
RM27,2410,241B,0
RM27,2410,241C,0
SG124,2410,241B,0
SG21,2410,241B,0
SG22,2410,241B,0
SG224,2410,241B,0
SG25,2410,241B,0
SG23,2410,241B,0
RM129,2410,241B,0
RM129,2410,241C,0
FG130,2410,241A,0
FG130,2410,241B,0
SG30,2410,241B,0
FG228,2410,241A,0
FG228,2410,241B,0
FG228,2410,241R,0
SP001,2410,241B,0
SP002,2410,241B,0
SP003,2410,241B,0
SP004,2410,241B,0
SP005,2410,241B,0
SP006,2410,241B,0
RM33,2410,241B,0
RM33,2410,241C,0
RM34,2410,241B,0
RM34,2410,241C,0
SG27,2410,241B,0
RM233-1,2410,241B,0
RM233-2,2410,241E,0
RM233-4,2410,241B,0
SG233,2410,241B,0
SG234,2410,241B,0
FG129,2410,241A,0
FG129,2410,241B,0
SG29,2410,241B,0
RMPI001,2410,241C,0
RMPI002,2410,241C,0
RMPI003,2410,241C,0
RMPI004,2410,241C,0
RMPI005,2410,241C,0
SGPI001,2410,241B,0
SGPI001-V00,2410,241B,0
RMPI001,2410,241B,0
RMPI002,2410,241B,0
RMPI003,2410,241B,0
RMPI004,2410,241B,0
RMPI005,2410,241B,0
QM006,2410,241B,0
SDBOMERLAHD,2410,241A,0
SDBOMERLAHD,2410,241R,0
SDBOMERLAIT01,2410,241A,0
SDBOMERLAIT01,2410,241R,0
SDBOMERLAIT02,2410,241A,0
SDBOMERLAIT02,2410,241R,0
SDBOMLUMFHD,2410,241A,0
SDBOMLUMFHD,2410,241R,0
SDBOMLUMFIT01,2410,241A,0
SDBOMLUMFIT01,2410,241R,0
SDBOMLUMFIT02,2410,241A,0
SDBOMLUMFIT02,2410,241R,0
CM-FL-V01,2410,241A,0
SF-FL-COMB,2410,241B,0
SF-FL-CWEIGHT,2410,241B,0
SF-FL-ELECTRIC,2410,241B,0
SF-FL-TIRE-CUSH,2410,241B,0
SF-FL-TIRE-PNEU,2410,241B,0
