VBELN,VSTEL,VKORG,LFART,KUNNR,WADAT_IST,LFDAT,WADAT
0080000993,1710,1710,LF,USCU_L10,20190301,20190307,20190307
0080000994,1710,1710,LF,USCU_L01,20190301,20190307,20190307
0080000995,1710,1710,LF,USCU_S17,20190301,20190307,20190307
0080000996,1710,1710,LF,USCU_L08,20190301,20190307,20190307
0080000997,1710,1710,LF,USCU_S01,20190301,20190307,20190307
0080000998,1710,1710,LF,USCU_S10,20190301,20190307,20190307
0080000999,1710,1710,LF,USCU_S01,20190301,20190307,20190307
0080001000,1710,1710,LF,USCU_S13,20190301,20190307,20190307
0080001001,1710,1710,LF,USCU_L05,20190301,20190307,20190307
0080001002,1710,1710,LF,USCU_S17,20190301,20190307,20190307
0080001003,1710,1710,LF,USCU_L01,20190301,20190307,20190307
0080001004,1710,1710,LF,USCU_L10,20190301,20190307,20190307
0080001005,1710,1710,LF,USCU_S08,20190301,20190307,20190307
0080001006,1710,1710,LF,USCU_L08,20190301,20190307,20190307
0080001007,1710,1710,LF,USCU_L02,20190301,20190307,20190307
0080001008,1710,1710,LF,USCU_S14,20190301,20190307,20190307
0080001009,1710,1710,LF,USCU_L10,20190301,20190307,20190307
0080001010,1710,1710,LF,EWM17-CU01,20190313,20190319,20190319
0080001011,1710,1710,LF,EWM17-CU02,20190313,20190319,20190319
1000000500,1710,,EL,,20190314,20190314,00000000
1000000501,1710,,EL,,20190314,20190314,00000000
0210000017,171C,1710,CCLR,0017100003,20221115,20221114,20221114
0080001013,1710,1710,LF,USCU_S07,20190509,20190515,20190515
0080001014,1710,1710,LF,USCU_S06,20190509,20190515,20190515
0080001015,1710,1710,LF,USCU_L07,20190509,20190515,20190515
0080001016,1710,1710,LF,USCU_L02,20190509,20190515,20190515
0080001017,1710,1710,LF,USCU_L10,20190509,20190515,20190515
0080001018,1710,1710,LF,USCU_S10,20190509,20190515,20190515
0080001019,1710,1710,LF,USCU_L05,20190509,20190515,20190515
0080001020,1710,1710,LF,USCU_S06,20190509,20190515,20190515
0080001021,1710,1710,LF,USCU_S15,20190509,20190515,20190515
0080001022,1710,1710,LF,USCU_L01,20190509,20190515,20190515
0080001023,1710,1710,LF,USCU_L10,20190509,20190515,20190515
0080001024,1710,1710,LF,USCU_S11,20190509,20190515,20190515
0080001025,1710,1710,LF,USCU_S03,20190509,20190515,20190515
0080001026,1710,1710,LF,USCU_S17,20190509,20190515,20190515
0080001027,1710,1710,LF,USCU_L04,20190509,20190515,20190515
0080001028,1710,1710,LF,USCU_L10,20190509,20190515,20190515
0080001029,1710,1710,LF,USCU_L03,20190509,20190515,20190515
0080001030,1710,1710,LF,USCU_L09,20190509,20190515,20190515
0080001031,1710,1710,LF,USCU_L01,20190509,20190515,20190515
0080001032,1710,1710,LF,USCU_S14,20190509,20190515,20190515
0080001033,1710,1710,LF,USCU_L04,20190509,20190515,20190515
0080001034,1710,1710,LF,USCU_S12,20190509,20190515,20190515
0080001035,1710,1710,LF,USCU_L05,20190509,20190515,20190515
0080001036,1710,1710,LF,USCU_S08,20190509,20190515,20190515
0080001037,1710,1710,LF,USCU_L03,20190509,20190515,20190515
0080001038,1710,1710,LF,USCU_S17,20190509,20190515,20190515
0080001039,1710,1710,LF,USCU_L10,20190509,20190515,20190515
0080001040,1710,1710,LF,USCU_L09,20190509,20190515,20190515
0080001041,1710,1710,LF,USCU_S11,20190509,20190515,20190515
0080001042,1710,1710,LF,USCU_S01,20190509,20190515,20190515
0080001043,1710,1710,LF,USCU_S16,20190509,20190515,20190515
0080001044,1710,1710,LF,USCU_L03,20190509,20190515,20190515
0080001045,1710,1710,LF,USCU_L10,20190509,20190515,20190515
0080001046,1710,1710,LF,USCU_L05,20190509,20190515,20190515
0080001047,1710,1710,LF,USCU_L02,20190509,20190515,20190515
0080001048,1710,1710,LF,USCU_S14,20190509,20190515,20190515
0080001049,1710,1710,LF,USCU_S03,20190509,20190515,20190515
0080001050,1710,1710,LF,USCU_S11,20190509,20190515,20190515
0080001051,1710,1710,LF,USCU_L03,20190509,20190515,20190515
0080001052,1710,1710,LF,USCU_S16,20190509,20190515,20190515
0080001053,1710,1710,LF,USCU_L06,20190509,20190515,20190515
0080001054,1710,1710,LF,USCU_S03,20190509,20190515,20190515
0080001055,1710,1710,LF,USCU_S13,20190509,20190515,20190515
0080001056,1710,1710,LF,USCU_S14,20190509,20190515,20190515
0080001057,1710,1710,LF,USCU_S13,20190509,20190515,20190515
0080001058,1710,1710,LF,USCU_S06,20190509,20190515,20190515
0080001059,1710,1710,LF,USCU_L08,20190509,20190515,20190515
0080001060,1710,1710,LF,USCU_L03,20190509,20190515,20190515
0080001061,1710,1710,LF,USCU_L10,20190509,20190515,20190515
0080001062,1710,1710,LF,USCU_L01,20190509,20190515,20190515
0080001063,1710,1710,LF,USCU_S16,20190509,20190515,20190515
0080001064,1710,1710,LF,USCU_L08,20190509,20190515,20190515
0080001065,1710,1710,LF,USCU_S02,20190509,20190515,20190515
0080001067,1710,1710,LF,USCU_L09,20190509,20190515,20190515
0080001066,1710,1710,LF,USCU_S10,20190509,20190515,20190515
0080001068,1710,1710,LF,USCU_L03,20190509,20190515,20190515
0080001069,1710,1710,LF,USCU_L07,20190509,20190515,20190515
0080001070,1710,1710,LF,USCU_S16,20190509,20190515,20190515
0080001071,1710,1710,LF,USCU_S05,20190509,20190515,20190515
0080001072,1710,1710,LF,USCU_S11,20190509,20190515,20190515
0080001073,1710,1710,LF,USCU_S07,20190509,20190515,20190515
0080001074,1710,1710,LF,USCU_L05,20190509,20190515,20190515
0080001075,1710,1710,LF,USCU_L02,20190509,20190515,20190515
0080001076,1710,1710,LF,USCU_L10,20190509,20190515,20190515
0080000864,1710,1710,LF,USCU_L02,20191021,20190220,20190220
1000000600,1710,,EL,,20190609,20190609,00000000
1000000601,1710,,EL,,20190610,20190610,00000000
0080001078,1710,1710,LF,USCU_S11,20190625,20190701,20190701
0080001079,1710,1710,LF,USCU_L08,20190625,20190701,20190701
0080001080,1710,1710,LF,USCU_S17,20190625,20190701,20190701
0080001081,1710,1710,LF,USCU_L03,20190625,20190701,20190701
0080001082,1710,1710,LF,USCU_L10,20190625,20190701,20190701
0080001083,1710,1710,LF,USCU_S07,20190625,20190701,20190701
0080001084,1710,1710,LF,USCU_S05,20190625,20190701,20190701
0080001085,1710,1710,LF,USCU_L06,20190625,20190701,20190701
0080001086,1710,1710,LF,USCU_S16,20190625,20190701,20190701
0080001087,1710,1710,LF,USCU_L01,20190625,20190701,20190701
0080001088,1710,1710,LF,USCU_L10,20190625,20190701,20190701
0080001089,1710,1710,LF,USCU_S07,20190625,20190701,20190701
0080001090,1710,1710,LF,USCU_S16,20190625,20190701,20190701
0080001091,1710,1710,LF,USCU_L01,20190625,20190701,20190701
0080001092,1710,1710,LF,USCU_L09,20190625,20190701,20190701
0080001093,1710,1710,LF,USCU_L08,20190625,20190701,20190701
0080001094,1710,1710,LF,USCU_S09,20190625,20190701,20190701
0080001095,1710,1710,LF,USCU_S06,20190625,20190701,20190701
0080001096,1710,1710,LF,USCU_L06,20190625,20190701,20190701
0080001097,1710,1710,LF,USCU_L01,20190625,20190701,20190701
0080001098,1710,1710,LF,USCU_L10,20190625,20190701,20190701
0080001099,1710,1710,LF,USCU_S16,20190625,20190701,20190701
0080001100,1710,1710,LF,USCU_S05,20190625,20190701,20190701
0080001101,1710,1710,LF,USCU_L06,20190625,20190701,20190701
0080001102,1710,1710,LF,USCU_S11,20190625,20190701,20190701
0080001103,1710,1710,LF,USCU_L03,20190625,20190701,20190701
0080001104,1710,1710,LF,USCU_L10,20190625,20190701,20190701
0080001105,1710,1710,LF,USCU_S10,20190625,20190701,20190701
0080001106,1710,1710,LF,USCU_L08,20190625,20190701,20190701
0080001107,1710,1710,LF,USCU_S05,20190625,20190701,20190701
0080001108,1710,1710,LF,USCU_L02,20190625,20190701,20190701
0080001109,1710,1710,LF,USCU_S17,20190625,20190701,20190701
0080001110,1710,1710,LF,USCU_L10,20190625,20190701,20190701
0080001111,1710,1710,LF,USCU_S05,20190625,20190701,20190701
0080001112,1710,1710,LF,USCU_S10,20190625,20190701,20190701
0080001113,1710,1710,LF,USCU_L08,20190625,20190701,20190701
0080001114,1710,1710,LF,USCU_S15,20190625,20190701,20190701
0080001115,1710,1710,LF,USCU_L03,20190625,20190701,20190701
0080001116,1710,1710,LF,USCU_L09,20190625,20190701,20190701
0080001117,1710,1710,LF,USCU_L09,20190625,20190701,20190701
0080001118,1710,1710,LF,USCU_S16,20190625,20190701,20190701
0080001119,1710,1710,LF,USCU_S05,20190625,20190701,20190701
0080001120,1710,1710,LF,USCU_S09,20190625,20190701,20190701
0080001121,1710,1710,LF,USCU_L01,20190625,20190701,20190701
0080001122,1710,1710,LF,USCU_L04,20190625,20190701,20190701
0080001123,1710,1710,LF,USCU_S08,20190625,20190701,20190701
0080001124,1710,1710,LF,USCU_S14,20190625,20190701,20190701
0080001125,1710,1710,LF,USCU_S03,20190625,20190701,20190701
0080001126,1710,1710,LF,USCU_L09,20190625,20190701,20190701
0080001127,1710,1710,LF,USCU_S03,20190625,20190701,20190701
0080001128,1710,1710,LF,USCU_S12,20190625,20190701,20190701
0080001130,1710,1710,LF,USCU_S17,20190625,20190701,20190701
0080001129,1710,1710,LF,USCU_L06,20190625,20190701,20190701
0080001131,1710,1710,LF,USCU_L01,20190625,20190701,20190701
0080001132,1710,1710,LF,USCU_L09,20190625,20190701,20190701
0080001133,1710,1710,LF,USCU_S08,20190625,20190701,20190701
0080001134,1710,1710,LF,USCU_S06,20190625,20190701,20190701
0080001135,1710,1710,LF,USCU_L05,20190625,20190701,20190701
0080001136,1710,1710,LF,USCU_S14,20190625,20190701,20190701
0080001137,1710,1710,LF,USCU_L02,20190625,20190701,20190701
0080001138,1710,1710,LF,USCU_L10,20190625,20190701,20190701
0080001139,1710,1710,LF,USCU_S13,20190625,20190701,20190701
0080001140,1710,1710,LF,USCU_L04,20190625,20190701,20190701
0080001141,1710,1710,LF,USCU_S01,20190625,20190701,20190701
0080001142,1710,1710,LF,USCU_S17,20190625,20190701,20190701
0080001143,1710,1710,LF,USCU_L03,20190625,20190701,20190701
0080001144,1710,1710,LF,USCU_L09,20190625,20190701,20190701
0080001145,1710,1710,LF,USCU_S08,20190701,20190708,20190708
0080001146,1710,1710,LF,USCU_S03,20190701,20190708,20190708
0080001147,1710,1710,LF,USCU_L06,20190701,20190708,20190708
0080001148,1710,1710,LF,USCU_S16,20190701,20190708,20190708
0080001149,1710,1710,LF,USCU_L03,20190701,20190708,20190708
0080001150,1710,1710,LF,USCU_L10,20190701,20190708,20190708
0080001151,1710,1710,LF,USCU_S13,20190701,20190708,20190708
0080001152,1710,1710,LF,USCU_L08,20190701,20190708,20190708
0080001153,1710,1710,LF,USCU_S06,20190701,20190708,20190708
0080001154,1710,1710,LF,USCU_S17,20190701,20190708,20190708
0080001155,1710,1710,LF,USCU_L03,20190701,20190708,20190708
0080001156,1710,1710,LF,USCU_L09,20190701,20190708,20190708
0080001157,1710,1710,LF,USCU_S06,20190701,20190708,20190708
0080001158,1710,1710,LF,USCU_S10,20190701,20190708,20190708
0080001159,1710,1710,LF,USCU_L07,20190701,20190708,20190708
0080001160,1710,1710,LF,USCU_S16,20190701,20190708,20190708
0080001161,1710,1710,LF,USCU_L03,20190701,20190708,20190708
0080001162,1710,1710,LF,USCU_L10,20190701,20190708,20190708
0080001163,1710,1710,LF,USCU_L09,20190701,20190708,20190708
0080001164,1710,1710,LF,USCU_L02,20190701,20190708,20190708
0080001165,1710,1710,LF,USCU_L05,20190701,20190708,20190708
0080001166,1710,1710,LF,USCU_S15,20190701,20190708,20190708
0080001167,1710,1710,LF,USCU_S07,20190701,20190708,20190708
0080001168,1710,1710,LF,USCU_S09,20190701,20190708,20190708
0080001169,1710,1710,LF,USCU_S02,20190701,20190708,20190708
0080001170,1710,1710,LF,USCU_L04,20190701,20190708,20190708
0080001171,1710,1710,LF,USCU_S17,20190701,20190708,20190708
0080001172,1710,1710,LF,USCU_L03,20190701,20190708,20190708
0080001173,1710,1710,LF,USCU_L10,20190701,20190708,20190708
0080001174,1710,1710,LF,USCU_L09,20190701,20190708,20190708
0080001175,1710,1710,LF,USCU_L04,20190701,20190708,20190708
0080001176,1710,1710,LF,USCU_S11,20190701,20190708,20190708
0080001177,1710,1710,LF,USCU_S01,20190701,20190708,20190708
0080001178,1710,1710,LF,USCU_L02,20190701,20190708,20190708
0080001179,1710,1710,LF,USCU_S15,20190701,20190708,20190708
0080001180,1710,1710,LF,USCU_L10,20190701,20190708,20190708
0080001181,1710,1710,LF,USCU_L04,20190701,20190708,20190708
0080001182,1710,1710,LF,USCU_L01,20190701,20190708,20190708
0080001183,1710,1710,LF,USCU_S14,20190701,20190708,20190708
0080001184,1710,1710,LF,USCU_S13,20190701,20190708,20190708
0080001185,1710,1710,LF,USCU_S02,20190701,20190708,20190708
0080001186,1710,1710,LF,USCU_S10,20190701,20190708,20190708
0080001187,1710,1710,LF,USCU_L04,20190701,20190708,20190708
0080001188,1710,1710,LF,USCU_S03,20190701,20190708,20190708
0080001189,1710,1710,LF,USCU_S15,20190701,20190708,20190708
0080001190,1710,1710,LF,USCU_L03,20190701,20190708,20190708
0080001191,1710,1710,LF,USCU_L10,20190701,20190708,20190708
0080001192,1710,1710,LF,USCU_L07,20190701,20190708,20190708
0080001193,1710,1710,LF,USCU_S07,20190701,20190708,20190708
0080001194,1710,1710,LF,USCU_L03,20190701,20190708,20190708
0080001195,1710,1710,LF,USCU_S02,20190701,20190708,20190708
0080001196,1710,1710,LF,USCU_L10,20190701,20190708,20190708
0080001197,1710,1710,LF,USCU_S17,20190701,20190708,20190708
0080001198,1710,1710,LF,USCU_L03,20190701,20190708,20190708
0080001199,1710,1710,LF,USCU_L10,20190701,20190708,20190708
0080001200,1710,1710,LF,USCU_S15,20190701,20190708,20190708
0080001201,1710,1710,LF,USCU_L08,20190701,20190708,20190708
0080001202,1710,1710,LF,USCU_S06,20190701,20190708,20190708
0080001203,1710,1710,LF,USCU_S07,20190701,20190708,20190708
0080001204,1710,1710,LF,USCU_S12,20190701,20190708,20190708
0080001205,1710,1710,LF,USCU_S03,20190701,20190708,20190708
0080001206,1710,1710,LF,USCU_L07,20190701,20190708,20190708
0080001207,1710,1710,LF,USCU_S15,20190701,20190708,20190708
0080001208,1710,1710,LF,USCU_L02,20190701,20190708,20190708
0080001209,1710,1710,LF,USCU_L10,20190701,20190708,20190708
0080001211,1710,1710,LF,USCU_S02,20190701,20190708,20190708
0080001210,1710,1710,LF,USCU_S12,20190701,20190708,20190708
0080001212,1710,1710,LF,USCU_S16,20190701,20190708,20190708
0080001213,1710,1710,LF,USCU_L06,20190701,20190708,20190708
0080001214,1710,1710,LF,USCU_L01,20190701,20190708,20190708
0080001215,1710,1710,LF,USCU_L10,20190701,20190708,20190708
0080000865,1710,1710,LF,USCU_L10,20191021,20190220,20190220
0080000866,1710,1710,LF,USCU_L09,20191021,20190220,20190220
0080000867,1710,1710,LF,USCU_L06,20191021,20190220,20190220
0080000869,1710,1710,LF,USCU_S13,20191021,20190220,20190220
0080000871,1710,1710,LF,USCU_S16,20191021,20190220,20190220
0080001288,1710,1710,LF,USCU_S02,20191021,20191004,20191004
0080001289,1710,1710,LF,USCU_L04,20191021,20191004,20191004
0080001290,1710,1710,LF,USCU_S16,20191021,20191004,20191004
0080001291,1710,1710,LF,USCU_L03,20191021,20191004,20191004
0080001292,1710,1710,LF,USCU_L10,20191021,20191004,20191004
0080001293,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001295,1710,1710,LF,USCU_S17,20191021,20191004,20191004
0080001296,1710,1710,LF,USCU_L02,20191021,20191004,20191004
0080001297,1710,1710,LF,USCU_L10,20191021,20191004,20191004
0080001299,1710,1710,LF,USCU_L03,20191021,20191004,20191004
0080001300,1710,1710,LF,USCU_L06,20191021,20191004,20191004
0080001301,1710,1710,LF,USCU_S16,20191021,20191004,20191004
0080001302,1710,1710,LF,USCU_S11,20191021,20191004,20191004
0080001304,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001305,1710,1710,LF,USCU_S02,20191021,20191004,20191004
0080001306,1710,1710,LF,USCU_S14,20191021,20191004,20191004
0080001307,1710,1710,LF,USCU_L02,20191021,20191004,20191004
0080001309,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001310,1710,1710,LF,USCU_L03,20191021,20191004,20191004
0080001311,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001313,1710,1710,LF,USCU_S14,20191021,20191004,20191004
0080001315,1710,1710,LF,USCU_S01,20191021,20191004,20191004
0080001316,1710,1710,LF,USCU_S11,20191021,20191004,20191004
0080001317,1710,1710,LF,USCU_S10,20191021,20191004,20191004
0080001319,1710,1710,LF,USCU_S15,20191021,20191004,20191004
0080001320,1710,1710,LF,USCU_L02,20191021,20191004,20191004
0080001322,1710,1710,LF,USCU_S09,20191021,20191004,20191004
0080001323,1710,1710,LF,USCU_S01,20191021,20191004,20191004
0080001324,1710,1710,LF,USCU_L08,20191021,20191004,20191004
0080001326,1710,1710,LF,USCU_S17,20191021,20191004,20191004
0080001327,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001328,1710,1710,LF,USCU_S02,20191021,20191004,20191004
0080001329,1710,1710,LF,USCU_L04,20191021,20191004,20191004
0080001330,1710,1710,LF,USCU_S16,20191021,20191004,20191004
0080001331,1710,1710,LF,USCU_L03,20191021,20191004,20191004
0080001332,1710,1710,LF,USCU_L10,20191021,20191004,20191004
0080001333,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001335,1710,1710,LF,USCU_S17,20191021,20191004,20191004
0080001336,1710,1710,LF,USCU_L02,20191021,20191004,20191004
0080001337,1710,1710,LF,USCU_L10,20191021,20191004,20191004
0080001338,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001339,1710,1710,LF,USCU_L03,20191021,20191004,20191004
0080001341,1710,1710,LF,USCU_S16,20191021,20191004,20191004
0080001342,1710,1710,LF,USCU_S11,20191021,20191004,20191004
0080001343,1710,1710,LF,USCU_L06,20191021,20191004,20191004
0080001344,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001345,1710,1710,LF,USCU_S02,20191021,20191004,20191004
0080001346,1710,1710,LF,USCU_S14,20191021,20191004,20191004
0080001347,1710,1710,LF,USCU_L02,20191021,20191004,20191004
0080001349,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001350,1710,1710,LF,USCU_L03,20191021,20191004,20191004
0080001351,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001352,1710,1710,LF,USCU_L01,20191021,20191004,20191004
0080001353,1710,1710,LF,USCU_S14,20191021,20191004,20191004
0080001355,1710,1710,LF,USCU_S01,20191021,20191004,20191004
0080001356,1710,1710,LF,USCU_S11,20191021,20191004,20191004
0080001357,1710,1710,LF,USCU_S10,20191021,20191004,20191004
0080001359,1710,1710,LF,USCU_S15,20191021,20191004,20191004
0080001360,1710,1710,LF,USCU_L02,20191021,20191004,20191004
0080001361,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001362,1710,1710,LF,USCU_S09,20191021,20191004,20191004
0080001363,1710,1710,LF,USCU_S01,20191021,20191004,20191004
0080001364,1710,1710,LF,USCU_L08,20191021,20191004,20191004
0080001365,1710,1710,LF,USCU_L02,20191021,20191004,20191004
0080001366,1710,1710,LF,USCU_S17,20191021,20191004,20191004
0080001368,1710,1710,LF,USCU_S02,20191021,20191004,20191004
0080001369,1710,1710,LF,USCU_L04,20191021,20191004,20191004
0080001370,1710,1710,LF,USCU_S16,20191021,20191004,20191004
0080001371,1710,1710,LF,USCU_L03,20191021,20191004,20191004
0080001372,1710,1710,LF,USCU_L10,20191021,20191004,20191004
0080001373,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001375,1710,1710,LF,USCU_S17,20191021,20191004,20191004
0080001376,1710,1710,LF,USCU_L02,20191021,20191004,20191004
0080001377,1710,1710,LF,USCU_L10,20191021,20191004,20191004
0080001379,1710,1710,LF,USCU_L03,20191021,20191004,20191004
0080001381,1710,1710,LF,USCU_S16,20191021,20191004,20191004
0080001382,1710,1710,LF,USCU_S11,20191021,20191004,20191004
0080001383,1710,1710,LF,USCU_L06,20191021,20191004,20191004
0080001384,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001385,1710,1710,LF,USCU_S02,20191021,20191004,20191004
0080001386,1710,1710,LF,USCU_S14,20191021,20191004,20191004
0080001387,1710,1710,LF,USCU_L02,20191021,20191004,20191004
0080001388,1710,1710,LF,USCU_L07,20191021,20191004,20191004
0080001389,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001390,1710,1710,LF,USCU_L03,20191021,20191004,20191004
0080001391,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001392,1710,1710,LF,USCU_L01,20191021,20191004,20191004
0080001393,1710,1710,LF,USCU_S14,20191021,20191004,20191004
0080001394,1710,1710,LF,USCU_L07,20191021,20191004,20191004
0080001395,1710,1710,LF,USCU_S01,20191021,20191004,20191004
0080001396,1710,1710,LF,USCU_S11,20191021,20191004,20191004
0080001397,1710,1710,LF,USCU_S10,20191021,20191004,20191004
0080001398,1710,1710,LF,USCU_L07,20191021,20191004,20191004
0080001399,1710,1710,LF,USCU_S15,20191021,20191004,20191004
0080001400,1710,1710,LF,USCU_L02,20191021,20191004,20191004
0080001401,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001402,1710,1710,LF,USCU_S09,20191021,20191004,20191004
0080001403,1710,1710,LF,USCU_S01,20191021,20191004,20191004
0080001405,1710,1710,LF,USCU_L02,20191021,20191004,20191004
0080001406,1710,1710,LF,USCU_S17,20191021,20191004,20191004
0080001407,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001408,1710,1710,LF,USCU_S14,20191021,20191004,20191004
0080001409,1710,1710,LF,USCU_S05,20191021,20191004,20191004
0080001412,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001413,1710,1710,LF,USCU_S03,20191021,20191004,20191004
0080001415,1710,1710,LF,USCU_S15,20191021,20191004,20191004
0080001416,1710,1710,LF,USCU_L10,20191021,20191004,20191004
0080001417,1710,1710,LF,USCU_S10,20191021,20191004,20191004
0080001418,1710,1710,LF,USCU_S01,20191021,20191004,20191004
0080001420,1710,1710,LF,USCU_S16,20191021,20191004,20191004
0080001422,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001423,1710,1710,LF,USCU_S15,20191021,20191004,20191004
0080001425,1710,1710,LF,USCU_L10,20191021,20191004,20191004
0080001426,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001427,1710,1710,LF,USCU_S02,20191021,20191004,20191004
0080001429,1710,1710,LF,USCU_S17,20191021,20191004,20191004
0080001430,1710,1710,LF,USCU_L10,20191021,20191004,20191004
0080001431,1710,1710,LF,USCU_S01,20191021,20191004,20191004
0080001432,1710,1710,LF,USCU_S08,20191021,20191004,20191004
0080001433,1710,1710,LF,USCU_S08,20191021,20191004,20191004
0080001435,1710,1710,LF,USCU_S15,20191021,20191004,20191004
0080001439,1710,1710,LF,USCU_S14,20191021,20191004,20191004
0080001441,1710,1710,LF,USCU_S11,20191021,20191004,20191004
0080001445,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001448,1710,1710,LF,USCU_S17,20191021,20191004,20191004
0080001453,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080001454,1710,1710,LF,USCU_S01,20191021,20191004,20191004
0080001457,1710,1710,LF,USCU_S15,20191021,20191004,20191004
0080001458,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001459,1710,1710,LF,USCU_L09,20191021,20191004,20191004
0080001460,1710,1710,LF,USCU_L07,20191021,20191004,20191004
0080001461,1710,1710,LF,USCU_S17,20191021,20191004,20191004
0080001462,1710,1710,LF,USCU_S13,20191021,20191004,20191004
0080000108,1710,1710,LF,EWM17-CU01,00000000,20171113,20171113
0080001999,1710,1710,LF,USCU_S09,20200121,20200127,20200127
0080002026,1710,1710,LF,USCU_S05,20200131,20200206,20200206
0080001721,1710,1710,LF,0017100003,20191023,20191029,20191029
0210000002,171C,1710,CCLF,0017100003,20191023,20191023,20191023
0080001649,1710,1710,LF,0017100012,20191022,20191028,20191028
0080001650,1710,1710,LF,0017100013,20191022,20191028,20191028
0080001651,1710,1710,LF,0017100014,20191022,20191028,20191028
0210000003,171C,1710,CCLR,0017100003,20191023,20191023,20191023
0080001464,1710,1710,LF,USCU_S07,20191002,20191008,20191008
0080001465,1710,1710,LF,USCU_S14,20191002,20191008,20191008
0080001466,1710,1710,LF,USCU_L08,20191002,20191008,20191008
0080001467,1710,1710,LF,USCU_L10,20191002,20191008,20191008
0080001468,1710,1710,LF,USCU_S12,20191002,20191008,20191008
0080001469,1710,1710,LF,USCU_S01,20191002,20191008,20191008
0080001470,1710,1710,LF,USCU_L04,20191002,20191008,20191008
0080001471,1710,1710,LF,USCU_S15,20191002,20191008,20191008
0080001472,1710,1710,LF,USCU_L02,20191002,20191008,20191008
0080001473,1710,1710,LF,USCU_L09,20191002,20191008,20191008
0080001474,1710,1710,LF,USCU_S10,20191002,20191008,20191008
0080001475,1710,1710,LF,USCU_S02,20191002,20191008,20191008
0080001476,1710,1710,LF,USCU_L04,20191002,20191008,20191008
0080001477,1710,1710,LF,USCU_S16,20191002,20191008,20191008
0080001478,1710,1710,LF,USCU_L03,20191002,20191008,20191008
0080001479,1710,1710,LF,USCU_L09,20191002,20191008,20191008
0080001480,1710,1710,LF,USCU_S17,20191002,20191008,20191008
0080001481,1710,1710,LF,USCU_L09,20191002,20191008,20191008
0080001482,1710,1710,LF,USCU_L02,20191002,20191008,20191008
0080001483,1710,1710,LF,USCU_L04,20191002,20191008,20191008
0080001484,1710,1710,LF,USCU_S13,20191002,20191008,20191008
0080001485,1710,1710,LF,USCU_S05,20191002,20191008,20191008
0080001486,1710,1710,LF,USCU_L04,20191002,20191008,20191008
0080001487,1710,1710,LF,USCU_S07,20191002,20191008,20191008
0080001488,1710,1710,LF,USCU_S05,20191002,20191008,20191008
0080001489,1710,1710,LF,USCU_S16,20191002,20191008,20191008
0080001490,1710,1710,LF,USCU_L03,20191002,20191008,20191008
0080001491,1710,1710,LF,USCU_L09,20191002,20191008,20191008
0080001492,1710,1710,LF,USCU_S10,20191002,20191008,20191008
0080001493,1710,1710,LF,USCU_S02,20191002,20191008,20191008
0080001494,1710,1710,LF,USCU_L02,20191002,20191008,20191008
0080001495,1710,1710,LF,USCU_S15,20191002,20191008,20191008
0080001496,1710,1710,LF,USCU_L09,20191002,20191008,20191008
0080001497,1710,1710,LF,USCU_L03,20191002,20191008,20191008
0080001498,1710,1710,LF,USCU_L05,20191002,20191008,20191008
0080001499,1710,1710,LF,USCU_S17,20191002,20191008,20191008
0080001500,1710,1710,LF,USCU_S08,20191002,20191008,20191008
0080001501,1710,1710,LF,USCU_S03,20191002,20191008,20191008
0080001502,1710,1710,LF,USCU_S09,20191002,20191008,20191008
0080001503,1710,1710,LF,USCU_L04,20191002,20191008,20191008
0080001504,1710,1710,LF,USCU_S14,20191002,20191008,20191008
0080001505,1710,1710,LF,USCU_L02,20191002,20191008,20191008
0080001506,1710,1710,LF,USCU_L10,20191002,20191008,20191008
0080001507,1710,1710,LF,USCU_L05,20191002,20191008,20191008
0080001508,1710,1710,LF,USCU_S07,20191002,20191008,20191008
0080001509,1710,1710,LF,USCU_L02,20191002,20191008,20191008
0080001510,1710,1710,LF,USCU_S01,20191002,20191008,20191008
0080001511,1710,1710,LF,USCU_S17,20191002,20191008,20191008
0080001512,1710,1710,LF,USCU_L09,20191002,20191008,20191008
