EBELN,EBELP,MATNR,WERKS,LGORT,MENGE,MEINS,NETPR,PEINH,ELIKZ,AEDAT
4500000795,00007,MZ-RM-M500-07,1710,171A,86,ST,57.21,1,X,20200603
4500000795,00008,MZ-RM-M500-08,1710,171A,86,ST,28.61,1,X,20200603
4500000795,00009,MZ-RM-M500-09,1710,171A,86,ST,123.96,1,X,20200603
4500000795,00010,MZ-RM-M500-10,1710,171A,86,ST,28.61,1,X,20200603
4500000818,00001,MZ-RM-M550-01,1710,171A,26,ST,669.08,1,X,20200708
4500000818,00002,MZ-RM-M550-02,1710,171A,26,ST,38.23,1,X,20200708
4500000818,00003,MZ-RM-M550-03,1710,171A,26,ST,38.23,1,X,20200708
4500000818,00004,MZ-RM-M550-04,1710,171A,52,ST,47.79,1,X,20200708
4500000818,00005,MZ-RM-M550-05,1710,171A,26,ST,152.93,1,X,20200708
4500000818,00006,MZ-RM-M550-06,1710,171A,26,ST,95.58,1,X,20200708
4500000818,00007,MZ-RM-M550-07,1710,171A,26,ST,229.4,1,X,20200708
4500000818,00008,MZ-RM-M550-08,1710,171A,26,ST,114.7,1,X,20200708
4500000818,00009,MZ-RM-M550-09,1710,171A,26,ST,382.33,1,X,20200708
4500000818,00010,MZ-RM-M550-10,1710,171A,26,ST,95.58,1,X,20200708
4500000819,00001,MZ-RM-M550-01,1710,171A,54,ST,669.08,1,X,20200708
4500000819,00002,MZ-RM-M550-02,1710,171A,54,ST,38.23,1,X,20200708
4500000819,00003,MZ-RM-M550-03,1710,171A,54,ST,38.23,1,X,20200708
4500000819,00004,MZ-RM-M550-04,1710,171A,108,ST,47.79,1,X,20200708
4500000819,00005,MZ-RM-M550-05,1710,171A,54,ST,152.93,1,X,20200708
4500000819,00006,MZ-RM-M550-06,1710,171A,54,ST,95.58,1,X,20200708
4500000819,00007,MZ-RM-M550-07,1710,171A,54,ST,229.4,1,X,20200708
4500000819,00008,MZ-RM-M550-08,1710,171A,54,ST,114.7,1,X,20200708
4500000819,00009,MZ-RM-M550-09,1710,171A,54,ST,382.33,1,X,20200708
4500000819,00010,MZ-RM-M550-10,1710,171A,54,ST,95.58,1,X,20200708
4500000820,00001,MZ-RM-M550-01,1710,171A,48,ST,669.08,1,X,20200708
4500000820,00002,MZ-RM-M550-02,1710,171A,48,ST,38.23,1,X,20200708
4500000820,00003,MZ-RM-M550-03,1710,171A,48,ST,38.23,1,X,20200708
4500000820,00004,MZ-RM-M550-04,1710,171A,96,ST,47.79,1,X,20200708
4500000820,00005,MZ-RM-M550-05,1710,171A,48,ST,152.93,1,X,20200708
4500000820,00006,MZ-RM-M550-06,1710,171A,48,ST,95.58,1,X,20200708
4500000820,00007,MZ-RM-M550-07,1710,171A,48,ST,229.4,1,X,20200708
4500000820,00008,MZ-RM-M550-08,1710,171A,48,ST,114.7,1,X,20200708
4500000820,00009,MZ-RM-M550-09,1710,171A,48,ST,382.33,1,X,20200708
4500000820,00010,MZ-RM-M550-10,1710,171A,48,ST,95.58,1,X,20200708
4500000821,00001,MZ-RM-M550-01,1710,171A,50,ST,669.08,1,X,20200708
4500000821,00002,MZ-RM-M550-02,1710,171A,50,ST,38.23,1,X,20200708
4500000821,00003,MZ-RM-M550-03,1710,171A,50,ST,38.23,1,X,20200708
4500000821,00004,MZ-RM-M550-04,1710,171A,100,ST,47.79,1,X,20200708
4500000821,00005,MZ-RM-M550-05,1710,171A,50,ST,152.93,1,X,20200708
4500000821,00006,MZ-RM-M550-06,1710,171A,50,ST,95.58,1,X,20200708
4500000821,00007,MZ-RM-M550-07,1710,171A,50,ST,229.4,1,X,20200708
4500000821,00008,MZ-RM-M550-08,1710,171A,50,ST,114.7,1,X,20200708
4500000821,00009,MZ-RM-M550-09,1710,171A,50,ST,382.33,1,X,20200708
4500000821,00010,MZ-RM-M550-10,1710,171A,50,ST,95.58,1,X,20200708
4500000822,00001,MZ-RM-M550-01,1710,171A,65,ST,669.08,1,X,20200708
4500000822,00002,MZ-RM-M550-02,1710,171A,65,ST,38.23,1,X,20200708
4500000822,00003,MZ-RM-M550-03,1710,171A,65,ST,38.23,1,X,20200708
4500000822,00004,MZ-RM-M550-04,1710,171A,130,ST,47.79,1,X,20200708
4500000822,00005,MZ-RM-M550-05,1710,171A,65,ST,152.93,1,X,20200708
4500000822,00006,MZ-RM-M550-06,1710,171A,65,ST,95.58,1,X,20200708
4500000822,00007,MZ-RM-M550-07,1710,171A,65,ST,229.4,1,X,20200708
4500000822,00008,MZ-RM-M550-08,1710,171A,65,ST,114.7,1,X,20200708
4500000822,00009,MZ-RM-M550-09,1710,171A,65,ST,382.33,1,X,20200708
4500000822,00010,MZ-RM-M550-10,1710,171A,65,ST,95.58,1,X,20200708
4500000823,00001,MZ-RM-M550-01,1710,171A,43,ST,669.08,1,X,20200708
4500000823,00002,MZ-RM-M550-02,1710,171A,43,ST,38.23,1,X,20200708
4500000823,00003,MZ-RM-M550-03,1710,171A,43,ST,38.23,1,X,20200708
4500000823,00004,MZ-RM-M550-04,1710,171A,86,ST,47.79,1,X,20200708
4500000823,00005,MZ-RM-M550-05,1710,171A,43,ST,152.93,1,X,20200708
4500000823,00006,MZ-RM-M550-06,1710,171A,43,ST,95.58,1,X,20200708
4500000823,00007,MZ-RM-M550-07,1710,171A,43,ST,229.4,1,X,20200708
4500000823,00008,MZ-RM-M550-08,1710,171A,43,ST,114.7,1,X,20200708
4500000823,00009,MZ-RM-M550-09,1710,171A,43,ST,382.33,1,X,20200708
4500000823,00010,MZ-RM-M550-10,1710,171A,43,ST,95.58,1,X,20200708
4500000830,00001,MZ-RM-M500-01,1710,171A,146,ST,114.42,1,X,20200708
4500000830,00002,MZ-RM-M500-02,1710,171A,146,ST,9.54,1,X,20200708
4500000830,00003,MZ-RM-M500-03,1710,171A,146,ST,9.54,1,X,20200708
4500000830,00004,MZ-RM-M500-04,1710,171A,292,ST,16.69,1,X,20200708
4500000830,00005,MZ-RM-M500-05,1710,171A,146,ST,38.14,1,X,20200708
4500000830,00006,MZ-RM-M500-06,1710,171A,146,ST,33.37,1,X,20200708
4500000830,00007,MZ-RM-M500-07,1710,171A,146,ST,57.21,1,X,20200708
4500000830,00008,MZ-RM-M500-08,1710,171A,146,ST,28.61,1,X,20200708
4500000830,00009,MZ-RM-M500-09,1710,171A,146,ST,123.96,1,X,20200708
4500000830,00010,MZ-RM-M500-10,1710,171A,146,ST,28.61,1,X,20200708
4500000831,00001,MZ-RM-M500-01,1710,171A,146,ST,114.42,1,X,20200708
4500000831,00002,MZ-RM-M500-02,1710,171A,146,ST,9.54,1,X,20200708
4500000831,00003,MZ-RM-M500-03,1710,171A,146,ST,9.54,1,X,20200708
4500000831,00004,MZ-RM-M500-04,1710,171A,292,ST,16.69,1,X,20200708
4500000831,00005,MZ-RM-M500-05,1710,171A,146,ST,38.14,1,X,20200708
4500000831,00006,MZ-RM-M500-06,1710,171A,146,ST,33.37,1,X,20200708
4500000831,00007,MZ-RM-M500-07,1710,171A,146,ST,57.21,1,X,20200708
4500000831,00008,MZ-RM-M500-08,1710,171A,146,ST,28.61,1,X,20200708
4500000831,00009,MZ-RM-M500-09,1710,171A,146,ST,123.96,1,X,20200708
4500000831,00010,MZ-RM-M500-10,1710,171A,146,ST,28.61,1,X,20200708
4500000832,00001,MZ-RM-M500-01,1710,171A,220,ST,114.42,1,X,20200708
4500000832,00002,MZ-RM-M500-02,1710,171A,220,ST,9.54,1,X,20200708
4500000832,00003,MZ-RM-M500-03,1710,171A,220,ST,9.54,1,X,20200708
4500000832,00004,MZ-RM-M500-04,1710,171A,440,ST,16.69,1,X,20200708
4500000832,00005,MZ-RM-M500-05,1710,171A,220,ST,38.14,1,X,20200708
4500000832,00006,MZ-RM-M500-06,1710,171A,220,ST,33.37,1,X,20200708
4500000832,00007,MZ-RM-M500-07,1710,171A,220,ST,57.21,1,X,20200708
4500000832,00008,MZ-RM-M500-08,1710,171A,220,ST,28.61,1,X,20200708
4500000832,00009,MZ-RM-M500-09,1710,171A,220,ST,123.96,1,X,20200708
4500000832,00010,MZ-RM-M500-10,1710,171A,220,ST,28.61,1,X,20200708
4500000833,00001,MZ-RM-M500-01,1710,171A,78,ST,114.42,1,X,20200708
4500000833,00002,MZ-RM-M500-02,1710,171A,78,ST,9.54,1,X,20200708
4500000833,00003,MZ-RM-M500-03,1710,171A,78,ST,9.54,1,X,20200708
4500000833,00004,MZ-RM-M500-04,1710,171A,156,ST,16.69,1,X,20200708
4500000833,00005,MZ-RM-M500-05,1710,171A,78,ST,38.14,1,X,20200708
4500000833,00006,MZ-RM-M500-06,1710,171A,78,ST,33.37,1,X,20200708
4500000833,00007,MZ-RM-M500-07,1710,171A,78,ST,57.21,1,X,20200708
4500000833,00008,MZ-RM-M500-08,1710,171A,78,ST,28.61,1,X,20200708
4500000833,00009,MZ-RM-M500-09,1710,171A,78,ST,123.96,1,X,20200708
4500000833,00010,MZ-RM-M500-10,1710,171A,78,ST,28.61,1,X,20200708
4500000834,00001,MZ-RM-M500-01,1710,171A,152,ST,114.42,1,X,20200708
4500000834,00002,MZ-RM-M500-02,1710,171A,152,ST,9.54,1,X,20200708
4500000834,00003,MZ-RM-M500-03,1710,171A,152,ST,9.54,1,X,20200708
4500000834,00004,MZ-RM-M500-04,1710,171A,304,ST,16.69,1,X,20200708
4500000834,00005,MZ-RM-M500-05,1710,171A,152,ST,38.14,1,X,20200708
4500000834,00006,MZ-RM-M500-06,1710,171A,152,ST,33.37,1,X,20200708
4500000834,00007,MZ-RM-M500-07,1710,171A,152,ST,57.21,1,X,20200708
4500000834,00008,MZ-RM-M500-08,1710,171A,152,ST,28.61,1,X,20200708
4500000834,00009,MZ-RM-M500-09,1710,171A,152,ST,123.96,1,X,20200708
4500000834,00010,MZ-RM-M500-10,1710,171A,152,ST,28.61,1,X,20200708
4500000835,00001,MZ-RM-M500-01,1710,171A,180,ST,114.42,1,X,20200708
4500000835,00002,MZ-RM-M500-02,1710,171A,180,ST,9.54,1,X,20200708
4500000835,00003,MZ-RM-M500-03,1710,171A,180,ST,9.54,1,X,20200708
4500000835,00004,MZ-RM-M500-04,1710,171A,360,ST,16.69,1,X,20200708
4500000835,00005,MZ-RM-M500-05,1710,171A,180,ST,38.14,1,X,20200708
4500000835,00006,MZ-RM-M500-06,1710,171A,180,ST,33.37,1,X,20200708
4500000835,00007,MZ-RM-M500-07,1710,171A,180,ST,57.21,1,X,20200708
4500000835,00008,MZ-RM-M500-08,1710,171A,180,ST,28.61,1,X,20200708
4500000835,00009,MZ-RM-M500-09,1710,171A,180,ST,123.96,1,X,20200708
4500000835,00010,MZ-RM-M500-10,1710,171A,180,ST,28.61,1,X,20200708
4500000875,00001,MZ-RM-M550-01,1710,171A,32,ST,669.08,1,X,20200729
4500000875,00002,MZ-RM-M550-02,1710,171A,32,ST,38.23,1,X,20200729
4500000875,00003,MZ-RM-M550-03,1710,171A,32,ST,38.23,1,X,20200729
4500000875,00004,MZ-RM-M550-04,1710,171A,64,ST,47.79,1,X,20200729
4500000875,00005,MZ-RM-M550-05,1710,171A,32,ST,152.93,1,X,20200729
4500000875,00006,MZ-RM-M550-06,1710,171A,32,ST,95.58,1,X,20200729
4500000875,00007,MZ-RM-M550-07,1710,171A,32,ST,229.4,1,X,20200729
4500000875,00008,MZ-RM-M550-08,1710,171A,32,ST,114.7,1,X,20200729
4500000875,00009,MZ-RM-M550-09,1710,171A,32,ST,382.33,1,X,20200729
4500000875,00010,MZ-RM-M550-10,1710,171A,32,ST,95.58,1,X,20200729
4500000877,00001,MZ-RM-M500-01,1710,171A,91,ST,114.42,1,X,20200729
4500000877,00002,MZ-RM-M500-02,1710,171A,91,ST,9.54,1,X,20200729
4500000877,00003,MZ-RM-M500-03,1710,171A,91,ST,9.54,1,X,20200729
4500000877,00004,MZ-RM-M500-04,1710,171A,182,ST,16.69,1,X,20200729
4500000877,00005,MZ-RM-M500-05,1710,171A,91,ST,38.14,1,X,20200729
4500000877,00006,MZ-RM-M500-06,1710,171A,91,ST,33.37,1,X,20200729
4500000877,00007,MZ-RM-M500-07,1710,171A,91,ST,57.21,1,X,20200729
4500000877,00008,MZ-RM-M500-08,1710,171A,91,ST,28.61,1,X,20200729
4500000877,00009,MZ-RM-M500-09,1710,171A,91,ST,123.96,1,X,20200729
4500000877,00010,MZ-RM-M500-10,1710,171A,91,ST,28.61,1,X,20200729
4500000887,00001,MZ-RM-M550-01,1710,171A,46,ST,669.08,1,X,20200821
4500000887,00002,MZ-RM-M550-02,1710,171A,46,ST,38.23,1,X,20200821
4500000887,00003,MZ-RM-M550-03,1710,171A,46,ST,38.23,1,X,20200821
4500000887,00004,MZ-RM-M550-04,1710,171A,92,ST,47.79,1,X,20200821
4500000887,00005,MZ-RM-M550-05,1710,171A,46,ST,152.93,1,X,20200821
4500000887,00006,MZ-RM-M550-06,1710,171A,46,ST,95.58,1,X,20200821
4500000887,00007,MZ-RM-M550-07,1710,171A,46,ST,229.4,1,X,20200821
4500000887,00008,MZ-RM-M550-08,1710,171A,46,ST,114.7,1,X,20200821
4500000887,00009,MZ-RM-M550-09,1710,171A,46,ST,382.33,1,X,20200821
4500000887,00010,MZ-RM-M550-10,1710,171A,46,ST,95.58,1,X,20200821
4500000889,00001,MZ-RM-M500-01,1710,171A,166,ST,114.42,1,X,20200821
4500000889,00002,MZ-RM-M500-02,1710,171A,166,ST,9.54,1,X,20200821
4500000889,00003,MZ-RM-M500-03,1710,171A,166,ST,9.54,1,X,20200821
4500000889,00004,MZ-RM-M500-04,1710,171A,332,ST,16.69,1,X,20200821
4500000889,00005,MZ-RM-M500-05,1710,171A,166,ST,38.14,1,X,20200821
4500000889,00006,MZ-RM-M500-06,1710,171A,166,ST,33.37,1,X,20200821
4500000889,00007,MZ-RM-M500-07,1710,171A,166,ST,57.21,1,X,20200821
4500000889,00008,MZ-RM-M500-08,1710,171A,166,ST,28.61,1,X,20200821
4500000889,00009,MZ-RM-M500-09,1710,171A,166,ST,123.96,1,X,20200821
4500000889,00010,MZ-RM-M500-10,1710,171A,166,ST,28.61,1,X,20200821
4500000899,00001,MZ-RM-M550-01,1710,171A,17,ST,669.08,1,X,20201016
4500000899,00002,MZ-RM-M550-02,1710,171A,17,ST,38.23,1,X,20201016
4500000899,00003,MZ-RM-M550-03,1710,171A,17,ST,38.23,1,X,20201016
4500000899,00004,MZ-RM-M550-04,1710,171A,34,ST,47.79,1,X,20201016
4500000899,00005,MZ-RM-M550-05,1710,171A,17,ST,152.93,1,X,20201016
4500000899,00006,MZ-RM-M550-06,1710,171A,17,ST,95.58,1,X,20201016
4500000899,00007,MZ-RM-M550-07,1710,171A,17,ST,229.4,1,X,20201016
4500000899,00008,MZ-RM-M550-08,1710,171A,17,ST,114.7,1,X,20201016
4500000899,00009,MZ-RM-M550-09,1710,171A,17,ST,382.33,1,X,20201016
4500000899,00010,MZ-RM-M550-10,1710,171A,17,ST,95.58,1,X,20201016
4500000901,00001,MZ-RM-M500-01,1710,171A,41,ST,114.42,1,X,20201016
4500000901,00002,MZ-RM-M500-02,1710,171A,41,ST,9.54,1,X,20201016
4500000901,00003,MZ-RM-M500-03,1710,171A,41,ST,9.54,1,X,20201016
4500000901,00004,MZ-RM-M500-04,1710,171A,82,ST,16.69,1,X,20201016
4500000901,00005,MZ-RM-M500-05,1710,171A,41,ST,38.14,1,X,20201016
4500000901,00006,MZ-RM-M500-06,1710,171A,41,ST,33.37,1,X,20201016
4500000901,00007,MZ-RM-M500-07,1710,171A,41,ST,57.21,1,X,20201016
4500000901,00008,MZ-RM-M500-08,1710,171A,41,ST,28.61,1,X,20201016
4500000901,00009,MZ-RM-M500-09,1710,171A,41,ST,123.96,1,X,20201016
4500000901,00010,MZ-RM-M500-10,1710,171A,41,ST,28.61,1,X,20201016
4500000916,00001,MZ-RM-M550-01,1710,171A,21,ST,669.08,1,X,20201023
4500000916,00002,MZ-RM-M550-02,1710,171A,21,ST,38.23,1,X,20201023
4500000916,00003,MZ-RM-M550-03,1710,171A,21,ST,38.23,1,X,20201023
4500000916,00004,MZ-RM-M550-04,1710,171A,42,ST,47.79,1,X,20201023
4500000916,00005,MZ-RM-M550-05,1710,171A,21,ST,152.93,1,X,20201023
4500000916,00006,MZ-RM-M550-06,1710,171A,21,ST,95.58,1,X,20201023
4500000916,00007,MZ-RM-M550-07,1710,171A,21,ST,229.4,1,X,20201023
4500000916,00008,MZ-RM-M550-08,1710,171A,21,ST,114.7,1,X,20201023
4500000916,00009,MZ-RM-M550-09,1710,171A,21,ST,382.33,1,X,20201023
4500000916,00010,MZ-RM-M550-10,1710,171A,21,ST,95.58,1,X,20201023
4500000918,00001,MZ-RM-M500-01,1710,171A,78,ST,114.42,1,X,20201023
4500000918,00002,MZ-RM-M500-02,1710,171A,78,ST,9.54,1,X,20201023
4500000918,00003,MZ-RM-M500-03,1710,171A,78,ST,9.54,1,X,20201023
4500000918,00004,MZ-RM-M500-04,1710,171A,156,ST,16.69,1,X,20201023
4500000918,00005,MZ-RM-M500-05,1710,171A,78,ST,38.14,1,X,20201023
4500000918,00006,MZ-RM-M500-06,1710,171A,78,ST,33.37,1,X,20201023
4500000918,00007,MZ-RM-M500-07,1710,171A,78,ST,57.21,1,X,20201023
4500000918,00008,MZ-RM-M500-08,1710,171A,78,ST,28.61,1,X,20201023
4500000918,00009,MZ-RM-M500-09,1710,171A,78,ST,123.96,1,X,20201023
4500000918,00010,MZ-RM-M500-10,1710,171A,78,ST,28.61,1,X,20201023
4500000947,00001,MZ-RM-M550-01,1710,171A,35,ST,669.08,1,X,20201031
4500000947,00002,MZ-RM-M550-02,1710,171A,35,ST,38.23,1,X,20201031
4500000947,00003,MZ-RM-M550-03,1710,171A,35,ST,38.23,1,X,20201031
4500000947,00004,MZ-RM-M550-04,1710,171A,70,ST,47.79,1,X,20201031
4500000947,00005,MZ-RM-M550-05,1710,171A,35,ST,152.93,1,X,20201031
4500000947,00006,MZ-RM-M550-06,1710,171A,35,ST,95.58,1,X,20201031
4500000947,00007,MZ-RM-M550-07,1710,171A,35,ST,229.4,1,X,20201031
4500000947,00008,MZ-RM-M550-08,1710,171A,35,ST,114.7,1,X,20201031
4500000947,00009,MZ-RM-M550-09,1710,171A,35,ST,382.33,1,X,20201031
4500000947,00010,MZ-RM-M550-10,1710,171A,35,ST,95.58,1,X,20201031
4500000949,00001,MZ-RM-M500-01,1710,171A,57,ST,114.42,1,X,20201031
4500000949,00002,MZ-RM-M500-02,1710,171A,57,ST,9.54,1,X,20201031
4500000949,00003,MZ-RM-M500-03,1710,171A,57,ST,9.54,1,X,20201031
4500000949,00004,MZ-RM-M500-04,1710,171A,114,ST,16.69,1,X,20201031
4500000949,00005,MZ-RM-M500-05,1710,171A,57,ST,38.14,1,X,20201031
4500000949,00006,MZ-RM-M500-06,1710,171A,57,ST,33.37,1,X,20201031
4500000949,00007,MZ-RM-M500-07,1710,171A,57,ST,57.21,1,X,20201031
4500000949,00008,MZ-RM-M500-08,1710,171A,57,ST,28.61,1,X,20201031
4500000949,00009,MZ-RM-M500-09,1710,171A,57,ST,123.96,1,X,20201031
4500000949,00010,MZ-RM-M500-10,1710,171A,57,ST,28.61,1,X,20201031
4500000960,00001,MZ-RM-M550-01,1710,171A,36,ST,669.08,1,X,20201102
4500000960,00002,MZ-RM-M550-02,1710,171A,36,ST,38.23,1,X,20201102
4500000960,00003,MZ-RM-M550-03,1710,171A,36,ST,38.23,1,X,20201102
4500000960,00004,MZ-RM-M550-04,1710,171A,72,ST,47.79,1,X,20201102
4500000960,00005,MZ-RM-M550-05,1710,171A,36,ST,152.93,1,X,20201102
4500000960,00006,MZ-RM-M550-06,1710,171A,36,ST,95.58,1,X,20201102
4500000960,00007,MZ-RM-M550-07,1710,171A,36,ST,229.4,1,X,20201102
4500000960,00008,MZ-RM-M550-08,1710,171A,36,ST,114.7,1,X,20201102
4500000960,00009,MZ-RM-M550-09,1710,171A,36,ST,382.33,1,X,20201102
4500000960,00010,MZ-RM-M550-10,1710,171A,36,ST,95.58,1,X,20201102
4500000962,00001,MZ-RM-M500-01,1710,171A,71,ST,114.42,1,X,20201102
4500000962,00002,MZ-RM-M500-02,1710,171A,71,ST,9.54,1,X,20201102
4500000962,00003,MZ-RM-M500-03,1710,171A,71,ST,9.54,1,X,20201102
4500000962,00004,MZ-RM-M500-04,1710,171A,142,ST,16.69,1,X,20201102
4500000962,00005,MZ-RM-M500-05,1710,171A,71,ST,38.14,1,X,20201102
4500000962,00006,MZ-RM-M500-06,1710,171A,71,ST,33.37,1,X,20201102
4500000962,00007,MZ-RM-M500-07,1710,171A,71,ST,57.21,1,X,20201102
4500000962,00008,MZ-RM-M500-08,1710,171A,71,ST,28.61,1,X,20201102
4500000962,00009,MZ-RM-M500-09,1710,171A,71,ST,123.96,1,X,20201102
4500000962,00010,MZ-RM-M500-10,1710,171A,71,ST,28.61,1,X,20201102
4500001023,00001,MZ-RM-M550-01,1710,171A,98,ST,669.08,1,X,20210125
4500001023,00002,MZ-RM-M550-02,1710,171A,98,ST,38.23,1,X,20210125
4500001023,00003,MZ-RM-M550-03,1710,171A,98,ST,38.23,1,X,20210125
4500001023,00004,MZ-RM-M550-04,1710,171A,196,ST,47.79,1,X,20210125
4500001023,00005,MZ-RM-M550-05,1710,171A,98,ST,152.93,1,X,20210125
4500001023,00006,MZ-RM-M550-06,1710,171A,98,ST,95.58,1,X,20210125
4500001023,00007,MZ-RM-M550-07,1710,171A,98,ST,229.4,1,X,20210125
4500001023,00008,MZ-RM-M550-08,1710,171A,98,ST,114.7,1,X,20210125
4500001023,00009,MZ-RM-M550-09,1710,171A,98,ST,382.33,1,X,20210125
4500001023,00010,MZ-RM-M550-10,1710,171A,98,ST,95.58,1,X,20210125
4500001025,00001,MZ-RM-M500-01,1710,171A,154,ST,114.42,1,X,20210125
4500001025,00002,MZ-RM-M500-02,1710,171A,154,ST,9.54,1,X,20210125
4500001025,00003,MZ-RM-M500-03,1710,171A,154,ST,9.54,1,X,20210125
4500001025,00004,MZ-RM-M500-04,1710,171A,308,ST,16.69,1,X,20210125
4500001025,00005,MZ-RM-M500-05,1710,171A,154,ST,38.14,1,X,20210125
4500001025,00006,MZ-RM-M500-06,1710,171A,154,ST,33.37,1,X,20210125
4500001025,00007,MZ-RM-M500-07,1710,171A,154,ST,57.21,1,X,20210125
4500001025,00008,MZ-RM-M500-08,1710,171A,154,ST,28.61,1,X,20210125
4500001025,00009,MZ-RM-M500-09,1710,171A,154,ST,123.96,1,X,20210125
4500001025,00010,MZ-RM-M500-10,1710,171A,154,ST,28.61,1,X,20210125
4500001035,00001,MZ-RM-M550-01,1710,171A,143,ST,669.08,1,X,20210226
4500001035,00002,MZ-RM-M550-02,1710,171A,143,ST,38.23,1,X,20210226
4500001035,00003,MZ-RM-M550-03,1710,171A,143,ST,38.23,1,X,20210226
4500001035,00004,MZ-RM-M550-04,1710,171A,286,ST,47.79,1,X,20210226
4500001035,00005,MZ-RM-M550-05,1710,171A,143,ST,152.93,1,X,20210226
4500001035,00006,MZ-RM-M550-06,1710,171A,143,ST,95.58,1,X,20210226
4500001035,00007,MZ-RM-M550-07,1710,171A,143,ST,229.4,1,X,20210226
4500001035,00008,MZ-RM-M550-08,1710,171A,143,ST,114.7,1,X,20210226
4500001035,00009,MZ-RM-M550-09,1710,171A,143,ST,382.33,1,X,20210226
4500001035,00010,MZ-RM-M550-10,1710,171A,143,ST,95.58,1,X,20210226
4500001037,00001,MZ-RM-M500-01,1710,171A,226,ST,114.42,1,X,20210226
4500001037,00002,MZ-RM-M500-02,1710,171A,226,ST,9.54,1,X,20210226
4500001037,00003,MZ-RM-M500-03,1710,171A,226,ST,9.54,1,X,20210226
4500001037,00004,MZ-RM-M500-04,1710,171A,452,ST,16.69,1,X,20210226
4500001037,00005,MZ-RM-M500-05,1710,171A,226,ST,38.14,1,X,20210226
4500001037,00006,MZ-RM-M500-06,1710,171A,226,ST,33.37,1,X,20210226
4500001037,00007,MZ-RM-M500-07,1710,171A,226,ST,57.21,1,X,20210226
4500001037,00008,MZ-RM-M500-08,1710,171A,226,ST,28.61,1,X,20210226
4500001037,00009,MZ-RM-M500-09,1710,171A,226,ST,123.96,1,X,20210226
4500001037,00010,MZ-RM-M500-10,1710,171A,226,ST,28.61,1,X,20210226
4500001047,00001,MZ-RM-M550-01,1710,171A,96,ST,669.08,1,X,20210228
4500001047,00002,MZ-RM-M550-02,1710,171A,96,ST,38.23,1,X,20210228
4500001047,00003,MZ-RM-M550-03,1710,171A,96,ST,38.23,1,X,20210228
4500001047,00004,MZ-RM-M550-04,1710,171A,192,ST,47.79,1,X,20210228
4500001047,00005,MZ-RM-M550-05,1710,171A,96,ST,152.93,1,X,20210228
4500001047,00006,MZ-RM-M550-06,1710,171A,96,ST,95.58,1,X,20210228
4500001047,00007,MZ-RM-M550-07,1710,171A,96,ST,229.4,1,X,20210228
4500001047,00008,MZ-RM-M550-08,1710,171A,96,ST,114.7,1,X,20210228
4500001047,00009,MZ-RM-M550-09,1710,171A,96,ST,382.33,1,X,20210228
4500001047,00010,MZ-RM-M550-10,1710,171A,96,ST,95.58,1,X,20210228
4500001049,00001,MZ-RM-M500-01,1710,171A,83,ST,114.42,1,X,20210228
4500001049,00002,MZ-RM-M500-02,1710,171A,83,ST,9.54,1,X,20210228
4500001049,00003,MZ-RM-M500-03,1710,171A,83,ST,9.54,1,X,20210228
4500001049,00004,MZ-RM-M500-04,1710,171A,166,ST,16.69,1,X,20210228
4500001049,00005,MZ-RM-M500-05,1710,171A,83,ST,38.14,1,X,20210228
4500001049,00006,MZ-RM-M500-06,1710,171A,83,ST,33.37,1,X,20210228
4500001049,00007,MZ-RM-M500-07,1710,171A,83,ST,57.21,1,X,20210228
4500001049,00008,MZ-RM-M500-08,1710,171A,83,ST,28.61,1,X,20210228
4500001049,00009,MZ-RM-M500-09,1710,171A,83,ST,123.96,1,X,20210228
4500001049,00010,MZ-RM-M500-10,1710,171A,83,ST,28.61,1,X,20210228
4500001059,00001,MZ-RM-M550-01,1710,171A,96,ST,669.08,1,X,20210304
4500001059,00002,MZ-RM-M550-02,1710,171A,96,ST,38.23,1,X,20210304
4500001059,00003,MZ-RM-M550-03,1710,171A,96,ST,38.23,1,X,20210304
4500001059,00004,MZ-RM-M550-04,1710,171A,192,ST,47.79,1,X,20210304
4500001059,00005,MZ-RM-M550-05,1710,171A,96,ST,152.93,1,X,20210304
4500001059,00006,MZ-RM-M550-06,1710,171A,96,ST,95.58,1,X,20210304
4500001059,00007,MZ-RM-M550-07,1710,171A,96,ST,229.4,1,X,20210304
4500001059,00008,MZ-RM-M550-08,1710,171A,96,ST,114.7,1,X,20210304
4500001059,00009,MZ-RM-M550-09,1710,171A,96,ST,382.33,1,X,20210304
4500001059,00010,MZ-RM-M550-10,1710,171A,96,ST,95.58,1,X,20210304
4500001061,00001,MZ-RM-M500-01,1710,171A,188,ST,114.42,1,X,20210304
4500001061,00002,MZ-RM-M500-02,1710,171A,188,ST,9.54,1,X,20210304
4500001061,00003,MZ-RM-M500-03,1710,171A,188,ST,9.54,1,X,20210304
4500001061,00004,MZ-RM-M500-04,1710,171A,376,ST,16.69,1,X,20210304
4500001061,00005,MZ-RM-M500-05,1710,171A,188,ST,38.14,1,X,20210304
4500001061,00006,MZ-RM-M500-06,1710,171A,188,ST,33.37,1,X,20210304
4500001061,00007,MZ-RM-M500-07,1710,171A,188,ST,57.21,1,X,20210304
4500001061,00008,MZ-RM-M500-08,1710,171A,188,ST,28.61,1,X,20210304
4500001061,00009,MZ-RM-M500-09,1710,171A,188,ST,123.96,1,X,20210304
4500001061,00010,MZ-RM-M500-10,1710,171A,188,ST,28.61,1,X,20210304
