VBELN,POSNR,MATNR,WERKS,KWMENG,VRKME,NETPR,WAERK,PSTYV
0000002792,000010,MZ-FG-M500,1710,9,ST,889,USD,TAN
0000002793,000010,MZ-FG-M500,1710,66,ST,889,USD,TAN
0000002794,000010,MZ-FG-M500,1710,22,ST,889,USD,TAN
0000002795,000010,MZ-FG-M500,1710,13,ST,889,USD,TAN
0000002796,000010,MZ-FG-M525,1710,178,ST,1587,USD,TAN
0000002797,000010,MZ-FG-M525,1710,25,ST,1587,USD,TAN
0000002798,000010,MZ-FG-M525,1710,5,ST,1587,USD,TAN
0000002799,000010,MZ-FG-M525,1710,20,ST,1587,USD,TAN
0000002800,000010,MZ-FG-M525,1710,23,ST,1587,USD,TAN
0000002801,000010,MZ-FG-M550,1710,5,ST,3892,USD,TAN
0000002802,000010,MZ-FG-M550,1710,12,ST,3892,USD,TAN
0000002803,000010,MZ-FG-M550,1710,40,ST,3892,USD,TAN
0000002804,000010,MZ-FG-M550,1710,1,ST,3892,USD,TAN
0000002805,000010,MZ-FG-R100,1710,10,ST,565,USD,TAN
0000002806,000010,MZ-FG-R100,1710,3,ST,565,USD,TAN
0000002807,000010,MZ-FG-R100,1710,1,ST,565,USD,TAN
0000002808,000010,MZ-FG-R100,1710,6,ST,565,USD,TAN
0000002809,000010,MZ-FG-R100,1710,10,ST,565,USD,TAN
0000002810,000010,MZ-FG-R100,1710,17,ST,565,USD,TAN
0000002811,000010,MZ-FG-R200,1710,14,ST,3977,USD,TAN
0000002812,000010,MZ-FG-R200,1710,33,ST,3977,USD,TAN
0000002813,000010,MZ-FG-R200,1710,3,ST,3977,USD,TAN
0000002814,000010,MZ-FG-R200,1710,16,ST,3977,USD,TAN
0000002815,000010,MZ-FG-R200,1710,21,ST,3977,USD,TAN
0000002816,000010,MZ-FG-R300,1710,9,ST,7741,USD,TAN
0000002817,000010,MZ-FG-R300,1710,9,ST,7741,USD,TAN
0020001737,000010,MZ-FG-C900,1710,115,ST,440,USD,AGN
0020001738,000010,MZ-FG-C900,1710,36,ST,440,USD,AGN
0020001739,000010,MZ-FG-C900,1710,54,ST,440,USD,AGN
0020001740,000010,MZ-FG-C900,1710,6,ST,440,USD,AGN
0020001741,000010,MZ-FG-C900,1710,12,ST,440,USD,AGN
0020001742,000010,MZ-FG-C950,1710,52,ST,675,USD,AGN
0020001743,000010,MZ-FG-C950,1710,5,ST,675,USD,AGN
0020001744,000010,MZ-FG-C950,1710,18,ST,675,USD,AGN
0020001745,000010,MZ-FG-C950,1710,49,ST,675,USD,AGN
0020001746,000010,MZ-FG-C950,1710,6,ST,675,USD,AGN
0020001747,000010,MZ-FG-C990,1710,10,ST,1002,USD,AGN
0020001748,000010,MZ-FG-C990,1710,191,ST,1002,USD,AGN
0020001749,000010,MZ-FG-C990,1710,10,ST,1002,USD,AGN
0020001750,000010,MZ-FG-C990,1710,58,ST,1002,USD,AGN
0020001751,000010,MZ-FG-C990,1710,2,ST,1002,USD,AGN
0020001752,000010,MZ-FG-C990,1710,11,ST,1002,USD,AGN
0020001753,000010,MZ-FG-M500,1710,14,ST,889,USD,AGN
0020001754,000010,MZ-FG-M500,1710,10,ST,889,USD,AGN
0020001755,000010,MZ-FG-M500,1710,1,ST,889,USD,AGN
0020001756,000010,MZ-FG-M500,1710,9,ST,889,USD,AGN
0020001757,000010,MZ-FG-M525,1710,164,ST,1587,USD,AGN
0020001758,000010,MZ-FG-M525,1710,60,ST,1587,USD,AGN
0020001759,000010,MZ-FG-M525,1710,26,ST,1587,USD,AGN
0020001760,000010,MZ-FG-M525,1710,16,ST,1587,USD,AGN
0020001761,000010,MZ-FG-M525,1710,12,ST,1587,USD,AGN
0020001762,000010,MZ-FG-M525,1710,7,ST,1587,USD,AGN
0020001763,000010,MZ-FG-M550,1710,48,ST,3892,USD,AGN
0020001764,000010,MZ-FG-M550,1710,10,ST,3892,USD,AGN
0020001765,000010,MZ-FG-M550,1710,2,ST,3892,USD,AGN
0020001766,000010,MZ-FG-M550,1710,9,ST,3892,USD,AGN
0020001767,000010,MZ-FG-M550,1710,1,ST,3892,USD,AGN
0020001768,000010,MZ-FG-R100,1710,7,ST,565,USD,AGN
0020001769,000010,MZ-FG-R100,1710,7,ST,565,USD,AGN
0020001770,000010,MZ-FG-R100,1710,15,ST,565,USD,AGN
0020001771,000010,MZ-FG-R100,1710,14,ST,565,USD,AGN
0020001772,000010,MZ-FG-R100,1710,3,ST,565,USD,AGN
0020001773,000010,MZ-FG-R100,1710,1,ST,565,USD,AGN
0020001774,000010,MZ-FG-R200,1710,1,ST,3977,USD,AGN
0020001775,000010,MZ-FG-R200,1710,50,ST,3977,USD,AGN
0020001776,000010,MZ-FG-R200,1710,4,ST,3977,USD,AGN
0020001777,000010,MZ-FG-R200,1710,4,ST,3977,USD,AGN
0020001778,000010,MZ-FG-R200,1710,16,ST,3977,USD,AGN
0020001779,000010,MZ-FG-R200,1710,2,ST,3977,USD,AGN
0020001780,000010,MZ-FG-R300,1710,16,ST,7741,USD,AGN
0020001781,000010,MZ-FG-R300,1710,21,ST,7741,USD,AGN
0020001782,000010,MZ-FG-R300,1710,2,ST,7741,USD,AGN
0020001783,000010,MZ-FG-R300,1710,49,ST,7741,USD,AGN
0020001802,000010,MZ-FG-C900,1710,11,ST,440,USD,AGN
0020001803,000010,MZ-FG-C900,1710,26,ST,440,USD,AGN
0000002836,000010,MZ-FG-C900,1710,31,ST,440,USD,TAN
0000002837,000010,MZ-FG-C900,1710,115,ST,440,USD,TAN
0000002838,000010,MZ-FG-C900,1710,36,ST,440,USD,TAN
0000002839,000010,MZ-FG-C900,1710,54,ST,440,USD,TAN
0000002840,000010,MZ-FG-C900,1710,6,ST,440,USD,TAN
0000002841,000010,MZ-FG-C900,1710,12,ST,440,USD,TAN
0000002842,000010,MZ-FG-C950,1710,52,ST,675,USD,TAN
0000002843,000010,MZ-FG-C950,1710,5,ST,675,USD,TAN
0000002844,000010,MZ-FG-C950,1710,18,ST,675,USD,TAN
0000002845,000010,MZ-FG-C950,1710,49,ST,675,USD,TAN
0000002846,000010,MZ-FG-C950,1710,6,ST,675,USD,TAN
0000002847,000010,MZ-FG-C990,1710,10,ST,1002,USD,TAN
0000002848,000010,MZ-FG-C990,1710,191,ST,1002,USD,TAN
0000002849,000010,MZ-FG-C990,1710,10,ST,1002,USD,TAN
0000002850,000010,MZ-FG-C990,1710,58,ST,1002,USD,TAN
0000002851,000010,MZ-FG-C990,1710,2,ST,1002,USD,TAN
0000002852,000010,MZ-FG-C990,1710,11,ST,1002,USD,TAN
0000002853,000010,MZ-FG-M500,1710,14,ST,889,USD,TAN
0000002854,000010,MZ-FG-M500,1710,10,ST,889,USD,TAN
0000002855,000010,MZ-FG-M500,1710,1,ST,889,USD,TAN
0000002856,000010,MZ-FG-M500,1710,9,ST,889,USD,TAN
0000002857,000010,MZ-FG-M525,1710,164,ST,1587,USD,TAN
0000002858,000010,MZ-FG-M525,1710,60,ST,1587,USD,TAN
0000002859,000010,MZ-FG-M525,1710,26,ST,1587,USD,TAN
0000002860,000010,MZ-FG-M525,1710,16,ST,1587,USD,TAN
0000002861,000010,MZ-FG-M525,1710,12,ST,1587,USD,TAN
0000002862,000010,MZ-FG-M525,1710,7,ST,1587,USD,TAN
0000002863,000010,MZ-FG-M550,1710,48,ST,3892,USD,TAN
0000002864,000010,MZ-FG-M550,1710,10,ST,3892,USD,TAN
0000002865,000010,MZ-FG-M550,1710,2,ST,3892,USD,TAN
0000002866,000010,MZ-FG-M550,1710,9,ST,3892,USD,TAN
0000002867,000010,MZ-FG-M550,1710,1,ST,3892,USD,TAN
0000002868,000010,MZ-FG-R100,1710,7,ST,565,USD,TAN
0000002869,000010,MZ-FG-R100,1710,7,ST,565,USD,TAN
0000002870,000010,MZ-FG-R100,1710,15,ST,565,USD,TAN
0000002871,000010,MZ-FG-R100,1710,14,ST,565,USD,TAN
0000002872,000010,MZ-FG-R100,1710,3,ST,565,USD,TAN
0000002873,000010,MZ-FG-R100,1710,1,ST,565,USD,TAN
0000002874,000010,MZ-FG-R200,1710,1,ST,3977,USD,TAN
0000002875,000010,MZ-FG-R200,1710,50,ST,3977,USD,TAN
0000002876,000010,MZ-FG-R200,1710,4,ST,3977,USD,TAN
0000002877,000010,MZ-FG-R200,1710,4,ST,3977,USD,TAN
0000002878,000010,MZ-FG-R200,1710,16,ST,3977,USD,TAN
0000002879,000010,MZ-FG-R200,1710,2,ST,3977,USD,TAN
0000002880,000010,MZ-FG-R300,1710,16,ST,7741,USD,TAN
0000002881,000010,MZ-FG-R300,1710,21,ST,7741,USD,TAN
0000002882,000010,MZ-FG-R300,1710,2,ST,7741,USD,TAN
0000002883,000010,MZ-FG-R300,1710,49,ST,7741,USD,TAN
0020001804,000010,MZ-FG-C900,1710,25,ST,440,USD,AGN
0020001805,000010,MZ-FG-C900,1710,73,ST,440,USD,AGN
0020001806,000010,MZ-FG-C900,1710,3,ST,440,USD,AGN
0020001807,000010,MZ-FG-C900,1710,20,ST,440,USD,AGN
0020001808,000010,MZ-FG-C950,1710,86,ST,675,USD,AGN
0020001809,000010,MZ-FG-C950,1710,8,ST,675,USD,AGN
0020001810,000010,MZ-FG-C950,1710,22,ST,675,USD,AGN
0020001811,000010,MZ-FG-C950,1710,1,ST,675,USD,AGN
0020001812,000010,MZ-FG-C950,1710,9,ST,675,USD,AGN
0020001813,000010,MZ-FG-C950,1710,31,ST,675,USD,AGN
0020001814,000010,MZ-FG-C990,1710,19,ST,1002,USD,AGN
0020001815,000010,MZ-FG-C990,1710,7,ST,1002,USD,AGN
0020001816,000010,MZ-FG-C990,1710,63,ST,1002,USD,AGN
0020001817,000010,MZ-FG-C990,1710,5,ST,1002,USD,AGN
0020001818,000010,MZ-FG-C990,1710,134,ST,1002,USD,AGN
0020001819,000010,MZ-FG-C990,1710,1,ST,1002,USD,AGN
0020001820,000010,MZ-FG-M500,1710,4,ST,889,USD,AGN
0020001821,000010,MZ-FG-M500,1710,15,ST,889,USD,AGN
0020001822,000010,MZ-FG-M500,1710,11,ST,889,USD,AGN
0020001823,000010,MZ-FG-M500,1710,2,ST,889,USD,AGN
0020001824,000010,MZ-FG-M500,1710,15,ST,889,USD,AGN
0020001825,000010,MZ-FG-M500,1710,46,ST,889,USD,AGN
0020001826,000010,MZ-FG-M525,1710,81,ST,1587,USD,AGN
0020001827,000010,MZ-FG-M525,1710,38,ST,1587,USD,AGN
0020001828,000010,MZ-FG-M525,1710,36,ST,1587,USD,AGN
0020001829,000010,MZ-FG-M525,1710,25,ST,1587,USD,AGN
0020001830,000010,MZ-FG-M525,1710,3,ST,1587,USD,AGN
0020001831,000010,MZ-FG-M525,1710,25,ST,1587,USD,AGN
0020001832,000010,MZ-FG-M550,1710,1,ST,3892,USD,AGN
0020001833,000010,MZ-FG-M550,1710,10,ST,3892,USD,AGN
0020001834,000010,MZ-FG-M550,1710,1,ST,3892,USD,AGN
0020001835,000010,MZ-FG-M550,1710,15,ST,3892,USD,AGN
0020001836,000010,MZ-FG-R100,1710,15,ST,565,USD,AGN
0020001837,000010,MZ-FG-R100,1710,6,ST,565,USD,AGN
0020001838,000010,MZ-FG-R100,1710,134,ST,565,USD,AGN
0020001839,000010,MZ-FG-R100,1710,1,ST,565,USD,AGN
0020001840,000010,MZ-FG-R100,1710,12,ST,565,USD,AGN
0020001841,000010,MZ-FG-R100,1710,1,ST,565,USD,AGN
0020001842,000010,MZ-FG-R200,1710,2,ST,3977,USD,AGN
0020001843,000010,MZ-FG-R200,1710,13,ST,3977,USD,AGN
0020001844,000010,MZ-FG-R200,1710,2,ST,3977,USD,AGN
0020001845,000010,MZ-FG-R200,1710,7,ST,3977,USD,AGN
0020001846,000010,MZ-FG-R200,1710,1,ST,3977,USD,AGN
0020001847,000010,MZ-FG-R300,1710,2,ST,7741,USD,AGN
0020001848,000010,MZ-FG-R300,1710,1,ST,7741,USD,AGN
0020001849,000010,MZ-FG-R300,1710,7,ST,7741,USD,AGN
0020001850,000010,MZ-FG-R300,1710,5,ST,7741,USD,AGN
0000002902,000010,MZ-FG-C900,1710,11,ST,440,USD,TAN
0000002903,000010,MZ-FG-C900,1710,26,ST,440,USD,TAN
0000002904,000010,MZ-FG-C900,1710,25,ST,440,USD,TAN
0000002905,000010,MZ-FG-C900,1710,73,ST,440,USD,TAN
0000002906,000010,MZ-FG-C900,1710,3,ST,440,USD,TAN
0000002907,000010,MZ-FG-C900,1710,20,ST,440,USD,TAN
0000002908,000010,MZ-FG-C950,1710,86,ST,675,USD,TAN
0000002909,000010,MZ-FG-C950,1710,8,ST,675,USD,TAN
0000002910,000010,MZ-FG-C950,1710,22,ST,675,USD,TAN
0000002911,000010,MZ-FG-C950,1710,1,ST,675,USD,TAN
0000002912,000010,MZ-FG-C950,1710,9,ST,675,USD,TAN
0000002913,000010,MZ-FG-C950,1710,31,ST,675,USD,TAN
0000002914,000010,MZ-FG-C990,1710,19,ST,1002,USD,TAN
0000002915,000010,MZ-FG-C990,1710,7,ST,1002,USD,TAN
0000002916,000010,MZ-FG-C990,1710,63,ST,1002,USD,TAN
0000002917,000010,MZ-FG-C990,1710,5,ST,1002,USD,TAN
0000002918,000010,MZ-FG-C990,1710,134,ST,1002,USD,TAN
0000002919,000010,MZ-FG-C990,1710,1,ST,1002,USD,TAN
0000002920,000010,MZ-FG-M500,1710,4,ST,889,USD,TAN
0000002921,000010,MZ-FG-M500,1710,15,ST,889,USD,TAN
0000002922,000010,MZ-FG-M500,1710,11,ST,889,USD,TAN
0000002923,000010,MZ-FG-M500,1710,2,ST,889,USD,TAN
0000002924,000010,MZ-FG-M500,1710,15,ST,889,USD,TAN
0000002925,000010,MZ-FG-M500,1710,46,ST,889,USD,TAN
0000002926,000010,MZ-FG-M525,1710,81,ST,1587,USD,TAN
0000002927,000010,MZ-FG-M525,1710,38,ST,1587,USD,TAN
0000002928,000010,MZ-FG-M525,1710,36,ST,1587,USD,TAN
0000002929,000010,MZ-FG-M525,1710,25,ST,1587,USD,TAN
0000002930,000010,MZ-FG-M525,1710,3,ST,1587,USD,TAN
0000002931,000010,MZ-FG-M525,1710,25,ST,1587,USD,TAN
0000002932,000010,MZ-FG-M550,1710,1,ST,3892,USD,TAN
0000002933,000010,MZ-FG-M550,1710,10,ST,3892,USD,TAN
0000002934,000010,MZ-FG-M550,1710,1,ST,3892,USD,TAN
0000002935,000010,MZ-FG-M550,1710,15,ST,3892,USD,TAN
0000002936,000010,MZ-FG-R100,1710,15,ST,565,USD,TAN
0000002937,000010,MZ-FG-R100,1710,6,ST,565,USD,TAN
0000002938,000010,MZ-FG-R100,1710,134,ST,565,USD,TAN
0000002939,000010,MZ-FG-R100,1710,1,ST,565,USD,TAN
0000002940,000010,MZ-FG-R100,1710,12,ST,565,USD,TAN
0000002941,000010,MZ-FG-R100,1710,1,ST,565,USD,TAN
0000002942,000010,MZ-FG-R200,1710,2,ST,3977,USD,TAN
0000002943,000010,MZ-FG-R200,1710,13,ST,3977,USD,TAN
0000002944,000010,MZ-FG-R200,1710,2,ST,3977,USD,TAN
0000002945,000010,MZ-FG-R200,1710,7,ST,3977,USD,TAN
0000002946,000010,MZ-FG-R200,1710,1,ST,3977,USD,TAN
0000002947,000010,MZ-FG-R300,1710,2,ST,7741,USD,TAN
0000002948,000010,MZ-FG-R300,1710,1,ST,7741,USD,TAN
0000002949,000010,MZ-FG-R300,1710,7,ST,7741,USD,TAN
0000002950,000010,MZ-FG-R300,1710,5,ST,7741,USD,TAN
0000003006,000010,MZ-FG-R200,1710,13,ST,3977,USD,TAN
0000003007,000010,MZ-FG-R300,1710,11,ST,7741,USD,TAN
0000003008,000010,MZ-FG-R300,1710,22,ST,7741,USD,TAN
0000003009,000010,MZ-FG-R300,1710,1,ST,7741,USD,TAN
0000003010,000010,MZ-FG-R300,1710,13,ST,7741,USD,TAN
0000002969,000010,MZ-FG-C900,1710,3,ST,440,USD,TAN
0000002970,000010,MZ-FG-C900,1710,2,ST,440,USD,TAN
0000002971,000010,MZ-FG-C900,1710,23,ST,440,USD,TAN
0000002972,000010,MZ-FG-C900,1710,4,ST,440,USD,TAN
0000002973,000010,MZ-FG-C900,1710,11,ST,440,USD,TAN
0000002974,000010,MZ-FG-C900,1710,24,ST,440,USD,TAN
0000002975,000010,MZ-FG-C950,1710,30,ST,675,USD,TAN
0000002976,000010,MZ-FG-C950,1710,37,ST,675,USD,TAN
0000002977,000010,MZ-FG-C950,1710,11,ST,675,USD,TAN
0000002978,000010,MZ-FG-C950,1710,2,ST,675,USD,TAN
0000002979,000010,MZ-FG-C950,1710,6,ST,675,USD,TAN
0000002980,000010,MZ-FG-C950,1710,4,ST,675,USD,TAN
0000002981,000010,MZ-FG-C990,1710,1,ST,1002,USD,TAN
0000002982,000010,MZ-FG-C990,1710,11,ST,1002,USD,TAN
0000002983,000010,MZ-FG-C990,1710,52,ST,1002,USD,TAN
0000002984,000010,MZ-FG-C990,1710,7,ST,1002,USD,TAN
0000002985,000010,MZ-FG-C990,1710,5,ST,1002,USD,TAN
0000002986,000010,MZ-FG-M525,1710,110,ST,1587,USD,TAN
0000002987,000010,MZ-FG-M525,1710,57,ST,1587,USD,TAN
0000002988,000010,MZ-FG-M525,1710,42,ST,1587,USD,TAN
0000002989,000010,MZ-FG-M525,1710,43,ST,1587,USD,TAN
0000002990,000010,MZ-FG-M525,1710,5,ST,1587,USD,TAN
0000002991,000010,MZ-FG-M525,1710,22,ST,1587,USD,TAN
0000002992,000010,MZ-FG-M550,1710,1,ST,3892,USD,TAN
0000002993,000010,MZ-FG-M550,1710,5,ST,3892,USD,TAN
0000002994,000010,MZ-FG-M550,1710,4,ST,3892,USD,TAN
0000002995,000010,MZ-FG-M550,1710,26,ST,3892,USD,TAN
0000002996,000010,MZ-FG-R100,1710,55,ST,565,USD,TAN
0000002997,000010,MZ-FG-R100,1710,14,ST,565,USD,TAN
0000002998,000010,MZ-FG-R100,1710,13,ST,565,USD,TAN
0000002999,000010,MZ-FG-R100,1710,3,ST,565,USD,TAN
0000003000,000010,MZ-FG-R100,1710,10,ST,565,USD,TAN
0000003001,000010,MZ-FG-R100,1710,2,ST,565,USD,TAN
0000003002,000010,MZ-FG-R200,1710,23,ST,3977,USD,TAN
0000003003,000010,MZ-FG-R200,1710,8,ST,3977,USD,TAN
0000003004,000010,MZ-FG-R200,1710,14,ST,3977,USD,TAN
0000003005,000010,MZ-FG-R200,1710,6,ST,3977,USD,TAN
0000003077,000010,MZ-FG-R300,1710,14,ST,7741,USD,TAN
0000003078,000010,MZ-FG-R300,1710,12,ST,7741,USD,TAN
0000003079,000010,MZ-FG-R300,1710,15,ST,7741,USD,TAN
0000003080,000010,MZ-FG-R300,1710,16,ST,7741,USD,TAN
0000003081,000010,MZ-FG-R300,1710,15,ST,7741,USD,TAN
0000003082,000010,MZ-FG-R300,1710,15,ST,7741,USD,TAN
0000003035,000010,MZ-FG-C900,1710,13,ST,440,USD,TAN
0000003036,000010,MZ-FG-C900,1710,13,ST,440,USD,TAN
0000003037,000010,MZ-FG-C900,1710,13,ST,440,USD,TAN
0000003038,000010,MZ-FG-C900,1710,15,ST,440,USD,TAN
0000003039,000010,MZ-FG-C900,1710,16,ST,440,USD,TAN
0000003040,000010,MZ-FG-C900,1710,17,ST,440,USD,TAN
0000003041,000010,MZ-FG-C950,1710,16,ST,675,USD,TAN
0000003042,000010,MZ-FG-C950,1710,15,ST,675,USD,TAN
0000003043,000010,MZ-FG-C950,1710,16,ST,675,USD,TAN
0000003044,000010,MZ-FG-C950,1710,15,ST,675,USD,TAN
0000003045,000010,MZ-FG-C950,1710,13,ST,675,USD,TAN
0000003046,000010,MZ-FG-C950,1710,10,ST,675,USD,TAN
0000003047,000010,MZ-FG-C990,1710,16,ST,1002,USD,TAN
0000003048,000010,MZ-FG-C990,1710,13,ST,1002,USD,TAN
0000003049,000010,MZ-FG-C990,1710,18,ST,1002,USD,TAN
0000003050,000010,MZ-FG-C990,1710,13,ST,1002,USD,TAN
0000003051,000010,MZ-FG-C990,1710,14,ST,1002,USD,TAN
0000003052,000010,MZ-FG-C990,1710,12,ST,1002,USD,TAN
0000003053,000010,MZ-FG-M525,1710,15,ST,1587,USD,TAN
0000003054,000010,MZ-FG-M525,1710,15,ST,1587,USD,TAN
0000003055,000010,MZ-FG-M525,1710,16,ST,1587,USD,TAN
0000003056,000010,MZ-FG-M525,1710,13,ST,1587,USD,TAN
0000003057,000010,MZ-FG-M525,1710,15,ST,1587,USD,TAN
0000003058,000010,MZ-FG-M525,1710,13,ST,1587,USD,TAN
0000003059,000010,MZ-FG-M550,1710,14,ST,3892,USD,TAN
0000003060,000010,MZ-FG-M550,1710,13,ST,3892,USD,TAN
0000003061,000010,MZ-FG-M550,1710,14,ST,3892,USD,TAN
0000003062,000010,MZ-FG-M550,1710,17,ST,3892,USD,TAN
0000003063,000010,MZ-FG-M550,1710,13,ST,3892,USD,TAN
0000003064,000010,MZ-FG-M550,1710,14,ST,3892,USD,TAN
0000003065,000010,MZ-FG-R100,1710,15,ST,565,USD,TAN
0000003066,000010,MZ-FG-R100,1710,14,ST,565,USD,TAN
0000003067,000010,MZ-FG-R100,1710,15,ST,565,USD,TAN
0000003068,000010,MZ-FG-R100,1710,12,ST,565,USD,TAN
0000003069,000010,MZ-FG-R100,1710,14,ST,565,USD,TAN
0000003070,000010,MZ-FG-R100,1710,11,ST,565,USD,TAN
0000003071,000010,MZ-FG-R200,1710,15,ST,3977,USD,TAN
0000003072,000010,MZ-FG-R200,1710,16,ST,3977,USD,TAN
0000003073,000010,MZ-FG-R200,1710,15,ST,3977,USD,TAN
0000003074,000010,MZ-FG-R200,1710,15,ST,3977,USD,TAN
0000003075,000010,MZ-FG-R200,1710,14,ST,3977,USD,TAN
0000003076,000010,MZ-FG-R200,1710,18,ST,3977,USD,TAN
0000003210,000010,MZ-FG-C900,1710,114,ST,440,USD,TAN
0000003211,000010,MZ-FG-C900,1710,21,ST,440,USD,TAN
0000003212,000010,MZ-FG-C950,1710,8,ST,675,USD,TAN
0000003213,000010,MZ-FG-C950,1710,7,ST,675,USD,TAN
0000003214,000010,MZ-FG-C950,1710,5,ST,675,USD,TAN
0000003215,000010,MZ-FG-C950,1710,16,ST,675,USD,TAN
0000003216,000010,MZ-FG-C950,1710,72,ST,675,USD,TAN
0000003217,000010,MZ-FG-C950,1710,37,ST,675,USD,TAN
0000003218,000010,MZ-FG-C990,1710,30,ST,1002,USD,TAN
0000003219,000010,MZ-FG-C990,1710,75,ST,1002,USD,TAN
0000003220,000010,MZ-FG-C990,1710,1,ST,1002,USD,TAN
0000003221,000010,MZ-FG-C990,1710,14,ST,1002,USD,TAN
0000003222,000010,MZ-FG-C990,1710,59,ST,1002,USD,TAN
0000003258,000010,MZ-FG-C990,1710,156,ST,1002,USD,TAN
0000003259,000010,MZ-FG-R100,1710,1,ST,565,USD,TAN
0000003260,000010,MZ-FG-R100,1710,5,ST,565,USD,TAN
0000003261,000010,MZ-FG-R100,1710,6,ST,565,USD,TAN
0000003262,000010,MZ-FG-R100,1710,11,ST,565,USD,TAN
0000003263,000010,MZ-FG-R100,1710,31,ST,565,USD,TAN
0000003264,000010,MZ-FG-R100,1710,74,ST,565,USD,TAN
0000003265,000010,MZ-FG-R200,1710,6,ST,3977,USD,TAN
0000003266,000010,MZ-FG-R200,1710,5,ST,3977,USD,TAN
0000003267,000010,MZ-FG-R200,1710,9,ST,3977,USD,TAN
0000003268,000010,MZ-FG-R200,1710,22,ST,3977,USD,TAN
0000003269,000010,MZ-FG-R200,1710,8,ST,3977,USD,TAN
0000003270,000010,MZ-FG-R200,1710,7,ST,3977,USD,TAN
0000003271,000010,MZ-FG-R300,1710,3,ST,7741,USD,TAN
0000003272,000010,MZ-FG-R300,1710,5,ST,7741,USD,TAN
0000003273,000010,MZ-FG-R300,1710,5,ST,7741,USD,TAN
0000003274,000010,MZ-FG-R300,1710,1,ST,7741,USD,TAN
0000003297,000010,MZ-FG-C900,1710,5,ST,440,USD,TAN
0000003298,000010,MZ-FG-C900,1710,45,ST,440,USD,TAN
0000003299,000010,MZ-FG-C900,1710,22,ST,440,USD,TAN
0000003300,000010,MZ-FG-C900,1710,145,ST,440,USD,TAN
0000003301,000010,MZ-FG-C900,1710,8,ST,440,USD,TAN
0000003302,000010,MZ-FG-C900,1710,21,ST,440,USD,TAN
0000003303,000010,MZ-FG-C900,1710,4,ST,440,USD,TAN
0000003304,000010,MZ-FG-C900,1710,16,ST,440,USD,TAN
0000003305,000010,MZ-FG-C900,1710,29,ST,440,USD,TAN
0000003306,000010,MZ-FG-C900,1710,179,ST,440,USD,TAN
0000003307,000010,MZ-FG-C900,1710,36,ST,440,USD,TAN
0000003308,000010,MZ-FG-C900,1710,12,ST,440,USD,TAN
0000003309,000010,MZ-FG-C900,1710,15,ST,440,USD,TAN
0000003310,000010,MZ-FG-C900,1710,15,ST,440,USD,TAN
0000003311,000010,MZ-FG-C900,1710,31,ST,440,USD,TAN
0000003312,000010,MZ-FG-C900,1710,185,ST,440,USD,TAN
0000003313,000010,MZ-FG-C900,1710,35,ST,440,USD,TAN
0000003314,000010,MZ-FG-C900,1710,5,ST,440,USD,TAN
0000003315,000010,MZ-FG-C900,1710,70,ST,440,USD,TAN
0000003316,000010,MZ-FG-C900,1710,10,ST,440,USD,TAN
0000003317,000010,MZ-FG-C900,1710,68,ST,440,USD,TAN
0000003318,000010,MZ-FG-C900,1710,121,ST,440,USD,TAN
0000003319,000010,MZ-FG-C900,1710,61,ST,440,USD,TAN
0000003320,000010,MZ-FG-C900,1710,16,ST,440,USD,TAN
0000003321,000010,MZ-FG-C900,1710,36,ST,440,USD,TAN
0000003322,000010,MZ-FG-C900,1710,96,ST,440,USD,TAN
0000003323,000010,MZ-FG-C900,1710,63,ST,440,USD,TAN
0000003324,000010,MZ-FG-C900,1710,13,ST,440,USD,TAN
0000003325,000010,MZ-FG-C900,1710,85,ST,440,USD,TAN
0000003326,000010,MZ-FG-C900,1710,113,ST,440,USD,TAN
0000003327,000010,MZ-FG-C900,1710,13,ST,440,USD,TAN
0000003328,000010,MZ-FG-C900,1710,7,ST,440,USD,TAN
0000003329,000010,MZ-FG-C900,1710,20,ST,440,USD,TAN
0000003330,000010,MZ-FG-C950,1710,14,ST,675,USD,TAN
0000003331,000010,MZ-FG-C950,1710,7,ST,675,USD,TAN
0000003332,000010,MZ-FG-C950,1710,57,ST,675,USD,TAN
0000003333,000010,MZ-FG-C950,1710,12,ST,675,USD,TAN
0000003334,000010,MZ-FG-C950,1710,40,ST,675,USD,TAN
0000003335,000010,MZ-FG-C950,1710,29,ST,675,USD,TAN
0000003336,000010,MZ-FG-C950,1710,34,ST,675,USD,TAN
0000003337,000010,MZ-FG-C950,1710,81,ST,675,USD,TAN
0000003338,000010,MZ-FG-C950,1710,38,ST,675,USD,TAN
0000003339,000010,MZ-FG-C950,1710,37,ST,675,USD,TAN
0000003340,000010,MZ-FG-C950,1710,8,ST,675,USD,TAN
0000003341,000010,MZ-FG-C950,1710,53,ST,675,USD,TAN
0000003342,000010,MZ-FG-C950,1710,61,ST,675,USD,TAN
0000003343,000010,MZ-FG-C950,1710,31,ST,675,USD,TAN
0000003344,000010,MZ-FG-C950,1710,24,ST,675,USD,TAN
0000003345,000010,MZ-FG-C950,1710,29,ST,675,USD,TAN
0000003346,000010,MZ-FG-C950,1710,77,ST,675,USD,TAN
0000003347,000010,MZ-FG-C950,1710,13,ST,675,USD,TAN
0000003348,000010,MZ-FG-C950,1710,63,ST,675,USD,TAN
0000003349,000010,MZ-FG-C950,1710,19,ST,675,USD,TAN
0000003350,000010,MZ-FG-C950,1710,65,ST,675,USD,TAN
