RSNUM,RSPOS,MATNR,WERKS,AUFNR,BDMNG,MEINS
0000000319,0007,MZ-RM-M525-07,1710,000001000184,149,ST
0000000319,0008,MZ-RM-M525-08,1710,000001000184,149,ST
0000000319,0009,MZ-RM-M525-09,1710,000001000184,149,ST
0000000319,0010,MZ-RM-M525-10,1710,000001000184,149,ST
0000000320,0001,MZ-RM-M500-01,1710,000001000185,48,ST
0000000320,0002,MZ-RM-M500-02,1710,000001000185,48,ST
0000000320,0003,MZ-RM-M500-03,1710,000001000185,48,ST
0000000320,0004,MZ-RM-M500-04,1710,000001000185,96,ST
0000000320,0005,MZ-RM-M500-05,1710,000001000185,48,ST
0000000320,0006,MZ-RM-M500-06,1710,000001000185,48,ST
0000000320,0007,MZ-RM-M500-07,1710,000001000185,48,ST
0000000320,0008,MZ-RM-M500-08,1710,000001000185,48,ST
0000000320,0009,MZ-RM-M500-09,1710,000001000185,48,ST
0000000320,0010,MZ-RM-M500-10,1710,000001000185,48,ST
0000000321,0001,MZ-RM-C990-01,1710,000001000186,140,ST
0000000321,0002,MZ-RM-C990-02,1710,000001000186,140,ST
0000000321,0003,MZ-RM-C990-03,1710,000001000186,140,ST
0000000321,0004,MZ-RM-C990-04,1710,000001000186,280,ST
0000000321,0005,MZ-RM-C990-05,1710,000001000186,140,ST
0000000321,0006,MZ-RM-C990-06,1710,000001000186,140,ST
0000000321,0007,MZ-RM-C990-09,1710,000001000186,140,ST
0000000322,0001,MZ-RM-C950-01,1710,000001000187,50,ST
0000000322,0002,MZ-RM-C950-02,1710,000001000187,50,ST
0000000322,0003,MZ-RM-C950-03,1710,000001000187,50,ST
0000000322,0004,MZ-RM-C950-04,1710,000001000187,100,ST
0000000322,0005,MZ-RM-C950-05,1710,000001000187,50,ST
0000000322,0006,MZ-RM-C950-06,1710,000001000187,50,ST
0000000322,0007,MZ-RM-C950-07,1710,000001000187,50,ST
0000000323,0001,MZ-RM-C900-01,1710,000001000188,53,ST
0000000323,0002,MZ-RM-C900-02,1710,000001000188,53,ST
0000000323,0003,MZ-RM-C900-03,1710,000001000188,53,ST
0000000323,0004,MZ-RM-C900-04,1710,000001000188,106,ST
0000000323,0005,MZ-RM-C900-05,1710,000001000188,53,ST
0000000323,0006,MZ-RM-C900-06,1710,000001000188,53,ST
0000000323,0007,MZ-RM-C900-07,1710,000001000188,53,ST
0000000324,0001,MZ-RM-R200-01,1710,000001000189,12,ST
0000000324,0002,MZ-RM-R200-02,1710,000001000189,12,ST
0000000324,0003,MZ-RM-R200-03,1710,000001000189,12,ST
0000000324,0004,MZ-RM-R200-04,1710,000001000189,24,ST
0000000324,0005,MZ-RM-R200-05,1710,000001000189,12,ST
0000000324,0006,MZ-RM-R200-06,1710,000001000189,12,ST
0000000324,0007,MZ-RM-R200-07,1710,000001000189,12,ST
0000000324,0008,MZ-RM-R200-08,1710,000001000189,12,ST
0000000324,0009,MZ-RM-R200-09,1710,000001000189,12,ST
0000000325,0001,MZ-RM-M550-01,1710,000001000190,2,ST
0000000325,0002,MZ-RM-M550-02,1710,000001000190,2,ST
0000000325,0003,MZ-RM-M550-03,1710,000001000190,2,ST
0000000325,0004,MZ-RM-M550-04,1710,000001000190,4,ST
0000000325,0005,MZ-RM-M550-05,1710,000001000190,2,ST
0000000325,0006,MZ-RM-M550-06,1710,000001000190,2,ST
0000000325,0007,MZ-RM-M550-07,1710,000001000190,2,ST
0000000325,0008,MZ-RM-M550-08,1710,000001000190,2,ST
0000000325,0009,MZ-RM-M550-09,1710,000001000190,2,ST
0000000325,0010,MZ-RM-M550-10,1710,000001000190,2,ST
0000000326,0001,MZ-RM-M525-01,1710,000001000191,58,ST
0000000326,0002,MZ-RM-M525-02,1710,000001000191,58,ST
0000000326,0003,MZ-RM-M525-03,1710,000001000191,58,ST
0000000326,0004,MZ-RM-M525-04,1710,000001000191,116,ST
0000000326,0005,MZ-RM-M525-05,1710,000001000191,58,ST
0000000326,0006,MZ-RM-M525-06,1710,000001000191,58,ST
0000000326,0007,MZ-RM-M525-07,1710,000001000191,58,ST
0000000326,0008,MZ-RM-M525-08,1710,000001000191,58,ST
0000000326,0009,MZ-RM-M525-09,1710,000001000191,58,ST
0000000326,0010,MZ-RM-M525-10,1710,000001000191,58,ST
0000000327,0001,MZ-RM-C950-01,1710,000001000192,1,ST
0000000327,0002,MZ-RM-C950-02,1710,000001000192,1,ST
0000000327,0003,MZ-RM-C950-03,1710,000001000192,1,ST
0000000327,0004,MZ-RM-C950-04,1710,000001000192,2,ST
0000000327,0005,MZ-RM-C950-05,1710,000001000192,1,ST
0000000327,0006,MZ-RM-C950-06,1710,000001000192,1,ST
0000000327,0007,MZ-RM-C950-07,1710,000001000192,1,ST
0000000328,0001,MZ-RM-C900-01,1710,000001000193,1,ST
0000000328,0002,MZ-RM-C900-02,1710,000001000193,1,ST
0000000328,0003,MZ-RM-C900-03,1710,000001000193,1,ST
0000000328,0004,MZ-RM-C900-04,1710,000001000193,2,ST
0000000328,0005,MZ-RM-C900-05,1710,000001000193,1,ST
0000000328,0006,MZ-RM-C900-06,1710,000001000193,1,ST
0000000328,0007,MZ-RM-C900-07,1710,000001000193,1,ST
0000000335,0001,MZ-RM-R300-01,1710,000001000200,35,ST
0000000335,0002,MZ-RM-R300-02,1710,000001000200,35,ST
0000000335,0003,MZ-RM-R300-03,1710,000001000200,35,ST
0000000335,0004,MZ-RM-R300-04,1710,000001000200,70,ST
0000000335,0005,MZ-RM-R300-05,1710,000001000200,35,ST
0000000335,0006,MZ-RM-R300-06,1710,000001000200,35,ST
0000000335,0007,MZ-RM-R300-07,1710,000001000200,35,ST
0000000335,0008,MZ-RM-R300-08,1710,000001000200,35,ST
0000000335,0009,MZ-RM-R300-09,1710,000001000200,35,ST
0000000336,0001,MZ-RM-R200-01,1710,000001000201,43,ST
0000000336,0002,MZ-RM-R200-02,1710,000001000201,43,ST
0000000336,0003,MZ-RM-R200-03,1710,000001000201,43,ST
0000000336,0004,MZ-RM-R200-04,1710,000001000201,86,ST
0000000336,0005,MZ-RM-R200-05,1710,000001000201,43,ST
0000000336,0006,MZ-RM-R200-06,1710,000001000201,43,ST
0000000336,0007,MZ-RM-R200-07,1710,000001000201,43,ST
0000000336,0008,MZ-RM-R200-08,1710,000001000201,43,ST
0000000336,0009,MZ-RM-R200-09,1710,000001000201,43,ST
0000000337,0001,MZ-RM-R100-01,1710,000001000202,101,ST
0000000337,0002,MZ-RM-R100-02,1710,000001000202,101,ST
0000000337,0003,MZ-RM-R100-04,1710,000001000202,101,ST
0000000337,0004,MZ-RM-R100-05,1710,000001000202,202,ST
0000000337,0005,MZ-RM-R100-06,1710,000001000202,101,ST
0000000337,0006,MZ-RM-R100-07,1710,000001000202,101,ST
0000000337,0007,MZ-RM-R100-08,1710,000001000202,101,ST
0000000337,0008,MZ-RM-R100-09,1710,000001000202,101,ST
0000000337,0009,MZ-RM-R100-10,1710,000001000202,101,ST
0000000338,0001,MZ-RM-M550-01,1710,000001000203,59,ST
0000000338,0002,MZ-RM-M550-02,1710,000001000203,59,ST
0000000338,0003,MZ-RM-M550-03,1710,000001000203,59,ST
0000000338,0004,MZ-RM-M550-04,1710,000001000203,118,ST
0000000338,0005,MZ-RM-M550-05,1710,000001000203,59,ST
0000000338,0006,MZ-RM-M550-06,1710,000001000203,59,ST
0000000338,0007,MZ-RM-M550-07,1710,000001000203,59,ST
0000000338,0008,MZ-RM-M550-08,1710,000001000203,59,ST
0000000338,0009,MZ-RM-M550-09,1710,000001000203,59,ST
0000000338,0010,MZ-RM-M550-10,1710,000001000203,59,ST
0000000339,0001,MZ-RM-M525-01,1710,000001000204,238,ST
0000000339,0002,MZ-RM-M525-02,1710,000001000204,238,ST
0000000339,0003,MZ-RM-M525-03,1710,000001000204,238,ST
0000000339,0004,MZ-RM-M525-04,1710,000001000204,476,ST
0000000339,0005,MZ-RM-M525-05,1710,000001000204,238,ST
0000000339,0006,MZ-RM-M525-06,1710,000001000204,238,ST
0000000339,0007,MZ-RM-M525-07,1710,000001000204,238,ST
0000000339,0008,MZ-RM-M525-08,1710,000001000204,238,ST
0000000339,0009,MZ-RM-M525-09,1710,000001000204,238,ST
0000000339,0010,MZ-RM-M525-10,1710,000001000204,238,ST
0000000340,0001,MZ-RM-M500-01,1710,000001000205,122,ST
0000000340,0002,MZ-RM-M500-02,1710,000001000205,122,ST
0000000340,0003,MZ-RM-M500-03,1710,000001000205,122,ST
0000000340,0004,MZ-RM-M500-04,1710,000001000205,244,ST
0000000340,0005,MZ-RM-M500-05,1710,000001000205,122,ST
0000000340,0006,MZ-RM-M500-06,1710,000001000205,122,ST
0000000340,0007,MZ-RM-M500-07,1710,000001000205,122,ST
0000000340,0008,MZ-RM-M500-08,1710,000001000205,122,ST
0000000340,0009,MZ-RM-M500-09,1710,000001000205,122,ST
0000000340,0010,MZ-RM-M500-10,1710,000001000205,122,ST
0000000341,0001,MZ-RM-C990-01,1710,000001000206,265,ST
0000000341,0002,MZ-RM-C990-02,1710,000001000206,265,ST
0000000341,0003,MZ-RM-C990-03,1710,000001000206,265,ST
0000000341,0004,MZ-RM-C990-04,1710,000001000206,530,ST
0000000341,0005,MZ-RM-C990-05,1710,000001000206,265,ST
0000000341,0006,MZ-RM-C990-06,1710,000001000206,265,ST
0000000341,0007,MZ-RM-C990-09,1710,000001000206,265,ST
0000000342,0001,MZ-RM-C950-01,1710,000001000207,203,ST
0000000342,0002,MZ-RM-C950-02,1710,000001000207,203,ST
0000000342,0003,MZ-RM-C950-03,1710,000001000207,203,ST
0000000342,0004,MZ-RM-C950-04,1710,000001000207,406,ST
0000000342,0005,MZ-RM-C950-05,1710,000001000207,203,ST
0000000342,0006,MZ-RM-C950-06,1710,000001000207,203,ST
0000000342,0007,MZ-RM-C950-07,1710,000001000207,203,ST
0000000343,0001,MZ-RM-C900-01,1710,000001000208,381,ST
0000000343,0002,MZ-RM-C900-02,1710,000001000208,381,ST
0000000343,0003,MZ-RM-C900-03,1710,000001000208,381,ST
0000000343,0004,MZ-RM-C900-04,1710,000001000208,762,ST
0000000343,0005,MZ-RM-C900-05,1710,000001000208,381,ST
0000000343,0006,MZ-RM-C900-06,1710,000001000208,381,ST
0000000343,0007,MZ-RM-C900-07,1710,000001000208,381,ST
0000000744,0006,MZ-RM-M500-06,1710,000001000294,68,ST
0000000744,0007,MZ-RM-M500-07,1710,000001000294,68,ST
0000000744,0008,MZ-RM-M500-08,1710,000001000294,68,ST
0000000744,0009,MZ-RM-M500-09,1710,000001000294,68,ST
0000000744,0010,MZ-RM-M500-10,1710,000001000294,68,ST
0000000745,0001,MZ-RM-C990-01,1710,000001000295,323,ST
0000000745,0002,MZ-RM-C990-02,1710,000001000295,323,ST
0000000745,0003,MZ-RM-C990-03,1710,000001000295,323,ST
0000000745,0004,MZ-RM-C990-04,1710,000001000295,646,ST
0000000745,0005,MZ-RM-C990-05,1710,000001000295,323,ST
0000000745,0006,MZ-RM-C990-06,1710,000001000295,323,ST
0000000745,0007,MZ-RM-C990-09,1710,000001000295,323,ST
0000000746,0001,MZ-RM-C950-01,1710,000001000296,177,ST
0000000746,0002,MZ-RM-C950-02,1710,000001000296,177,ST
0000000746,0003,MZ-RM-C950-03,1710,000001000296,177,ST
0000000746,0004,MZ-RM-C950-04,1710,000001000296,354,ST
0000000398,0003,MZ-RM-R200-03,1710,000001000221,92,ST
0000000398,0004,MZ-RM-R200-04,1710,000001000221,184,ST
0000000398,0005,MZ-RM-R200-05,1710,000001000221,92,ST
0000000398,0006,MZ-RM-R200-06,1710,000001000221,92,ST
0000000398,0007,MZ-RM-R200-07,1710,000001000221,92,ST
0000000398,0008,MZ-RM-R200-08,1710,000001000221,92,ST
0000000398,0009,MZ-RM-R200-09,1710,000001000221,92,ST
0000000399,0001,MZ-RM-R100-01,1710,000001000222,175,ST
0000000399,0002,MZ-RM-R100-02,1710,000001000222,175,ST
0000000399,0003,MZ-RM-R100-04,1710,000001000222,175,ST
0000000399,0004,MZ-RM-R100-05,1710,000001000222,350,ST
0000000399,0005,MZ-RM-R100-06,1710,000001000222,175,ST
0000000399,0006,MZ-RM-R100-07,1710,000001000222,175,ST
0000000399,0007,MZ-RM-R100-08,1710,000001000222,175,ST
0000000399,0008,MZ-RM-R100-09,1710,000001000222,175,ST
0000000399,0009,MZ-RM-R100-10,1710,000001000222,175,ST
0000000400,0001,MZ-RM-M550-01,1710,000001000223,34,ST
0000000400,0002,MZ-RM-M550-02,1710,000001000223,34,ST
0000000400,0003,MZ-RM-M550-03,1710,000001000223,34,ST
0000000400,0004,MZ-RM-M550-04,1710,000001000223,68,ST
0000000400,0005,MZ-RM-M550-05,1710,000001000223,34,ST
0000000400,0006,MZ-RM-M550-06,1710,000001000223,34,ST
0000000400,0007,MZ-RM-M550-07,1710,000001000223,34,ST
0000000400,0008,MZ-RM-M550-08,1710,000001000223,34,ST
0000000400,0009,MZ-RM-M550-09,1710,000001000223,34,ST
0000000400,0010,MZ-RM-M550-10,1710,000001000223,34,ST
0000000401,0001,MZ-RM-M525-01,1710,000001000224,267,ST
0000000401,0002,MZ-RM-M525-02,1710,000001000224,267,ST
0000000401,0003,MZ-RM-M525-03,1710,000001000224,267,ST
0000000401,0004,MZ-RM-M525-04,1710,000001000224,534,ST
0000000401,0005,MZ-RM-M525-05,1710,000001000224,267,ST
0000000401,0006,MZ-RM-M525-06,1710,000001000224,267,ST
0000000401,0007,MZ-RM-M525-07,1710,000001000224,267,ST
0000000401,0008,MZ-RM-M525-08,1710,000001000224,267,ST
0000000401,0009,MZ-RM-M525-09,1710,000001000224,267,ST
0000000401,0010,MZ-RM-M525-10,1710,000001000224,267,ST
0000000402,0001,MZ-RM-M500-01,1710,000001000225,66,ST
0000000402,0002,MZ-RM-M500-02,1710,000001000225,66,ST
0000000402,0003,MZ-RM-M500-03,1710,000001000225,66,ST
0000000402,0004,MZ-RM-M500-04,1710,000001000225,132,ST
0000000402,0005,MZ-RM-M500-05,1710,000001000225,66,ST
0000000402,0006,MZ-RM-M500-06,1710,000001000225,66,ST
0000000402,0007,MZ-RM-M500-07,1710,000001000225,66,ST
0000000402,0008,MZ-RM-M500-08,1710,000001000225,66,ST
0000000402,0009,MZ-RM-M500-09,1710,000001000225,66,ST
0000000402,0010,MZ-RM-M500-10,1710,000001000225,66,ST
0000000403,0001,MZ-RM-C990-01,1710,000001000226,315,ST
0000000403,0002,MZ-RM-C990-02,1710,000001000226,315,ST
0000000403,0003,MZ-RM-C990-03,1710,000001000226,315,ST
0000000403,0004,MZ-RM-C990-04,1710,000001000226,630,ST
0000000403,0005,MZ-RM-C990-05,1710,000001000226,315,ST
0000000403,0006,MZ-RM-C990-06,1710,000001000226,315,ST
0000000403,0007,MZ-RM-C990-09,1710,000001000226,315,ST
0000000404,0001,MZ-RM-C950-01,1710,000001000227,168,ST
0000000404,0002,MZ-RM-C950-02,1710,000001000227,168,ST
0000000404,0003,MZ-RM-C950-03,1710,000001000227,168,ST
0000000404,0004,MZ-RM-C950-04,1710,000001000227,336,ST
0000000404,0005,MZ-RM-C950-05,1710,000001000227,168,ST
0000000404,0006,MZ-RM-C950-06,1710,000001000227,168,ST
0000000404,0007,MZ-RM-C950-07,1710,000001000227,168,ST
0000000405,0001,MZ-RM-C900-01,1710,000001000228,180,ST
0000000405,0002,MZ-RM-C900-02,1710,000001000228,180,ST
0000000405,0003,MZ-RM-C900-03,1710,000001000228,180,ST
0000000405,0004,MZ-RM-C900-04,1710,000001000228,360,ST
0000000405,0005,MZ-RM-C900-05,1710,000001000228,180,ST
0000000405,0006,MZ-RM-C900-06,1710,000001000228,180,ST
0000000405,0007,MZ-RM-C900-07,1710,000001000228,180,ST
0000000356,0001,SG21,1710,000002000060,10,ST
0000000356,0002,RM122,1710,000002000060,10,ST
0000000356,0003,RM128,1710,000002000060,10,ST
0000000356,0004,RM120,1710,000002000060,10,ST
0000000356,0005,SG23,1710,000002000060,10,ST
0000000356,0006,SG25,1710,000002000060,10,ST
0000000356,0007,SG224,1710,000002000060,10,ST
0000000356,0008,RM27,1710,000002000060,10,ST
0000000356,0010,RM16,1710,000002000060,10,ST
0000000356,0011,RM17,1710,000002000060,10,ST
0000000356,0012,RM18,1710,000002000060,10,ST
0000000406,0002,R-302,1710,000001000229,100,ST
0000000406,0001,S-301,1710,000001000229,100,ST
0000000417,0001,S-201,1710,000001000230,30,ST
0000000417,0002,S-202,1710,000001000230,30,ST
0000000419,0001,R-401,1710,000001000232,22,ST
0000000418,0001,S-301,1710,000001000231,22,ST
0000000418,0002,R-302,1710,000001000231,22,ST
0000000410,0002,EWMS4-503,1710,000001000233,48,ST
0000000410,0003,EWMS4-601,1710,000001000233,192,ST
0000000420,0001,SP001,1710,000004000080,1,ST
0000000422,0001,SP001,1710,000004000082,15,ST
0000000180,0001,SP006,1710,000004000001,1,ST
0000000200,0001,SP001,1710,000004000021,1,ST
0000000200,0002,SP006,1710,000004000021,1,ST
0000000277,0001,SP001,1710,000004000040,2,ST
0000000423,0001,SP001,1710,000004000083,1,ST
0000000746,0005,MZ-RM-C950-05,1710,000001000296,177,ST
0000000746,0006,MZ-RM-C950-06,1710,000001000296,177,ST
0000000746,0007,MZ-RM-C950-07,1710,000001000296,177,ST
0000000747,0001,MZ-RM-C900-01,1710,000001000297,126,ST
0000000747,0002,MZ-RM-C900-02,1710,000001000297,126,ST
0000000747,0003,MZ-RM-C900-03,1710,000001000297,126,ST
0000000747,0004,MZ-RM-C900-04,1710,000001000297,252,ST
0000000747,0005,MZ-RM-C900-05,1710,000001000297,126,ST
0000000747,0006,MZ-RM-C900-06,1710,000001000297,126,ST
0000000747,0007,MZ-RM-C900-07,1710,000001000297,126,ST
0000000748,0001,MZ-RM-R300-01,1710,000001000298,33,ST
0000000748,0002,MZ-RM-R300-02,1710,000001000298,33,ST
0000000748,0003,MZ-RM-R300-03,1710,000001000298,33,ST
0000000748,0004,MZ-RM-R300-04,1710,000001000298,66,ST
0000000748,0005,MZ-RM-R300-05,1710,000001000298,33,ST
0000000748,0006,MZ-RM-R300-06,1710,000001000298,33,ST
0000000748,0007,MZ-RM-R300-07,1710,000001000298,33,ST
0000000748,0008,MZ-RM-R300-08,1710,000001000298,33,ST
0000000748,0009,MZ-RM-R300-09,1710,000001000298,33,ST
0000000749,0001,MZ-RM-R200-01,1710,000001000299,41,ST
0000000749,0002,MZ-RM-R200-02,1710,000001000299,41,ST
0000000749,0003,MZ-RM-R200-03,1710,000001000299,41,ST
0000000749,0004,MZ-RM-R200-04,1710,000001000299,82,ST
0000000749,0005,MZ-RM-R200-05,1710,000001000299,41,ST
0000000749,0006,MZ-RM-R200-06,1710,000001000299,41,ST
0000000749,0007,MZ-RM-R200-07,1710,000001000299,41,ST
0000000749,0008,MZ-RM-R200-08,1710,000001000299,41,ST
0000000749,0009,MZ-RM-R200-09,1710,000001000299,41,ST
0000000750,0001,MZ-RM-R100-01,1710,000001000300,69,ST
0000000750,0002,MZ-RM-R100-02,1710,000001000300,69,ST
0000000750,0003,MZ-RM-R100-04,1710,000001000300,69,ST
0000000750,0004,MZ-RM-R100-05,1710,000001000300,138,ST
0000000750,0005,MZ-RM-R100-06,1710,000001000300,69,ST
0000000750,0006,MZ-RM-R100-07,1710,000001000300,69,ST
0000000750,0007,MZ-RM-R100-08,1710,000001000300,69,ST
0000000750,0008,MZ-RM-R100-09,1710,000001000300,69,ST
0000000750,0009,MZ-RM-R100-10,1710,000001000300,69,ST
0000000751,0001,MZ-RM-M550-01,1710,000001000301,59,ST
0000000751,0002,MZ-RM-M550-02,1710,000001000301,59,ST
0000000751,0003,MZ-RM-M550-03,1710,000001000301,59,ST
0000000751,0004,MZ-RM-M550-04,1710,000001000301,118,ST
0000000751,0005,MZ-RM-M550-05,1710,000001000301,59,ST
0000000751,0006,MZ-RM-M550-06,1710,000001000301,59,ST
0000000751,0007,MZ-RM-M550-07,1710,000001000301,59,ST
0000000751,0008,MZ-RM-M550-08,1710,000001000301,59,ST
0000000751,0009,MZ-RM-M550-09,1710,000001000301,59,ST
0000000751,0010,MZ-RM-M550-10,1710,000001000301,59,ST
0000000752,0001,MZ-RM-M525-01,1710,000001000302,296,ST
0000000752,0002,MZ-RM-M525-02,1710,000001000302,296,ST
0000000752,0003,MZ-RM-M525-03,1710,000001000302,296,ST
0000000752,0004,MZ-RM-M525-04,1710,000001000302,592,ST
0000000752,0005,MZ-RM-M525-05,1710,000001000302,296,ST
0000000752,0006,MZ-RM-M525-06,1710,000001000302,296,ST
0000000752,0007,MZ-RM-M525-07,1710,000001000302,296,ST
0000000752,0008,MZ-RM-M525-08,1710,000001000302,296,ST
0000000752,0009,MZ-RM-M525-09,1710,000001000302,296,ST
0000000752,0010,MZ-RM-M525-10,1710,000001000302,296,ST
0000000753,0001,MZ-RM-M500-01,1710,000001000303,68,ST
0000000753,0002,MZ-RM-M500-02,1710,000001000303,68,ST
0000000753,0003,MZ-RM-M500-03,1710,000001000303,68,ST
0000000753,0004,MZ-RM-M500-04,1710,000001000303,136,ST
0000000753,0005,MZ-RM-M500-05,1710,000001000303,68,ST
0000000753,0006,MZ-RM-M500-06,1710,000001000303,68,ST
0000000753,0007,MZ-RM-M500-07,1710,000001000303,68,ST
0000000753,0008,MZ-RM-M500-08,1710,000001000303,68,ST
0000000753,0009,MZ-RM-M500-09,1710,000001000303,68,ST
0000000753,0010,MZ-RM-M500-10,1710,000001000303,68,ST
0000000754,0001,MZ-RM-C990-01,1710,000001000304,323,ST
0000000754,0002,MZ-RM-C990-02,1710,000001000304,323,ST
0000000754,0003,MZ-RM-C990-03,1710,000001000304,323,ST
0000000754,0004,MZ-RM-C990-04,1710,000001000304,646,ST
0000000754,0005,MZ-RM-C990-05,1710,000001000304,323,ST
0000000754,0006,MZ-RM-C990-06,1710,000001000304,323,ST
0000000754,0007,MZ-RM-C990-09,1710,000001000304,323,ST
0000000755,0001,MZ-RM-C950-01,1710,000001000305,177,ST
0000000755,0002,MZ-RM-C950-02,1710,000001000305,177,ST
0000000755,0003,MZ-RM-C950-03,1710,000001000305,177,ST
0000000755,0004,MZ-RM-C950-04,1710,000001000305,354,ST
0000000755,0005,MZ-RM-C950-05,1710,000001000305,177,ST
0000000755,0006,MZ-RM-C950-06,1710,000001000305,177,ST
0000000755,0007,MZ-RM-C950-07,1710,000001000305,177,ST
0000000756,0001,MZ-RM-C900-01,1710,000001000306,126,ST
0000000756,0002,MZ-RM-C900-02,1710,000001000306,126,ST
0000000756,0003,MZ-RM-C900-03,1710,000001000306,126,ST
0000000756,0004,MZ-RM-C900-04,1710,000001000306,252,ST
0000000756,0005,MZ-RM-C900-05,1710,000001000306,126,ST
0000000756,0006,MZ-RM-C900-06,1710,000001000306,126,ST
0000000756,0007,MZ-RM-C900-07,1710,000001000306,126,ST
0000000770,0010,RM16,1710,000002000100,10,ST
0000000770,0011,RM17,1710,000002000100,10,ST
0000000770,0012,RM18,1710,000002000100,10,ST
0000000800,0001,S-201,1710,000001000320,1000,ST
0000000800,0002,S-203,1710,000001000320,1000,ST
0000000956,0001,RM124,1710,000001000402,100,ST
0000000956,0002,RM124,1710,000001000402,100,ST
0000015312,0001,RM124,1710,,100,ST
0000015312,0002,RM124,1710,,100,ST
0000001383,0001,RM13,1710,,60,ST
0000001383,0002,RM14,1710,,60,ST
0000001401,0001,RM13,1710,,60,ST
0000001401,0002,RM14,1710,,60,ST
0000001384,0001,RM13,1710,,5,ST
0000001384,0002,RM14,1710,,5,ST
0000001403,0001,RM124,1710,000001000741,500,ST
0000001403,0002,RM124,1710,000001000741,500,ST
0000001404,0001,RM124,1710,000001000742,500,ST
0000001404,0002,RM124,1710,000001000742,500,ST
0000001402,0001,RM124,1710,000001000740,500,ST
0000001402,0002,RM124,1710,000001000740,500,ST
0000002326,0001,RM124,1710,000001001400,50,ST
0000002326,0002,RM124,1710,000001001400,50,ST
0000000802,0001,R-401,1710,000001000322,700,ST
0000000891,0005,SG23,1710,000001000380,5,ST
0000000801,0001,S-301,1710,000001000321,1000,ST
0000004347,0001,RM27,1710,000001001441,10,ST
0000000891,0006,SG25,1710,000001000380,5,ST
0000000891,0007,SG124,1710,000001000380,5,ST
0000000805,0001,SG21,1710,000001000340,100,ST
0000000805,0002,RM122,1710,000001000340,100,ST
0000000805,0003,RM128,1710,000001000340,100,ST
0000000805,0004,RM120,1710,000001000340,100,ST
0000000790,0003,SP003,1710,000004000101,1,ST
0000000790,0004,SP006,1710,000004000101,1,ST
0000000793,0001,SP001,1710,000004000103,4,ST
0000000792,0001,SP005,1710,000004000102,1,ST
0000000794,0001,EWMS4-502,1710,000001000325,24,ST
0000000794,0003,EWMS4-601,1710,000001000325,192,ST
0000001422,0002,SG24,1710,000001000744,1500,CCM
0000000805,0005,SG23,1710,000001000340,100,ST
0000000805,0006,SG25,1710,000001000340,100,ST
0000000805,0008,RM20,1710,000001000340,100,ST
0000000805,0009,RM27,1710,000001000340,100,ST
0000000805,0010,SG22,1710,000001000340,100,ST
0000000805,0011,RM16,1710,000001000340,100,ST
0000000805,0012,RM17,1710,000001000340,100,ST
0000000805,0013,RM18,1710,000001000340,100,ST
0000000805,0007,SG124,1710,000001000340,100,ST
0000000023,0013,RM18,1710,000001000020,100,ST
0000000023,0001,SG21,1710,000001000020,100,ST
0000000023,0002,RM122,1710,000001000020,100,ST
0000000023,0004,RM120,1710,000001000020,100,ST
0000000806,0001,MZ-RM-R300-01,1710,000001000341,29,ST
0000000806,0002,MZ-RM-R300-02,1710,000001000341,29,ST
0000000806,0003,MZ-RM-R300-03,1710,000001000341,29,ST
0000000806,0004,MZ-RM-R300-04,1710,000001000341,58,ST
0000000806,0005,MZ-RM-R300-05,1710,000001000341,29,ST
0000000806,0006,MZ-RM-R300-06,1710,000001000341,29,ST
0000000806,0007,MZ-RM-R300-07,1710,000001000341,29,ST
0000000806,0008,MZ-RM-R300-08,1710,000001000341,29,ST
0000000806,0009,MZ-RM-R300-09,1710,000001000341,29,ST
0000000807,0001,MZ-RM-R200-01,1710,000001000342,63,ST
0000000807,0002,MZ-RM-R200-02,1710,000001000342,63,ST
0000000807,0003,MZ-RM-R200-03,1710,000001000342,63,ST
0000000807,0004,MZ-RM-R200-04,1710,000001000342,126,ST
0000000807,0005,MZ-RM-R200-05,1710,000001000342,63,ST
0000000807,0006,MZ-RM-R200-06,1710,000001000342,63,ST
0000000807,0007,MZ-RM-R200-07,1710,000001000342,63,ST
0000000807,0008,MZ-RM-R200-08,1710,000001000342,63,ST
0000000807,0009,MZ-RM-R200-09,1710,000001000342,63,ST
0000000808,0001,MZ-RM-R100-01,1710,000001000343,52,ST
0000000808,0002,MZ-RM-R100-02,1710,000001000343,52,ST
0000000808,0003,MZ-RM-R100-04,1710,000001000343,52,ST
0000000808,0004,MZ-RM-R100-05,1710,000001000343,104,ST
0000000808,0005,MZ-RM-R100-06,1710,000001000343,52,ST
0000000808,0006,MZ-RM-R100-07,1710,000001000343,52,ST
0000000808,0007,MZ-RM-R100-08,1710,000001000343,52,ST
0000000808,0008,MZ-RM-R100-09,1710,000001000343,52,ST
0000000808,0009,MZ-RM-R100-10,1710,000001000343,52,ST
0000000809,0001,MZ-RM-M550-01,1710,000001000344,21,ST
0000000809,0002,MZ-RM-M550-02,1710,000001000344,21,ST
0000000809,0003,MZ-RM-M550-03,1710,000001000344,21,ST
0000000809,0004,MZ-RM-M550-04,1710,000001000344,42,ST
0000000809,0005,MZ-RM-M550-05,1710,000001000344,21,ST
0000000809,0006,MZ-RM-M550-06,1710,000001000344,21,ST
0000000809,0007,MZ-RM-M550-07,1710,000001000344,21,ST
0000000809,0008,MZ-RM-M550-08,1710,000001000344,21,ST
