MANDT,VBELN,FKART,FKTYP,VBTYP,WAERK,VKORG,VTWEG,KALSM,KNUMV,VSBED,FKDAT,BELNR,GJAHR,POPER,KONDA,KDGRP,BZIRK,PLTYP,INCO1,INCO2,RFBSK,MRNKZ,KURRF,CPKUR,VALTG,VALDT,ZTERM,ZLSCH,KTGRD,LAND1,REGIO,COUNC,CITYC,BUKRS,TAXK1,TAXK2,TAXK3,TAXK4,TAXK5,TAXK6,TAXK7,TAXK8,TAXK9,NETWR,ZUKRI,ERNAM,ERZET,ERDAT,STAFO,KUNRG,KUNAG,MABER,STWAE,STCEG,AEDAT,SFAKN,KNUMA,FKART_RL,FKDAT_RL,KURST,MSCHL,MANSP,SPART,KKBER,KNKLI,CMWAE,CMKUF,HITYP_PR,BSTNK_VF,VBUND,FKART_AB,KAPPL,LANDTX,STCEG_H,STCEG_L,XBLNR,ZUONR,MWSBK,LOGSYS,FKSTO,XEGDR,RPLNR,J_1AFITP,KURRF_DAT,KIDNO,BVTYP,NUMPG,BUPLA,VKONT,FKK_DOCSTAT,NRZAS,SPE_BILLING_IND,VTREF,FK_SOURCE_SYS,FKTYP_CRM,STGRD,CHANGED_ON,EXPKZ,EXNUM,AKWAE,AKKUR,LCNUM,_DATAAGING,BUCHK,GBSTK,RELIK,UVALS,UVPRS,FKSAK,FKARA,VF_STATUS,VF_TODO,BDR_STATUS,BDR_REF,BDR_REF_LOGSYS,ABSTK,DRAFT,ACTIVEDOCUMENT,GRWCU,BLART,INTRA_REL,INTRA_EXCL,ACCRREL,J_1TPBUPL,INCOV,INCO2_L,INCO3_L,DUMMY_BILLINGDOC_INCL_EEW_PS,ZAPCGKH,APCGK_EXTENDH,ZABDATH,DPC_REL,AD01BASDOC,AD01FAREG,VCHRNMBR,J_3GKBAUL,J_3GKENIE,KUNWE,MNDID,PAY_TYPE,SEPON,MNDVG,SPPAYM,SPPORD,BDR_REF_VBTYP,PBD_STATUS,PSPSD,SDM_VERSION,GLO_LOG_REF1_HD,CLRST,APM_APPROVAL_STATUS,APM_APPROVAL_REASON,SRCEDOC_EXT_COMM_SYST_TYPE,ICO_LIFNR,CUSTH_UNIV_SALES_RELVNCE,CUSTH_BRANCH_UUID
100,0090002486,F2,L,M,USD,1710,10,Y17J01,0000010510,01,20200422,9400000572,2020,000,C1,Z1,US0004,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,CT,,,1710,0,,,,,,,,,61425,,BPINST,192556,20200422,,USCU_S05,USCU_S05,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002486,,0,S4HCLNT100,,,,,20200422,0090002486,,000,,,,,,,,,,20200422192556.972188,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002853,F2,L,M,USD,1710,10,Y17J01,0000011880,01,20200603,9400000937,2020,000,C1,Z1,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,MN,,,1710,0,,,,,,,,,560,,BPINST,192834,20200603,,USCU_S17,USCU_S17,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002853,,0,S4HCLNT100,,,,,20200603,0090002853,,000,,,,,,,,,,20200603192834.785392,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090002131,F2,L,M,USD,1710,10,Y17J01,0000008990,01,20200203,9400000252,2020,000,C1,Z2,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,MI,,,1710,0,,,,,,,,,71586,,BPINST,182316,20200203,,USCU_L09,USCU_L09,,USD,,20200203,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002131,,0,S4HCLNT100,,,,,20200203,0090002131,,000,,,,,,,,,,20200203183858.420587,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002855,F2,L,M,USD,1710,10,Y17J01,0000011884,01,20200603,9400000939,2020,000,C1,Z1,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,8050,,BPINST,192838,20200603,,USCU_S09,USCU_S09,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002855,,0,S4HCLNT100,,,,,20200603,0090002855,,000,,,,,,,,,,20200603192838.600854,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090003559,F2,L,M,USD,1710,10,Y17J01,0000014416,01,20210228,9400000104,2021,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,21120,,BPINST,165107,20210228,,USCU_L06,USCU_L06,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090003559,,0,S4HCLNT100,,,,,20210228,0090003559,,000,,,,,,,,,,20210228165107.799933,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090000119,F2,L,M,USD,1710,10,Y17J01,0000000627,01,20171120,9400000114,2017,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,18040,,BPINST,231055,20171120,,USCU_L06,USCU_L06,,USD,,00000000,,,LR,00000000,,,,00,A000,USCU_L06,USD,1,,,,,,US,A,US,0090000119,,0,S4HCLNT100,,,,,20171120,0090000119,,000,,,,,,,,,,20171120231055.35456,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002138,F2,L,M,USD,1710,10,Y17J01,0000009004,01,20200203,9400000259,2020,000,C1,Z2,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,MI,,,1710,0,,,,,,,,,15482,,BPINST,182330,20200203,,USCU_L09,USCU_L09,,USD,,20200203,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002138,,0,S4HCLNT100,,,,,20200203,0090002138,,000,,,,,,,,,,20200203183859.857132,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002859,F2,L,M,USD,1710,10,Y17J01,0000011892,01,20200603,9400000943,2020,000,C1,Z1,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,SC,,,1710,0,,,,,,,,,2280,,BPINST,192846,20200603,,USCU_S08,USCU_S08,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002859,,0,S4HCLNT100,,,,,20200603,0090002859,,000,,,,,,,,,,20200603192846.274666,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090002140,F2,L,M,USD,1710,10,Y17J01,0000009008,01,20200203,9400000261,2020,000,C1,Z2,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,MI,,,1710,0,,,,,,,,,15890,,BPINST,182335,20200203,,USCU_L09,USCU_L09,,USD,,20200203,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002140,,0,S4HCLNT100,,,,,20200203,0090002140,,000,,,,,,,,,,20200203183900.274481,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090001266,F2,L,M,USD,1710,10,Y17J01,0000005898,01,20191002,9400001240,2019,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,NC,,,1710,0,,,,,,,,,5334,,BPINST,211508,20191002,,USCU_L04,USCU_L04,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090001266,,0,S4HCLNT100,,,,,20191002,0090001266,,000,,,,,,,,,,20191002211509.031834,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090000272,F2,L,M,USD,1710,10,Y17J01,0000001171,01,20180312,9400000267,2018,000,C1,Z2,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,MI,,,1710,0,,,,,,,,,26670,,BPINST,171133,20180312,,USCU_L09,USCU_L09,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090000272,,0,S4HCLNT100,,,,,20180312,0090000272,,000,,,,,,,,,,20180312171133.676569,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002863,F2,L,M,USD,1710,10,Y17J01,0000011900,01,20200603,9400000947,2020,000,C1,Z1,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,IA,,,1710,0,,,,,,,,,480,,BPINST,192853,20200603,,USCU_S15,USCU_S15,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002863,,0,S4HCLNT100,,,,,20200603,0090002863,,000,,,,,,,,,,20200603192853.7986,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090002146,F2,L,M,USD,1710,10,Y17J01,0000009020,01,20200203,9400000267,2020,000,C1,Z2,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,MI,,,1710,0,,,,,,,,,27000,,BPINST,182348,20200203,,USCU_L09,USCU_L09,,USD,,20200203,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002146,,0,S4HCLNT100,,,,,20200203,0090002146,,000,,,,,,,,,,20200203183901.508569,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002865,F2,L,M,USD,1710,10,Y17J01,0000011904,01,20200603,9400000949,2020,000,C1,Z2,US0004,,CFR,Cost & Freight,C,,1,,00,00000000,NT60,,01,US,NY,,,1710,0,,,,,,,,,4160,,BPINST,192857,20200603,,USCU_L01,USCU_L01,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002865,,0,S4HCLNT100,,,,,20200603,0090002865,,000,,,,,,,,,,20200603192857.491161,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090000284,F2,L,M,USD,1710,10,Y17J01,0000001195,01,20180312,9400000279,2018,000,C1,Z2,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,MI,,,1710,0,,,,,,,,,3892,,BPINST,171155,20180312,,USCU_L09,USCU_L09,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090000284,,0,S4HCLNT100,,,,,20180312,0090000284,,000,,,,,,,,,,20180312171155.829772,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002867,F2,L,M,USD,1710,10,Y17J01,0000011908,01,20200603,9400000951,2020,000,C1,Z1,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,WI,,,1710,0,,,,,,,,,960,,BPINST,192901,20200603,,USCU_S16,USCU_S16,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002867,,0,S4HCLNT100,,,,,20200603,0090002867,,000,,,,,,,,,,20200603192901.276831,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090000124,F2,L,M,USD,1710,10,Y17J01,0000000637,01,20171120,9400000119,2017,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,4725,,BPINST,231108,20171120,,USCU_L06,USCU_L06,,USD,,00000000,,,LR,00000000,,,,00,A000,USCU_L06,USD,1,,,,,,US,A,US,0090000124,,0,S4HCLNT100,,,,,20171120,0090000124,,000,,,,,,,,,,20171120231108.645893,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002870,F2,L,M,USD,1710,10,Y17J01,0000011914,01,20200603,9400000954,2020,000,C1,Z1,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,1440,,BPINST,192906,20200603,,USCU_S09,USCU_S09,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002870,,0,S4HCLNT100,,,,,20200603,0090002870,,000,,,,,,,,,,20200603192906.865606,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090002323,FAZ,P,M,USD,1710,10,Y17J01,0000009627,01,20191115,9400001693,2019,000,02,01,US0001,,EXW,Palo Alto,C,,1,,00,00000000,0004,,01,US,CA,,,1710,1,,,,,,,,,200,,BPINST,221019,20200205,,0017100001,0017100001,,USD,,20200604,,,LR,00000000,,,,00,1000,,USD,1,,,,,,US,A,US,0090002323,,0,S4HCLNT100,,,,,20191115,0090002323,,000,,,,,,,,,,20200604142243.103326,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090002324,FAZ,P,M,USD,1710,10,Y17J01,0000009628,01,20191017,9400001694,2019,000,02,01,US0001,,EXW,Palo Alto,C,,1,,00,00000000,0004,,01,US,CA,,,1710,1,,,,,,,,,100,,BPINST,221019,20200205,,0017100001,0017100001,,USD,,20200604,,,LR,00000000,,,,00,1000,,USD,1,,,,,,US,A,US,0090002324,,0,S4HCLNT100,,,,,20191017,0090002324,,000,,,,,,,,,,20200604142243.919329,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090002326,FAZ,P,M,USD,1710,10,Y17J01,0000009630,01,20191017,9400001695,2019,000,,01,,,EXW,Palo Alto,C,,1,,00,00000000,0004,,01,US,NE,,,1710,1,,,,,,,,,1556.3,,BPINST,221020,20200205,,0017100004,0017100004,,USD,,20200604,,,LR,00000000,,,,00,1000,,USD,1,,,,,,US,A,US,0090002326,,0,S4HCLNT100,,,,,20191017,0090002326,,000,,,,,,,,,,20200604142244.415184,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090002320,F2,L,M,USD,1710,10,Y17J01,0000009624,01,20171006,,0000,000,,01,,,EXW,Palo Alto,,,1,,00,00000000,0004,,01,US,CA,,,1710,1,,,,,,,,,169,,BPINST,221018,20200205,,0017100001,0017100001,,USD,,20200710,,,LR,00000000,,,,00,A000,0017100001,USD,1,,,,,,US,A,US,0090002320,,6.76,S4HCLNT100,,,,,20171006,0090002320,,000,,,,,,,,,,20200710153657.031295,,,,0,,00000000,A,A,,,,,,B,D,,,,,,,USD,,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090002321,F2,D,M,USD,1710,10,Y17J01,0000009625,01,20171219,,0000,000,,01,,,EXW,Palo Alto,,,1,,00,00000000,0004,,01,US,CA,,,1710,1,,,,,,,,,190.89,,BPINST,221018,20200205,,0017100001,0017100001,,USD,,20200710,,,LR,00000000,,,,00,A000,0017100001,USD,1,,,,,,US,A,US,0090002321,,7.64,S4HCLNT100,,,,,20171219,0090002321,,000,,,,,,,,,,20200710153658.203178,,,,0,,00000000,A,A,,,,,,B,D,,,,,,,USD,,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090003575,F2,L,M,USD,1710,10,Y17J01,0000014577,01,20210315,9400000120,2021,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,3375,,BPINST,173116,20210315,,USCU_L06,USCU_L06,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090003575,,0,S4HCLNT100,,,,,20210315,0090003575,,000,,,,,,,,,,20210315173116.716003,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090001024,F2,L,M,USD,1710,10,Y17J01,0000004120,01,20190509,9400001001,2019,000,C1,Z1,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,FL,,,1710,0,,,,,,,,,12180,,BPINST,222512,20190509,,USCU_S10,USCU_S10,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090001024,,0,S4HCLNT100,,,,,20190509,0090001024,,000,,,,,,,,,,20190509222512.581222,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002169,F2,L,M,USD,1710,10,Y17J01,0000009197,01,20200202,9400000285,2020,000,C1,Z2,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,MI,,,1710,0,,,,,,,,,2025,,BPINST,211132,20200203,,USCU_L09,USCU_L09,,USD,,20200203,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002169,,0,S4HCLNT100,,,,,20200202,0090002169,,000,,,,,,,,,,20200203212315.939016,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002924,F2,L,M,USD,1710,10,Y17J01,0000012276,01,20200708,9400001008,2020,000,C1,Z1,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,FL,,,1710,0,,,,,,,,,8775,,BPINST,164328,20200708,,USCU_S10,USCU_S10,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002924,,0,S4HCLNT100,,,,,20200708,0090002924,,000,,,,,,,,,,20200708164329.046288,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090001911,F2,L,M,USD,1710,10,Y17J01,0000008332,01,20200121,9400000128,2020,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,15040,,BPINST,193822,20200121,,USCU_L06,USCU_L06,,USD,,20200121,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090001911,,0,S4HCLNT100,,,,,20200121,0090001911,,000,,,,,,,,,,20200121203717.325799,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002876,F2,L,M,USD,1710,10,Y17J01,0000012180,01,20200707,9400000960,2020,000,C1,Z1,US0004,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,PA,,,1710,0,,,,,,,,,9680,,BPINST,164155,20200708,,USCU_S03,USCU_S03,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002876,,0,S4HCLNT100,,,,,20200707,0090002876,,000,,,,,,,,,,20200708164155.237622,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090000141,F2,L,M,USD,1710,10,Y17J01,0000000671,01,20171120,9400000136,2017,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,17780,,BPINST,231148,20171120,,USCU_L06,USCU_L06,,USD,,00000000,,,LR,00000000,,,,00,A000,USCU_L06,USD,1,,,,,,US,A,US,0090000141,,0,S4HCLNT100,,,,,20171120,0090000141,,000,,,,,,,,,,20171120231148.988139,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002005,G2,A,O,USD,1710,10,Y17J01,0000008460,01,20200127,9400000136,2020,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,X,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,15040,0011000,S4H_SD_DEM,181635,20200127,,USCU_L06,USCU_L06,,USD,,00000000,,,LG,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090001911,,0,S4HCLNT100,,,,,20200121,,,000,,,,,,,,,,20200127181635.469403,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090000298,F2,L,M,USD,1710,10,Y17J01,0000001223,01,20180312,9400000293,2018,000,C1,Z2,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,MI,,,1710,0,,,,,,,,,15482,,BPINST,171223,20180312,,USCU_L09,USCU_L09,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090000298,,0,S4HCLNT100,,,,,20180312,0090000298,,000,,,,,,,,,,20180312171223.816794,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002880,F2,L,M,USD,1710,10,Y17J01,0000012188,01,20200705,9400000964,2020,000,C1,Z1,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,IL,,,1710,0,,,,,,,,,1760,,BPINST,164202,20200708,,USCU_S14,USCU_S14,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002880,,0,S4HCLNT100,,,,,20200705,0090002880,,000,,,,,,,,,,20200708164202.916826,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090000308,F2,L,M,USD,1710,10,Y17J01,0000001243,01,20180312,9400000303,2018,000,C1,Z2,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,MI,,,1710,0,,,,,,,,,9720,,BPINST,171243,20180312,,USCU_L09,USCU_L09,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090000308,,0,S4HCLNT100,,,,,20180312,0090000308,,000,,,,,,,,,,20180312171243.231444,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002882,F2,L,M,USD,1710,10,Y17J01,0000012192,01,20200705,9400000966,2020,000,C1,Z1,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,12760,,BPINST,164206,20200708,,USCU_S09,USCU_S09,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002882,,0,S4HCLNT100,,,,,20200705,0090002882,,000,,,,,,,,,,20200708164206.734196,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090002018,F2,L,M,USD,1710,10,Y17J01,0000008622,01,20200131,9400000139,2020,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,19360,,BPINST,192603,20200131,,USCU_L06,USCU_L06,,USD,,20200131,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002018,,0,S4HCLNT100,,,,,20200131,0090002018,,000,,,,,,,,,,20200131212808.291169,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002036,F2,L,M,USD,1710,10,Y17J01,0000008658,01,20200131,9400000156,2020,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,25781,,BPINST,192634,20200131,,USCU_L06,USCU_L06,,USD,,20200131,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002036,,0,S4HCLNT100,,,,,20200131,0090002036,,000,,,,,,,,,,20200131212812.356985,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002047,F2,L,M,USD,1710,10,Y17J01,0000008680,01,20200131,9400000167,2020,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,TN,,,1710,0,,,,,,,,,11676,,BPINST,192653,20200131,,USCU_L06,USCU_L06,,USD,,20200131,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002047,,0,S4HCLNT100,,,,,20200131,0090002047,,000,,,,,,,,,,20200131212814.661487,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090002887,F2,L,M,USD,1710,10,Y17J01,0000012202,01,20200703,9400000971,2020,000,C1,Z1,US0006,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,IL,,,1710,0,,,,,,,,,6600,,BPINST,164216,20200708,,USCU_S14,USCU_S14,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090002887,,0,S4HCLNT100,,,,,20200703,0090002887,,000,,,,,,,,,,20200708164216.664174,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
