MATNR,WERKS,DISPO,DISGR,DISMM,DISLS,BSTMI,BSTMA,BSTFE,BSTRF,BESKZ,SOBSL,LGPRO,EISBE,PLIFZ,WEBAZ,AUSSS,DZEIT,MINBE
CM-FL-V00,6210,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
CM-MLFL-KM-VXX,6210,001,,PD,EX,0,0,0,0,E,,,0,10,0,0,2,0
FG-FL-MV-V00,6210,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
FG-FL-MV-V01,6210,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
FG-FL-MV-V02,6210,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
F-10A,6210,001,,PD,EX,0,0,0,0,E,,621A,0,0,0,0,2,0
F-10B,6210,001,,PD,EX,0,0,0,0,E,,621A,0,0,0,0,2,0
S-301,6210,001,,PD,EX,0,0,0,0,E,,621B,0,0,0,0,3,0
F-20A,6210,001,,PD,EX,0,0,0,0,E,,621A,0,0,0,0,1,0
FG111,6210,001,,PD,EX,0,0,0,0,E,,621A,0,0,0,0,1,0
FG111_A,6210,001,,PD,EX,0,0,0,0,E,,621A,0,0,0,0,1,0
FG111_B,6210,001,,PD,EX,0,0,0,0,E,,621A,0,0,0,0,1,0
FG111_C,6210,001,,PD,EX,0,0,0,0,E,,621A,0,0,0,0,1,0
SG2200,6210,001,,PD,EX,0,0,0,0,E,,621B,0,10,0,0,1,0
SG1010,6210,001,,PD,EX,0,0,0,0,X,,,0,0,0,0,5,0
FG29-1,6210,001,,PD,EX,0,0,0,0,E,,621A,0,0,0,0,10,0
FG6200,6210,001,,PD,EX,0,0,0,0,E,,621B,0,0,0,0,10,0
FG6500,6210,001,,PD,EX,0,0,0,0,E,,,0,0,0,0,10,0
FG29,1110,001,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,1,0
SG24,1110,001,,PD,EX,0,0,0,0,E,,111B,0,2,0,0,1,0
FG228,1110,001,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,5,0
FG126,1110,001,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,1,0
FG233,1110,001,,PD,EX,0,0,0,0,E,,111B,0,10,1,0,2,0
SG233,1110,001,,PD,EX,0,0,0,0,E,,111B,0,10,1,0,1,0
SG234,1110,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,1,0
FG129,1110,001,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,1,0
SG29,1110,001,,PD,EX,0,0,0,0,E,,111B,0,2,0,0,1,0
SGPI001-V00,1110,001,,PD,EX,0,0,0,0,E,,111B,0,0,0,0,1,0
QM006,1110,001,,PD,EX,0,0,0,0,E,,111B,0,0,0,0,1,0
CM-FL-V01,1110,001,,PD,EX,0,0,0,0,E,,,0,10,0,0,2,0
CM-FL-V00,1110,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
CM-MLFL-KM-VXX,1110,001,,PD,EX,0,0,0,0,E,,,0,10,0,0,2,0
FG-FL-MV-V00,1110,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
FG-FL-MV-V01,1110,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
FG-FL-MV-V02,1110,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
F-10A,1110,001,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,2,0
F-10B,1110,001,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,2,0
S-301,1110,001,,PD,EX,0,0,0,0,E,,111B,0,0,0,0,3,0
F-20A,1110,001,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,1,0
FG111,1110,001,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,1,0
FG111_A,1110,001,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,1,0
FG111_B,1110,001,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,1,0
FG111_C,1110,001,,PD,EX,0,0,0,0,E,,111A,0,0,0,0,1,0
SG2200,1110,001,,PD,EX,0,0,0,0,E,,111B,0,10,0,0,1,0
SG1010,1110,001,,PD,EX,0,0,0,0,X,,,0,0,0,0,5,0
FG29-1,1110,001,,PD,EX,0,0,0,0,E,,,0,0,0,0,10,0
SG6100,1110,001,,PD,EX,0,0,0,0,E,,,0,2,0,0,10,0
FG6200,1110,001,,PD,EX,0,0,0,0,E,,,0,0,0,0,10,0
FG6500,1110,001,,PD,EX,0,0,0,0,E,,,0,0,0,0,10,0
FG29,1210,001,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,1,0
SG24,1210,001,,PD,EX,0,0,0,0,E,,121B,0,2,0,0,1,0
FG228,1210,001,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,5,0
FG126,1210,001,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,1,0
FG233,1210,001,,PD,EX,0,0,0,0,E,,121A,0,10,1,0,2,0
SG233,1210,001,,PD,EX,0,0,0,0,E,,121B,0,10,1,0,1,0
FG129,1210,001,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,1,0
SG29,1210,001,,PD,EX,0,0,0,0,E,,121B,0,2,0,0,1,0
SGPI001-V00,1210,001,,PD,EX,0,0,0,0,E,,121B,0,0,0,0,1,0
QM006,1210,001,,PD,EX,0,0,0,0,E,,121B,0,0,0,0,1,0
CM-FL-V01,1210,001,,PD,EX,0,0,0,0,E,,,0,10,0,0,2,0
CM-FL-V00,1210,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
CM-MLFL-KM-VXX,1210,001,,PD,EX,0,0,0,0,E,,,0,10,0,0,2,0
FG-FL-MV-V00,1210,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
FG-FL-MV-V01,1210,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
FG-FL-MV-V02,1210,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
F-10A,1210,001,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,2,0
F-10B,1210,001,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,2,0
S-301,1210,001,,PD,EX,0,0,0,0,E,,121B,0,0,0,0,3,0
F-20A,1210,001,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,1,0
FG111,1210,001,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,1,0
FG111_A,1210,001,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,1,0
FG111_B,1210,001,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,1,0
FG111_C,1210,001,,PD,EX,0,0,0,0,E,,121A,0,0,0,0,1,0
SG2200,1210,001,,PD,EX,0,0,0,0,E,,121B,0,10,0,0,1,0
SG1010,1210,001,,PD,EX,0,0,0,0,X,,,0,0,0,0,5,0
FG29-1,1210,001,,PD,EX,0,0,0,0,E,,,0,0,0,0,10,0
SG6100,1210,001,,PD,EX,0,0,0,0,E,,,0,2,0,0,10,0
FG6200,1210,001,,PD,EX,0,0,0,0,E,,,0,0,0,0,10,0
FG6500,1210,001,,PD,EX,0,0,0,0,E,,,0,0,0,0,10,0
FG29,4510,001,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,1,0
SG24,4510,001,,PD,EX,0,0,0,0,E,,451B,0,2,0,0,1,0
FG228,4510,001,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,5,0
FG126,4510,001,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,1,0
FG233,4510,001,,PD,EX,0,0,0,0,E,,451A,0,10,1,0,2,0
SG233,4510,001,,PD,EX,0,0,0,0,E,,451B,0,10,1,0,1,0
SG234,4510,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,1,0
FG129,4510,001,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,1,0
SG29,4510,001,,PD,EX,0,0,0,0,E,,451B,0,2,0,0,1,0
SGPI001-V00,4510,001,,PD,EX,0,0,0,0,E,,451B,0,0,0,0,1,0
QM006,4510,001,,PD,EX,0,0,0,0,E,,451B,0,0,0,0,1,0
CM-FL-V01,4510,001,,PD,EX,0,0,0,0,E,,,0,10,0,0,2,0
CM-FL-V00,4510,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
CM-MLFL-KM-VXX,4510,001,,PD,EX,0,0,0,0,E,,,0,10,0,0,2,0
FG-FL-MV-V00,4510,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
FG-FL-MV-V01,4510,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
FG-FL-MV-V02,4510,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
F-10A,4510,001,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,2,0
F-10B,4510,001,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,2,0
S-301,4510,001,,PD,EX,0,0,0,0,E,,451B,0,0,0,0,3,0
F-20A,4510,001,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,1,0
FG111,4510,001,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,1,0
FG111_A,4510,001,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,1,0
FG111_B,4510,001,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,1,0
FG111_C,4510,001,,PD,EX,0,0,0,0,E,,451A,0,0,0,0,1,0
SG2200,4510,001,,PD,EX,0,0,0,0,E,,451B,0,10,0,0,1,0
SG234,2410,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,1,0
SG234,3210,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,1,0
SP001,1710,001,,VB,EX,0,0,0,0,F,,171B,0,8,1,0,0,200
SP002,1710,001,,VB,EX,0,0,0,0,F,,171B,0,10,1,0,0,200
SP003,1710,001,,VB,EX,0,0,0,0,F,,171B,0,10,1,0,0,200
SP004,1710,001,,VB,EX,0,0,0,0,F,,171B,0,8,1,0,0,200
SP005,1710,001,,VB,EX,0,0,0,0,F,,171B,0,10,1,0,0,200
SP006,1710,001,,VB,EX,0,0,0,0,F,,171B,0,10,1,0,0,200
FG126,1710,001,,PD,EX,0,0,0,0,E,,171A,0,0,0,0,1,0
FG29,1010,001,,PD,EX,0,0,0,0,E,,101A,0,0,0,0,1,0
FG226,1010,001,,PD,EX,0,0,0,0,E,,101A,0,0,0,0,5,0
SG29,1010,001,,PD,EX,0,0,0,0,E,,101B,0,0,0,0,1,0
S-301,1010,001,,PD,EX,0,0,0,0,E,,101B,0,0,0,0,3,0
MZ-FG-R300,1710,001,,PD,EX,0,0,0,0,E,,171A,0,0,0,0,1,0
FG126,1010,001,,PD,EX,0,0,0,0,E,,101A,0,0,0,0,1,0
S-203,1710,001,,D1,H1,0,0,0,0,F,,171B,240,2,0,0,0,440
S-203,1010,001,,D1,H1,0,0,0,0,F,,101B,240,2,0,0,0,440
S-201,1010,001,,D1,H1,0,0,0,0,E,,101B,1463,0,0,0,5,3713
AVC_RBT_CNTRL_BRD,1010,001,,VB,EX,10,0,0,0,F,,,0,8,0,0,0,10
AVC_RBT_CNTRL_CAB,1010,001,,VB,EX,10,0,0,0,F,,,0,10,0,0,0,10
AVC_RBT_CNTRL_BRD,1710,001,,VB,EX,10,0,0,0,F,,,0,8,0,0,0,10
AVC_RBT_CNTRL_CAB,1710,001,,VB,EX,10,0,0,0,F,,,0,10,0,0,0,10
FG227,1710,001,,PD,EX,0,0,0,0,E,,171A,1,0,0,0,0,0
SP001,1010,001,,VB,EX,0,0,0,0,F,,101B,0,8,1,0,0,200
SP002,1010,001,,VB,EX,0,0,0,0,F,,101B,0,10,1,0,0,200
SP003,1010,001,,VB,EX,0,0,0,0,F,,101B,0,10,1,0,0,200
SP004,1010,001,,VB,EX,0,0,0,0,F,,101B,0,8,1,0,0,200
SP005,1010,001,,VB,EX,0,0,0,0,F,,101B,0,10,1,0,0,200
SP006,1010,001,,VB,EX,0,0,0,0,F,,101B,0,10,1,0,0,200
S-201,1710,001,,D1,H1,0,0,0,100,E,,171B,36,0,0,0,5,129
SG1_DS,1010,001,,PD,EX,0,0,0,0,E,,101A,0,0,0,0,1,0
FG2_DS,1010,001,,PD,EX,0,0,0,0,E,,101A,0,0,0,0,5,0
RM124,1010,001,,VB,EX,0,0,0,0,F,,101B,0,10,1,0,0,200
RM13,1010,001,,PD,EX,0,0,0,0,F,,101B,0,10,0,0,0,0
RM14,1010,001,,PD,EX,0,0,0,0,F,,101B,0,10,0,0,0,0
RM16,1010,001,,PD,EX,0,0,0,0,F,,101B,0,10,0,0,0,0
RM20,1010,001,,PD,EX,0,0,0,0,F,,101B,0,10,0,0,0,0
RM30,1010,001,,VB,WB,1000,0,0,0,F,,101B,0,5,1,0,0,200
RM128,1010,001,,PD,EX,0,0,0,0,F,10,101B,0,10,0,0,0,0
SP001,1010,001,,VB,EX,0,0,0,0,F,,101B,0,8,1,0,0,200
SP002,1010,001,,VB,EX,0,0,0,0,F,,101B,0,8,1,0,0,200
SP003,1010,001,,VB,EX,0,0,0,0,F,,101B,0,8,1,0,0,200
SP004,1010,001,,VB,EX,0,0,0,0,F,,101B,0,8,1,0,0,200
SP005,1010,001,,VB,EX,0,0,0,0,F,,101B,0,8,1,0,0,200
SP006,1010,001,,VB,EX,0,0,0,0,F,,101B,0,8,1,0,0,200
RM233-1,1010,001,,PD,EX,2000,0,0,0,F,,101B,800,10,1,0,0,0
S-203,1010,001,,D1,H1,0,0,0,0,F,,101B,240,2,0,0,0,440
S-201,1010,001,,D1,H1,0,0,0,0,E,,101B,1463,0,0,0,5,3713
AVC_RBT_CNTRL_CAB,1010,001,,VB,EX,10,0,0,0,F,,,0,10,0,0,0,10
AVC_RBT_CNTRL_BRD,1010,001,,VB,EX,10,10,0,0,F,,,0,8,0,0,0,10
RM124,1710,001,,VB,EX,0,0,0,0,F,,171B,0,10,1,0,0,200
RM13,1710,001,,PD,EX,0,0,0,0,F,,171B,0,10,0,0,0,0
RM14,1710,001,,PD,EX,0,0,0,0,F,,171B,0,10,0,0,0,0
RM16,1710,001,,PD,EX,0,0,0,0,F,,171B,0,10,0,0,0,0
RM20,1710,001,,PD,EX,0,0,0,0,F,,171B,0,10,0,0,0,0
RM128,1710,001,,PD,EX,0,0,0,0,F,10,171B,0,10,0,0,0,0
SP001,1710,001,,VB,EX,0,0,0,0,F,,171B,0,8,1,0,0,200
SP002,1710,001,,VB,EX,0,0,0,0,F,,171B,0,8,1,0,0,200
SP003,1710,001,,VB,EX,0,0,0,0,F,,171B,0,8,1,0,0,200
SP004,1710,001,,VB,EX,0,0,0,0,F,,171B,0,8,1,0,0,200
SP005,1710,001,,VB,EX,0,0,0,0,F,,171B,0,8,1,0,0,200
SP006,1710,001,,VB,EX,0,0,0,0,F,,171B,0,8,1,0,0,200
RM233-1,1710,001,,PD,EX,2000,0,0,0,F,,171B,800,10,1,0,0,0
S-203,1710,001,,D1,H1,0,0,0,0,F,,171B,240,2,0,0,0,440
S-201,1710,001,,D1,H1,0,0,0,0,E,,171B,1463,0,0,0,5,3713
AVC_RBT_CNTRL_CAB,1710,001,,VB,EX,10,0,0,0,F,,,0,10,0,0,0,10
AVC_RBT_CNTRL_BRD,1710,001,,VB,EX,10,10,0,0,F,,,0,8,0,0,0,10
RM124,6410,001,,VB,EX,0,0,0,0,F,,641B,0,10,1,0,0,200
RM13,6410,001,,PD,EX,0,0,0,0,F,,641B,0,10,0,0,0,0
RM14,6410,001,,PD,EX,0,0,0,0,F,,641B,0,10,0,0,0,0
RM16,6410,001,,PD,EX,0,0,0,0,F,,641B,0,10,0,0,0,0
RM20,6410,001,,PD,EX,0,0,0,0,F,,641B,0,10,0,0,0,0
RM30,6410,001,,VB,WB,1000,0,0,0,F,,641B,0,5,1,0,0,200
RM128,6410,001,,PD,EX,0,0,0,0,F,10,641B,0,10,0,0,0,0
FG29,6410,001,,PD,EX,0,0,0,0,E,,641A,0,0,0,0,1,0
SG24,6410,001,,PD,EX,0,0,0,0,E,,641B,0,2,0,0,1,0
FG228,6410,001,,PD,EX,0,0,0,0,E,,641A,0,0,0,0,5,0
FG126,6410,001,,PD,EX,0,0,0,0,E,,641A,0,0,0,0,1,0
SP001,6410,001,,VB,EX,0,0,0,0,F,,641B,0,8,1,0,0,200
SP002,6410,001,,VB,EX,0,0,0,0,F,,641B,0,8,1,0,0,200
SP003,6410,001,,VB,EX,0,0,0,0,F,,641B,0,8,1,0,0,200
SP004,6410,001,,VB,EX,0,0,0,0,F,,641B,0,8,1,0,0,200
SP005,6410,001,,VB,EX,0,0,0,0,F,,641B,0,8,1,0,0,200
SP006,6410,001,,VB,EX,0,0,0,0,F,,641B,0,8,1,0,0,200
RM233-1,6410,001,,PD,EX,2000,0,0,0,F,,641B,800,10,1,0,0,0
FG233,6410,001,,PD,EX,0,0,0,0,E,,641A,0,10,1,0,2,0
SG233,6410,001,,PD,EX,0,0,0,0,E,,641B,0,10,1,0,1,0
FG129,6410,001,,PD,EX,0,0,0,0,E,,641A,0,0,0,0,1,0
SG29,6410,001,,PD,EX,0,0,0,0,E,,641B,0,2,0,0,1,0
SGPI001-V00,6410,001,,PD,EX,0,0,0,0,E,,641B,0,0,0,0,1,0
QM006,6410,001,,PD,EX,0,0,0,0,E,,641B,0,0,0,0,1,0
S-203,6410,001,,D1,H1,0,0,0,0,F,,641B,240,2,0,0,0,440
S-201,6410,001,,D1,H1,0,0,0,0,E,,641B,1463,0,0,0,5,3713
AVC_RBT_CNTRL_CAB,6410,001,,VB,EX,10,0,0,0,F,,,0,10,0,0,0,10
AVC_RBT_CNTRL_BRD,6410,001,,VB,EX,10,10,0,0,F,,,0,8,0,0,0,10
RM124,6310,001,,VB,EX,0,0,0,0,F,,631B,0,10,1,0,0,200
RM13,6310,001,,PD,EX,0,0,0,0,F,,631B,0,10,0,0,0,0
RM14,6310,001,,PD,EX,0,0,0,0,F,,631B,0,10,0,0,0,0
RM16,6310,001,,PD,EX,0,0,0,0,F,,631B,0,10,0,0,0,0
RM20,6310,001,,PD,EX,0,0,0,0,F,,631B,0,10,0,0,0,0
RM30,6310,001,,VB,WB,1000,0,0,0,F,,631B,0,5,1,0,0,200
RM128,6310,001,,PD,EX,0,0,0,0,F,10,631B,0,10,0,0,0,0
SP001,6310,001,,VB,EX,0,0,0,0,F,,631B,0,8,1,0,0,200
SP002,6310,001,,VB,EX,0,0,0,0,F,,631B,0,8,1,0,0,200
SP003,6310,001,,VB,EX,0,0,0,0,F,,631B,0,8,1,0,0,200
SP004,6310,001,,VB,EX,0,0,0,0,F,,631B,0,8,1,0,0,200
SP005,6310,001,,VB,EX,0,0,0,0,F,,631B,0,8,1,0,0,200
SP006,6310,001,,VB,EX,0,0,0,0,F,,631B,0,8,1,0,0,200
RM233-1,6310,001,,PD,EX,2000,0,0,0,F,,631B,800,10,1,0,0,0
S-203,6310,001,,D1,H1,0,0,0,0,F,,631B,240,2,0,0,0,440
S-201,6310,001,,D1,H1,0,0,0,0,E,,631B,1463,0,0,0,5,3713
AVC_RBT_CNTRL_CAB,6310,001,,VB,EX,10,0,0,0,F,,,0,10,0,0,0,10
AVC_RBT_CNTRL_BRD,6310,001,,VB,EX,10,10,0,0,F,,,0,8,0,0,0,10
RM124,3610,001,,VB,EX,0,0,0,0,F,,361B,0,10,1,0,0,200
RM13,3610,001,,PD,EX,0,0,0,0,F,,361B,0,10,0,0,0,0
RM14,3610,001,,PD,EX,0,0,0,0,F,,361B,0,10,0,0,0,0
RM16,3610,001,,PD,EX,0,0,0,0,F,,361B,0,10,0,0,0,0
RM20,3610,001,,PD,EX,0,0,0,0,F,,361B,0,10,0,0,0,0
RM30,3610,001,,VB,WB,1000,0,0,0,F,,361B,0,5,1,0,0,200
RM128,3610,001,,PD,EX,0,0,0,0,F,10,361B,0,10,0,0,0,0
SP001,3610,001,,VB,EX,0,0,0,0,F,,361B,0,8,1,0,0,200
SP002,3610,001,,VB,EX,0,0,0,0,F,,361B,0,8,1,0,0,200
SP003,3610,001,,VB,EX,0,0,0,0,F,,361B,0,8,1,0,0,200
SP004,3610,001,,VB,EX,0,0,0,0,F,,361B,0,8,1,0,0,200
SP005,3610,001,,VB,EX,0,0,0,0,F,,361B,0,8,1,0,0,200
SP006,3610,001,,VB,EX,0,0,0,0,F,,361B,0,8,1,0,0,200
RM233-1,3610,001,,PD,EX,2000,0,0,0,F,,361B,800,10,1,0,0,0
S-203,3610,001,,D1,H1,0,0,0,0,F,,361B,240,2,0,0,0,440
S-201,3610,001,,D1,H1,0,0,0,0,E,,361B,1463,0,0,0,5,3713
AVC_RBT_CNTRL_CAB,3610,001,,VB,EX,10,0,0,0,F,,,0,10,0,0,0,10
AVC_RBT_CNTRL_BRD,3610,001,,VB,EX,10,10,0,0,F,,,0,8,0,0,0,10
RM124,6810,001,,VB,EX,0,0,0,0,F,,681B,0,10,1,0,0,200
RM13,6810,001,,PD,EX,0,0,0,0,F,,681B,0,10,0,0,0,0
RM14,6810,001,,PD,EX,0,0,0,0,F,,681B,0,10,0,0,0,0
RM16,6810,001,,PD,EX,0,0,0,0,F,,681B,0,10,0,0,0,0
RM20,6810,001,,PD,EX,0,0,0,0,F,,681B,0,10,0,0,0,0
RM30,6810,001,,VB,WB,1000,0,0,0,F,,681B,0,5,1,0,0,200
RM128,6810,001,,PD,EX,0,0,0,0,F,10,681B,0,10,0,0,0,0
FG126,6810,001,,PD,EX,0,0,0,0,E,,681A,0,0,0,0,1,0
SP001,6810,001,,VB,EX,0,0,0,0,F,,681B,0,8,1,0,0,200
SP002,6810,001,,VB,EX,0,0,0,0,F,,681B,0,8,1,0,0,200
SP003,6810,001,,VB,EX,0,0,0,0,F,,681B,0,8,1,0,0,200
SP004,6810,001,,VB,EX,0,0,0,0,F,,681B,0,8,1,0,0,200
SP005,6810,001,,VB,EX,0,0,0,0,F,,681B,0,8,1,0,0,200
SP006,6810,001,,VB,EX,0,0,0,0,F,,681B,0,8,1,0,0,200
RM233-1,6810,001,,PD,EX,2000,0,0,0,F,,681B,800,10,1,0,0,0
FG233,6810,001,,PD,EX,0,0,0,0,E,,681A,0,10,1,0,2,0
SG233,6810,001,,PD,EX,0,0,0,0,E,,681B,0,10,1,0,1,0
FG129,6810,001,,PD,EX,0,0,0,0,E,,681A,0,0,0,0,1,0
SG29,6810,001,,PD,EX,0,0,0,0,E,,681B,0,2,0,0,1,0
SGPI001-V00,6810,001,,PD,EX,0,0,0,0,E,,681B,0,0,0,0,1,0
QM006,6810,001,,PD,EX,0,0,0,0,E,,681B,0,0,0,0,1,0
CM-FL-V01,6810,001,,PD,EX,0,0,0,0,E,,,0,10,0,0,2,0
CM-FL-V00,6810,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
CM-MLFL-KM-VXX,6810,001,,PD,EX,0,0,0,0,E,,,0,10,0,0,2,0
FG-FL-MV-V00,6810,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
FG-FL-MV-V01,6810,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
FG-FL-MV-V02,6810,001,,PD,EX,0,0,0,0,E,,,0,10,1,0,2,0
S-203,6810,001,,D1,H1,0,0,0,0,F,,681B,240,2,0,0,0,440
F-10A,6810,001,,PD,EX,0,0,0,0,E,,681A,0,0,0,0,2,0
F-10B,6810,001,,PD,EX,0,0,0,0,E,,681A,0,0,0,0,2,0
S-201,6810,001,,D1,H1,0,0,0,0,E,,681B,1463,0,0,0,5,3713
S-301,6810,001,,PD,EX,0,0,0,0,E,,681B,0,0,0,0,3,0
F-20A,6810,001,,PD,EX,0,0,0,0,E,,681A,0,0,0,0,1,0
AVC_RBT_CNTRL_CAB,6810,001,,VB,EX,10,0,0,0,F,,,0,10,0,0,0,10
AVC_RBT_CNTRL_BRD,6810,001,,VB,EX,10,10,0,0,F,,,0,8,0,0,0,10
RM124,2710,001,,VB,EX,0,0,0,0,F,,271B,0,10,1,0,0,200
RM13,2710,001,,PD,EX,0,0,0,0,F,,271B,0,10,0,0,0,0
RM14,2710,001,,PD,EX,0,0,0,0,F,,271B,0,10,0,0,0,0
RM16,2710,001,,PD,EX,0,0,0,0,F,,271B,0,10,0,0,0,0
RM20,2710,001,,PD,EX,0,0,0,0,F,,271B,0,10,0,0,0,0
RM30,2710,001,,VB,WB,1000,0,0,0,F,,271B,0,5,1,0,0,200
RM128,2710,001,,PD,EX,0,0,0,0,F,10,271B,0,10,0,0,0,0
SP001,2710,001,,VB,EX,0,0,0,0,F,,271B,0,8,1,0,0,200
SP002,2710,001,,VB,EX,0,0,0,0,F,,271B,0,8,1,0,0,200
SP003,2710,001,,VB,EX,0,0,0,0,F,,271B,0,8,1,0,0,200
SP004,2710,001,,VB,EX,0,0,0,0,F,,271B,0,8,1,0,0,200
SP005,2710,001,,VB,EX,0,0,0,0,F,,271B,0,8,1,0,0,200
SP006,2710,001,,VB,EX,0,0,0,0,F,,271B,0,8,1,0,0,200
RM233-1,2710,001,,PD,EX,2000,0,0,0,F,,271B,800,10,1,0,0,0
S-203,2710,001,,D1,H1,0,0,0,0,F,,271B,240,2,0,0,0,440
S-201,2710,001,,D1,H1,0,0,0,0,E,,271B,1463,0,0,0,5,3713
AVC_RBT_CNTRL_CAB,2710,001,,VB,EX,10,0,0,0,F,,,0,10,0,0,0,10
AVC_RBT_CNTRL_BRD,2710,001,,VB,EX,10,10,0,0,F,,,0,8,0,0,0,10
RM124,6110,001,,VB,EX,0,0,0,0,F,,611B,0,10,1,0,0,200
RM13,6110,001,,PD,EX,0,0,0,0,F,,611B,0,10,0,0,0,0
RM14,6110,001,,PD,EX,0,0,0,0,F,,611B,0,10,0,0,0,0
RM16,6110,001,,PD,EX,0,0,0,0,F,,611B,0,10,0,0,0,0
RM20,6110,001,,PD,EX,0,0,0,0,F,,611B,0,10,0,0,0,0
RM30,6110,001,,VB,WB,1000,0,0,0,F,,611B,0,5,1,0,0,200
RM128,6110,001,,PD,EX,0,0,0,0,F,10,611B,0,10,0,0,0,0
SP001,6110,001,,VB,EX,0,0,0,0,F,,611B,0,8,1,0,0,200
SP002,6110,001,,VB,EX,0,0,0,0,F,,611B,0,8,1,0,0,200
SP003,6110,001,,VB,EX,0,0,0,0,F,,611B,0,8,1,0,0,200
SP004,6110,001,,VB,EX,0,0,0,0,F,,611B,0,8,1,0,0,200
SP005,6110,001,,VB,EX,0,0,0,0,F,,611B,0,8,1,0,0,200
SP006,6110,001,,VB,EX,0,0,0,0,F,,611B,0,8,1,0,0,200
RM233-1,6110,001,,PD,EX,2000,0,0,0,F,,611B,800,10,1,0,0,0
S-203,6110,001,,D1,H1,0,0,0,0,F,,611B,240,2,0,0,0,440
S-201,6110,001,,D1,H1,0,0,0,0,E,,611B,1463,0,0,0,5,3713
AVC_RBT_CNTRL_CAB,6110,001,,VB,EX,10,0,0,0,F,,,0,10,0,0,0,10
AVC_RBT_CNTRL_BRD,6110,001,,VB,EX,10,10,0,0,F,,,0,8,0,0,0,10
RM124,1910,001,,VB,EX,0,0,0,0,F,,191B,0,10,1,0,0,200
RM13,1910,001,,PD,EX,0,0,0,0,F,,191B,0,10,0,0,0,0
RM14,1910,001,,PD,EX,0,0,0,0,F,,191B,0,10,0,0,0,0
RM16,1910,001,,PD,EX,0,0,0,0,F,,191B,0,10,0,0,0,0
RM20,1910,001,,PD,EX,0,0,0,0,F,,191B,0,10,0,0,0,0
RM30,1910,001,,VB,WB,1000,0,0,0,F,,191B,0,5,1,0,0,200
RM128,1910,001,,PD,EX,0,0,0,0,F,10,191B,0,10,0,0,0,0
SP001,1910,001,,VB,EX,0,0,0,0,F,,191B,0,8,1,0,0,200
SP002,1910,001,,VB,EX,0,0,0,0,F,,191B,0,8,1,0,0,200
SP003,1910,001,,VB,EX,0,0,0,0,F,,191B,0,8,1,0,0,200
SP004,1910,001,,VB,EX,0,0,0,0,F,,191B,0,8,1,0,0,200
