EBELN,BUKRS,BSTYP,BSART,LIFNR,EKORG,EKGRP,BEDAT,AEDAT,WAERS
4500000114,1710,F,NB,USSU-VSF01,1710,002,20180118,20180118,USD
4500000115,1710,F,NB,USSU-VSF04,1710,002,20180312,20180312,USD
4500000116,1710,F,NB,USSU-VSF02,1710,002,20180312,20180312,USD
4500000117,1710,F,NB,USSU-VSF01,1710,002,20180312,20180312,USD
4500000118,1710,F,NB,USSU-VSF05,1710,002,20180312,20180312,USD
4500000119,1710,F,NB,USSU-VSF06,1710,002,20180312,20180312,USD
4500000120,1710,F,NB,USSU-VSF07,1710,002,20180312,20180312,USD
4500000121,1710,F,NB,USSU-VSF08,1710,002,20180312,20180312,USD
4500000122,1710,F,NB,USSU-VSF08,1710,002,20180312,20180312,USD
4500000123,1710,F,NB,USSU-VSF06,1710,002,20180312,20180312,USD
4500000124,1710,F,NB,USSU-VSF01,1710,002,20180312,20180312,USD
4500000125,1710,F,NB,USSU-VSF01,1710,002,20180312,20180312,USD
4500000126,1710,F,NB,USSU-VSF01,1710,002,20180312,20180312,USD
4500000127,1710,F,NB,EWM17-SU01,1710,002,20180312,20180312,USD
4500000128,1710,F,NB,EWM17-SU01,1710,002,20180312,20180312,USD
4500000129,1710,F,NB,EWM17-SU01,1710,002,20180312,20180312,USD
4500000130,1710,F,NB,EWM17-SU01,1710,002,20180312,20180312,USD
4500000131,1710,F,NB,EWM17-SU01,1710,002,20180312,20180312,USD
4500000132,1710,F,NB,0017300001,1710,001,20180312,20180313,USD
4500000133,1710,F,NB,0017300001,1710,001,20180312,20180313,USD
4500000134,1710,F,NB,0017300007,1710,001,20180313,20180313,USD
4500000135,1710,F,NB,EWM17-SU01,1710,001,20180314,20180314,USD
4500000137,1710,F,NB,EWM17-SU01,1710,002,20180315,20180315,USD
4500000136,1710,F,NB,0017300001,1710,001,20180315,20180315,USD
4500000138,1710,F,NB,EWM17-SU01,1710,002,20180316,20180316,USD
4500000140,1710,F,NB,0017300001,1710,001,20180316,20180316,USD
4500000033,1710,F,NB,0017300007,1710,001,20171016,20171016,USD
4500000141,1710,F,NB,USSU-VSF04,1710,002,20180405,20180405,USD
4500000142,1710,F,NB,USSU-VSF02,1710,002,20180405,20180405,USD
4500000143,1710,F,NB,USSU-VSF01,1710,002,20180405,20180405,USD
4500000144,1710,F,NB,USSU-VSF05,1710,002,20180405,20180405,USD
4500000145,1710,F,NB,USSU-VSF06,1710,002,20180405,20180405,USD
4500000146,1710,F,NB,USSU-VSF07,1710,002,20180405,20180405,USD
4500000147,1710,F,NB,USSU-VSF08,1710,002,20180405,20180405,USD
4500000148,1710,F,NB,USSU-VSF08,1710,002,20180405,20180405,USD
4500000149,1710,F,NB,USSU-VSF06,1710,002,20180405,20180405,USD
4500000150,1710,F,NB,USSU-VSF01,1710,002,20180405,20180405,USD
4500000151,1710,F,NB,USSU-VSF01,1710,002,20180405,20180405,USD
4500000152,1710,F,NB,USSU-VSF01,1710,002,20180405,20180405,USD
4500000154,1710,F,NB,USSU-VSF04,1710,002,20181005,20181005,USD
4500000153,1710,F,NB,USSU-VSF04,1710,002,20181005,20181005,USD
4500000155,1710,F,NB,USSU-VSF02,1710,002,20181005,20181005,USD
4500000156,1710,F,NB,USSU-VSF01,1710,002,20181005,20181005,USD
4500000157,1710,F,NB,USSU-VSF05,1710,002,20181005,20181005,USD
4500000158,1710,F,NB,USSU-VSF06,1710,002,20181005,20181005,USD
4500000159,1710,F,NB,USSU-VSF07,1710,002,20181005,20181005,USD
4500000160,1710,F,NB,USSU-VSF08,1710,002,20181005,20181005,USD
4500000161,1710,F,NB,USSU-VSF08,1710,002,20181005,20181005,USD
4500000162,1710,F,NB,USSU-VSF06,1710,002,20181005,20181005,USD
4500000163,1710,F,NB,USSU-VSF01,1710,002,20181005,20181005,USD
4500000164,1710,F,NB,USSU-VSF01,1710,002,20181005,20181005,USD
4500000165,1710,F,NB,USSU-VSF01,1710,002,20181005,20181005,USD
4500000166,1710,F,NB,USSU-VSF04,1710,002,20181008,20181008,USD
4500000167,1710,F,NB,USSU-VSF02,1710,002,20181008,20181008,USD
4500000168,1710,F,NB,USSU-VSF01,1710,002,20181008,20181008,USD
4500000169,1710,F,NB,USSU-VSF05,1710,002,20181008,20181008,USD
4500000170,1710,F,NB,USSU-VSF06,1710,002,20181008,20181008,USD
4500000171,1710,F,NB,USSU-VSF07,1710,002,20181008,20181008,USD
4500000172,1710,F,NB,USSU-VSF08,1710,002,20181008,20181008,USD
4500000173,1710,F,NB,USSU-VSF08,1710,002,20181008,20181008,USD
4500000174,1710,F,NB,USSU-VSF06,1710,002,20181008,20181008,USD
4500000175,1710,F,NB,USSU-VSF01,1710,002,20181008,20181008,USD
4500000176,1710,F,NB,USSU-VSF01,1710,002,20181008,20181008,USD
4500000177,1710,F,NB,USSU-VSF01,1710,002,20181008,20181008,USD
4500000178,1710,F,NB,USSU-VSF04,1710,002,20181009,20181009,USD
4500000179,1710,F,NB,USSU-VSF02,1710,002,20181009,20181009,USD
4500000180,1710,F,NB,USSU-VSF01,1710,002,20181009,20181009,USD
4500000181,1710,F,NB,USSU-VSF05,1710,002,20181009,20181009,USD
4500000182,1710,F,NB,USSU-VSF06,1710,002,20181009,20181009,USD
4500000183,1710,F,NB,USSU-VSF07,1710,002,20181009,20181009,USD
4500000184,1710,F,NB,USSU-VSF08,1710,002,20181009,20181009,USD
4500000185,1710,F,NB,USSU-VSF08,1710,002,20181009,20181009,USD
4500000186,1710,F,NB,USSU-VSF06,1710,002,20181009,20181009,USD
4500000187,1710,F,NB,USSU-VSF01,1710,002,20181009,20181009,USD
4500000188,1710,F,NB,USSU-VSF01,1710,002,20181009,20181009,USD
4500000189,1710,F,NB,USSU-VSF01,1710,002,20181009,20181009,USD
4500000190,1710,F,NB,USSU-VSF04,1710,002,20181009,20181009,USD
4500000191,1710,F,NB,USSU-VSF02,1710,002,20181009,20181009,USD
4500000192,1710,F,NB,USSU-VSF01,1710,002,20181009,20181009,USD
4500000193,1710,F,NB,USSU-VSF05,1710,002,20181009,20181009,USD
4500000194,1710,F,NB,USSU-VSF06,1710,002,20181009,20181009,USD
4500000195,1710,F,NB,USSU-VSF07,1710,002,20181009,20181009,USD
4500000196,1710,F,NB,USSU-VSF08,1710,002,20181009,20181009,USD
4500000197,1710,F,NB,USSU-VSF08,1710,002,20181009,20181009,USD
4500000198,1710,F,NB,USSU-VSF06,1710,002,20181009,20181009,USD
4500000199,1710,F,NB,USSU-VSF01,1710,002,20181009,20181009,USD
4500000200,1710,F,NB,USSU-VSF01,1710,002,20181009,20181009,USD
4500000201,1710,F,NB,USSU-VSF01,1710,002,20181009,20181009,USD
4500000202,1710,F,NB,EWM17-SU01,1710,002,20181016,20181016,USD
8000000003,1710,O,RQ,0017300002,1710,001,00000000,20181016,USD
8000000002,1710,O,RQ,0017300001,1710,001,00000000,20181016,USD
4500001257,1710,F,NB,0017300002,1710,003,20211114,20211114,USD
4500000203,1710,F,NB,0017300001,1710,001,20181017,20181017,USD
4500000204,1710,F,NB,EWM17-SU01,1710,002,20181017,20181017,USD
4500000205,1710,F,NB,EWM17-SU01,1710,002,20181017,20181017,USD
4500000206,1710,F,NB,EWM17-SU01,1710,002,20181017,20181017,USD
4500000207,1710,F,NB,EWM17-SU01,1710,002,20181017,20181017,USD
4500000208,1710,F,NB,EWM17-SU01,1710,002,20181017,20181017,USD
4500000209,1710,F,NB,0017300002,1710,003,20181018,20181018,USD
5500000024,1710,L,LPA,0017300002,1710,001,20211114,20211114,USD
4500000210,1710,F,NB,0017300001,1710,001,20181023,20181023,USD
4500000211,1710,F,NB,0017300001,1710,Z90,20181023,20181023,USD
4500000212,1710,F,NB,USSU-VSF04,1710,002,20181023,20181023,USD
4500000213,1710,F,NB,USSU-VSF02,1710,002,20181023,20181023,USD
4500000214,1710,F,NB,USSU-VSF01,1710,002,20181023,20181023,USD
4500000215,1710,F,NB,USSU-VSF05,1710,002,20181023,20181023,USD
4500000216,1710,F,NB,USSU-VSF06,1710,002,20181023,20181023,USD
4500000217,1710,F,NB,USSU-VSF07,1710,002,20181023,20181023,USD
4500000218,1710,F,NB,USSU-VSF08,1710,002,20181023,20181023,USD
4500000219,1710,F,NB,USSU-VSF08,1710,002,20181023,20181023,USD
4500000220,1710,F,NB,USSU-VSF06,1710,002,20181023,20181023,USD
4500000221,1710,F,NB,USSU-VSF01,1710,002,20181023,20181023,USD
4500000222,1710,F,NB,USSU-VSF01,1710,002,20181023,20181023,USD
4500000223,1710,F,NB,USSU-VSF01,1710,002,20181023,20181023,USD
4500000225,1710,F,NB,0017300001,1710,001,20181023,20181024,USD
4500000224,1710,F,NB,0017300001,1710,001,20181024,20181024,USD
4500000226,1710,F,NB,0017300001,1710,003,20181024,20181024,USD
4500000227,1710,F,NB,0017300001,1710,003,20181024,20181024,USD
4500000228,1710,F,NB,0017300001,1710,001,20181024,20181024,USD
4500000230,1710,F,NB,0017300001,1710,003,20181024,20181024,USD
4500000231,1710,F,NB,0017300001,1710,001,20181025,20181025,USD
4500000232,1710,F,NB,0017300001,1710,001,20181025,20181025,USD
4500000233,1710,F,NB,0017300006,1710,002,20181026,20181026,USD
4500000234,1710,F,NB,0017300006,1710,002,20181026,20181026,USD
4500000235,1710,F,NB,0017300006,1710,002,20181026,20181026,USD
4500000236,1710,F,NB,0017300006,1710,002,20181026,20181026,USD
4500000237,1710,F,NB,0017300006,1710,002,20181026,20181026,USD
4500000238,1710,F,NB,0017300006,1710,002,20181026,20181026,USD
4500000239,1710,F,NB,0017300007,1710,001,20181029,20181029,USD
4500000240,1710,F,NB,0017300007,1710,001,20181029,20181029,USD
4600000013,1710,K,MK,0017300001,1710,001,20201022,20201022,USD
4600000014,1710,K,MK,0017300001,1710,001,20201022,20201022,USD
5500000000,1710,L,LP,0017300001,1710,001,20181105,20181105,USD
4500000242,1710,F,NB,0017300001,1710,001,20181101,20181101,USD
4500000243,1710,F,NB,0017300001,1710,001,20181101,20181101,USD
4500000244,1710,F,NB,0017300007,1710,001,20181101,20181101,USD
4500000245,1710,F,NB,0017300007,1710,003,20181101,20181101,USD
4500000246,1710,F,NB,0017300001,1710,001,20181102,20181102,USD
4500000247,1710,F,NB,0017300001,1710,001,20181105,20181105,USD
4500000248,1710,F,NB,0017300006,1710,001,20181105,20181105,USD
4500000249,1710,F,NB,0017300002,1710,001,20181106,20181106,USD
4500000250,1710,F,NB,0017300001,1710,001,20181106,20181106,USD
4500000241,1710,F,NB,0017300007,1710,001,20181029,20181029,USD
4500000251,1710,F,NB,0017300007,1710,001,20181106,20181106,USD
4500000252,1710,F,NB,0017300001,1710,003,20181106,20181106,USD
4500000253,1710,F,NB,0017300001,1710,001,20181106,20181106,USD
4500000254,1710,F,NB,USSU-VSF06,1710,001,20181106,20181106,USD
4500000255,1710,F,NB,USSU-VSF04,1710,002,20181106,20181106,USD
4500000256,1710,F,NB,USSU-VSF02,1710,002,20181106,20181106,USD
4500000257,1710,F,NB,USSU-VSF01,1710,002,20181106,20181106,USD
4500000258,1710,F,NB,USSU-VSF05,1710,002,20181106,20181106,USD
4500000259,1710,F,NB,USSU-VSF06,1710,002,20181106,20181106,USD
4500000260,1710,F,NB,USSU-VSF07,1710,002,20181106,20181106,USD
4500000261,1710,F,NB,USSU-VSF08,1710,002,20181106,20181106,USD
4500000262,1710,F,NB,USSU-VSF08,1710,002,20181106,20181106,USD
4500000263,1710,F,NB,USSU-VSF06,1710,002,20181106,20181106,USD
4500000264,1710,F,NB,USSU-VSF01,1710,002,20181106,20181106,USD
4500000265,1710,F,NB,USSU-VSF01,1710,002,20181106,20181106,USD
4500000266,1710,F,NB,USSU-VSF01,1710,002,20181106,20181106,USD
4500000267,1710,F,NB,0017300001,1710,001,20181107,20181107,USD
4500000268,1710,F,NB,0017300001,1710,002,20181108,20181108,USD
4500000269,1710,F,NB,0017300001,1710,002,20181108,20181108,USD
4500000270,1710,F,NB,0017300001,1710,002,20181108,20181108,USD
4500000271,1710,F,NB,0017300006,1710,002,20181108,20181108,USD
4500000273,1710,F,NB,0017300001,1710,001,20181109,20181109,USD
4500000276,1710,F,NB,0017300001,1710,001,20181113,20181113,USD
4500000277,1710,F,NB,USSU-VSF04,1710,002,20190116,20190116,USD
4500000278,1710,F,NB,USSU-VSF02,1710,002,20190116,20190116,USD
4500000279,1710,F,NB,USSU-VSF01,1710,002,20190116,20190116,USD
4500000280,1710,F,NB,USSU-VSF01,1710,002,20190116,20190116,USD
4500000281,1710,F,NB,USSU-VSF01,1710,002,20190116,20190116,USD
4500000282,1710,F,NB,USSU-VSF01,1710,002,20190116,20190116,USD
4500000283,1710,F,NB,USSU-VSF05,1710,002,20190116,20190116,USD
4500000284,1710,F,NB,USSU-VSF06,1710,002,20190116,20190116,USD
4500000285,1710,F,NB,USSU-VSF07,1710,002,20190116,20190116,USD
4500000286,1710,F,NB,USSU-VSF08,1710,002,20190116,20190116,USD
4500000287,1710,F,NB,USSU-VSF08,1710,002,20190116,20190116,USD
4500000288,1710,F,NB,USSU-VSF06,1710,002,20190116,20190116,USD
4500000289,1710,F,NB,USSU-VSF04,1710,002,20190131,20190131,USD
4500000291,1710,F,NB,USSU-VSF01,1710,002,20190131,20190131,USD
4500000290,1710,F,NB,USSU-VSF02,1710,002,20190131,20190131,USD
4500000292,1710,F,NB,USSU-VSF01,1710,002,20190131,20190131,USD
4500000293,1710,F,NB,USSU-VSF01,1710,002,20190131,20190131,USD
4500000294,1710,F,NB,USSU-VSF01,1710,002,20190131,20190131,USD
4500000295,1710,F,NB,USSU-VSF05,1710,002,20190131,20190131,USD
4500000296,1710,F,NB,USSU-VSF06,1710,002,20190131,20190131,USD
4500000297,1710,F,NB,USSU-VSF07,1710,002,20190131,20190131,USD
4500000298,1710,F,NB,USSU-VSF08,1710,002,20190131,20190131,USD
4500000299,1710,F,NB,USSU-VSF08,1710,002,20190131,20190131,USD
4500000300,1710,F,NB,USSU-VSF06,1710,002,20190131,20190131,USD
4500000301,1710,F,NB,USSU-VSF04,1710,002,20190213,20190213,USD
4500000302,1710,F,NB,USSU-VSF02,1710,002,20190213,20190213,USD
4500000303,1710,F,NB,USSU-VSF01,1710,002,20190213,20190213,USD
4500000304,1710,F,NB,USSU-VSF01,1710,002,20190213,20190213,USD
4500000305,1710,F,NB,USSU-VSF01,1710,002,20190213,20190213,USD
4500000306,1710,F,NB,USSU-VSF01,1710,002,20190213,20190213,USD
4500000307,1710,F,NB,USSU-VSF05,1710,002,20190213,20190213,USD
4500000308,1710,F,NB,USSU-VSF06,1710,002,20190213,20190213,USD
4500000309,1710,F,NB,USSU-VSF07,1710,002,20190213,20190213,USD
4500000310,1710,F,NB,USSU-VSF08,1710,002,20190213,20190213,USD
4500000311,1710,F,NB,USSU-VSF08,1710,002,20190213,20190213,USD
4500000312,1710,F,NB,USSU-VSF06,1710,002,20190213,20190213,USD
4500000313,1710,F,NB,0017300001,1710,001,20190219,20190219,USD
4500000314,1710,F,NB,USSU-VSF04,1710,002,20190226,20190226,USD
4500000315,1710,F,NB,USSU-VSF02,1710,002,20190226,20190226,USD
4500000316,1710,F,NB,USSU-VSF01,1710,002,20190226,20190226,USD
4500000317,1710,F,NB,USSU-VSF01,1710,002,20190226,20190226,USD
4500000318,1710,F,NB,USSU-VSF01,1710,002,20190226,20190226,USD
4500000319,1710,F,NB,USSU-VSF01,1710,002,20190226,20190226,USD
4500000320,1710,F,NB,USSU-VSF05,1710,002,20190226,20190226,USD
4500000321,1710,F,NB,USSU-VSF06,1710,002,20190226,20190226,USD
4500000322,1710,F,NB,USSU-VSF07,1710,002,20190226,20190226,USD
4500000323,1710,F,NB,USSU-VSF08,1710,002,20190226,20190226,USD
4500000324,1710,F,NB,USSU-VSF08,1710,002,20190226,20190226,USD
4500000325,1710,F,NB,USSU-VSF06,1710,002,20190226,20190226,USD
4500000326,1710,F,NB,USSU-VSF04,1710,002,20190301,20190301,USD
4500000327,1710,F,NB,USSU-VSF02,1710,002,20190301,20190301,USD
4500000328,1710,F,NB,USSU-VSF01,1710,002,20190301,20190301,USD
4500000329,1710,F,NB,USSU-VSF01,1710,002,20190301,20190301,USD
4500000330,1710,F,NB,USSU-VSF01,1710,002,20190301,20190301,USD
4500000331,1710,F,NB,USSU-VSF01,1710,002,20190301,20190301,USD
4500000332,1710,F,NB,USSU-VSF05,1710,002,20190301,20190301,USD
4500000333,1710,F,NB,USSU-VSF06,1710,002,20190301,20190301,USD
4500000334,1710,F,NB,USSU-VSF07,1710,002,20190301,20190301,USD
4500000335,1710,F,NB,USSU-VSF08,1710,002,20190301,20190301,USD
4500000336,1710,F,NB,USSU-VSF08,1710,002,20190301,20190301,USD
4500000337,1710,F,NB,USSU-VSF06,1710,002,20190301,20190301,USD
4500000338,1710,F,NB,EWM17-SU01,1710,002,20190313,20190314,USD
4500000030,1710,F,NB,0017300001,1710,001,20171016,20171016,USD
4500000340,1710,F,NB,EWM17-SU01,1710,002,20190315,20190315,USD
4500000342,1710,F,NB,USSU-VSF04,1710,002,20190509,20190509,USD
4500000343,1710,F,NB,USSU-VSF02,1710,002,20190509,20190509,USD
4500000344,1710,F,NB,USSU-VSF01,1710,002,20190509,20190509,USD
4500000345,1710,F,NB,USSU-VSF01,1710,002,20190509,20190509,USD
4500000346,1710,F,NB,USSU-VSF01,1710,002,20190509,20190509,USD
4500000347,1710,F,NB,USSU-VSF01,1710,002,20190509,20190509,USD
4500000348,1710,F,NB,USSU-VSF05,1710,002,20190509,20190509,USD
4500000349,1710,F,NB,USSU-VSF06,1710,002,20190509,20190509,USD
4500000350,1710,F,NB,USSU-VSF07,1710,002,20190509,20190509,USD
4500000351,1710,F,NB,USSU-VSF08,1710,002,20190509,20190509,USD
4500000352,1710,F,NB,USSU-VSF08,1710,002,20190509,20190509,USD
4500000353,1710,F,NB,USSU-VSF06,1710,002,20190509,20190509,USD
4500000355,1710,F,NB,EWM17-SU01,1710,002,20190609,20190609,USD
4500000356,1710,F,NB,EWM17-SU01,1710,002,20190610,20190610,USD
4500000357,1710,F,NB,USSU-VSF04,1710,002,20190625,20190625,USD
4500000358,1710,F,NB,USSU-VSF02,1710,002,20190625,20190625,USD
4500000359,1710,F,NB,USSU-VSF01,1710,002,20190625,20190625,USD
4500000360,1710,F,NB,USSU-VSF01,1710,002,20190625,20190625,USD
4500000361,1710,F,NB,USSU-VSF01,1710,002,20190625,20190625,USD
4500000362,1710,F,NB,USSU-VSF01,1710,002,20190625,20190625,USD
4500000363,1710,F,NB,USSU-VSF05,1710,002,20190625,20190625,USD
4500000364,1710,F,NB,USSU-VSF06,1710,002,20190625,20190625,USD
4500000365,1710,F,NB,USSU-VSF07,1710,002,20190625,20190625,USD
4500000366,1710,F,NB,USSU-VSF08,1710,002,20190625,20190625,USD
4500000367,1710,F,NB,USSU-VSF08,1710,002,20190625,20190625,USD
4500000368,1710,F,NB,USSU-VSF06,1710,002,20190625,20190625,USD
4500000369,1710,F,NB,USSU-VSF04,1710,002,20190701,20190701,USD
4500000370,1710,F,NB,USSU-VSF02,1710,002,20190701,20190701,USD
4500000371,1710,F,NB,USSU-VSF01,1710,002,20190701,20190701,USD
4500000372,1710,F,NB,USSU-VSF01,1710,002,20190701,20190701,USD
4500000373,1710,F,NB,USSU-VSF01,1710,002,20190701,20190701,USD
4500000374,1710,F,NB,USSU-VSF01,1710,002,20190701,20190701,USD
4500000375,1710,F,NB,USSU-VSF05,1710,002,20190701,20190701,USD
4500000376,1710,F,NB,USSU-VSF06,1710,002,20190701,20190701,USD
4500000377,1710,F,NB,USSU-VSF07,1710,002,20190701,20190701,USD
4500000378,1710,F,NB,USSU-VSF08,1710,002,20190701,20190701,USD
4500000379,1710,F,NB,USSU-VSF08,1710,002,20190701,20190701,USD
4500000380,1710,F,NB,USSU-VSF06,1710,002,20190701,20190701,USD
4500000537,1710,F,NB,USSU-VSF06,1710,002,20191021,20191021,USD
4500000717,1710,F,NB,USSU-VSF04,1710,002,20200427,20200427,USD
4500000705,1710,F,NB,USSU-VSF04,1710,002,20200422,20200422,USD
4500000526,1710,F,NB,USSU-VSF01,1710,002,20191021,20191021,USD
4500000535,1710,F,NB,USSU-VSF02,1710,002,20191021,20191021,USD
4500000567,1710,F,NB,USSU-VSF04,1710,002,20191105,20191105,USD
4500000538,1710,F,NB,0017300001,1710,001,20191022,20191022,USD
4500000539,1710,F,NB,0017300006,1710,002,20191022,20191022,USD
4500000540,1710,F,NB,0017300006,1710,002,20191022,20191022,USD
4500000541,1710,F,NB,0017300001,1710,002,20191022,20191022,USD
4500000542,1710,F,NB,0017300001,1710,001,20191022,20191022,USD
4500000679,1710,F,NB,USSU-VSF02,1710,002,20200302,20200302,USD
4500000544,1710,F,NB,0017300006,1710,002,20191022,20191022,USD
5500000004,1710,L,LPA,0017300001,1710,001,20191022,20191022,USD
5500000006,1710,L,LP,0017300001,1710,001,20191023,20191023,USD
4500000680,1710,F,NB,USSU-VSF01,1710,002,20200302,20200302,USD
4500000546,1710,F,NB,USSU-VSF04,1710,002,20191022,20191022,USD
4500000547,1710,F,NB,USSU-VSF02,1710,002,20191022,20191022,USD
4500000548,1710,F,NB,USSU-VSF01,1710,002,20191022,20191022,USD
4500000549,1710,F,NB,USSU-VSF01,1710,002,20191022,20191022,USD
4500000550,1710,F,NB,USSU-VSF01,1710,002,20191022,20191022,USD
4500000551,1710,F,NB,USSU-VSF01,1710,002,20191022,20191022,USD
4500000552,1710,F,NB,USSU-VSF05,1710,002,20191022,20191022,USD
4500000553,1710,F,NB,USSU-VSF06,1710,002,20191022,20191022,USD
4500000554,1710,F,NB,USSU-VSF07,1710,002,20191022,20191022,USD
4500000555,1710,F,NB,USSU-VSF08,1710,002,20191022,20191022,USD
4500000556,1710,F,NB,USSU-VSF08,1710,002,20191022,20191022,USD
4500000557,1710,F,NB,USSU-VSF06,1710,002,20191022,20191022,USD
4500000558,1710,F,NB,0017300006,1710,002,20191023,20191023,USD
5500000005,1710,L,LPA,0017300002,1710,001,20191022,20191022,USD
4500000559,1710,F,NB2,0017300006,1710,001,20191023,20191023,USD
5500000007,1710,L,LPA,0017300001,1710,001,20191024,20191024,USD
4500000561,1710,F,NB2,0017300006,1710,001,20191024,20191024,USD
4500000036,1710,F,NB,0017300001,1710,001,20171017,20171017,USD
4500000564,1710,F,NB,EWM17-SU01,1710,001,20191103,20191103,USD
4500000565,1710,F,NB,EWM17-SU01,1710,001,20191103,20191103,USD
5500000008,1710,L,LPA,0017300002,1710,001,20191104,20191104,USD
4500000566,1710,F,NB,0017300006,1710,002,20191105,20191105,USD
4500000568,1710,F,NB,USSU-VSF02,1710,002,20191105,20191105,USD
4500000569,1710,F,NB,USSU-VSF01,1710,002,20191105,20191105,USD
4500000570,1710,F,NB,USSU-VSF01,1710,002,20191105,20191105,USD
4500000571,1710,F,NB,USSU-VSF01,1710,002,20191105,20191105,USD
4500000572,1710,F,NB,USSU-VSF01,1710,002,20191105,20191105,USD
4500000573,1710,F,NB,USSU-VSF05,1710,002,20191105,20191105,USD
4500000574,1710,F,NB,USSU-VSF06,1710,002,20191105,20191105,USD
4500000575,1710,F,NB,USSU-VSF07,1710,002,20191105,20191105,USD
4500000576,1710,F,NB,USSU-VSF08,1710,002,20191105,20191105,USD
4500000577,1710,F,NB,USSU-VSF08,1710,002,20191105,20191105,USD
4500000578,1710,F,NB,USSU-VSF06,1710,002,20191105,20191105,USD
4500000532,1710,F,NB,USSU-VSF01,1710,002,20191021,20191021,USD
4500000579,1710,F,NB,0017300006,1710,002,20191106,20191106,USD
4500000580,1710,F,NB,0017300006,1710,002,20191106,20191106,USD
4500000581,1710,F,NB,0017300006,1710,002,20191106,20191106,USD
4500000582,1710,F,NB,0017300006,1710,002,20191107,20191107,USD
4500000583,1710,F,NB2,0017300006,1710,002,20191107,20191107,USD
4500000681,1710,F,NB,USSU-VSF05,1710,002,20200302,20200302,USD
4500000682,1710,F,NB,USSU-VSF06,1710,002,20200302,20200302,USD
4500000683,1710,F,NB,USSU-VSF07,1710,002,20200302,20200302,USD
4500000684,1710,F,NB,USSU-VSF08,1710,002,20200302,20200302,USD
4500000685,1710,F,NB,USSU-VSF08,1710,002,20200302,20200302,USD
4500000686,1710,F,NB,USSU-VSF06,1710,002,20200302,20200302,USD
4500000687,1710,F,NB,USSU-VSF01,1710,002,20200302,20200302,USD
4500000688,1710,F,NB,USSU-VSF01,1710,002,20200302,20200302,USD
4500000689,1710,F,NB,USSU-VSF01,1710,002,20200302,20200302,USD
4500000690,1710,F,NB,EWM17-SU01,1710,001,20200303,20200303,USD
4500000691,1710,F,NB,EWM17-SU01,1710,001,20200309,20200309,USD
4500000692,1710,F,NB,EWM17-SU01,1710,001,20200309,20200309,USD
4500000514,1710,F,NB,USSU-VSF01,1710,002,20191021,20191021,USD
4500000533,1710,F,NB,USSU-VSF01,1710,002,20191021,20191021,USD
4500000695,1710,F,NB,USSU-VSF01,1710,002,20200421,20200421,USD
4500000696,1710,F,NB,USSU-VSF05,1710,002,20200421,20200421,USD
4500000697,1710,F,NB,USSU-VSF06,1710,002,20200421,20200421,USD
4500000698,1710,F,NB,USSU-VSF07,1710,002,20200421,20200421,USD
4500000699,1710,F,NB,USSU-VSF08,1710,002,20200421,20200421,USD
4500000700,1710,F,NB,USSU-VSF08,1710,002,20200421,20200421,USD
4500000701,1710,F,NB,USSU-VSF06,1710,002,20200421,20200421,USD
4500000702,1710,F,NB,USSU-VSF01,1710,002,20200421,20200421,USD
4500000703,1710,F,NB,USSU-VSF01,1710,002,20200421,20200421,USD
4500000704,1710,F,NB,USSU-VSF01,1710,002,20200421,20200421,USD
4500000525,1710,F,NB,USSU-VSF08,1710,002,20191021,20191021,USD
4500000706,1710,F,NB,USSU-VSF02,1710,002,20200422,20200422,USD
4500000707,1710,F,NB,USSU-VSF01,1710,002,20200422,20200422,USD
4500000708,1710,F,NB,USSU-VSF05,1710,002,20200422,20200422,USD
4500000709,1710,F,NB,USSU-VSF06,1710,002,20200422,20200422,USD
4500000710,1710,F,NB,USSU-VSF07,1710,002,20200422,20200422,USD
4500000711,1710,F,NB,USSU-VSF08,1710,002,20200422,20200422,USD
4500000712,1710,F,NB,USSU-VSF08,1710,002,20200422,20200422,USD
4500000713,1710,F,NB,USSU-VSF06,1710,002,20200422,20200422,USD
4500000714,1710,F,NB,USSU-VSF01,1710,002,20200422,20200422,USD
4500000715,1710,F,NB,USSU-VSF01,1710,002,20200422,20200422,USD
4500000716,1710,F,NB,USSU-VSF01,1710,002,20200422,20200422,USD
4500000528,1710,F,NB,USSU-VSF08,1710,002,20191021,20191021,USD
4500000718,1710,F,NB,USSU-VSF02,1710,002,20200427,20200427,USD
4500000719,1710,F,NB,USSU-VSF01,1710,002,20200427,20200427,USD
4500000720,1710,F,NB,USSU-VSF05,1710,002,20200427,20200427,USD
4500000721,1710,F,NB,USSU-VSF06,1710,002,20200427,20200427,USD
4500000722,1710,F,NB,USSU-VSF07,1710,002,20200427,20200427,USD
4500000723,1710,F,NB,USSU-VSF08,1710,002,20200427,20200427,USD
4500000724,1710,F,NB,USSU-VSF08,1710,002,20200427,20200427,USD
4500000725,1710,F,NB,USSU-VSF06,1710,002,20200427,20200427,USD
4500000726,1710,F,NB,USSU-VSF01,1710,002,20200427,20200427,USD
4500000727,1710,F,NB,USSU-VSF01,1710,002,20200427,20200427,USD
4500000728,1710,F,NB,USSU-VSF01,1710,002,20200427,20200427,USD
4500000693,1710,F,NB,USSU-VSF04,1710,002,20200421,20200421,USD
4500000730,1710,F,NB,USSU-VSF02,1710,002,20200504,20200504,USD
4500000731,1710,F,NB,USSU-VSF01,1710,002,20200504,20200504,USD
