PLNTY,PLNNR,PLNKN,VORNR,ARBID,WERKS,STEUS,BMSCH,VGW01,VGW02,VGW03
2,46410041,00000003,0020,00000000,6410,YPI1,100,1,1,0
2,46410041,00000004,0040,00000000,6410,YBP4,100,2,2,0
2,46410042,00000001,0010,10000124,6410,YPI1,100,0,0,0
2,46410042,00000002,0030,10000130,6410,YBP4,100,0,0,0
2,46410042,00000003,0020,00000000,6410,YPI1,100,2,2,0
2,46410042,00000004,0040,00000000,6410,YBP4,100,2,2,0
2,46410043,00000001,0010,10000162,6410,YBP4,1000,0,0,0
2,46410043,00000002,0020,00000000,6410,YBP4,1000,1,1,0
N,46310015,00000001,0010,10000163,6310,YB99,100,1,1,1
S,46310005,00000001,0010,10000174,6310,YBRW,1,0,0,10
N,46310000,00000001,0010,10000163,6310,YBP1,100,30,10,10
N,46310000,00000002,0020,10000164,6310,YBP1,100,30,10,10
N,46310000,00000003,0030,10000165,6310,YBP1,100,30,10,10
N,46310000,00000004,0040,10000164,6310,YBP1,100,30,10,10
N,46310001,00000001,0010,10000173,6310,YBP1,100,30,10,10
N,46310001,00000002,0020,10000164,6310,YBP1,100,30,10,10
N,46310061,00000001,0010,10000163,6310,YBP1,100,30,10,10
N,46310061,00000002,0020,10000164,6310,YBP1,100,30,10,10
N,46310061,00000003,0030,10000165,6310,YBP1,100,30,10,10
N,46310061,00000004,0040,10000164,6310,YBP1,100,30,10,10
N,46310010,00000001,0010,10000163,6310,YBP1,100,50,150,150
N,46310010,00000002,0020,10000174,6310,YBP1,100,50,150,150
N,46310010,00000003,0030,10000165,6310,YBP1,100,50,150,150
N,46310011,00000001,0010,10000163,6310,YBP1,100,50,150,150
2,46310007,00000001,0010,10000169,6310,YPI1,10000,0,0,0
2,46310007,00000002,0030,10000168,6310,YBP4,10000,0,0,0
2,46310007,00000003,0020,00000000,6310,YPI1,10000,1,2,0
2,46310007,00000004,0040,00000000,6310,YBP4,10000,0.5,1,0
2,46310008,00000001,0010,10000175,6310,YBP4,1000,0,0,0
2,46310008,00000002,0020,00000000,6310,YBP4,1000,2,2,0
2,46310007,00000005,0010,10000169,6310,YPI1,10000,0,0,0
2,46310007,00000006,0030,10000168,6310,YBP4,10000,0,0,0
2,46310007,00000007,0020,00000000,6310,YPI1,10000,1,2,0
2,46310007,00000008,0040,00000000,6310,YBP4,10000,0.5,1,0
N,46310046,00000001,0010,10000163,6310,YBP1,100,30,200,200
N,46310046,00000002,0020,10000164,6310,YBP1,100,30,200,200
N,46310046,00000003,0030,10000165,6310,YBP1,100,30,200,200
N,46310046,00000004,0040,10000164,6310,YBP1,100,30,200,200
N,46310003,00000001,0010,10000173,6310,YBP1,100,30,10,10
N,46310003,00000002,0020,10000164,6310,YBP3,100,30,10,10
N,46310004,00000001,0010,10000167,6310,YBP3,100,10,10,30
N,46310000,00000005,0010,10000174,6310,YBP1,1,30,10,10
N,46310012,00000001,0010,10000167,6310,YBP3,100,10,10,30
N,46310009,00000001,0010,10000167,6310,YBP3,100,10,10,30
N,46310047,00000001,0010,10000173,6310,YBP1,100,10,10,30
N,46310047,00000002,0020,10000164,6310,YBP3,100,10,10,30
Q,56310001,00000001,0010,10000180,6310,QM01,1,0,0,0
N,46310010,00000004,0010,10000163,6310,YBP1,100,50,150,150
N,46310010,00000006,0030,10000165,6310,YBP1,100,50,150,150
N,46310011,00000002,0010,10000163,6310,YBP1,100,50,150,150
N,46310010,00000005,0020,10000174,6310,YBQ1,100,50,150,150
N,46310014,00000001,0010,10000182,6310,YBP1,10,1,2,0
N,46310014,00000002,0020,10000181,6310,YBP1,10,0.5,1,0
N,46310014,00000003,0030,10000183,6310,YBP5,10,2,2,0
N,46310062,00000001,0010,10000182,6310,YBP1,10,1,2,0
N,46310062,00000002,0020,10000181,6310,YBP1,10,0.5,1,0
N,46310062,00000003,0030,10000183,6310,YBP5,10,2,2,0
N,46310016,00000001,0010,10000182,6310,YBP1,10,1,2,0
N,46310016,00000002,0020,10000181,6310,YBP1,10,0.5,1,0
N,46310016,00000004,0040,10000183,6310,YBP5,10,2,2,0
N,46310016,00000003,0030,10000180,6310,QM01,10,0,0,0
Q,50631001,00000001,0010,10000180,6310,QM01,1,0,0,0
Q,50631002,00000001,0010,10000180,6310,QM01,1,0,0,0
Q,50631004,00000001,0010,10000180,6310,QM01,1,0,0,0
Q,50631007,00000001,0010,10000180,6310,QM01,1,0,0,0
Q,50631005,00000001,0010,10000180,6310,QM01,1,0,0,0
N,46310039,00000001,0010,10000184,6310,YBP1,1,30,200,200
N,46310039,00000002,0031,10000184,6310,YBP1,1,30,200,200
N,46310039,00000003,0032,10000184,6310,YBP1,1,30,200,200
N,46310031,00000001,0010,10000184,6310,YBP1,1,60,120,180
Q,00000004,00000001,0010,00000000,6310,QM01,1,0,0,0
N,46310200,00000001,0010,10000185,6310,YBP1,100,30,10,10
N,46310023,00000001,0010,10000186,6310,YBP1,100,30,10,10
N,46310024,00000001,0010,10000187,6310,YBP1,100,30,10,10
N,46310025,00000001,0010,10000188,6310,YBP1,100,30,10,10
N,46310026,00000001,0010,10000189,6310,YBP1,100,30,10,10
N,46310041,00000001,0010,10000186,6310,YBP1,100,30,10,10
N,46310042,00000001,0010,10000188,6310,YBP1,100,30,10,10
N,46310043,00000001,0010,10000188,6310,YBP1,100,30,10,10
N,46310044,00000001,0010,10000189,6310,YBP1,100,30,10,10
N,46310045,00000001,0010,10000189,6310,YBP1,100,30,10,10
Q,50631089,00000001,0010,10000180,6310,QM01,1,0,0,0
N,46310063,00000001,0010,10000190,6310,YBP1,1,30,25,25
N,46310063,00000002,0020,10000191,6310,YBP1,1,30,25,25
N,46310063,00000003,0030,10000192,6310,YBP1,1,30,5,5
N,46310063,00000004,0040,10000193,6310,YBP1,1,15,8,8
N,46310063,00000005,0050,10000193,6310,YBP1,1,15,2,2
N,46310064,00000001,0010,10000194,6310,YBP1,1,15,3,3
N,46310064,00000002,0020,10000193,6310,YBP1,1,15,2,2
N,46310063,00000006,0010,10000190,6310,YBP1,1,30,25,25
N,46310063,00000007,0020,10000195,6310,YBP1,1,30,10,25
N,46310063,00000008,0030,10000192,6310,YBP1,1,30,5,5
N,46310063,00000009,0040,10000193,6310,YBP1,1,15,8,8
N,46310063,00000010,0050,10000193,6310,YBP1,1,15,2,2
N,46310064,00000003,0010,10000196,6310,YBP1,1,15,1,3
N,46310064,00000004,0020,10000193,6310,YBP1,1,15,2,2
2,46310065,00000001,0010,10000199,6310,YPI1,1500,0,0,0
2,46310065,00000002,0030,10000197,6310,YBP4,1500,0,0,0
2,46310065,00000003,0020,00000000,6310,YPI1,1500,1,1,0
2,46310065,00000004,0040,00000000,6310,YPI1,1500,2,2,0
2,46310065,00000005,0050,00000000,6310,YBP4,1500,1,1,0
2,46310065,00000006,0010,10000199,6310,YPI1,1500,0,0,0
2,46310065,00000007,0030,10000198,6310,YBP4,1500,0,0,0
2,46310065,00000008,0020,00000000,6310,YPI1,1500,1,1,0
2,46310065,00000009,0040,00000000,6310,YPI1,1500,1.5,1.5,0
2,46310065,00000010,0050,00000000,6310,YBP4,1500,1,1,0
2,46310066,00000001,0010,10000200,6310,YBP4,100,0,0,0
2,46310066,00000002,0020,00000000,6310,YBP4,100,2,2,0
2,46310066,00000003,0010,10000201,6310,YBP4,100,0,0,0
2,46310066,00000004,0020,00000000,6310,YBP4,100,1,1,0
N,46310004,00000002,0010,10000202,6310,YBP3,100,10,10,30
N,46310035,00000001,0010,10000163,6310,YBP1,100,30,10,10
N,46310036,00000001,0010,10000163,6310,YBP1,100,30,10,10
N,46310037,00000001,0010,10000163,6310,YBP1,100,30,10,10
N,46310038,00000001,0010,10000163,6310,YBP1,100,30,10,10
2,46310068,00000001,0010,10000203,6310,YPI1,1000,0,0,0
2,46310068,00000002,0030,10000204,6310,YPI1,1000,0,0,0
2,46310068,00000003,0050,10000205,6310,YBP4,1000,0,0,0
2,46310068,00000004,0020,00000000,6310,YPI1,1000,1,1,0
2,46310068,00000005,0040,00000000,6310,YPI1,1000,2,2,0
2,46310068,00000006,0060,00000000,6310,YBP4,1000,1,1,0
2,46310069,00000001,0010,10000206,6310,YPI1,1000,0,0,0
2,46310069,00000002,0020,00000000,6310,YPI1,1000,0.5,0.5,0
Q,56310063,00000001,0010,10000180,6310,QM01,1,0,0,0
2,46310072,00000001,0010,10000169,6310,YPI1,1000,0,0,0
2,46310072,00000002,0030,10000175,6310,YBP4,1000,0,0,0
2,46310072,00000003,0020,00000000,6310,YPI1,1000,2,2,0
2,46310072,00000004,0040,00000000,6310,YBP4,1000,1,1,0
2,46310041,00000001,0010,10000169,6310,YPI1,100,0,0,0
2,46310041,00000002,0030,10000175,6310,YBP4,100,0,0,0
2,46310041,00000003,0020,00000000,6310,YPI1,100,1,1,0
2,46310041,00000004,0040,00000000,6310,YBP4,100,2,2,0
2,46310042,00000001,0010,10000169,6310,YPI1,100,0,0,0
2,46310042,00000002,0030,10000175,6310,YBP4,100,0,0,0
2,46310042,00000003,0020,00000000,6310,YPI1,100,2,2,0
2,46310042,00000004,0040,00000000,6310,YBP4,100,2,2,0
2,46310043,00000001,0010,10000207,6310,YBP4,1000,0,0,0
2,46310043,00000002,0020,00000000,6310,YBP4,1000,1,1,0
N,43610015,00000001,0010,10000208,3610,YB99,100,1,1,1
S,43610005,00000001,0010,10000219,3610,YBRW,1,0,0,10
N,43610000,00000001,0010,10000208,3610,YBP1,100,30,10,10
N,43610000,00000002,0020,10000209,3610,YBP1,100,30,10,10
N,43610000,00000003,0030,10000210,3610,YBP1,100,30,10,10
N,43610000,00000004,0040,10000209,3610,YBP1,100,30,10,10
N,43610001,00000001,0010,10000218,3610,YBP1,100,30,10,10
N,43610001,00000002,0020,10000209,3610,YBP1,100,30,10,10
N,43610061,00000001,0010,10000208,3610,YBP1,100,30,10,10
N,43610061,00000002,0020,10000209,3610,YBP1,100,30,10,10
N,43610061,00000003,0030,10000210,3610,YBP1,100,30,10,10
N,43610061,00000004,0040,10000209,3610,YBP1,100,30,10,10
N,43610010,00000001,0010,10000208,3610,YBP1,100,50,150,150
N,43610010,00000002,0020,10000219,3610,YBP1,100,50,150,150
N,43610010,00000003,0030,10000210,3610,YBP1,100,50,150,150
N,43610011,00000001,0010,10000208,3610,YBP1,100,50,150,150
2,43610007,00000001,0010,10000214,3610,YPI1,10000,0,0,0
2,43610007,00000002,0030,10000213,3610,YBP4,10000,0,0,0
2,43610007,00000003,0020,00000000,3610,YPI1,10000,1,2,0
2,43610007,00000004,0040,00000000,3610,YBP4,10000,0.5,1,0
2,43610008,00000001,0010,10000220,3610,YBP4,1000,0,0,0
2,43610008,00000002,0020,00000000,3610,YBP4,1000,2,2,0
2,43610007,00000005,0010,10000214,3610,YPI1,10000,0,0,0
2,43610007,00000006,0030,10000213,3610,YBP4,10000,0,0,0
2,43610007,00000007,0020,00000000,3610,YPI1,10000,1,2,0
2,43610007,00000008,0040,00000000,3610,YBP4,10000,0.5,1,0
N,43610046,00000001,0010,10000208,3610,YBP1,100,30,200,200
N,43610046,00000002,0020,10000209,3610,YBP1,100,30,200,200
N,43610046,00000003,0030,10000210,3610,YBP1,100,30,200,200
N,43610046,00000004,0040,10000209,3610,YBP1,100,30,200,200
N,43610003,00000001,0010,10000218,3610,YBP1,100,30,10,10
N,43610003,00000002,0020,10000209,3610,YBP3,100,30,10,10
N,43610004,00000001,0010,10000212,3610,YBP3,100,10,10,30
N,43610000,00000005,0010,10000219,3610,YBP1,1,30,10,10
N,43610012,00000001,0010,10000212,3610,YBP3,100,10,10,30
N,43610009,00000001,0010,10000212,3610,YBP3,100,10,10,30
N,43610047,00000001,0010,10000218,3610,YBP1,100,10,10,30
N,43610047,00000002,0020,10000209,3610,YBP3,100,10,10,30
Q,53610001,00000001,0010,10000225,3610,QM01,1,0,0,0
N,43610010,00000004,0010,10000208,3610,YBP1,100,50,150,150
N,43610010,00000006,0030,10000210,3610,YBP1,100,50,150,150
N,43610011,00000002,0010,10000208,3610,YBP1,100,50,150,150
N,43610010,00000005,0020,10000219,3610,YBQ1,100,50,150,150
N,43610014,00000001,0010,10000227,3610,YBP1,10,1,2,0
N,43610014,00000002,0020,10000226,3610,YBP1,10,0.5,1,0
N,43610014,00000003,0030,10000228,3610,YBP5,10,2,2,0
N,43610062,00000001,0010,10000227,3610,YBP1,10,1,2,0
N,43610062,00000002,0020,10000226,3610,YBP1,10,0.5,1,0
N,43610062,00000003,0030,10000228,3610,YBP5,10,2,2,0
N,43610016,00000001,0010,10000227,3610,YBP1,10,1,2,0
N,43610016,00000002,0020,10000226,3610,YBP1,10,0.5,1,0
N,43610016,00000004,0040,10000228,3610,YBP5,10,2,2,0
N,43610016,00000003,0030,10000225,3610,QM01,10,0,0,0
Q,50361001,00000001,0010,10000225,3610,QM01,1,0,0,0
Q,50361002,00000001,0010,10000225,3610,QM01,1,0,0,0
Q,50361004,00000001,0010,10000225,3610,QM01,1,0,0,0
Q,50361007,00000001,0010,10000225,3610,QM01,1,0,0,0
Q,50361005,00000001,0010,10000225,3610,QM01,1,0,0,0
N,43610039,00000001,0010,10000229,3610,YBP1,1,30,200,200
N,43610039,00000002,0031,10000229,3610,YBP1,1,30,200,200
N,43610039,00000003,0032,10000229,3610,YBP1,1,30,200,200
N,43610031,00000001,0010,10000229,3610,YBP1,1,60,120,180
N,43610023,00000001,0010,10000230,3610,YBP1,100,30,10,10
N,43610024,00000001,0010,10000231,3610,YBP1,100,30,10,10
N,43610025,00000001,0010,10000232,3610,YBP1,100,30,10,10
N,43610026,00000001,0010,10000233,3610,YBP1,100,30,10,10
N,43610041,00000001,0010,10000230,3610,YBP1,100,30,10,10
N,43610042,00000001,0010,10000232,3610,YBP1,100,30,10,10
N,43610043,00000001,0010,10000232,3610,YBP1,100,30,10,10
N,43610044,00000001,0010,10000233,3610,YBP1,100,30,10,10
N,43610045,00000001,0010,10000233,3610,YBP1,100,30,10,10
Q,50361089,00000001,0010,10000225,3610,QM01,1,0,0,0
N,43610063,00000001,0010,10000234,3610,YBP1,1,30,25,25
N,43610063,00000002,0020,10000235,3610,YBP1,1,30,25,25
N,43610063,00000003,0030,10000236,3610,YBP1,1,30,5,5
N,43610063,00000004,0040,10000237,3610,YBP1,1,15,8,8
N,43610063,00000005,0050,10000237,3610,YBP1,1,15,2,2
N,43610064,00000001,0010,10000238,3610,YBP1,1,15,3,3
N,43610064,00000002,0020,10000237,3610,YBP1,1,15,2,2
N,43610063,00000006,0010,10000234,3610,YBP1,1,30,25,25
N,43610063,00000007,0020,10000239,3610,YBP1,1,30,10,25
N,43610063,00000008,0030,10000236,3610,YBP1,1,30,5,5
N,43610063,00000009,0040,10000237,3610,YBP1,1,15,8,8
N,43610063,00000010,0050,10000237,3610,YBP1,1,15,2,2
N,43610064,00000003,0010,10000240,3610,YBP1,1,15,1,3
N,43610064,00000004,0020,10000237,3610,YBP1,1,15,2,2
2,43610065,00000001,0010,10000243,3610,YPI1,1500,0,0,0
2,43610065,00000002,0030,10000241,3610,YBP4,1500,0,0,0
2,43610065,00000003,0020,00000000,3610,YPI1,1500,1,1,0
2,43610065,00000004,0040,00000000,3610,YPI1,1500,2,2,0
2,43610065,00000005,0050,00000000,3610,YBP4,1500,1,1,0
2,43610065,00000006,0010,10000243,3610,YPI1,1500,0,0,0
2,43610065,00000007,0030,10000242,3610,YBP4,1500,0,0,0
2,43610065,00000008,0020,00000000,3610,YPI1,1500,1,1,0
2,43610065,00000009,0040,00000000,3610,YPI1,1500,1.5,1.5,0
2,43610065,00000010,0050,00000000,3610,YBP4,1500,1,1,0
2,43610066,00000001,0010,10000244,3610,YBP4,100,0,0,0
2,43610066,00000002,0020,00000000,3610,YBP4,100,2,2,0
2,43610066,00000003,0010,10000245,3610,YBP4,100,0,0,0
2,43610066,00000004,0020,00000000,3610,YBP4,100,1,1,0
N,43610004,00000002,0010,10000246,3610,YBP3,100,10,10,30
N,43610035,00000001,0010,10000208,3610,YBP1,100,30,10,10
N,43610036,00000001,0010,10000208,3610,YBP1,100,30,10,10
N,43610037,00000001,0010,10000208,3610,YBP1,100,30,10,10
N,43610038,00000001,0010,10000208,3610,YBP1,100,30,10,10
2,43610068,00000001,0010,10000247,3610,YPI1,1000,0,0,0
2,43610068,00000002,0030,10000248,3610,YPI1,1000,0,0,0
2,43610068,00000003,0050,10000249,3610,YBP4,1000,0,0,0
2,43610068,00000004,0020,00000000,3610,YPI1,1000,1,1,0
2,43610068,00000005,0040,00000000,3610,YPI1,1000,2,2,0
2,43610068,00000006,0060,00000000,3610,YBP4,1000,1,1,0
2,43610069,00000001,0010,10000250,3610,YPI1,1000,0,0,0
2,43610069,00000002,0020,00000000,3610,YPI1,1000,0.5,0.5,0
Q,53610063,00000001,0010,10000225,3610,QM01,1,0,0,0
2,43610072,00000001,0010,10000214,3610,YPI1,1000,0,0,0
2,43610072,00000002,0030,10000220,3610,YBP4,1000,0,0,0
2,43610072,00000003,0020,00000000,3610,YPI1,1000,2,2,0
2,43610072,00000004,0040,00000000,3610,YBP4,1000,1,1,0
2,43610041,00000001,0010,10000214,3610,YPI1,100,0,0,0
2,43610041,00000002,0030,10000220,3610,YBP4,100,0,0,0
2,43610041,00000003,0020,00000000,3610,YPI1,100,1,1,0
2,43610041,00000004,0040,00000000,3610,YBP4,100,2,2,0
2,43610042,00000001,0010,10000214,3610,YPI1,100,0,0,0
2,43610042,00000002,0030,10000220,3610,YBP4,100,0,0,0
2,43610042,00000003,0020,00000000,3610,YPI1,100,2,2,0
2,43610042,00000004,0040,00000000,3610,YBP4,100,2,2,0
2,43610043,00000001,0010,10000251,3610,YBP4,1000,0,0,0
2,43610043,00000002,0020,00000000,3610,YBP4,1000,1,1,0
N,46810015,00000001,0010,10000252,6810,YB99,100,1,1,1
S,46810005,00000001,0010,10000263,6810,YBRW,1,0,0,10
N,46810000,00000001,0010,10000252,6810,YBP1,100,30,10,10
N,46810000,00000002,0020,10000253,6810,YBP1,100,30,10,10
N,46810000,00000003,0030,10000254,6810,YBP1,100,30,10,10
N,46810000,00000004,0040,10000253,6810,YBP1,100,30,10,10
N,46810001,00000001,0010,10000262,6810,YBP1,100,30,10,10
N,46810001,00000002,0020,10000253,6810,YBP1,100,30,10,10
N,46810061,00000001,0010,10000252,6810,YBP1,100,30,10,10
N,46810061,00000002,0020,10000253,6810,YBP1,100,30,10,10
N,46810061,00000003,0030,10000254,6810,YBP1,100,30,10,10
N,46810061,00000004,0040,10000253,6810,YBP1,100,30,10,10
N,46810010,00000001,0010,10000252,6810,YBP1,100,50,150,150
N,46810010,00000002,0020,10000263,6810,YBP1,100,50,150,150
N,46810010,00000003,0030,10000254,6810,YBP1,100,50,150,150
N,46810011,00000001,0010,10000252,6810,YBP1,100,50,150,150
2,46810007,00000001,0010,10000258,6810,YPI1,10000,0,0,0
2,46810007,00000002,0030,10000257,6810,YBP4,10000,0,0,0
2,46810007,00000003,0020,00000000,6810,YPI1,10000,1,2,0
2,46810007,00000004,0040,00000000,6810,YBP4,10000,0.5,1,0
2,46810008,00000001,0010,10000264,6810,YBP4,1000,0,0,0
2,46810008,00000002,0020,00000000,6810,YBP4,1000,2,2,0
2,46810007,00000005,0010,10000258,6810,YPI1,10000,0,0,0
2,46810007,00000006,0030,10000257,6810,YBP4,10000,0,0,0
2,46810007,00000007,0020,00000000,6810,YPI1,10000,1,2,0
2,46810007,00000008,0040,00000000,6810,YBP4,10000,0.5,1,0
N,46810046,00000001,0010,10000252,6810,YBP1,100,30,200,200
N,46810046,00000002,0020,10000253,6810,YBP1,100,30,200,200
N,46810046,00000003,0030,10000254,6810,YBP1,100,30,200,200
N,46810046,00000004,0040,10000253,6810,YBP1,100,30,200,200
N,46810003,00000001,0010,10000262,6810,YBP1,100,30,10,10
N,46810003,00000002,0020,10000253,6810,YBP3,100,30,10,10
N,46810004,00000001,0010,10000256,6810,YBP3,100,10,10,30
N,46810000,00000005,0010,10000263,6810,YBP1,1,30,10,10
N,46810012,00000001,0010,10000256,6810,YBP3,100,10,10,30
N,46810009,00000001,0010,10000256,6810,YBP3,100,10,10,30
N,46810047,00000001,0010,10000262,6810,YBP1,100,10,10,30
N,46810047,00000002,0020,10000253,6810,YBP3,100,10,10,30
Q,56810001,00000001,0010,10000269,6810,QM01,1,0,0,0
N,46810010,00000004,0010,10000252,6810,YBP1,100,50,150,150
N,46810010,00000006,0030,10000254,6810,YBP1,100,50,150,150
N,46810011,00000002,0010,10000252,6810,YBP1,100,50,150,150
N,46810010,00000005,0020,10000263,6810,YBQ1,100,50,150,150
N,46810014,00000001,0010,10000271,6810,YBP1,10,1,2,0
N,46810014,00000002,0020,10000270,6810,YBP1,10,0.5,1,0
N,46810014,00000003,0030,10000272,6810,YBP5,10,2,2,0
N,46810062,00000001,0010,10000271,6810,YBP1,10,1,2,0
N,46810062,00000002,0020,10000270,6810,YBP1,10,0.5,1,0
N,46810062,00000003,0030,10000272,6810,YBP5,10,2,2,0
N,46810016,00000001,0010,10000271,6810,YBP1,10,1,2,0
N,46810016,00000002,0020,10000270,6810,YBP1,10,0.5,1,0
N,46810016,00000004,0040,10000272,6810,YBP5,10,2,2,0
N,46810016,00000003,0030,10000269,6810,QM01,10,0,0,0
Q,50681001,00000001,0010,10000269,6810,QM01,1,0,0,0
Q,50681002,00000001,0010,10000269,6810,QM01,1,0,0,0
Q,50681004,00000001,0010,10000269,6810,QM01,1,0,0,0
Q,50681007,00000001,0010,10000269,6810,QM01,1,0,0,0
Q,50681005,00000001,0010,10000269,6810,QM01,1,0,0,0
N,46810039,00000001,0010,10000273,6810,YBP1,1,30,200,200
N,46810039,00000002,0031,10000273,6810,YBP1,1,30,200,200
N,46810039,00000003,0032,10000273,6810,YBP1,1,30,200,200
N,46810031,00000001,0010,10000273,6810,YBP1,1,60,120,180
N,46810023,00000001,0010,10000274,6810,YBP1,100,30,10,10
N,46810024,00000001,0010,10000275,6810,YBP1,100,30,10,10
N,46810025,00000001,0010,10000276,6810,YBP1,100,30,10,10
N,46810026,00000001,0010,10000277,6810,YBP1,100,30,10,10
N,46810041,00000001,0010,10000274,6810,YBP1,100,30,10,10
N,46810042,00000001,0010,10000276,6810,YBP1,100,30,10,10
N,46810043,00000001,0010,10000276,6810,YBP1,100,30,10,10
N,46810044,00000001,0010,10000277,6810,YBP1,100,30,10,10
N,46810045,00000001,0010,10000277,6810,YBP1,100,30,10,10
Q,50681089,00000001,0010,10000269,6810,QM01,1,0,0,0
N,46810063,00000001,0010,10000278,6810,YBP1,1,30,25,25
N,46810063,00000002,0020,10000279,6810,YBP1,1,30,25,25
N,46810063,00000003,0030,10000280,6810,YBP1,1,30,5,5
N,46810063,00000004,0040,10000281,6810,YBP1,1,15,8,8
N,46810063,00000005,0050,10000281,6810,YBP1,1,15,2,2
N,46810064,00000001,0010,10000282,6810,YBP1,1,15,3,3
N,46810064,00000002,0020,10000281,6810,YBP1,1,15,2,2
N,46810063,00000006,0010,10000278,6810,YBP1,1,30,25,25
N,46810063,00000007,0020,10000283,6810,YBP1,1,30,10,25
N,46810063,00000008,0030,10000280,6810,YBP1,1,30,5,5
N,46810063,00000009,0040,10000281,6810,YBP1,1,15,8,8
N,46810063,00000010,0050,10000281,6810,YBP1,1,15,2,2
N,46810064,00000003,0010,10000284,6810,YBP1,1,15,1,3
N,46810064,00000004,0020,10000281,6810,YBP1,1,15,2,2
2,46810065,00000001,0010,10000287,6810,YPI1,1500,0,0,0
2,46810065,00000002,0030,10000285,6810,YBP4,1500,0,0,0
2,46810065,00000003,0020,00000000,6810,YPI1,1500,1,1,0
2,46810065,00000004,0040,00000000,6810,YPI1,1500,2,2,0
2,46810065,00000005,0050,00000000,6810,YBP4,1500,1,1,0
2,46810065,00000006,0010,10000287,6810,YPI1,1500,0,0,0
2,46810065,00000007,0030,10000286,6810,YBP4,1500,0,0,0
2,46810065,00000008,0020,00000000,6810,YPI1,1500,1,1,0
2,46810065,00000009,0040,00000000,6810,YPI1,1500,1.5,1.5,0
2,46810065,00000010,0050,00000000,6810,YBP4,1500,1,1,0
2,46810066,00000001,0010,10000288,6810,YBP4,100,0,0,0
2,46810066,00000002,0020,00000000,6810,YBP4,100,2,2,0
2,46810066,00000003,0010,10000289,6810,YBP4,100,0,0,0
2,46810066,00000004,0020,00000000,6810,YBP4,100,1,1,0
N,46810004,00000002,0010,10000290,6810,YBP3,100,10,10,30
N,46810035,00000001,0010,10000252,6810,YBP1,100,30,10,10
N,46810036,00000001,0010,10000252,6810,YBP1,100,30,10,10
N,46810037,00000001,0010,10000252,6810,YBP1,100,30,10,10
N,46810038,00000001,0010,10000252,6810,YBP1,100,30,10,10
2,46810068,00000001,0010,10000291,6810,YPI1,1000,0,0,0
2,46810068,00000002,0030,10000292,6810,YPI1,1000,0,0,0
2,46810068,00000003,0050,10000293,6810,YBP4,1000,0,0,0
2,46810068,00000004,0020,00000000,6810,YPI1,1000,1,1,0
2,46810068,00000005,0040,00000000,6810,YPI1,1000,2,2,0
2,46810068,00000006,0060,00000000,6810,YBP4,1000,1,1,0
2,46810069,00000001,0010,10000294,6810,YPI1,1000,0,0,0
2,46810069,00000002,0020,00000000,6810,YPI1,1000,0.5,0.5,0
Q,56810063,00000001,0010,10000269,6810,QM01,1,0,0,0
2,46810072,00000001,0010,10000258,6810,YPI1,1000,0,0,0
2,46810072,00000002,0030,10000264,6810,YBP4,1000,0,0,0
2,46810072,00000003,0020,00000000,6810,YPI1,1000,2,2,0
2,46810072,00000004,0040,00000000,6810,YBP4,1000,1,1,0
2,46810041,00000001,0010,10000258,6810,YPI1,100,0,0,0
2,46810041,00000002,0030,10000264,6810,YBP4,100,0,0,0
2,46810041,00000003,0020,00000000,6810,YPI1,100,1,1,0
2,46810041,00000004,0040,00000000,6810,YBP4,100,2,2,0
2,46810042,00000001,0010,10000258,6810,YPI1,100,0,0,0
2,46810042,00000002,0030,10000264,6810,YBP4,100,0,0,0
2,46810042,00000003,0020,00000000,6810,YPI1,100,2,2,0
2,46810042,00000004,0040,00000000,6810,YBP4,100,2,2,0
2,46810043,00000001,0010,10000295,6810,YBP4,1000,0,0,0
2,46810043,00000002,0020,00000000,6810,YBP4,1000,1,1,0
N,42710015,00000001,0010,10000296,2710,YB99,100,1,1,1
S,42710005,00000001,0010,10000307,2710,YBRW,1,0,0,10
N,42710000,00000001,0010,10000296,2710,YBP1,100,30,10,10
N,42710000,00000002,0020,10000297,2710,YBP1,100,30,10,10
N,42710000,00000003,0030,10000298,2710,YBP1,100,30,10,10
N,42710000,00000004,0040,10000297,2710,YBP1,100,30,10,10
N,42710001,00000001,0010,10000306,2710,YBP1,100,30,10,10
N,42710001,00000002,0020,10000297,2710,YBP1,100,30,10,10
N,42710061,00000001,0010,10000296,2710,YBP1,100,30,10,10
N,42710061,00000002,0020,10000297,2710,YBP1,100,30,10,10
N,42710061,00000003,0030,10000298,2710,YBP1,100,30,10,10
N,42710061,00000004,0040,10000297,2710,YBP1,100,30,10,10
N,42710010,00000001,0010,10000296,2710,YBP1,100,50,150,150
N,42710010,00000002,0020,10000307,2710,YBP1,100,50,150,150
N,42710010,00000003,0030,10000298,2710,YBP1,100,50,150,150
N,42710011,00000001,0010,10000296,2710,YBP1,100,50,150,150
2,42710007,00000001,0010,10000302,2710,YPI1,10000,0,0,0
2,42710007,00000002,0030,10000301,2710,YBP4,10000,0,0,0
2,42710007,00000003,0020,00000000,2710,YPI1,10000,1,2,0
2,42710007,00000004,0040,00000000,2710,YBP4,10000,0.5,1,0
2,42710008,00000001,0010,10000308,2710,YBP4,1000,0,0,0
2,42710008,00000002,0020,00000000,2710,YBP4,1000,2,2,0
2,42710007,00000005,0010,10000302,2710,YPI1,10000,0,0,0
