STLNR,STLKN,IDNRK,MENGE,MEINS,POSTP,AUSCH,POSNR,EWAHR
00000492,00000001,S-201,100,ST,L,0,0010,0
00000492,00000002,S-202,100,ST,L,0,0020,0
00000493,00000001,S-301,100,ST,L,0,0010,0
00000493,00000002,R-302,100,ST,L,0,0020,0
00000494,00000001,R-401,100,ST,L,0,0010,0
00000495,00000001,S-208,100,ST,L,0,0010,0
00000495,00000002,S-210,100,ST,L,0,0020,0
00000496,00000001,S-315,100,ST,L,0,0010,0
00000496,00000002,R-311,100,ST,L,0,0020,0
00000497,00000001,R-411,100,ST,L,0,0010,0
00000498,00000001,S-310,100,ST,L,0,0010,0
00000499,00000001,R-410,100,ST,L,0,0010,0
00000499,00000002,R-412,100,ST,L,0,0020,0
00000500,00000001,RM13,100,ST,L,0,0010,0
00000500,00000002,RM14,100,ST,L,0,0020,0
00000501,00000001,SG-CFP-COUPLER,1,EA,L,0,0010,0
00000501,00000002,SG-CFP-HOUSING,1,EA,L,0,0020,0
00000501,00000003,SG-CFP-SEAL,1,EA,L,0,0030,0
00000501,00000004,SG-CFP-IMPELLER,1,EA,L,0,0040,0
00000501,00000005,SG-CFP-ADAPTER,1,EA,L,0,0050,0
00000501,00000006,SG-CFP-B-BRNG,1,EA,L,0,0060,0
00000501,00000007,SG-CFP-INBRD_CVR,1,EA,L,0,0070,0
00000501,00000008,SG-CFP-SHAFT,1,EA,L,0,0080,0
00000501,00000009,SG-CFP-BRNG-BRKT,1,EA,L,0,0090,0
00000501,00000010,SG-CFP-CON_BK,1,EA,L,0,0100,0
00000501,00000011,SG-CFP-CON_BX_CVR,1,EA,L,0,0110,0
00000501,00000012,SG-CFP-CON,10,EA,L,0,0120,0
00000501,00000013,SG-CFP-HARNESS,3,EA,L,0,0130,0
00000501,00000014,SG-CFP-V-SENSOR,1,EA,L,0,0140,0
00000501,00000015,SG-CFP-F-SENSOR,2,EA,L,0,0150,0
00000501,00000016,SWN-CFG-SW-S1,1,EA,N,0,0160,0
00000502,00000001,SG1_CP,1,ST,L,0,0010,0
00000502,00000002,RM2_CP,2,ST,L,0,0020,0
00000503,00000001,RM1_CP,1,ST,L,0,0010,0
00000504,00000001,RM7_CP,100,ST,L,0,0010,0
00000504,00000002,SG2_CP,1500,CCM,L,0,0020,0
00000505,00000001,RM5_CP,1,KG,L,0,0010,0
00000506,00000001,RMJIT01,1000,ST,L,0,0010,0
00000507,00000001,RMJIT01,1000,ST,L,0,0010,0
00000507,00000002,RMJIT02,1000,ST,L,0,0010,0
00000508,00000001,SG21,100,ST,L,0,0010,0
00000508,00000002,SG22,100,ST,L,0,0020,0
00000508,00000003,RM122,100,ST,L,0,0030,0
00000508,00000004,RM128,100,ST,L,0,0040,0
00000508,00000005,SG25,100,ST,L,0,0070,0
00000508,00000006,SG124,100,ST,L,0,0080,0
00000508,00000007,RM20,100,ST,L,0,0090,0
00000508,00000008,RM27,100,ST,L,0,0100,0
00000509,00000001,RM27,100,ST,L,0,0010,0
00000510,00000001,SG21,100,ST,L,0,0010,0
00000510,00000002,SG22,100,ST,L,0,0020,0
00000510,00000003,RM122,100,ST,L,0,0030,0
00000510,00000004,RM128,100,ST,L,0,0040,0
00000510,00000005,SG25,100,ST,L,0,0070,0
00000510,00000006,SG124,100,ST,L,0,0080,0
00000510,00000007,RM20,100,ST,L,0,0090,0
00000510,00000008,RM27,100,ST,L,0,0100,0
00000511,00000001,SG21,100,ST,L,0,0010,0
00000511,00000002,SG22,100,ST,L,0,0020,0
00000511,00000003,RM122,100,ST,L,0,0030,0
00000511,00000004,RM128,100,ST,L,0,0040,0
00000511,00000005,SG25,100,ST,L,0,0070,0
00000511,00000006,SG124,100,ST,L,0,0080,0
00000511,00000007,RM20,100,ST,L,0,0090,0
00000511,00000008,RM27,100,ST,L,0,0100,0
00000512,00000001,RM1420,500,L,L,0,0010,0
00000512,00000002,RM1430,120,KG,L,0,0020,0
00000512,00000003,SG7100,-10,KG,L,0,0030,0
00000512,00000004,SG9100,-400,L,L,0,0040,0
00000512,00000005,SG8100,-50,L,L,0,0050,0
00000513,00000001,SG1010,1000,L,L,0,0010,0
00000514,00000001,SG1010,100,L,L,0,0010,0
00000514,00000002,SG22,10,ST,L,0,0020,0
00000514,00000003,RM1420,100,L,L,0,0030,0
00000514,00000004,RM15,10,ST,L,0,0040,0
00000514,00000005,SG2200,100,KG,L,0,0050,0
00000514,00000006,PIP01,100,L,N,0,0060,0
00000515,00000001,SG6100,100,KG,L,0,0010,0
00000515,00000002,RM15,10,ST,L,0,0020,0
00000515,00000003,SG23,10,ST,L,0,0030,0
00000515,00000004,RM128,10,ST,L,0,0040,0
00000516,00000001,RM09,100,KG,L,0,0010,0
00000516,00000002,RM1420,500,L,L,0,0020,0
00000516,00000003,RM1430,100,KG,L,0,0030,0
00000517,00000001,FG6500,100,KG,L,0,0010,0
00000517,00000002,SG2200,900,KG,L,0,0020,0
00000518,00000001,AVC_RBT_CNTRL_CAB,1,ST,L,0,0010,0
00000518,00000002,AVC_RBT_CNTRL_BRD,1,ST,L,0,0020,0
00000521,00000002,AVC_RBT_APPL_UNIT,1,ST,N,0,0100,0
00000521,00000001,AVC_RBT_ROBOT,1,ST,N,0,0010,0
00000520,00000002,,1,ST,K,0,0020,0
00000520,00000001,,1,ST,K,0,0010,0
00000520,00000003,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00000519,00000001,,1,ST,K,0,0010,0
00000519,00000002,AVC_RBT_CNTRL_UNIT,1,ST,N,0,0020,0
00000522,00000001,RM16,100,ST,L,0,0010,0
00000523,00000001,SG21,100,ST,L,0,0010,0
00000523,00000002,SG22,100,ST,L,0,0020,0
00000523,00000003,RM122,100,ST,L,0,0030,0
00000523,00000004,RM128,100,ST,L,0,0040,0
00000523,00000005,SG23,100,ST,L,0,0060,0
00000523,00000006,SG25,100,ST,L,0,0070,0
00000523,00000007,SG124,100,ST,L,0,0080,0
00000523,00000008,RM20,100,ST,L,0,0090,0
00000523,00000009,RM27,100,ST,L,0,0100,0
00000524,00000001,RM124,100,ST,L,0,0010,0
00000525,00000001,RM124,100,ST,L,0,0010,0
00000526,00000001,SG30,100,ST,L,0,0010,0
00000526,00000002,RM20,100,ST,L,0,0020,0
00000527,00000001,RM15,1000,ST,L,0,0010,0
00000527,00000002,SG24,15000,CCM,L,0,0020,0
00000528,00000001,RM09,1,KG,L,0,0010,0
00000528,00000002,RM19,1.2,L,L,0,0020,0
00000528,00000003,RM30,8.5,L,L,0,0030,0
00000529,00000001,SG22,100,ST,L,0,0020,0
00000529,00000002,RM122,100,ST,L,0,0030,0
00000529,00000003,RM128,100,ST,L,0,0040,0
00000529,00000004,SG25,100,ST,L,0,0070,0
00000529,00000005,SG224,100,ST,L,0,0080,0
00000529,00000006,RM27,100,ST,L,0,0090,0
00000530,00000001,RM124,100,ST,L,0,0010,0
00000531,00000001,RM12,1000,ST,L,0,0010,0
00000523,00000010,FG126,1,ST,L,0,0010,0
00000019,00000001,SP001,1,ST,L,0,0010,0
00000019,00000002,SP002,1,ST,L,0,0020,0
00000019,00000003,SP003,1,ST,L,0,0030,0
00000019,00000004,SP004,1,ST,L,0,0040,0
00000019,00000005,SP005,1,ST,L,0,0050,0
00000019,00000006,SP006,1,ST,L,0,0060,0
00000020,00000001,SP001,1,ST,L,0,0010,0
00000020,00000002,SP002,1,ST,L,0,0020,0
00000020,00000003,SP003,1,ST,L,0,0030,0
00000020,00000004,SP004,1,ST,L,0,0040,0
00000020,00000005,SP005,1,ST,L,0,0050,0
00000020,00000006,SP006,1,ST,L,0,0060,0
00000532,00000001,RM13,100,ST,L,0,0010,0
00000532,00000002,RM14,100,ST,L,0,0020,0
00000533,00000001,RM33,100,ST,L,0,0010,0
00000533,00000002,RM34,100,ST,L,0,0020,0
00000534,00000001,SG233,100,ST,L,0,0010,0
00000534,00000002,RM233-1,100,ST,L,0,0020,0
00000534,00000003,RM233-2,100,ST,L,0,0030,0
00000534,00000004,RM233-4,100,ST,L,0,0040,0
00000535,00000001,RM234,100,ST,L,0,0010,0
00000534,00000005,SG234,100,ST,L,0,0010,0
00000536,00000001,RM235,100,ST,L,0,0010,0
00000537,00000001,RM124,100,ST,L,0,0010,0
00000538,00000001,SG29,100,ST,L,0,0010,0
00000538,00000002,RM20,100,ST,L,0,0020,0
00000539,00000001,RMPI001,86,KG,L,0,0010,0
00000539,00000002,RMPI002,2,KG,L,0,0020,0
00000539,00000003,RMPI003,3,KG,L,0,0030,0
00000539,00000004,RMPI004,4,KG,L,0,0040,0
00000539,00000005,RMPI005,5000,G,L,0,0050,0
00000540,00000001,RMPI001,86,KG,L,0,0010,0
00000540,00000003,RMPI003,3,KG,L,0,0030,0
00000540,00000002,RMPI002,2,KG,L,0,0020,0
00000540,00000004,RMPI004,4,KG,L,0,0040,0
00000540,00000005,RMPI005,5000,G,L,0,0050,0
00000541,00000001,SDBOMERLAIT01,3,ST,L,0,0010,0
00000541,00000002,SDBOMERLAIT02,5,ST,L,0,0020,0
00000542,00000001,SDBOMLUMFIT01,3,ST,L,0,0010,0
00000542,00000002,SDBOMLUMFIT02,5,ST,L,0,0020,0
00000543,00000007,,1,ST,K,0,0040,0
00000543,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00000543,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00000543,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00000543,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00000543,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00000543,00000006,SF-FL-FORKSEAT-VXX,1,ST,L,0,0050,0
00000544,00000006,,1,ST,K,0,0040,0
00000544,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00000544,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00000544,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00000544,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00000544,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00000545,00000001,S-201,100,ST,L,0,0010,0
00000546,00000001,S-201,100,ST,L,0,0010,0
00000546,00000002,S-202,100,ST,L,0,0020,0
00000547,00000001,S-301,100,ST,L,0,0010,0
00000547,00000002,R-302,100,ST,L,0,0020,0
00000548,00000001,R-401,100,ST,L,0,0010,0
00000549,00000001,S-208,100,ST,L,0,0010,0
00000549,00000002,S-210,100,ST,L,0,0020,0
00000550,00000001,S-315,100,ST,L,0,0010,0
00000550,00000002,R-311,100,ST,L,0,0020,0
00000551,00000001,R-411,100,ST,L,0,0010,0
00000552,00000001,S-310,100,ST,L,0,0010,0
00000553,00000001,R-410,100,ST,L,0,0010,0
00000553,00000002,R-412,100,ST,L,0,0020,0
00000554,00000001,RM13,100,ST,L,0,0010,0
00000554,00000002,RM14,100,ST,L,0,0020,0
00000555,00000001,SG-CFP-COUPLER,1,EA,L,0,0010,0
00000555,00000002,SG-CFP-HOUSING,1,EA,L,0,0020,0
00000555,00000003,SG-CFP-SEAL,1,EA,L,0,0030,0
00000555,00000004,SG-CFP-IMPELLER,1,EA,L,0,0040,0
00000555,00000005,SG-CFP-ADAPTER,1,EA,L,0,0050,0
00000555,00000006,SG-CFP-B-BRNG,1,EA,L,0,0060,0
00000555,00000007,SG-CFP-INBRD_CVR,1,EA,L,0,0070,0
00000555,00000008,SG-CFP-SHAFT,1,EA,L,0,0080,0
00000555,00000009,SG-CFP-BRNG-BRKT,1,EA,L,0,0090,0
00000555,00000010,SG-CFP-CON_BK,1,EA,L,0,0100,0
00000555,00000011,SG-CFP-CON_BX_CVR,1,EA,L,0,0110,0
00000555,00000012,SG-CFP-CON,10,EA,L,0,0120,0
00000555,00000013,SG-CFP-HARNESS,3,EA,L,0,0130,0
00000555,00000014,SG-CFP-V-SENSOR,1,EA,L,0,0140,0
00000555,00000015,SG-CFP-F-SENSOR,2,EA,L,0,0150,0
00000555,00000016,SWN-CFG-SW-S1,1,EA,N,0,0160,0
00000556,00000001,SG1_CP,1,ST,L,0,0010,0
00000556,00000002,RM2_CP,2,ST,L,0,0020,0
00000557,00000001,RM1_CP,1,ST,L,0,0010,0
00000558,00000001,RM7_CP,100,ST,L,0,0010,0
00000558,00000002,SG2_CP,1500,CCM,L,0,0020,0
00000559,00000001,RM5_CP,1,KG,L,0,0010,0
00000560,00000001,RM16,100,ST,L,0,0010,0
00000561,00000001,SG21,100,ST,L,0,0010,0
00000561,00000002,SG22,100,ST,L,0,0020,0
00000561,00000003,RM122,100,ST,L,0,0030,0
00000561,00000004,RM128,100,ST,L,0,0040,0
00000561,00000005,SG23,100,ST,L,0,0060,0
00000561,00000006,SG25,100,ST,L,0,0070,0
00000561,00000007,SG124,100,ST,L,0,0080,0
00000561,00000008,RM20,100,ST,L,0,0090,0
00000561,00000009,RM27,100,ST,L,0,0100,0
00000562,00000001,RM124,100,ST,L,0,0010,0
00000563,00000001,RM124,100,ST,L,0,0010,0
00000564,00000001,SG30,100,ST,L,0,0010,0
00000564,00000002,RM20,100,ST,L,0,0020,0
00000565,00000001,RM15,1000,ST,L,0,0010,0
00000565,00000002,SG24,15000,CCM,L,0,0020,0
00000566,00000001,RM09,1,KG,L,0,0010,0
00000566,00000002,RM19,1.2,L,L,0,0020,0
00000566,00000003,RM30,8.5,L,L,0,0030,0
00000567,00000001,SG22,100,ST,L,0,0020,0
00000567,00000002,RM122,100,ST,L,0,0030,0
00000567,00000003,RM128,100,ST,L,0,0040,0
00000567,00000004,SG25,100,ST,L,0,0070,0
00000567,00000005,SG224,100,ST,L,0,0080,0
00000567,00000006,RM27,100,ST,L,0,0090,0
00000568,00000001,RM124,100,ST,L,0,0010,0
00000569,00000001,RM12,1000,ST,L,0,0010,0
00000561,00000010,FG126,1,ST,L,0,0010,0
00000021,00000001,SP001,1,ST,L,0,0010,0
00000021,00000002,SP002,1,ST,L,0,0020,0
00000021,00000003,SP003,1,ST,L,0,0030,0
00000021,00000004,SP004,1,ST,L,0,0040,0
00000021,00000005,SP005,1,ST,L,0,0050,0
00000021,00000006,SP006,1,ST,L,0,0060,0
00000022,00000002,SP002,1,ST,L,0,0020,0
00000022,00000001,SP001,1,ST,L,0,0010,0
00000022,00000003,SP003,1,ST,L,0,0030,0
00000022,00000004,SP004,1,ST,L,0,0040,0
00000022,00000005,SP005,1,ST,L,0,0050,0
00000022,00000006,SP006,1,ST,L,0,0060,0
00000570,00000001,RM13,100,ST,L,0,0010,0
00000570,00000002,RM14,100,ST,L,0,0020,0
00000571,00000001,RM33,100,ST,L,0,0010,0
00000571,00000002,RM34,100,ST,L,0,0020,0
00000572,00000001,SG233,100,ST,L,0,0010,0
00000572,00000002,RM233-1,100,ST,L,0,0020,0
00000572,00000003,RM233-2,100,ST,L,0,0030,0
00000572,00000004,RM233-4,100,ST,L,0,0040,0
00000573,00000001,RM234,100,ST,L,0,0010,0
00000572,00000005,SG234,100,ST,L,0,0010,0
00000574,00000001,RM235,100,ST,L,0,0010,0
00000575,00000001,RM124,100,ST,L,0,0010,0
00000576,00000001,SG29,100,ST,L,0,0010,0
00000576,00000002,RM20,100,ST,L,0,0020,0
00000577,00000001,RMPI001,86,KG,L,0,0010,0
00000577,00000002,RMPI002,2,KG,L,0,0020,0
00000577,00000003,RMPI003,3,KG,L,0,0030,0
00000577,00000004,RMPI004,4,KG,L,0,0040,0
00000577,00000005,RMPI005,5000,G,L,0,0050,0
00000578,00000001,RMPI001,86,KG,L,0,0010,0
00000578,00000002,RMPI002,2,KG,L,0,0020,0
00000578,00000003,RMPI003,3,KG,L,0,0030,0
00000578,00000004,RMPI004,4,KG,L,0,0040,0
00000578,00000005,RMPI005,5000,G,L,0,0050,0
00000579,00000001,SDBOMERLAIT01,3,ST,L,0,0010,0
00000579,00000002,SDBOMERLAIT02,5,ST,L,0,0020,0
00000580,00000001,SDBOMLUMFIT01,3,ST,L,0,0010,0
00000580,00000002,SDBOMLUMFIT02,5,ST,L,0,0020,0
00000581,00000007,,1,ST,K,0,0040,0
00000581,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00000581,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00000581,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00000581,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00000581,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00000581,00000006,SF-FL-FORKSEAT-VXX,1,ST,L,0,0050,0
00000582,00000006,,1,ST,K,0,0040,0
00000582,00000001,SF-FL-COMB,1,ST,L,0,0010,0
00000582,00000002,SF-FL-ELECTRIC,1,ST,L,0,0010,0
00000582,00000003,SF-FL-TIRE-CUSH,4,ST,L,0,0020,0
00000582,00000004,SF-FL-TIRE-PNEU,4,ST,L,0,0020,0
00000582,00000005,SF-FL-CWEIGHT,1,ST,L,0,0030,0
00000583,00000001,EWMS4-502,4,ST,L,0,0010,0
00000583,00000002,EWMS4-503,8,ST,L,0,0020,0
00000583,00000003,EWMS4-601,32,ST,L,0,0030,0
00000584,00000001,S-201,100,ST,L,0,0010,0
00000585,00000001,S-201,100,ST,L,0,0010,0
00000585,00000002,S-202,100,ST,L,0,0020,0
00000586,00000001,S-301,100,ST,L,0,0010,0
00000586,00000002,R-302,100,ST,L,0,0020,0
00000587,00000001,R-401,100,ST,L,0,0010,0
00000588,00000001,S-208,100,ST,L,0,0010,0
00000588,00000002,S-210,100,ST,L,0,0020,0
00000589,00000001,S-315,100,ST,L,0,0010,0
00000589,00000002,R-311,100,ST,L,0,0020,0
00000590,00000001,R-411,100,ST,L,0,0010,0
00000591,00000001,S-310,100,ST,L,0,0010,0
00000592,00000001,R-410,100,ST,L,0,0010,0
00000592,00000002,R-412,100,ST,L,0,0020,0
00000593,00000001,SG-CFP-COUPLER,1,EA,L,0,0010,0
00000593,00000002,SG-CFP-HOUSING,1,EA,L,0,0020,0
00000593,00000003,SG-CFP-SEAL,1,EA,L,0,0030,0
00000593,00000004,SG-CFP-IMPELLER,1,EA,L,0,0040,0
00000018,00000002,RM17,100,ST,L,0,0020,0
00000018,00000003,RM18,100,ST,L,0,0030,0
00000020,00000002,RM14,100,ST,L,0,0020,0
00000024,00000002,S-202,100,ST,L,0,0020,0
00000037,00000003,RM18,100,ST,L,0,0030,0
00000037,00000002,RM17,100,ST,L,0,0020,0
00000038,00000002,SG22,100,ST,L,0,0020,0
00000038,00000004,RM128,100,ST,L,0,0040,0
00000038,00000006,SG23,100,ST,L,0,0060,0
00000038,00000008,SG124,100,ST,L,0,0080,0
00000038,00000010,RM27,100,ST,L,0,0100,0
00000045,00000002,RM14,100,ST,L,0,0020,0
00000046,00000004,RM233-4,100,ST,L,0,0040,0
00000046,00000003,RM233-2,100,ST,L,0,0030,0
00000053,00000002,S-202,100,ST,L,0,0020,0
00000058,00000002,RM34,100,ST,L,0,0020,0
00000060,00000002,S-210,100,ST,L,0,0020,0
00000066,00000002,RM14,100,ST,L,0,0020,0
00000085,00000002,RM34,100,ST,L,0,0020,0
00000086,00000002,RM14,100,ST,L,0,0020,0
00000046,00000005,SG234,100,ST,L,0,0010,0
00000105,00000002,S-210,100,ST,L,0,0020,0
00000113,00000002,SG22,100,ST,L,0,0020,0
00000113,00000006,SG23,100,ST,L,0,0060,0
00000113,00000008,SG124,100,ST,L,0,0080,0
00000113,00000010,RM27,100,ST,L,0,0100,0
00000115,00000002,SG22,100,ST,L,0,0020,0
00000115,00000006,SG23,100,ST,L,0,0060,0
00000115,00000008,SG124,100,ST,L,0,0080,0
00000115,00000010,RM27,100,ST,L,0,0100,0
00000116,00000002,SG22,100,ST,L,0,0020,0
00000116,00000006,SG23,100,ST,L,0,0060,0
00000116,00000008,SG124,100,ST,L,0,0080,0
00000116,00000010,RM27,100,ST,L,0,0100,0
00000010,00000005,SG234,100,ST,L,0,0010,0
00000127,00000002,SG22,100,ST,L,0,0020,0
00000127,00000006,SG23,100,ST,L,0,0060,0
00000127,00000008,SG124,100,ST,L,0,0080,0
00000129,00000002,SG22,100,ST,L,0,0020,0
00000129,00000006,SG23,100,ST,L,0,0060,0
00000129,00000008,SG124,100,ST,L,0,0080,0
00000130,00000002,SG22,100,ST,L,0,0020,0
00000130,00000004,RM128,100,ST,L,0,0040,0
00000130,00000006,SG23,100,ST,L,0,0060,0
00000130,00000008,SG124,100,ST,L,0,0080,0
00000593,00000005,SG-CFP-ADAPTER,1,EA,L,0,0050,0
00000593,00000006,SG-CFP-B-BRNG,1,EA,L,0,0060,0
00000593,00000007,SG-CFP-INBRD_CVR,1,EA,L,0,0070,0
00000593,00000008,SG-CFP-SHAFT,1,EA,L,0,0080,0
00000593,00000009,SG-CFP-BRNG-BRKT,1,EA,L,0,0090,0
00000593,00000010,SG-CFP-CON_BK,1,EA,L,0,0100,0
00000593,00000011,SG-CFP-CON_BX_CVR,1,EA,L,0,0110,0
00000593,00000012,SG-CFP-CON,10,EA,L,0,0120,0
00000593,00000013,SG-CFP-HARNESS,3,EA,L,0,0130,0
00000593,00000014,SG-CFP-V-SENSOR,1,EA,L,0,0140,0
00000593,00000015,SG-CFP-F-SENSOR,2,EA,L,0,0150,0
00000593,00000016,SWN-CFG-SW-S1,1,EA,N,0,0160,0
00000594,00000001,SG1_CP,1,ST,L,0,0010,0
00000594,00000002,RM2_CP,2,ST,L,0,0020,0
00000595,00000001,RM1_CP,1,ST,L,0,0010,0
00000596,00000001,RM7_CP,100,ST,L,0,0010,0
00000596,00000002,SG2_CP,1500,CCM,L,0,0020,0
00000597,00000001,RM5_CP,1,KG,L,0,0010,0
00000598,00000001,SG21,100,ST,L,0,0010,0
00000598,00000002,SG22,100,ST,L,0,0020,0
00000598,00000003,RM122,100,ST,L,0,0030,0
00000598,00000004,RM128,100,ST,L,0,0040,0
00000598,00000005,SG25,100,ST,L,0,0070,0
00000598,00000006,SG124,100,ST,L,0,0080,0
00000598,00000007,RM20,100,ST,L,0,0090,0
00000598,00000008,RM27,100,ST,L,0,0100,0
00000599,00000001,RM27,100,ST,L,0,0010,0
00000600,00000001,SG21,100,ST,L,0,0010,0
00000600,00000002,SG22,100,ST,L,0,0020,0
00000600,00000003,RM122,100,ST,L,0,0030,0
00000600,00000004,RM128,100,ST,L,0,0040,0
00000600,00000005,SG25,100,ST,L,0,0070,0
00000600,00000006,SG124,100,ST,L,0,0080,0
00000600,00000007,RM20,100,ST,L,0,0090,0
00000600,00000008,RM27,100,ST,L,0,0100,0
00000601,00000001,SG21,100,ST,L,0,0010,0
00000601,00000002,SG22,100,ST,L,0,0020,0
00000601,00000003,RM122,100,ST,L,0,0030,0
00000601,00000004,RM128,100,ST,L,0,0040,0
00000601,00000005,SG25,100,ST,L,0,0070,0
00000601,00000006,SG124,100,ST,L,0,0080,0
00000601,00000007,RM20,100,ST,L,0,0090,0
00000601,00000008,RM27,100,ST,L,0,0100,0
00000602,00000001,RM1420,500,L,L,0,0010,0
00000602,00000002,RM1430,120,KG,L,0,0020,0
00000602,00000003,SG7100,-10,KG,L,0,0030,0
00000602,00000004,SG9100,-400,L,L,0,0040,0
00000602,00000005,SG8100,-50,L,L,0,0050,0
00000603,00000001,SG1010,1000,L,L,0,0010,0
00000604,00000001,SG1010,100,L,L,0,0010,0
00000604,00000002,SG22,10,ST,L,0,0020,0
00000604,00000003,RM1420,100,L,L,0,0030,0
00000604,00000004,RM15,10,ST,L,0,0040,0
00000604,00000005,SG2200,100,KG,L,0,0050,0
00000604,00000006,PIP01,100,L,N,0,0060,0
00000605,00000001,SG6100,100,KG,L,0,0010,0
00000605,00000002,RM15,10,ST,L,0,0020,0
00000605,00000003,SG23,10,ST,L,0,0030,0
00000605,00000004,RM128,10,ST,L,0,0040,0
00000606,00000001,RM09,100,KG,L,0,0010,0
00000606,00000002,RM1420,500,L,L,0,0020,0
00000606,00000003,RM1430,100,KG,L,0,0030,0
00000607,00000001,FG6500,100,KG,L,0,0010,0
00000607,00000002,SG2200,900,KG,L,0,0020,0
00000608,00000001,AVC_RBT_CNTRL_CAB,1,ST,L,0,0010,0
00000608,00000002,AVC_RBT_CNTRL_BRD,1,ST,L,0,0020,0
00000611,00000002,AVC_RBT_APPL_UNIT,1,ST,N,0,0100,0
00000611,00000001,AVC_RBT_ROBOT,1,ST,N,0,0010,0
00000610,00000002,,1,ST,K,0,0020,0
00000610,00000001,,1,ST,K,0,0010,0
00000610,00000003,AVC_RBT_BASE_FRAME,1,ST,L,0,0030,0
00000609,00000001,,1,ST,K,0,0010,0
00000609,00000002,AVC_RBT_CNTRL_UNIT,1,ST,N,0,0020,0
00000612,00000001,RM16,100,ST,L,0,0010,0
00000613,00000001,SG21,100,ST,L,0,0010,0
00000613,00000002,SG22,100,ST,L,0,0020,0
00000613,00000003,RM122,100,ST,L,0,0030,0
00000613,00000004,RM128,100,ST,L,0,0040,0
00000613,00000005,SG23,100,ST,L,0,0060,0
00000613,00000006,SG25,100,ST,L,0,0070,0
00000613,00000007,SG124,100,ST,L,0,0080,0
00000613,00000008,RM20,100,ST,L,0,0090,0
00000613,00000009,RM27,100,ST,L,0,0100,0
00000614,00000001,RM124,100,ST,L,0,0010,0
00000615,00000001,RM124,100,ST,L,0,0010,0
00000616,00000001,SG30,100,ST,L,0,0010,0
00000616,00000002,RM20,100,ST,L,0,0020,0
00000617,00000001,RM15,1000,ST,L,0,0010,0
00000617,00000002,SG24,15000,CCM,L,0,0020,0
00000618,00000001,RM09,1,KG,L,0,0010,0
00000618,00000002,RM19,1.2,L,L,0,0020,0
00000618,00000003,RM30,8.5,L,L,0,0030,0
00000619,00000001,SG22,100,ST,L,0,0020,0
00000619,00000002,RM122,100,ST,L,0,0030,0
00000619,00000003,RM128,100,ST,L,0,0040,0
00000619,00000004,SG25,100,ST,L,0,0070,0
00000619,00000005,SG224,100,ST,L,0,0080,0
00000619,00000006,RM27,100,ST,L,0,0090,0
00000620,00000001,RM124,100,ST,L,0,0010,0
00000621,00000001,RM12,1000,ST,L,0,0010,0
00000613,00000010,FG126,1,ST,L,0,0010,0
00000023,00000001,SP001,1,ST,L,0,0010,0
00000023,00000002,SP002,1,ST,L,0,0020,0
00000023,00000003,SP003,1,ST,L,0,0030,0
00000023,00000004,SP004,1,ST,L,0,0040,0
00000023,00000005,SP005,1,ST,L,0,0050,0
00000023,00000006,SP006,1,ST,L,0,0060,0
00000024,00000001,SP001,1,ST,L,0,0010,0
00000024,00000002,SP002,1,ST,L,0,0020,0
00000024,00000003,SP003,1,ST,L,0,0030,0
00000024,00000004,SP004,1,ST,L,0,0040,0
00000024,00000005,SP005,1,ST,L,0,0050,0
00000024,00000006,SP006,1,ST,L,0,0060,0
00000622,00000001,RM13,100,ST,L,0,0010,0
00000622,00000002,RM14,100,ST,L,0,0020,0
00000623,00000001,RM33,100,ST,L,0,0010,0
00000623,00000002,RM34,100,ST,L,0,0020,0
00000624,00000001,SG233,100,ST,L,0,0010,0
00000624,00000002,RM233-1,100,ST,L,0,0020,0
00000624,00000003,RM233-2,100,ST,L,0,0030,0
00000624,00000004,RM233-4,100,ST,L,0,0040,0
00000625,00000001,RM234,100,ST,L,0,0010,0
00000624,00000005,SG234,100,ST,L,0,0010,0
00000626,00000001,RM235,100,ST,L,0,0010,0
00000627,00000001,RM124,100,ST,L,0,0010,0
00000628,00000001,SG29,100,ST,L,0,0010,0
00000628,00000002,RM20,100,ST,L,0,0020,0
00000629,00000001,RMPI001,86,KG,L,0,0010,0
00000629,00000002,RMPI002,2,KG,L,0,0020,0
00000629,00000003,RMPI003,3,KG,L,0,0030,0
00000629,00000004,RMPI004,4,KG,L,0,0040,0
00000629,00000005,RMPI005,5000,G,L,0,0050,0
00000630,00000001,RMPI001,86,KG,L,0,0010,0
