MATNR,BWKEY,BKLAS,STPRS,VERPR,VPRSV
SF-FL-FORKSEAT-VXX,1710,7900,3100,0,S
CM-FL-V00,1710,7920,4000,0,S
FG-FL-MV-V00,1710,7920,4000,0,S
FG-FL-MV-V01,1710,7920,4000,0,S
FG-FL-MV-V02,1710,7920,4000,0,S
EWMS4-50,1710,7920,200,0,S
EWMS4-502,1710,3000,20,0,S
EWMS4-503,1710,3000,5,0,S
EWMS4-601,1710,3000,1,0,S
F-10A,1710,7920,42,0,S
F-10B,1710,7920,50,0,S
R-302,1710,3000,1.5,0,S
R-401,1710,3000,1,0,S
S-201,1710,7900,25,0,S
S-202,1710,7900,15,0,S
S-301,1710,7900,5,0,S
S-203,1710,7900,12.5,0,S
F-20A,1710,7920,100,0,S
R-311,1710,3000,5,0,S
R-410,1710,3000,1,0,S
R-411,1710,3000,3,0,S
R-412,1710,3000,2,0,S
S-208,1710,7900,30,0,S
S-210,1710,7900,20,0,S
S-310,1710,7900,10,0,S
S-315,1710,7900,5,0,S
SG26,1710,7900,1.88,0,S
FG1_CP,1710,7920,18.65,0,S
RM1_CP,1710,3000,0.08,0,S
RM2_CP,1710,3000,1,0,S
SG1_CP,1710,7900,0.52,0,S
FG2_CP,1710,7920,0.88,0,S
RM5_CP,1710,3000,0.08,0,S
RM7_CP,1710,3000,0.2,0,S
SG2_CP,1710,7900,0.17,0,S
RMJIT01,1710,3000,1,0,S
RMJIT02,1710,3000,1,0,S
SGJIT01,1710,7900,1.5,0,S
SGJIT02,1710,7900,1.5,0,S
SGJIT02-SERIALIZED,1710,7900,1.5,0,S
FG111,1710,7920,18.65,0,S
FG111_A,1710,7920,18.65,0,S
FG111_B,1710,7920,18.65,0,S
FG111_C,1710,7920,18.65,0,S
RM27_1,1710,3000,0.75,0,S
RM1420,1710,3000,0.08,0,S
RM1430,1710,3000,1,0,S
SG2200,1710,7900,18.65,0,S
SG7100,1710,7900,0.02,0,S
SG8100,1710,7900,1.5,0,S
SG9100,1710,7900,1.5,0,S
SG1010,1710,7900,1.5,0,S
PIP01,1710,3000,0,0.12,V
FG29-1,1710,7920,3.4,0,S
FG6200,1710,7920,6.28,0,S
SG6100,1710,7900,2.37,0,S
FG6500,1710,7920,3.21,0,S
AVC_RBT_BASE_FRAME,1710,7900,100,0,S
AVC_RBT_CNTRL_CAB,1710,3100,13.5,13.5,V
AVC_RBT_D_ARM_50,1710,7900,3100,0,S
AVC_RBT_L_ARM_45,1710,7900,60,0,S
AVC_RBT_SEALING,1710,3100,13.5,13.5,V
AVC_RBT_APPL_UNIT,1710,7920,4000,0,S
AVC_RBT_BUNDLE,1710,7920,4000,0,S
AVC_RBT_CNTRL_BRD,1710,3100,13,13,V
AVC_RBT_CNTRL_UNIT,1710,7920,4000,0,S
AVC_RBT_ROBOT,1710,7920,4000,0,S
CM-FL-V00-3P,1710,7920,4000,0,S
AVC_RBT_BRD_PAINT,1710,7900,3100,0,S
AVC_RBT_BRD_SEAL,1710,7900,3100,0,S
AVC_RBT_CONTROL,1710,7920,4000,0,S
AVC_RBT_D_ARM_110,1710,7900,3100,0,S
AVC_RBT_LINK_ARM,1710,7920,4000,0,S
AVC_RBT_ROBOT2,1710,7920,4000,0,S
RMPC07,1710,3000,1,0,S
RMPC08,1710,3000,1,0,S
SGPCSVT01,1710,7900,15,0,S
D2O_09077205423_C,1710,7920,618.97,0,S
D2O_0900047034,1710,7900,10,0,S
D2O_0901513373_C,1710,7900,10,0,S
D2O_0902056385,1710,7900,32.9,0,S
D2O_0904277018_C,1710,7900,29.25,0,S
D2O_0905271384,1710,7900,20,0,S
D2O_0905720429,1710,7900,53.19,0,S
D2O_0905720543_C,1710,7900,35,0,S
D2O_0905720544_C,1710,7900,80.52,0,S
D2O_0905721007,1710,7900,47.75,0,S
D2O_0905721008,1710,7900,47.95,0,S
D2O_1800481527,1710,7900,62,0,S
D2O_0424955000,1710,3000,0.55,0,S
D2O_0563557002,1710,3000,0.73,0,S
D2O_0625555452,1710,3000,12.67,0,S
D2O_0901513371,1710,3000,45,0,S
D2O_0903271777_C,1710,3000,5.25,0,S
FG1_DS,1710,7920,23.7,0,S
RM1_DS,1710,3000,5,0,S
RM2_DS,1710,3000,5.25,0,S
SG1_DS,1710,7900,8.75,0,S
FG2_DS,1710,7920,27.19,0,S
RM3_DS,1710,3000,0.5,0,S
RM4_DS,1710,3000,0.75,0,S
SG2_DS,1710,7900,1.5,0,S
TG11,6410,3100,202.5,202.5,V
FG126,6410,7920,18.65,0,S
RM12,6410,3000,1,0,S
RM120,6410,3000,1.25,0,S
RM122,6410,3000,0.75,0,S
RM124,6410,3000,0.35,0,S
RM128,6410,3000,1.65,0,S
RM13,6410,3000,0.5,0,S
RM14,6410,3000,0.75,0,S
RM16,6410,3000,0.25,0,S
RM20,6410,3000,1.3,0,S
RM27,6410,3000,0.75,0,S
SG124,6410,7900,0.52,0,S
SG21,6410,7900,1.5,0,S
SG22,6410,7900,2.7,0,S
SG224,6410,7900,0.52,0,S
SG25,6410,7900,5.75,0,S
FG29,6410,7920,0.88,0,S
RM09,6410,3000,0.08,0,S
RM15,6410,3000,0.2,0,S
RM19,6410,3000,0.12,0,S
RM30,6410,3000,0.01,0,S
SG24,6410,7900,0.17,0,S
SG23,6410,7900,1.88,0,S
RM129,6410,3000,9.75,0,S
FG130,6410,7920,32,0,S
SG30,6410,7900,15,0,S
FG228,6410,7920,407.85,0,S
SP001,6410,3040,130,0,S
SP002,6410,3040,130,0,S
SP003,6410,3040,130,0,S
SP004,6410,3040,130,0,S
SP005,6410,3040,130,0,S
SP006,6410,3040,130,0,S
RM33,6410,3000,7.5,0,S
RM34,6410,3000,11.25,0,S
SG27,6410,7900,28.2,0,S
FG233,6410,7920,373.55,0,S
RM233-1,6410,3000,53.36,0,S
RM233-2,6410,3000,53.36,0,S
RM233-4,6410,3000,53.36,0,S
RM234,6410,3000,62.26,0,S
SG233,6410,7900,74.71,0,S
RM235,6410,3000,3.5,0,S
SG234,6410,7900,4.2,0,S
FG129,6410,7920,32,0,S
SG29,6410,7900,15,0,S
RMPI001,6410,3000,1.2,0,S
RMPI002,6410,3000,15,0,S
RMPI003,6410,3000,18.75,0,S
RMPI004,6410,3000,11.25,0,S
RMPI005,6410,3000,5.25,0,S
SGPI001,6410,7900,7.8,0,S
SGPI001-V00,6410,7900,7.8,0,S
QM006,6410,7900,1524,0,S
SDBOMERLAHD,6410,3100,750,50,V
SDBOMERLAIT01,6410,3100,202.5,13.5,V
SDBOMERLAIT02,6410,3100,202.5,13.5,V
SDBOMLUMFHD,6410,3100,750,50,V
SDBOMLUMFIT01,6410,3100,202.5,13.5,V
SDBOMLUMFIT02,6410,3100,202.5,13.5,V
CM-FL-V01,6410,7920,60000,0,S
SF-FL-COMB,6410,7900,46500,0,S
SF-FL-CWEIGHT,6410,7900,1650,0,S
SF-FL-ELECTRIC,6410,7900,43500,0,S
SF-FL-TIRE-CUSH,6410,7900,1350,0,S
SF-FL-TIRE-PNEU,6410,7900,1500,0,S
CM-MLFL-KM-VXX,6410,7920,60000,0,S
SF-FL-FORKSEAT-VXX,6410,7900,46500,0,S
CM-FL-V00,6410,7920,4000,0,S
FG-FL-MV-V00,6410,7920,4000,0,S
FG-FL-MV-V01,6410,7920,4000,0,S
FG-FL-MV-V02,6410,7920,4000,0,S
EWMS4-50,6410,7920,3000,0,S
EWMS4-502,6410,3000,300,0,S
EWMS4-503,6410,3000,75,0,S
EWMS4-601,6410,3000,15,0,S
F-10A,6410,7920,716.12,0,S
F-10B,6410,7920,852.53,0,S
R-302,6410,3000,25.58,0,S
R-401,6410,3000,17.05,0,S
S-201,6410,7900,426.26,0,S
S-202,6410,7900,255.76,0,S
S-301,6410,7900,85.25,0,S
S-203,6410,7900,12.5,0,S
F-20A,6410,7920,17420.88,0,S
R-311,6410,3000,87.1,0,S
R-410,6410,3000,17.42,0,S
R-411,6410,3000,52.26,0,S
R-412,6410,3000,34.84,0,S
S-208,6410,7900,522.63,0,S
S-210,6410,7900,348.42,0,S
S-310,6410,7900,1742.09,0,S
S-315,6410,7900,87.1,0,S
SG26,6410,7900,28.2,0,S
FG1_CP,6410,7920,18.65,0,S
RM1_CP,6410,3000,0.08,0,S
RM2_CP,6410,3000,1,0,S
SG1_CP,6410,7900,0.52,0,S
FG2_CP,6410,7920,15.77,0,S
RM5_CP,6410,3000,1.43,0,S
RM7_CP,6410,3000,3.58,0,S
SG2_CP,6410,7900,3.05,0,S
RMJIT01,6410,3000,15,0,S
RMJIT02,6410,3000,15,0,S
SGJIT01,6410,7900,225,0,S
SGJIT02,6410,7900,225,0,S
FG111,6410,7920,279.75,0,S
FG111_A,6410,7920,279.75,0,S
FG111_B,6410,7920,279.75,0,S
FG111_C,6410,7920,279.75,0,S
RM27_1,6410,3000,11.25,0,S
RM1420,6410,3000,1.44,0,S
RM1430,6410,3000,18.01,0,S
SG2200,6410,7900,335.97,0,S
SG7100,6410,7900,0.36,0,S
SG8100,6410,7900,27.02,0,S
SG9100,6410,7900,27.02,0,S
SG1010,6410,7900,22.5,0,S
PIP01,6410,3000,0,1.8,V
FG29-1,6410,7920,60.28,0,S
FG6200,6410,7920,111.79,0,S
SG6100,6410,7900,42.19,0,S
FG6500,6410,7920,56.58,0,S
AVC_RBT_BASE_FRAME,6410,7900,100,0,S
AVC_RBT_CNTRL_CAB,6410,3100,13.5,13.5,V
AVC_RBT_D_ARM_50,6410,7900,3100,0,S
AVC_RBT_L_ARM_45,6410,7900,60,0,S
AVC_RBT_SEALING,6410,3100,13.5,13.5,V
AVC_RBT_APPL_UNIT,6410,7920,60000,0,S
AVC_RBT_BUNDLE,6410,7920,60000,0,S
AVC_RBT_CNTRL_BRD,6410,3100,195,195,V
AVC_RBT_CNTRL_UNIT,6410,7920,60000,0,S
AVC_RBT_ROBOT,6410,7920,60000,0,S
TG11,6310,3100,378,378,V
FG126,6310,7920,653,0,S
RM12,6310,3000,35,0,S
RM120,6310,3000,39,0,S
RM122,6310,3000,27,0,S
RM124,6310,3000,13,0,S
RM128,6310,3000,58,0,S
RM13,6310,3000,18,0,S
RM14,6310,3000,27,0,S
RM16,6310,3000,9,0,S
RM20,6310,3000,46,0,S
RM27,6310,3000,27,0,S
SG124,6310,7900,19,0,S
SG21,6310,7900,53,0,S
SG22,6310,7900,95,0,S
SG224,6310,7900,19,0,S
SG25,6310,7900,202,0,S
FG29,6310,7920,31,0,S
RM09,6310,3000,3,0,S
RM15,6310,3000,7,0,S
RM19,6310,3000,5,0,S
RM30,6310,3000,1,0,S
SG24,6310,7900,6,0,S
SG23,6310,7900,58,0,S
RM129,6310,3000,59,0,S
FG130,6310,7920,1139,0,S
SG30,6310,7900,534,0,S
FG228,6310,7920,960,0,S
SP001,6310,3040,2993,0,S
SP002,6310,3040,3004,0,S
SP003,6310,3040,3004,0,S
SP004,6310,3040,2993,0,S
SP005,6310,3040,3004,0,S
SP006,6310,3040,3004,0,S
RM33,6310,3000,18,0,S
RM34,6310,3000,27,0,S
SG27,6310,7900,67,0,S
FG233,6310,7920,683,0,S
RM233-1,6310,3000,98,0,S
RM233-2,6310,3000,98,0,S
RM233-4,6310,3000,98,0,S
RM234,6310,3000,114,0,S
SG233,6310,7900,137,0,S
RM235,6310,3000,125,0,S
SG234,6310,7900,150,0,S
FG129,6310,7920,1280,0,S
SG29,6310,7900,600,0,S
RMPI001,6310,3000,3,0,S
RMPI002,6310,3000,36,0,S
RMPI003,6310,3000,45,0,S
RMPI004,6310,3000,27,0,S
RMPI005,6310,3000,13,0,S
SGPI001,6310,7900,19,0,S
SGPI001-V00,6310,7900,19,0,S
QM006,6310,7900,31,0,S
SDBOMERLAHD,6310,3100,50,50,V
SDBOMERLAIT01,6310,3100,1350,1350,V
SDBOMERLAIT02,6310,3100,1350,1350,V
SDBOMLUMFHD,6310,3100,50,50,V
SDBOMLUMFIT01,6310,3100,1350,1350,V
SDBOMLUMFIT02,6310,3100,1350,1350,V
CM-FL-V01,6310,7920,4000,0,S
SF-FL-COMB,6310,7900,3100,0,S
SF-FL-CWEIGHT,6310,7900,110,0,S
SF-FL-ELECTRIC,6310,7900,2900,0,S
SF-FL-TIRE-CUSH,6310,7900,90,0,S
SF-FL-TIRE-PNEU,6310,7900,100,0,S
CM-MLFL-KM-VXX,6310,7920,142400,0,S
SF-FL-FORKSEAT-VXX,6310,7900,112112,0,S
CM-FL-V00,6310,7920,4000,0,S
FG-FL-MV-V00,6310,7920,4000,0,S
FG-FL-MV-V01,6310,7920,4000,0,S
FG-FL-MV-V02,6310,7920,4000,0,S
EWMS4-50,6310,7920,200,0,S
EWMS4-502,6310,3000,20,0,S
EWMS4-503,6310,3000,5,0,S
EWMS4-601,6310,3000,1,0,S
F-10A,6310,7920,1519,0,S
F-10B,6310,7920,1808,0,S
R-302,6310,3000,54,0,S
R-401,6310,3000,36,0,S
S-201,6310,7900,904,0,S
S-202,6310,7900,542,0,S
S-301,6310,7900,181,0,S
S-203,6310,7900,452,0,S
F-20A,6310,7920,3500,0,S
R-311,6310,3000,175,0,S
R-410,6310,3000,35,0,S
R-411,6310,3000,105,0,S
R-412,6310,3000,70,0,S
S-208,6310,7900,1050,0,S
S-210,6310,7900,700,0,S
S-310,6310,7900,350,0,S
S-315,6310,7900,175,0,S
SG26,6310,7900,58,0,S
FG1_CP,6310,7920,661,0,S
RM1_CP,6310,3000,3,0,S
RM2_CP,6310,3000,35,0,S
SG1_CP,6310,7900,18,0,S
FG2_CP,6310,7920,31,0,S
RM5_CP,6310,3000,3,0,S
RM7_CP,6310,3000,7,0,S
SG2_CP,6310,7900,6,0,S
RMJIT01,6310,3000,36,0,S
RMJIT02,6310,3000,36,0,S
SGJIT01,6310,7900,53,0,S
SGJIT02,6310,7900,53,0,S
FG111,6310,7920,664,0,S
FG111_A,6310,7920,664,0,S
FG111_B,6310,7920,664,0,S
FG111_C,6310,7920,664,0,S
RM27_1,6310,3000,27,0,S
RM1420,6310,3000,285,0,S
RM1430,6310,3000,36,0,S
SG2200,6310,7900,66394,0,S
SG7100,6310,7900,71,0,S
SG8100,6310,7900,53,0,S
SG9100,6310,7900,53,0,S
SG1010,6310,7900,53,0,S
PIP01,6310,3000,0,4,V
FG29-1,6310,7920,121,0,S
FG6200,6310,7920,22357,0,S
SG6100,6310,7900,8437,0,S
FG6500,6310,7920,11428,0,S
AVC_RBT_BASE_FRAME,6310,7900,3043,0,S
AVC_RBT_CNTRL_CAB,6310,3100,0,411,V
AVC_RBT_D_ARM_50,6310,7900,94325,0,S
AVC_RBT_L_ARM_45,6310,7900,1826,0,S
AVC_RBT_SEALING,6310,3100,0,411,V
AVC_RBT_APPL_UNIT,6310,7920,142400,0,S
AVC_RBT_BUNDLE,6310,7920,142400,0,S
AVC_RBT_CNTRL_BRD,6310,3100,463,463,V
AVC_RBT_CNTRL_UNIT,6310,7920,142400,0,S
AVC_RBT_ROBOT,6310,7920,142400,0,S
TG11,3610,3100,61,74,V
FG126,3610,7920,115.56,0,S
RM12,3610,3000,6.21,0,S
RM120,3610,3000,22.58,0,S
RM122,3610,3000,3.73,0,S
RM124,3610,3000,1.24,0,S
RM128,3610,3000,9.94,0,S
RM13,3610,3000,2.49,0,S
RM14,3610,3000,3.73,0,S
RM16,3610,3000,1.24,0,S
RM20,3610,3000,7.46,0,S
RM27,3610,3000,3.73,0,S
SG124,3610,7900,2.49,0,S
SG21,3610,7900,8.7,0,S
SG22,3610,7900,16.15,0,S
SG224,3610,7900,2.49,0,S
SG25,3610,7900,34.79,0,S
FG29,3610,7920,4.97,0,S
RM09,3610,3000,0.5,0,S
RM15,3610,3000,1.24,0,S
RM19,3610,3000,0.75,0,S
RM30,3610,3000,0.06,0,S
SG24,3610,7900,0.81,0,S
SG23,3610,7900,33.94,0,S
RM129,3610,3000,9.22,0,S
FG130,3610,7920,173.76,0,S
SG30,3610,7900,81.45,0,S
FG228,3610,7920,150.35,0,S
SP001,3610,3040,807.67,0,S
SP002,3610,3040,810.15,0,S
SP003,3610,3040,810.15,0,S
SP004,3610,3040,807.67,0,S
SP005,3610,3040,810.15,0,S
SP006,3610,3040,810.15,0,S
RM33,3610,3000,0.61,0,S
RM34,3610,3000,0.92,0,S
SG27,3610,7900,2.3,0,S
FG233,3610,7920,117.42,0,S
RM233-1,3610,3000,16.78,0,S
RM233-2,3610,3000,16.78,0,S
RM233-4,3610,3000,16.78,0,S
RM234,3610,3000,19.63,0,S
SG233,3610,7900,19.63,0,S
RM235,3610,3000,19.01,0,S
SG234,3610,7900,22.81,0,S
FG129,3610,7920,32,0,S
SG29,3610,7900,15,0,S
RMPI001,3610,3000,0.43,0,S
RMPI002,3610,3000,5.43,0,S
RMPI003,3610,3000,6.79,0,S
RMPI004,3610,3000,4.07,0,S
RMPI005,3610,3000,1.9,0,S
SGPI001,3610,7900,2.82,0,S
SGPI001-V00,3610,7900,2.82,0,S
QM006,3610,7900,4.78,0,S
SDBOMERLAHD,3610,3100,61,50,V
SDBOMERLAIT01,3610,3100,16,13,V
SDBOMERLAIT02,3610,3100,16,13,V
SDBOMLUMFHD,3610,3100,61,50,V
SDBOMLUMFIT01,3610,3100,16,13,V
SDBOMLUMFIT02,3610,3100,16,13,V
CM-FL-V01,3610,7920,21720,0,S
SF-FL-COMB,3610,7900,16833,0,S
SF-FL-CWEIGHT,3610,7900,597.3,0,S
SF-FL-ELECTRIC,3610,7900,15747,0,S
SF-FL-TIRE-CUSH,3610,7900,488.7,0,S
SF-FL-TIRE-PNEU,3610,7900,543,0,S
CM-MLFL-KM-VXX,3610,7920,21720,0,S
SF-FL-FORKSEAT-VXX,3610,7900,16833,0,S
CM-FL-V00,3610,7920,4888.89,0,S
FG-FL-MV-V00,3610,7920,4000,0,S
FG-FL-MV-V01,3610,7920,4888.89,0,S
FG-FL-MV-V02,3610,7920,4888.89,0,S
F-10A,3610,7920,234.13,0,S
F-10B,3610,7920,278.73,0,S
R-302,3610,3000,8.36,0,S
R-401,3610,3000,5.57,0,S
S-201,3610,7900,139.36,0,S
S-202,3610,7900,83.61,0,S
S-301,3610,7900,27.87,0,S
S-203,3610,7900,15.28,0,S
F-20A,3610,7920,122.22,0,S
R-311,3610,3000,6.11,0,S
R-410,3610,3000,1.22,0,S
R-411,3610,3000,3.67,0,S
R-412,3610,3000,2.44,0,S
S-208,3610,7900,36.67,0,S
S-210,3610,7900,24.44,0,S
S-310,3610,7900,12.22,0,S
S-315,3610,7900,6.11,0,S
SG26,3610,7900,9.96,0,S
FG1_CP,3610,7920,22.79,0,S
RM1_CP,3610,3000,0.1,0,S
RM2_CP,3610,3000,1.22,0,S
SG1_CP,3610,7900,0.64,0,S
FG2_CP,3610,7920,4.78,0,S
RM5_CP,3610,3000,0.43,0,S
RM7_CP,3610,3000,1.09,0,S
SG2_CP,3610,7900,0.92,0,S
RMJIT01,3610,3000,5.43,0,S
RMJIT02,3610,3000,5.43,0,S
SGJIT01,3610,7900,8.15,0,S
SGJIT02,3610,7900,8.15,0,S
FG111,3610,7920,101.27,0,S
FG111_A,3610,7920,101.27,0,S
FG111_B,3610,7920,101.27,0,S
FG111_C,3610,7920,101.27,0,S
RM27_1,3610,3000,4.07,0,S
RM1420,3610,3000,43.44,0,S
RM1430,3610,3000,5.43,0,S
SG2200,3610,7900,36126.95,0,S
SG7100,3610,7900,10.86,0,S
SG8100,3610,7900,8.15,0,S
SG9100,3610,7900,8.15,0,S
SG1010,3610,7900,8.15,0,S
PIP01,3610,3000,0,0.65,V
FG29-1,3610,7920,18.46,0,S
FG6200,3610,7920,3410.04,0,S
SG6100,3610,7900,1286.91,0,S
FG6500,3610,7920,1743.03,0,S
AVC_RBT_BASE_FRAME,3610,7900,464.1,0,S
AVC_RBT_CNTRL_CAB,3610,3100,62.65,62.65,V
AVC_RBT_D_ARM_50,3610,7900,14387.18,0,S
AVC_RBT_L_ARM_45,3610,7900,278.46,0,S
AVC_RBT_SEALING,3610,3100,62.65,62.65,V
AVC_RBT_APPL_UNIT,3610,7920,21720,0,S
AVC_RBT_BUNDLE,3610,7920,21720,0,S
AVC_RBT_CNTRL_BRD,3610,3100,70.59,70.59,V
AVC_RBT_CNTRL_UNIT,3610,7920,21720,0,S
AVC_RBT_ROBOT,3610,7920,21720,0,S
TG11,6810,3100,484.92,484.92,V
FG126,6810,7920,669.91,0,S
RM12,6810,3000,35.92,0,S
RM120,6810,3000,44.9,0,S
RM122,6810,3000,26.94,0,S
RM124,6810,3000,12.57,0,S
RM128,6810,3000,59.27,0,S
RM13,6810,3000,17.96,0,S
RM14,6810,3000,26.94,0,S
RM16,6810,3000,8.98,0,S
RM20,6810,3000,46.7,0,S
RM27,6810,3000,26.94,0,S
SG124,6810,7900,18.68,0,S
SG21,6810,7900,53.88,0,S
SG22,6810,7900,96.98,0,S
SG224,6810,7900,18.68,0,S
SG25,6810,7900,206.54,0,S
FG29,6810,7920,31.61,0,S
RM09,6810,3000,2.87,0,S
RM15,6810,3000,7.18,0,S
RM19,6810,3000,4.31,0,S
RM30,6810,3000,0.36,0,S
SG24,6810,7900,6.11,0,S
SG23,6810,7900,67.53,0,S
RM129,6810,3000,59.27,0,S
FG130,6810,7920,1149.44,0,S
SG30,6810,7900,538.8,0,S
FG228,6810,7920,976.67,0,S
SP001,6810,3040,4669.6,0,S
SP002,6810,3040,4687.56,0,S
SP003,6810,3040,4687.56,0,S
SP004,6810,3040,4669.6,0,S
SP005,6810,3040,4687.56,0,S
SP006,6810,3040,4687.56,0,S
RM33,6810,3000,17.96,0,S
RM34,6810,3000,26.94,0,S
SG27,6810,7900,67.53,0,S
FG233,6810,7920,754.32,0,S
RM233-1,6810,3000,107.76,0,S
RM233-2,6810,3000,107.76,0,S
RM233-4,6810,3000,107.76,0,S
RM234,6810,3000,125.72,0,S
SG233,6810,7900,150.86,0,S
RM235,6810,3000,125.72,0,S
SG234,6810,7900,150.86,0,S
FG129,6810,7920,1149.44,0,S
SG29,6810,7900,538.8,0,S
RMPI001,6810,3000,2.87,0,S
RMPI002,6810,3000,35.92,0,S
RMPI003,6810,3000,44.9,0,S
RMPI004,6810,3000,26.94,0,S
RMPI005,6810,3000,12.57,0,S
SGPI001,6810,7900,18.68,0,S
SGPI001-V00,6810,7900,18.68,0,S
QM006,6810,7900,31.61,0,S
SDBOMERLAHD,6810,3100,1796,1796,V
SDBOMERLAIT01,6810,3100,484.92,484.92,V
SDBOMERLAIT02,6810,3100,484.92,484.92,V
SDBOMLUMFHD,6810,3100,1796,1796,V
SDBOMLUMFIT01,6810,3100,484.92,484.92,V
SDBOMLUMFIT02,6810,3100,484.92,484.92,V
CM-FL-V01,6810,7920,4000,0,S
SF-FL-COMB,6810,7900,3100,0,S
SF-FL-CWEIGHT,6810,7900,110,0,S
SF-FL-ELECTRIC,6810,7900,2900,0,S
SF-FL-TIRE-CUSH,6810,7900,90,0,S
SF-FL-TIRE-PNEU,6810,7900,100,0,S
CM-MLFL-KM-VXX,6810,7920,143680,0,S
SF-FL-FORKSEAT-VXX,6810,7900,111352,0,S
CM-FL-V00,6810,7920,143680,0,S
FG-FL-MV-V00,6810,7920,143680,0,S
FG-FL-MV-V01,6810,7920,143680,0,S
FG-FL-MV-V02,6810,7920,143680,0,S
F-10A,6810,7920,1508.64,0,S
F-10B,6810,7920,1796,0,S
R-302,6810,3000,53.88,0,S
R-401,6810,3000,35.92,0,S
S-201,6810,7900,898,0,S
S-202,6810,7900,538.8,0,S
S-301,6810,7900,179.6,0,S
S-203,6810,7900,449,0,S
F-20A,6810,7920,3592,0,S
R-311,6810,3000,179.6,0,S
R-410,6810,3000,35.92,0,S
R-411,6810,3000,107.76,0,S
R-412,6810,3000,71.84,0,S
S-208,6810,7900,1077.6,0,S
S-210,6810,7900,718.4,0,S
S-310,6810,7900,359.2,0,S
S-315,6810,7900,179.6,0,S
SG26,6810,7900,67.53,0,S
FG1_CP,6810,7920,669.91,0,S
RM1_CP,6810,3000,2.87,0,S
RM2_CP,6810,3000,35.92,0,S
SG1_CP,6810,7900,18.68,0,S
FG2_CP,6810,7920,31.61,0,S
RM5_CP,6810,3000,2.87,0,S
RM7_CP,6810,3000,7.18,0,S
SG2_CP,6810,7900,6.11,0,S
RMJIT01,6810,3000,35.92,0,S
RMJIT02,6810,3000,35.92,0,S
SGJIT01,6810,7900,53.88,0,S
SGJIT02,6810,7900,53.88,0,S
FG111,6810,7920,669.91,0,S
FG111_A,6810,7920,669.91,0,S
FG111_B,6810,7920,669.91,0,S
FG111_C,6810,7920,669.91,0,S
RM27_1,6810,3000,26.94,0,S
RM1420,6810,3000,287.36,0,S
RM1430,6810,3000,35.92,0,S
SG2200,6810,7900,66990.8,0,S
SG7100,6810,7900,71.84,0,S
SG8100,6810,7900,1.5,0,S
SG9100,6810,7900,53.88,0,S
SG1010,6810,7900,53.88,0,S
PIP01,6810,3000,0,4.31,V
FG29-1,6810,7920,122.13,0,S
FG6200,6810,7920,22557.76,0,S
SG6100,6810,7900,8513.04,0,S
FG6500,6810,7920,11530.32,0,S
AVC_RBT_BASE_FRAME,6810,7900,3070.09,0,S
AVC_RBT_CNTRL_CAB,6810,3100,414.46,414.46,V
AVC_RBT_D_ARM_50,6810,7900,95172.65,0,S
AVC_RBT_L_ARM_45,6810,7900,1842.05,0,S
AVC_RBT_SEALING,6810,3100,414.46,414.46,V
AVC_RBT_APPL_UNIT,6810,7920,143680,0,S
AVC_RBT_BUNDLE,6810,7920,143680,0,S
AVC_RBT_CNTRL_BRD,6810,3100,466.96,466.96,V
AVC_RBT_CNTRL_UNIT,6810,7920,143680,0,S
AVC_RBT_ROBOT,6810,7920,143680,0,S
TG11,2710,3100,13.5,13.5,V
FG126,2710,7920,18.65,0,S
RM12,2710,3000,1,0,S
RM120,2710,3000,1.25,0,S
RM122,2710,3000,0.75,0,S
RM124,2710,3000,0.35,0,S
RM128,2710,3000,1.65,0,S
RM13,2710,3000,0.5,0,S
RM14,2710,3000,0.75,0,S
RM16,2710,3000,0.25,0,S
RM20,2710,3000,1.3,0,S
RM27,2710,3000,0.75,0,S
SG124,2710,7900,0.52,0,S
SG21,2710,7900,1.5,0,S
SG22,2710,7900,2.7,0,S
SG224,2710,7900,0.52,0,S
SG25,2710,7900,5.75,0,S
FG29,2710,7920,0.88,0,S
RM09,2710,3000,0.08,0,S
RM15,2710,3000,0.2,0,S
RM19,2710,3000,0.12,0,S
RM30,2710,3000,0.01,0,S
SG24,2710,7900,0.17,0,S
SG23,2710,7900,1.88,0,S
RM129,2710,3000,1.65,0,S
FG130,2710,7920,32,0,S
SG30,2710,7900,15,0,S
FG228,2710,7920,27.19,0,S
SP001,2710,3040,130,0,S
SP002,2710,3040,130,0,S
SP003,2710,3040,130,0,S
SP004,2710,3040,130,0,S
SP005,2710,3040,130,0,S
SP006,2710,3040,130,0,S
RM33,2710,3000,0.5,0,S
RM34,2710,3000,0.75,0,S
SG27,2710,7900,1.88,0,S
FG233,2710,7920,21,0,S
RM233-1,2710,3000,3,0,S
RM233-2,2710,3000,3,0,S
RM233-4,2710,3000,3,0,S
RM234,2710,3000,3.5,0,S
SG233,2710,7900,4.2,0,S
RM235,2710,3000,3.5,0,S
SG234,2710,7900,4.2,0,S
FG129,2710,7920,32,0,S
SG29,2710,7900,15,0,S
RMPI001,2710,3000,0.08,0,S
RMPI002,2710,3000,1,0,S
RMPI003,2710,3000,1.25,0,S
RMPI004,2710,3000,0.75,0,S
RMPI005,2710,3000,0.35,0,S
SGPI001,2710,7900,0.52,0,S
SGPI001-V00,2710,7900,0.52,0,S
QM006,2710,7900,0.88,0,S
SDBOMERLAHD,2710,3100,50,50,V
SDBOMERLAIT01,2710,3100,13.5,13.5,V
